101
81
T [GeV]		muB [GeV]		G [1]
0.184000		0.010000		0.018313
0.185000		0.010000		0.017984
0.186000		0.010000		0.017665
0.187000		0.010000		0.017355
0.188000		0.010000		0.017053
0.189000		0.010000		0.016760
0.190000		0.010000		0.016474
0.191000		0.010000		0.016197
0.192000		0.010000		0.015927
0.193000		0.010000		0.015664
0.194000		0.010000		0.015408
0.195000		0.010000		0.015159
0.196000		0.010000		0.014917
0.197000		0.010000		0.014681
0.198000		0.010000		0.014451
0.199000		0.010000		0.014228
0.200000		0.010000		0.014010
0.100000		0.020000		0.314089
0.101000		0.020000		0.304791
0.102000		0.020000		0.295767
0.103000		0.020000		0.287009
0.104000		0.020000		0.278512
0.105000		0.020000		0.270267
0.106000		0.020000		0.262270
0.107000		0.020000		0.254513
0.108000		0.020000		0.246991
0.109000		0.020000		0.239697
0.110000		0.020000		0.232626
0.111000		0.020000		0.225771
0.112000		0.020000		0.219127
0.113000		0.020000		0.212688
0.114000		0.020000		0.206448
0.115000		0.020000		0.200403
0.116000		0.020000		0.194546
0.117000		0.020000		0.188873
0.118000		0.020000		0.183378
0.119000		0.020000		0.178056
0.120000		0.020000		0.172903
0.121000		0.020000		0.167913
0.122000		0.020000		0.163083
0.123000		0.020000		0.158406
0.124000		0.020000		0.153879
0.125000		0.020000		0.149496
0.126000		0.020000		0.145255
0.127000		0.020000		0.141150
0.128000		0.020000		0.137178
0.129000		0.020000		0.133334
0.130000		0.020000		0.129614
0.131000		0.020000		0.126015
0.132000		0.020000		0.122532
0.133000		0.020000		0.119162
0.134000		0.020000		0.115902
0.135000		0.020000		0.112748
0.136000		0.020000		0.109696
0.137000		0.020000		0.106743
0.138000		0.020000		0.103887
0.139000		0.020000		0.101123
0.140000		0.020000		0.098449
0.141000		0.020000		0.095862
0.142000		0.020000		0.093359
0.143000		0.020000		0.090937
0.144000		0.020000		0.088594
0.145000		0.020000		0.086327
0.146000		0.020000		0.084133
0.147000		0.020000		0.082009
0.148000		0.020000		0.079954
0.149000		0.020000		0.077966
0.150000		0.020000		0.076041
0.151000		0.020000		0.074178
0.152000		0.020000		0.072375
0.153000		0.020000		0.070629
0.154000		0.020000		0.068939
0.155000		0.020000		0.067302
0.156000		0.020000		0.065718
0.157000		0.020000		0.064183
0.158000		0.020000		0.062697
0.159000		0.020000		0.061258
0.160000		0.020000		0.059863
0.161000		0.020000		0.058512
0.162000		0.020000		0.057204
