101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.120000		0.080000		-0.491416
0.121000		0.080000		-0.460486
0.122000		0.080000		-0.431867
0.123000		0.080000		-0.405361
0.124000		0.080000		-0.380789
0.125000		0.080000		-0.357988
0.126000		0.080000		-0.336810
0.127000		0.080000		-0.317124
0.128000		0.080000		-0.298807
0.129000		0.080000		-0.281751
0.130000		0.080000		-0.265854
0.131000		0.080000		-0.251027
0.132000		0.080000		-0.237186
0.133000		0.080000		-0.224255
0.134000		0.080000		-0.212166
0.135000		0.080000		-0.200856
0.136000		0.080000		-0.190266
0.137000		0.080000		-0.180344
0.138000		0.080000		-0.171040
0.139000		0.080000		-0.162312
0.140000		0.080000		-0.154116
0.141000		0.080000		-0.146417
0.142000		0.080000		-0.139179
0.143000		0.080000		-0.132370
0.144000		0.080000		-0.125962
0.145000		0.080000		-0.119926
0.146000		0.080000		-0.114238
0.147000		0.080000		-0.108874
0.148000		0.080000		-0.103814
0.149000		0.080000		-0.099037
0.150000		0.080000		-0.094525
