100
100
T [fm^-1]		muB [fm^-1]		G_dfce [1]
0.633333		0.741818		0.842866
0.635758		0.741818		0.833503
0.638182		0.741818		0.824245
0.640606		0.741818		0.815092
0.643030		0.741818		0.806044
0.645455		0.741818		0.797099
0.647879		0.741818		0.788257
0.650303		0.741818		0.779518
0.652727		0.741818		0.770879
0.655152		0.741818		0.762342
0.657576		0.741818		0.753904
0.660000		0.741818		0.745566
0.662424		0.741818		0.737326
0.664848		0.741818		0.729183
0.667273		0.741818		0.721138
0.669697		0.741818		0.713188
0.672121		0.741818		0.705334
0.674545		0.741818		0.697575
0.676970		0.741818		0.689909
0.679394		0.741818		0.682337
0.681818		0.741818		0.674856
0.684242		0.741818		0.667467
0.686667		0.741818		0.660168
0.689091		0.741818		0.652959
0.691515		0.741818		0.645838
0.693939		0.741818		0.638806
0.696364		0.741818		0.631861
0.698788		0.741818		0.625003
0.701212		0.741818		0.618230
0.703636		0.741818		0.611541
0.706061		0.741818		0.604937
0.708485		0.741818		0.598416
0.710909		0.741818		0.591976
0.713333		0.741818		0.585619
0.715758		0.741818		0.579341
0.718182		0.741818		0.573144
0.720606		0.741818		0.567025
0.723030		0.741818		0.560984
0.725455		0.741818		0.555021
0.727879		0.741818		0.549134
0.730303		0.741818		0.543322
0.732727		0.741818		0.537585
0.735152		0.741818		0.531922
0.737576		0.741818		0.526332
0.740000		0.741818		0.520814
0.742424		0.741818		0.515367
0.744848		0.741818		0.509991
0.747273		0.741818		0.504685
0.749697		0.741818		0.499448
0.752121		0.741818		0.494279
0.754545		0.741818		0.489177
0.756970		0.741818		0.484142
0.759394		0.741818		0.479173
0.761818		0.741818		0.474268
0.764242		0.741818		0.469428
0.766667		0.741818		0.464651
0.769091		0.741818		0.459937
0.771515		0.741818		0.455284
0.773939		0.741818		0.450693
0.776364		0.741818		0.446162
0.778788		0.741818		0.441690
0.781212		0.741818		0.437277
0.783636		0.741818		0.432922
0.786061		0.741818		0.428625
0.788485		0.741818		0.424384
0.790909		0.741818		0.420199
0.793333		0.741818		0.416069
0.795758		0.741818		0.411994
0.798182		0.741818		0.407972
0.800606		0.741818		0.404004
0.803030		0.741818		0.400087
0.805455		0.741818		0.396222
0.807879		0.741818		0.392409
0.810303		0.741818		0.388645
0.812727		0.741818		0.384931
0.815152		0.741818		0.381266
0.817576		0.741818		0.377649
0.820000		0.741818		0.374080
0.580000		0.769293		1.094822
0.582424		0.769293		1.082947
0.584848		0.769293		1.071188
0.587273		0.769293		1.059544
0.589697		0.769293		1.048015
0.592121		0.769293		1.036600
0.594545		0.769293		1.025300
0.596970		0.769293		1.014114
0.599394		0.769293		1.003041
0.601818		0.769293		0.992081
0.604242		0.769293		0.981233
0.606667		0.769293		0.970498
0.609091		0.769293		0.959874
0.611515		0.769293		0.949361
0.613939		0.769293		0.938959
0.616364		0.769293		0.928666
0.618788		0.769293		0.918483
0.621212		0.769293		0.908410
0.623636		0.769293		0.898444
0.626061		0.769293		0.888586
0.628485		0.769293		0.878836
0.630909		0.769293		0.869192
0.633333		0.769293		0.859654
0.635758		0.769293		0.850222
0.638182		0.769293		0.840894
0.640606		0.769293		0.831671
0.643030		0.769293		0.822551
0.645455		0.769293		0.813534
0.647879		0.769293		0.804619
0.650303		0.769293		0.795805
0.652727		0.769293		0.787092
0.655152		0.769293		0.778480
0.657576		0.769293		0.769966
0.660000		0.769293		0.761551
0.662424		0.769293		0.753234
0.664848		0.769293		0.745015
0.667273		0.769293		0.736891
0.669697		0.769293		0.728864
0.672121		0.769293		0.720931
0.674545		0.769293		0.713092
0.676970		0.769293		0.705347
0.679394		0.769293		0.697694
0.681818		0.769293		0.690133
0.684242		0.769293		0.682664
0.686667		0.769293		0.675284
0.689091		0.769293		0.667994
0.691515		0.769293		0.660793
0.693939		0.769293		0.653679
0.696364		0.769293		0.646652
0.698788		0.769293		0.639712
0.701212		0.769293		0.632857
0.703636		0.769293		0.626087
0.706061		0.769293		0.619401
0.708485		0.769293		0.612797
0.710909		0.769293		0.606276
0.713333		0.769293		0.599836
0.715758		0.769293		0.593477
0.718182		0.769293		0.587197
0.720606		0.769293		0.580997
0.723030		0.769293		0.574874
0.725455		0.769293		0.568829
0.727879		0.769293		0.562860
0.730303		0.769293		0.556967
0.732727		0.769293		0.551148
0.735152		0.769293		0.545404
0.737576		0.769293		0.539733
0.740000		0.769293		0.534134
0.742424		0.769293		0.528607
0.744848		0.769293		0.523150
0.747273		0.769293		0.517764
0.749697		0.769293		0.512447
0.752121		0.769293		0.507198
0.754545		0.769293		0.502017
0.756970		0.769293		0.496902
0.759394		0.769293		0.491854
0.761818		0.769293		0.486871
0.764242		0.769293		0.481952
0.766667		0.769293		0.477097
0.769091		0.769293		0.472305
0.771515		0.769293		0.467575
0.773939		0.769293		0.462907
0.776364		0.769293		0.458299
0.778788		0.769293		0.453751
0.781212		0.769293		0.449263
0.783636		0.769293		0.444832
0.786061		0.769293		0.440460
0.788485		0.769293		0.436144
0.790909		0.769293		0.431885
0.793333		0.769293		0.427682
0.795758		0.769293		0.423533
0.798182		0.769293		0.419438
0.800606		0.769293		0.415397
0.803030		0.769293		0.411408
0.805455		0.769293		0.407472
0.807879		0.769293		0.403586
0.810303		0.769293		0.399752
0.812727		0.769293		0.395968
0.815152		0.769293		0.392233
0.817576		0.769293		0.388547
0.820000		0.769293		0.384908
0.580000		0.796768		1.111639
0.582424		0.796768		1.099736
0.584848		0.796768		1.087947
0.587273		0.796768		1.076272
0.589697		0.796768		1.064710
0.592121		0.796768		1.053262
0.594545		0.796768		1.041926
0.596970		0.796768		1.030702
0.599394		0.796768		1.019590
0.601818		0.796768		1.008590
0.604242		0.796768		0.997701
0.606667		0.796768		0.986923
0.609091		0.796768		0.976255
0.611515		0.796768		0.965696
0.613939		0.796768		0.955247
0.616364		0.796768		0.944907
0.618788		0.796768		0.934675
0.621212		0.796768		0.924551
0.623636		0.796768		0.914534
0.626061		0.796768		0.904623
0.628485		0.796768		0.894819
0.630909		0.796768		0.885121
0.633333		0.796768		0.875527
0.635758		0.796768		0.866038
0.638182		0.796768		0.856653
0.640606		0.796768		0.847371
0.643030		0.796768		0.838192
0.645455		0.796768		0.829114
0.647879		0.796768		0.820138
0.650303		0.796768		0.811263
0.652727		0.796768		0.802487
0.655152		0.796768		0.793811
0.657576		0.796768		0.785234
0.660000		0.796768		0.776754
0.662424		0.796768		0.768372
0.664848		0.796768		0.760086
0.667273		0.796768		0.751896
0.669697		0.796768		0.743801
0.672121		0.796768		0.735801
0.674545		0.796768		0.727894
0.676970		0.796768		0.720080
0.679394		0.796768		0.712358
0.681818		0.796768		0.704728
0.684242		0.796768		0.697188
0.686667		0.796768		0.689738
0.689091		0.796768		0.682377
0.691515		0.796768		0.675105
0.693939		0.796768		0.667920
0.696364		0.796768		0.660822
0.698788		0.796768		0.653810
0.701212		0.796768		0.646883
0.703636		0.796768		0.640040
0.706061		0.796768		0.633281
0.708485		0.796768		0.626605
0.710909		0.796768		0.620011
0.713333		0.796768		0.613498
0.715758		0.796768		0.607066
0.718182		0.796768		0.600713
0.720606		0.796768		0.594440
0.723030		0.796768		0.588244
0.725455		0.796768		0.582125
0.727879		0.796768		0.576083
0.730303		0.796768		0.570117
0.732727		0.796768		0.564225
0.735152		0.796768		0.558408
0.737576		0.796768		0.552663
0.740000		0.796768		0.546992
0.742424		0.796768		0.541392
0.744848		0.796768		0.535862
0.747273		0.796768		0.530403
0.749697		0.796768		0.525013
0.752121		0.796768		0.519692
0.754545		0.796768		0.514439
0.756970		0.796768		0.509252
0.759394		0.796768		0.504132
0.761818		0.796768		0.499077
0.764242		0.796768		0.494087
0.766667		0.796768		0.489161
0.769091		0.796768		0.484298
0.771515		0.796768		0.479497
0.773939		0.796768		0.474758
0.776364		0.796768		0.470080
0.778788		0.796768		0.465463
0.781212		0.796768		0.460904
0.783636		0.796768		0.456405
0.786061		0.796768		0.451963
0.788485		0.796768		0.447579
0.790909		0.796768		0.443251
0.793333		0.796768		0.438979
0.795758		0.796768		0.434762
0.798182		0.796768		0.430600
0.800606		0.796768		0.426492
0.803030		0.796768		0.422436
0.805455		0.796768		0.418433
0.807879		0.796768		0.414482
0.810303		0.796768		0.410582
0.812727		0.796768		0.406732
0.815152		0.796768		0.402932
0.817576		0.796768		0.399181
0.820000		0.796768		0.395479
0.580000		0.824242		1.127317
0.582424		0.824242		1.115398
0.584848		0.824242		1.103591
0.587273		0.824242		1.091897
0.589697		0.824242		1.080314
0.592121		0.824242		1.068843
0.594545		0.824242		1.057483
0.596970		0.824242		1.046234
0.599394		0.824242		1.035096
0.601818		0.824242		1.024068
0.604242		0.824242		1.013149
0.606667		0.824242		1.002340
0.609091		0.824242		0.991639
0.611515		0.824242		0.981047
0.613939		0.824242		0.970563
0.616364		0.824242		0.960187
0.618788		0.824242		0.949917
0.621212		0.824242		0.939755
0.623636		0.824242		0.929698
0.626061		0.824242		0.919747
0.628485		0.824242		0.909901
0.630909		0.824242		0.900159
0.633333		0.824242		0.890522
0.635758		0.824242		0.880987
0.638182		0.824242		0.871556
0.640606		0.824242		0.862227
0.643030		0.824242		0.852999
0.645455		0.824242		0.843873
0.647879		0.824242		0.834847
0.650303		0.824242		0.825920
0.652727		0.824242		0.817093
0.655152		0.824242		0.808365
0.657576		0.824242		0.799734
0.660000		0.824242		0.791200
0.662424		0.824242		0.782763
0.664848		0.824242		0.774422
0.667273		0.824242		0.766176
0.669697		0.824242		0.758024
0.672121		0.824242		0.749966
0.674545		0.824242		0.742002
0.676970		0.824242		0.734129
0.679394		0.824242		0.726348
0.681818		0.824242		0.718658
0.684242		0.824242		0.711058
0.686667		0.824242		0.703548
0.689091		0.824242		0.696126
0.691515		0.824242		0.688792
0.693939		0.824242		0.681545
0.696364		0.824242		0.674385
0.698788		0.824242		0.667310
0.701212		0.824242		0.660320
0.703636		0.824242		0.653415
0.706061		0.824242		0.646592
0.708485		0.824242		0.639852
0.710909		0.824242		0.633194
0.713333		0.824242		0.626617
0.715758		0.824242		0.620121
0.718182		0.824242		0.613703
0.720606		0.824242		0.607365
0.723030		0.824242		0.601104
0.725455		0.824242		0.594920
0.727879		0.824242		0.588813
0.730303		0.824242		0.582781
0.732727		0.824242		0.576825
0.735152		0.824242		0.570942
0.737576		0.824242		0.565132
0.740000		0.824242		0.559395
0.742424		0.824242		0.553729
0.744848		0.824242		0.548135
0.747273		0.824242		0.542610
0.749697		0.824242		0.537155
0.752121		0.824242		0.531768
0.754545		0.824242		0.526450
0.756970		0.824242		0.521198
0.759394		0.824242		0.516013
0.761818		0.824242		0.510893
0.764242		0.824242		0.505838
0.766667		0.824242		0.500847
0.769091		0.824242		0.495919
0.771515		0.824242		0.491054
0.773939		0.824242		0.486251
0.776364		0.824242		0.481509
0.778788		0.824242		0.476827
0.781212		0.824242		0.472205
0.783636		0.824242		0.467642
0.786061		0.824242		0.463137
0.788485		0.824242		0.458689
0.790909		0.824242		0.454299
0.793333		0.824242		0.449964
0.795758		0.824242		0.445685
0.798182		0.824242		0.441461
0.800606		0.824242		0.437290
0.803030		0.824242		0.433173
0.805455		0.824242		0.429109
0.807879		0.824242		0.425097
0.810303		0.824242		0.421136
0.812727		0.824242		0.417226
0.815152		0.824242		0.413365
0.817576		0.824242		0.409555
0.820000		0.824242		0.405793
0.580000		0.851717		1.141920
0.582424		0.851717		1.129995
0.584848		0.851717		1.118181
0.587273		0.851717		1.106478
0.589697		0.851717		1.094885
0.592121		0.851717		1.083402
0.594545		0.851717		1.072029
0.596970		0.851717		1.060766
0.599394		0.851717		1.049611
0.601818		0.851717		1.038565
0.604242		0.851717		1.027628
0.606667		0.851717		1.016798
0.609091		0.851717		1.006076
0.611515		0.851717		0.995461
0.613939		0.851717		0.984953
0.616364		0.851717		0.974551
0.618788		0.851717		0.964255
0.621212		0.851717		0.954064
0.623636		0.851717		0.943979
0.626061		0.851717		0.933997
0.628485		0.851717		0.924120
0.630909		0.851717		0.914345
0.633333		0.851717		0.904674
0.635758		0.851717		0.895105
0.638182		0.851717		0.885638
0.640606		0.851717		0.876272
0.643030		0.851717		0.867006
0.645455		0.851717		0.857841
0.647879		0.851717		0.848775
0.650303		0.851717		0.839808
0.652727		0.851717		0.830940
0.655152		0.851717		0.822169
0.657576		0.851717		0.813495
0.660000		0.851717		0.804917
0.662424		0.851717		0.796435
0.664848		0.851717		0.788048
0.667273		0.851717		0.779756
0.669697		0.851717		0.771557
0.672121		0.851717		0.763451
0.674545		0.851717		0.755438
0.676970		0.851717		0.747516
0.679394		0.851717		0.739685
0.681818		0.851717		0.731945
0.684242		0.851717		0.724294
0.686667		0.851717		0.716732
0.689091		0.851717		0.709259
0.691515		0.851717		0.701872
0.693939		0.851717		0.694572
0.696364		0.851717		0.687359
0.698788		0.851717		0.680230
0.701212		0.851717		0.673186
0.703636		0.851717		0.666225
0.706061		0.851717		0.659348
0.708485		0.851717		0.652553
0.710909		0.851717		0.645839
0.713333		0.851717		0.639206
0.715758		0.851717		0.632653
0.718182		0.851717		0.626179
0.720606		0.851717		0.619783
0.723030		0.851717		0.613466
0.725455		0.851717		0.607225
0.727879		0.851717		0.601060
0.730303		0.851717		0.594971
0.732727		0.851717		0.588956
0.735152		0.851717		0.583015
0.737576		0.851717		0.577147
0.740000		0.851717		0.571352
0.742424		0.851717		0.565628
0.744848		0.851717		0.559975
0.747273		0.851717		0.554392
0.749697		0.851717		0.548878
0.752121		0.851717		0.543433
0.754545		0.851717		0.538056
0.756970		0.851717		0.532745
0.759394		0.851717		0.527501
0.761818		0.851717		0.522323
0.764242		0.851717		0.517210
0.766667		0.851717		0.512160
0.769091		0.851717		0.507174
0.771515		0.851717		0.502251
0.773939		0.851717		0.497389
0.776364		0.851717		0.492589
0.778788		0.851717		0.487849
0.781212		0.851717		0.483169
0.783636		0.851717		0.478548
0.786061		0.851717		0.473985
0.788485		0.851717		0.469480
0.790909		0.851717		0.465032
0.793333		0.851717		0.460640
0.795758		0.851717		0.456304
0.798182		0.851717		0.452023
0.800606		0.851717		0.447796
0.803030		0.851717		0.443622
0.805455		0.851717		0.439501
0.807879		0.851717		0.435433
0.810303		0.851717		0.431416
0.812727		0.851717		0.427450
0.815152		0.851717		0.423534
0.817576		0.851717		0.419668
0.820000		0.851717		0.415851
0.580000		0.879192		1.155510
0.582424		0.879192		1.143589
0.584848		0.879192		1.131778
0.587273		0.879192		1.120075
0.589697		0.879192		1.108481
0.592121		0.879192		1.096996
0.594545		0.879192		1.085619
0.596970		0.879192		1.074350
0.599394		0.879192		1.063189
0.601818		0.879192		1.052135
0.604242		0.879192		1.041188
0.606667		0.879192		1.030348
0.609091		0.879192		1.019614
0.611515		0.879192		1.008985
0.613939		0.879192		0.998463
0.616364		0.879192		0.988045
0.618788		0.879192		0.977731
0.621212		0.879192		0.967522
0.623636		0.879192		0.957417
0.626061		0.879192		0.947415
0.628485		0.879192		0.937515
0.630909		0.879192		0.927718
0.633333		0.879192		0.918022
0.635758		0.879192		0.908428
0.638182		0.879192		0.898934
0.640606		0.879192		0.889541
0.643030		0.879192		0.880247
0.645455		0.879192		0.871052
0.647879		0.879192		0.861956
0.650303		0.879192		0.852958
0.652727		0.879192		0.844057
0.655152		0.879192		0.835252
0.657576		0.879192		0.826544
0.660000		0.879192		0.817931
0.662424		0.879192		0.809414
0.664848		0.879192		0.800990
0.667273		0.879192		0.792660
0.669697		0.879192		0.784423
0.672121		0.879192		0.776278
0.674545		0.879192		0.768225
0.676970		0.879192		0.760263
0.679394		0.879192		0.752392
0.681818		0.879192		0.744610
0.684242		0.879192		0.736916
0.686667		0.879192		0.729312
0.689091		0.879192		0.721794
0.691515		0.879192		0.714364
0.693939		0.879192		0.707019
0.696364		0.879192		0.699760
0.698788		0.879192		0.692586
0.701212		0.879192		0.685495
0.703636		0.879192		0.678488
0.706061		0.879192		0.671564
0.708485		0.879192		0.664721
0.710909		0.879192		0.657959
0.713333		0.879192		0.651278
0.715758		0.879192		0.644676
0.718182		0.879192		0.638153
0.720606		0.879192		0.631708
0.723030		0.879192		0.625341
0.725455		0.879192		0.619050
0.727879		0.879192		0.612835
0.730303		0.879192		0.606695
0.732727		0.879192		0.600629
0.735152		0.879192		0.594637
0.737576		0.879192		0.588718
0.740000		0.879192		0.582872
0.742424		0.879192		0.577096
0.744848		0.879192		0.571391
0.747273		0.879192		0.565757
0.749697		0.879192		0.560191
0.752121		0.879192		0.554694
0.754545		0.879192		0.549264
0.756970		0.879192		0.543902
0.759394		0.879192		0.538605
0.761818		0.879192		0.533375
0.764242		0.879192		0.528209
0.766667		0.879192		0.523107
0.769091		0.879192		0.518068
0.771515		0.879192		0.513092
0.773939		0.879192		0.508178
0.776364		0.879192		0.503325
0.778788		0.879192		0.498533
0.781212		0.879192		0.493801
0.783636		0.879192		0.489127
0.786061		0.879192		0.484512
0.788485		0.879192		0.479955
0.790909		0.879192		0.475455
0.793333		0.879192		0.471011
0.795758		0.879192		0.466622
0.798182		0.879192		0.462289
0.800606		0.879192		0.458010
0.803030		0.879192		0.453785
0.805455		0.879192		0.449613
0.807879		0.879192		0.445493
0.810303		0.879192		0.441425
0.812727		0.879192		0.437407
0.815152		0.879192		0.433441
0.817576		0.879192		0.429524
0.820000		0.879192		0.425656
0.580000		0.906667		1.168151
0.582424		0.906667		1.156241
0.584848		0.906667		1.144439
0.587273		0.906667		1.132745
0.589697		0.906667		1.121158
0.592121		0.906667		1.109679
0.594545		0.906667		1.098306
0.596970		0.906667		1.087040
0.599394		0.906667		1.075881
0.601818		0.906667		1.064827
0.604242		0.906667		1.053879
0.606667		0.906667		1.043036
0.609091		0.906667		1.032299
0.611515		0.906667		1.021665
0.613939		0.906667		1.011136
0.616364		0.906667		1.000711
0.618788		0.906667		0.990389
0.621212		0.906667		0.980170
0.623636		0.906667		0.970053
0.626061		0.906667		0.960039
0.628485		0.906667		0.950126
0.630909		0.906667		0.940314
0.633333		0.906667		0.930603
0.635758		0.906667		0.920992
0.638182		0.906667		0.911480
0.640606		0.906667		0.902068
0.643030		0.906667		0.892754
0.645455		0.906667		0.883538
0.647879		0.906667		0.874420
0.650303		0.906667		0.865399
0.652727		0.906667		0.856474
0.655152		0.906667		0.847645
0.657576		0.906667		0.838911
0.660000		0.906667		0.830271
0.662424		0.906667		0.821726
0.664848		0.906667		0.813274
0.667273		0.906667		0.804915
0.669697		0.906667		0.796648
0.672121		0.906667		0.788473
0.674545		0.906667		0.780388
0.676970		0.906667		0.772394
0.679394		0.906667		0.764489
0.681818		0.906667		0.756673
0.684242		0.906667		0.748945
0.686667		0.906667		0.741305
0.689091		0.906667		0.733752
0.691515		0.906667		0.726285
0.693939		0.906667		0.718904
0.696364		0.906667		0.711607
0.698788		0.906667		0.704395
0.701212		0.906667		0.697266
0.703636		0.906667		0.690220
0.706061		0.906667		0.683255
0.708485		0.906667		0.676372
0.710909		0.906667		0.669570
0.713333		0.906667		0.662847
0.715758		0.906667		0.656204
0.718182		0.906667		0.649639
0.720606		0.906667		0.643152
0.723030		0.906667		0.636742
0.725455		0.906667		0.630408
0.727879		0.906667		0.624149
0.730303		0.906667		0.617966
0.732727		0.906667		0.611856
0.735152		0.906667		0.605820
0.737576		0.906667		0.599856
0.740000		0.906667		0.593965
0.742424		0.906667		0.588144
0.744848		0.906667		0.582394
0.747273		0.906667		0.576714
0.749697		0.906667		0.571102
0.752121		0.906667		0.565559
0.754545		0.906667		0.560083
0.756970		0.906667		0.554675
0.759394		0.906667		0.549332
0.761818		0.906667		0.544055
0.764242		0.906667		0.538842
0.766667		0.906667		0.533693
0.769091		0.906667		0.528608
0.771515		0.906667		0.523585
0.773939		0.906667		0.518624
0.776364		0.906667		0.513724
0.778788		0.906667		0.508885
0.781212		0.906667		0.504105
0.783636		0.906667		0.499385
0.786061		0.906667		0.494722
0.788485		0.906667		0.490118
0.790909		0.906667		0.485571
0.793333		0.906667		0.481080
0.795758		0.906667		0.476644
0.798182		0.906667		0.472264
0.800606		0.906667		0.467938
0.803030		0.906667		0.463666
0.805455		0.906667		0.459447
0.807879		0.906667		0.455280
0.810303		0.906667		0.451165
0.812727		0.906667		0.447101
0.815152		0.906667		0.443088
0.817576		0.906667		0.439124
0.820000		0.906667		0.435210
0.580000		0.934141		1.179898
0.582424		0.934141		1.168007
0.584848		0.934141		1.156222
0.587273		0.934141		1.144543
0.589697		0.934141		1.132971
0.592121		0.934141		1.121504
0.594545		0.934141		1.110143
0.596970		0.934141		1.098887
0.599394		0.934141		1.087736
0.601818		0.934141		1.076690
0.604242		0.934141		1.065749
0.606667		0.934141		1.054911
0.609091		0.934141		1.044177
0.611515		0.934141		1.033546
0.613939		0.934141		1.023018
0.616364		0.934141		1.012593
0.618788		0.934141		1.002270
0.621212		0.934141		0.992049
0.623636		0.934141		0.981928
0.626061		0.934141		0.971909
0.628485		0.934141		0.961991
0.630909		0.934141		0.952172
0.633333		0.934141		0.942453
0.635758		0.934141		0.932832
0.638182		0.934141		0.923311
0.640606		0.934141		0.913887
0.643030		0.934141		0.904561
0.645455		0.934141		0.895332
0.647879		0.934141		0.886199
0.650303		0.934141		0.877163
0.652727		0.934141		0.868222
0.655152		0.934141		0.859375
0.657576		0.934141		0.850623
0.660000		0.934141		0.841965
0.662424		0.934141		0.833400
0.664848		0.934141		0.824927
0.667273		0.934141		0.816546
0.669697		0.934141		0.808256
0.672121		0.934141		0.800058
0.674545		0.934141		0.791949
0.676970		0.934141		0.783930
0.679394		0.934141		0.775999
0.681818		0.934141		0.768157
0.684242		0.934141		0.760402
0.686667		0.934141		0.752734
0.689091		0.934141		0.745153
0.691515		0.934141		0.737657
0.693939		0.934141		0.730245
0.696364		0.934141		0.722918
0.698788		0.934141		0.715675
0.701212		0.934141		0.708514
0.703636		0.934141		0.701436
0.706061		0.934141		0.694439
0.708485		0.934141		0.687522
0.710909		0.934141		0.680686
0.713333		0.934141		0.673929
0.715758		0.934141		0.667251
0.718182		0.934141		0.660651
0.720606		0.934141		0.654128
0.723030		0.934141		0.647682
0.725455		0.934141		0.641311
0.727879		0.934141		0.635016
0.730303		0.934141		0.628795
0.732727		0.934141		0.622648
0.735152		0.934141		0.616573
0.737576		0.934141		0.610571
0.740000		0.934141		0.604641
0.742424		0.934141		0.598781
0.744848		0.934141		0.592992
0.747273		0.934141		0.587272
0.749697		0.934141		0.581621
0.752121		0.934141		0.576037
0.754545		0.934141		0.570522
0.756970		0.934141		0.565072
0.759394		0.934141		0.559689
0.761818		0.934141		0.554371
0.764242		0.934141		0.549117
0.766667		0.934141		0.543927
0.769091		0.934141		0.538800
0.771515		0.934141		0.533736
0.773939		0.934141		0.528733
0.776364		0.934141		0.523791
0.778788		0.934141		0.518910
0.781212		0.934141		0.514088
0.783636		0.934141		0.509326
0.786061		0.934141		0.504621
0.788485		0.934141		0.499975
0.790909		0.934141		0.495385
0.793333		0.934141		0.490852
0.795758		0.934141		0.486374
0.798182		0.934141		0.481951
0.800606		0.934141		0.477583
0.803030		0.934141		0.473268
0.805455		0.934141		0.469007
0.807879		0.934141		0.464798
0.810303		0.934141		0.460641
0.812727		0.934141		0.456534
0.815152		0.934141		0.452479
0.817576		0.934141		0.448473
0.820000		0.934141		0.444517
0.580000		0.961616		1.190810
0.582424		0.961616		1.178943
0.584848		0.961616		1.167180
0.587273		0.961616		1.155523
0.589697		0.961616		1.143971
0.592121		0.961616		1.132523
0.594545		0.961616		1.121179
0.596970		0.961616		1.109940
0.599394		0.961616		1.098804
0.601818		0.961616		1.087772
0.604242		0.961616		1.076843
0.606667		0.961616		1.066017
0.609091		0.961616		1.055293
0.611515		0.961616		1.044671
0.613939		0.961616		1.034151
0.616364		0.961616		1.023732
0.618788		0.961616		1.013415
0.621212		0.961616		1.003198
0.623636		0.961616		0.993081
0.626061		0.961616		0.983064
0.628485		0.961616		0.973146
0.630909		0.961616		0.963327
0.633333		0.961616		0.953607
0.635758		0.961616		0.943985
0.638182		0.961616		0.934460
0.640606		0.961616		0.925032
0.643030		0.961616		0.915700
0.645455		0.961616		0.906465
0.647879		0.961616		0.897325
0.650303		0.961616		0.888280
0.652727		0.961616		0.879329
0.655152		0.961616		0.870473
0.657576		0.961616		0.861709
0.660000		0.961616		0.853039
0.662424		0.961616		0.844461
0.664848		0.961616		0.835974
0.667273		0.961616		0.827578
0.669697		0.961616		0.819273
0.672121		0.961616		0.811058
0.674545		0.961616		0.802932
0.676970		0.961616		0.794895
0.679394		0.961616		0.786945
0.681818		0.961616		0.779084
0.684242		0.961616		0.771308
0.686667		0.961616		0.763620
0.689091		0.961616		0.756016
0.691515		0.961616		0.748497
0.693939		0.961616		0.741063
0.696364		0.961616		0.733712
0.698788		0.961616		0.726444
0.701212		0.961616		0.719258
0.703636		0.961616		0.712154
0.706061		0.961616		0.705131
0.708485		0.961616		0.698188
0.710909		0.961616		0.691324
0.713333		0.961616		0.684539
0.715758		0.961616		0.677832
0.718182		0.961616		0.671203
0.720606		0.961616		0.664651
0.723030		0.961616		0.658174
0.725455		0.961616		0.651773
0.727879		0.961616		0.645447
0.730303		0.961616		0.639195
0.732727		0.961616		0.633016
0.735152		0.961616		0.626909
0.737576		0.961616		0.620875
0.740000		0.961616		0.614911
0.742424		0.961616		0.609019
0.744848		0.961616		0.603196
0.747273		0.961616		0.597442
0.749697		0.961616		0.591756
0.752121		0.961616		0.586138
0.754545		0.961616		0.580588
0.756970		0.961616		0.575103
0.759394		0.961616		0.569684
0.761818		0.961616		0.564331
0.764242		0.961616		0.559041
0.766667		0.961616		0.553815
0.769091		0.961616		0.548652
0.771515		0.961616		0.543551
0.773939		0.961616		0.538512
0.776364		0.961616		0.533533
0.778788		0.961616		0.528615
0.781212		0.961616		0.523756
0.783636		0.961616		0.518956
0.786061		0.961616		0.514215
0.788485		0.961616		0.509531
0.790909		0.961616		0.504903
0.793333		0.961616		0.500332
0.795758		0.961616		0.495817
0.798182		0.961616		0.491356
0.800606		0.961616		0.486950
0.803030		0.961616		0.482597
0.805455		0.961616		0.478298
0.807879		0.961616		0.474051
0.810303		0.961616		0.469855
0.812727		0.961616		0.465711
0.815152		0.961616		0.461617
0.817576		0.961616		0.457573
0.820000		0.961616		0.453579
0.580000		0.989091		1.200940
0.582424		0.989091		1.189101
0.584848		0.989091		1.177366
0.587273		0.989091		1.165735
0.589697		0.989091		1.154208
0.592121		0.989091		1.142784
0.594545		0.989091		1.131463
0.596970		0.989091		1.120245
0.599394		0.989091		1.109130
0.601818		0.989091		1.098117
0.604242		0.989091		1.087206
0.606667		0.989091		1.076397
0.609091		0.989091		1.065689
0.611515		0.989091		1.055082
0.613939		0.989091		1.044576
0.616364		0.989091		1.034170
0.618788		0.989091		1.023864
0.621212		0.989091		1.013657
0.623636		0.989091		1.003549
0.626061		0.989091		0.993540
0.628485		0.989091		0.983630
0.630909		0.989091		0.973817
0.633333		0.989091		0.964101
0.635758		0.989091		0.954483
0.638182		0.989091		0.944961
0.640606		0.989091		0.935534
0.643030		0.989091		0.926204
0.645455		0.989091		0.916968
0.647879		0.989091		0.907827
0.650303		0.989091		0.898780
0.652727		0.989091		0.889826
0.655152		0.989091		0.880966
0.657576		0.989091		0.872197
0.660000		0.989091		0.863521
0.662424		0.989091		0.854936
0.664848		0.989091		0.846442
0.667273		0.989091		0.838038
0.669697		0.989091		0.829723
0.672121		0.989091		0.821498
0.674545		0.989091		0.813361
0.676970		0.989091		0.805312
0.679394		0.989091		0.797350
0.681818		0.989091		0.789474
0.684242		0.989091		0.781685
0.686667		0.989091		0.773981
0.689091		0.989091		0.766362
0.691515		0.989091		0.758827
0.693939		0.989091		0.751376
0.696364		0.989091		0.744007
0.698788		0.989091		0.736721
0.701212		0.989091		0.729516
0.703636		0.989091		0.722392
0.706061		0.989091		0.715348
