100
100
T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.679394		0.439596		0.001059
0.681818		0.439596		0.001101
0.684242		0.439596		0.001143
0.686667		0.439596		0.001188
0.689091		0.439596		0.001233
0.691515		0.439596		0.001280
0.693939		0.439596		0.001329
0.696364		0.439596		0.001380
0.698788		0.439596		0.001432
0.701212		0.439596		0.001485
0.703636		0.439596		0.001541
0.706061		0.439596		0.001598
0.708485		0.439596		0.001657
0.710909		0.439596		0.001718
0.713333		0.439596		0.001781
0.715758		0.439596		0.001846
0.718182		0.439596		0.001913
0.720606		0.439596		0.001982
0.723030		0.439596		0.002053
0.725455		0.439596		0.002126
0.727879		0.439596		0.002202
0.730303		0.439596		0.002280
0.732727		0.439596		0.002360
0.735152		0.439596		0.002443
0.737576		0.439596		0.002528
0.740000		0.439596		0.002616
0.742424		0.439596		0.002707
0.744848		0.439596		0.002800
0.747273		0.439596		0.002896
0.749697		0.439596		0.002995
0.752121		0.439596		0.003096
0.754545		0.439596		0.003201
0.756970		0.439596		0.003308
0.759394		0.439596		0.003419
0.761818		0.439596		0.003533
0.764242		0.439596		0.003651
0.766667		0.439596		0.003771
0.769091		0.439596		0.003895
0.771515		0.439596		0.004023
0.773939		0.439596		0.004154
0.776364		0.439596		0.004289
0.778788		0.439596		0.004427
0.781212		0.439596		0.004570
0.783636		0.439596		0.004716
0.786061		0.439596		0.004866
0.788485		0.439596		0.005021
0.790909		0.439596		0.005180
0.793333		0.439596		0.005343
0.795758		0.439596		0.005510
0.798182		0.439596		0.005682
0.800606		0.439596		0.005859
0.803030		0.439596		0.006040
0.805455		0.439596		0.006226
0.807879		0.439596		0.006417
0.810303		0.439596		0.006613
0.812727		0.439596		0.006814
0.815152		0.439596		0.007021
0.817576		0.439596		0.007232
0.820000		0.439596		0.007450
0.580000		0.467071		0.000186
0.582424		0.467071		0.000196
0.584848		0.467071		0.000205
0.587273		0.467071		0.000215
0.589697		0.467071		0.000225
0.592121		0.467071		0.000236
0.594545		0.467071		0.000248
0.596970		0.467071		0.000259
0.599394		0.467071		0.000271
0.601818		0.467071		0.000284
0.604242		0.467071		0.000297
0.606667		0.467071		0.000311
0.609091		0.467071		0.000325
0.611515		0.467071		0.000340
0.613939		0.467071		0.000356
0.616364		0.467071		0.000372
0.618788		0.467071		0.000388
0.621212		0.467071		0.000405
0.623636		0.467071		0.000423
0.626061		0.467071		0.000442
0.628485		0.467071		0.000461
0.630909		0.467071		0.000482
0.633333		0.467071		0.000502
0.635758		0.467071		0.000524
0.638182		0.467071		0.000546
0.640606		0.467071		0.000570
0.643030		0.467071		0.000594
0.645455		0.467071		0.000619
0.647879		0.467071		0.000645
0.650303		0.467071		0.000672
0.652727		0.467071		0.000699
0.655152		0.467071		0.000728
0.657576		0.467071		0.000758
0.660000		0.467071		0.000789
0.662424		0.467071		0.000821
0.664848		0.467071		0.000854
0.667273		0.467071		0.000888
0.669697		0.467071		0.000924
0.672121		0.467071		0.000960
0.674545		0.467071		0.000998
0.676970		0.467071		0.001037
0.679394		0.467071		0.001078
0.681818		0.467071		0.001120
0.684242		0.467071		0.001163
0.686667		0.467071		0.001208
0.689091		0.467071		0.001254
0.691515		0.467071		0.001302
0.693939		0.467071		0.001351
0.696364		0.467071		0.001402
0.698788		0.467071		0.001455
0.701212		0.467071		0.001509
0.703636		0.467071		0.001565
0.706061		0.467071		0.001623
0.708485		0.467071		0.001683
0.710909		0.467071		0.001744
0.713333		0.467071		0.001808
0.715758		0.467071		0.001873
0.718182		0.467071		0.001941
0.720606		0.467071		0.002011
0.723030		0.467071		0.002083
0.725455		0.467071		0.002157
0.727879		0.467071		0.002233
0.730303		0.467071		0.002312
0.732727		0.467071		0.002393
0.735152		0.467071		0.002476
0.737576		0.467071		0.002562
0.740000		0.467071		0.002651
0.742424		0.467071		0.002742
0.744848		0.467071		0.002836
0.747273		0.467071		0.002933
0.749697		0.467071		0.003032
0.752121		0.467071		0.003135
0.754545		0.467071		0.003240
0.756970		0.467071		0.003349
0.759394		0.467071		0.003460
0.761818		0.467071		0.003575
0.764242		0.467071		0.003693
0.766667		0.467071		0.003815
0.769091		0.467071		0.003940
0.771515		0.467071		0.004068
0.773939		0.467071		0.004200
0.776364		0.467071		0.004336
0.778788		0.467071		0.004476
0.781212		0.467071		0.004619
0.783636		0.467071		0.004766
0.786061		0.467071		0.004918
0.788485		0.467071		0.005073
0.790909		0.467071		0.005233
0.793333		0.467071		0.005397
0.795758		0.467071		0.005565
0.798182		0.467071		0.005738
0.800606		0.467071		0.005916
0.803030		0.467071		0.006098
0.805455		0.467071		0.006285
0.807879		0.467071		0.006477
0.810303		0.467071		0.006674
0.812727		0.467071		0.006877
0.815152		0.467071		0.007084
0.817576		0.467071		0.007297
0.820000		0.467071		0.007515
0.580000		0.494545		0.000192
0.582424		0.494545		0.000201
0.584848		0.494545		0.000211
0.587273		0.494545		0.000221
0.589697		0.494545		0.000232
0.592121		0.494545		0.000243
0.594545		0.494545		0.000254
0.596970		0.494545		0.000266
0.599394		0.494545		0.000279
0.601818		0.494545		0.000292
0.604242		0.494545		0.000305
0.606667		0.494545		0.000319
0.609091		0.494545		0.000334
0.611515		0.494545		0.000349
0.613939		0.494545		0.000364
0.616364		0.494545		0.000381
0.618788		0.494545		0.000398
0.621212		0.494545		0.000415
0.623636		0.494545		0.000434
0.626061		0.494545		0.000453
0.628485		0.494545		0.000472
0.630909		0.494545		0.000493
0.633333		0.494545		0.000514
0.635758		0.494545		0.000536
0.638182		0.494545		0.000559
0.640606		0.494545		0.000582
0.643030		0.494545		0.000607
0.645455		0.494545		0.000632
0.647879		0.494545		0.000659
0.650303		0.494545		0.000686
0.652727		0.494545		0.000714
0.655152		0.494545		0.000743
0.657576		0.494545		0.000774
0.660000		0.494545		0.000805
0.662424		0.494545		0.000837
0.664848		0.494545		0.000871
0.667273		0.494545		0.000906
0.669697		0.494545		0.000942
0.672121		0.494545		0.000979
0.674545		0.494545		0.001017
0.676970		0.494545		0.001057
0.679394		0.494545		0.001098
0.681818		0.494545		0.001140
0.684242		0.494545		0.001184
0.686667		0.494545		0.001230
0.689091		0.494545		0.001276
0.691515		0.494545		0.001325
0.693939		0.494545		0.001375
0.696364		0.494545		0.001426
0.698788		0.494545		0.001479
0.701212		0.494545		0.001534
0.703636		0.494545		0.001591
0.706061		0.494545		0.001650
0.708485		0.494545		0.001710
0.710909		0.494545		0.001772
0.713333		0.494545		0.001836
0.715758		0.494545		0.001903
0.718182		0.494545		0.001971
0.720606		0.494545		0.002041
0.723030		0.494545		0.002114
0.725455		0.494545		0.002189
0.727879		0.494545		0.002266
0.730303		0.494545		0.002345
0.732727		0.494545		0.002427
0.735152		0.494545		0.002511
0.737576		0.494545		0.002598
0.740000		0.494545		0.002688
0.742424		0.494545		0.002780
0.744848		0.494545		0.002874
0.747273		0.494545		0.002972
0.749697		0.494545		0.003072
0.752121		0.494545		0.003176
0.754545		0.494545		0.003282
0.756970		0.494545		0.003391
0.759394		0.494545		0.003504
0.761818		0.494545		0.003620
0.764242		0.494545		0.003739
0.766667		0.494545		0.003861
0.769091		0.494545		0.003987
0.771515		0.494545		0.004116
0.773939		0.494545		0.004249
0.776364		0.494545		0.004386
0.778788		0.494545		0.004527
0.781212		0.494545		0.004671
0.783636		0.494545		0.004819
0.786061		0.494545		0.004972
0.788485		0.494545		0.005128
0.790909		0.494545		0.005289
0.793333		0.494545		0.005454
0.795758		0.494545		0.005624
0.798182		0.494545		0.005798
0.800606		0.494545		0.005976
0.803030		0.494545		0.006160
0.805455		0.494545		0.006348
0.807879		0.494545		0.006541
0.810303		0.494545		0.006739
0.812727		0.494545		0.006943
0.815152		0.494545		0.007151
0.817576		0.494545		0.007366
0.820000		0.494545		0.007585
0.580000		0.522020		0.000198
0.582424		0.522020		0.000207
0.584848		0.522020		0.000217
0.587273		0.522020		0.000228
0.589697		0.522020		0.000238
0.592121		0.522020		0.000250
0.594545		0.522020		0.000261
0.596970		0.522020		0.000274
0.599394		0.522020		0.000286
0.601818		0.522020		0.000299
0.604242		0.522020		0.000313
0.606667		0.522020		0.000327
0.609091		0.522020		0.000342
0.611515		0.522020		0.000358
0.613939		0.522020		0.000374
0.616364		0.522020		0.000390
0.618788		0.522020		0.000408
0.621212		0.522020		0.000426
0.623636		0.522020		0.000444
0.626061		0.522020		0.000464
0.628485		0.522020		0.000484
0.630909		0.522020		0.000504
0.633333		0.522020		0.000526
0.635758		0.522020		0.000548
0.638182		0.522020		0.000572
0.640606		0.522020		0.000596
0.643030		0.522020		0.000621
0.645455		0.522020		0.000646
0.647879		0.522020		0.000673
0.650303		0.522020		0.000701
0.652727		0.522020		0.000730
0.655152		0.522020		0.000759
0.657576		0.522020		0.000790
0.660000		0.522020		0.000822
0.662424		0.522020		0.000855
0.664848		0.522020		0.000889
0.667273		0.522020		0.000924
0.669697		0.522020		0.000961
0.672121		0.522020		0.000998
0.674545		0.522020		0.001037
0.676970		0.522020		0.001077
0.679394		0.522020		0.001119
0.681818		0.522020		0.001162
0.684242		0.522020		0.001207
0.686667		0.522020		0.001252
0.689091		0.522020		0.001300
0.691515		0.522020		0.001349
0.693939		0.522020		0.001399
0.696364		0.522020		0.001452
0.698788		0.522020		0.001505
0.701212		0.522020		0.001561
0.703636		0.522020		0.001618
0.706061		0.522020		0.001678
0.708485		0.522020		0.001739
0.710909		0.522020		0.001802
0.713333		0.522020		0.001867
0.715758		0.522020		0.001934
0.718182		0.522020		0.002003
0.720606		0.522020		0.002074
0.723030		0.522020		0.002147
0.725455		0.522020		0.002223
0.727879		0.522020		0.002301
0.730303		0.522020		0.002381
0.732727		0.522020		0.002463
0.735152		0.522020		0.002549
0.737576		0.522020		0.002636
0.740000		0.522020		0.002726
0.742424		0.522020		0.002819
0.744848		0.522020		0.002915
0.747273		0.522020		0.003013
0.749697		0.522020		0.003115
0.752121		0.522020		0.003219
0.754545		0.522020		0.003326
0.756970		0.522020		0.003437
0.759394		0.522020		0.003550
0.761818		0.522020		0.003667
0.764242		0.522020		0.003787
0.766667		0.522020		0.003910
0.769091		0.522020		0.004037
0.771515		0.522020		0.004167
0.773939		0.522020		0.004301
0.776364		0.522020		0.004439
0.778788		0.522020		0.004581
0.781212		0.522020		0.004726
0.783636		0.522020		0.004875
0.786061		0.522020		0.005029
0.788485		0.522020		0.005186
0.790909		0.522020		0.005348
0.793333		0.522020		0.005515
0.795758		0.522020		0.005685
0.798182		0.522020		0.005860
0.800606		0.522020		0.006040
0.803030		0.522020		0.006225
0.805455		0.522020		0.006414
0.807879		0.522020		0.006609
0.810303		0.522020		0.006808
0.812727		0.522020		0.007013
0.815152		0.522020		0.007222
0.817576		0.522020		0.007438
0.820000		0.522020		0.007659
0.580000		0.549495		0.000204
0.582424		0.549495		0.000213
0.584848		0.549495		0.000224
0.587273		0.549495		0.000234
0.589697		0.549495		0.000245
0.592121		0.549495		0.000257
0.594545		0.549495		0.000269
0.596970		0.549495		0.000281
0.599394		0.549495		0.000294
0.601818		0.549495		0.000308
0.604242		0.549495		0.000322
0.606667		0.549495		0.000337
0.609091		0.549495		0.000352
0.611515		0.549495		0.000367
0.613939		0.549495		0.000384
0.616364		0.549495		0.000401
0.618788		0.549495		0.000418
0.621212		0.549495		0.000437
0.623636		0.549495		0.000456
0.626061		0.549495		0.000475
0.628485		0.549495		0.000496
0.630909		0.549495		0.000517
0.633333		0.549495		0.000539
0.635758		0.549495		0.000562
0.638182		0.549495		0.000585
0.640606		0.549495		0.000610
0.643030		0.549495		0.000635
0.645455		0.549495		0.000661
0.647879		0.549495		0.000689
0.650303		0.549495		0.000717
0.652727		0.549495		0.000746
0.655152		0.549495		0.000776
0.657576		0.549495		0.000807
0.660000		0.549495		0.000840
0.662424		0.549495		0.000873
0.664848		0.549495		0.000908
0.667273		0.549495		0.000944
0.669697		0.549495		0.000981
0.672121		0.549495		0.001019
0.674545		0.549495		0.001058
0.676970		0.549495		0.001099
0.679394		0.549495		0.001141
0.681818		0.549495		0.001185
0.684242		0.549495		0.001230
0.686667		0.549495		0.001277
0.689091		0.549495		0.001325
0.691515		0.549495		0.001374
0.693939		0.549495		0.001426
0.696364		0.549495		0.001478
0.698788		0.549495		0.001533
0.701212		0.549495		0.001589
0.703636		0.549495		0.001647
0.706061		0.549495		0.001707
0.708485		0.549495		0.001769
0.710909		0.549495		0.001833
0.713333		0.549495		0.001898
0.715758		0.549495		0.001966
0.718182		0.549495		0.002036
0.720606		0.549495		0.002108
0.723030		0.549495		0.002182
0.725455		0.549495		0.002258
0.727879		0.549495		0.002337
0.730303		0.549495		0.002418
0.732727		0.549495		0.002502
0.735152		0.549495		0.002588
0.737576		0.549495		0.002676
0.740000		0.549495		0.002767
0.742424		0.549495		0.002861
0.744848		0.549495		0.002958
0.747273		0.549495		0.003057
0.749697		0.549495		0.003159
0.752121		0.549495		0.003264
0.754545		0.549495		0.003373
0.756970		0.549495		0.003484
0.759394		0.549495		0.003598
0.761818		0.549495		0.003716
0.764242		0.549495		0.003837
0.766667		0.549495		0.003962
0.769091		0.549495		0.004089
0.771515		0.549495		0.004221
0.773939		0.549495		0.004356
0.776364		0.549495		0.004495
0.778788		0.549495		0.004637
0.781212		0.549495		0.004784
0.783636		0.549495		0.004934
0.786061		0.549495		0.005089
0.788485		0.549495		0.005248
0.790909		0.549495		0.005411
0.793333		0.549495		0.005578
0.795758		0.549495		0.005750
0.798182		0.549495		0.005926
0.800606		0.549495		0.006107
0.803030		0.549495		0.006293
0.805455		0.549495		0.006484
0.807879		0.549495		0.006679
0.810303		0.549495		0.006880
0.812727		0.549495		0.007086
0.815152		0.549495		0.007297
0.817576		0.549495		0.007514
0.820000		0.549495		0.007736
0.580000		0.576970		0.000210
0.582424		0.576970		0.000220
0.584848		0.576970		0.000231
0.587273		0.576970		0.000242
0.589697		0.576970		0.000253
0.592121		0.576970		0.000265
0.594545		0.576970		0.000277
0.596970		0.576970		0.000290
0.599394		0.576970		0.000303
0.601818		0.576970		0.000317
0.604242		0.576970		0.000331
0.606667		0.576970		0.000346
0.609091		0.576970		0.000362
0.611515		0.576970		0.000378
0.613939		0.576970		0.000394
0.616364		0.576970		0.000412
0.618788		0.576970		0.000430
0.621212		0.576970		0.000448
0.623636		0.576970		0.000468
0.626061		0.576970		0.000488
0.628485		0.576970		0.000509
0.630909		0.576970		0.000530
0.633333		0.576970		0.000553
0.635758		0.576970		0.000576
0.638182		0.576970		0.000600
0.640606		0.576970		0.000625
0.643030		0.576970		0.000651
0.645455		0.576970		0.000677
0.647879		0.576970		0.000705
0.650303		0.576970		0.000734
0.652727		0.576970		0.000763
0.655152		0.576970		0.000794
0.657576		0.576970		0.000826
0.660000		0.576970		0.000859
0.662424		0.576970		0.000893
0.664848		0.576970		0.000928
0.667273		0.576970		0.000964
0.669697		0.576970		0.001002
0.672121		0.576970		0.001041
0.674545		0.576970		0.001081
0.676970		0.576970		0.001122
0.679394		0.576970		0.001165
0.681818		0.576970		0.001209
0.684242		0.576970		0.001255
0.686667		0.576970		0.001302
0.689091		0.576970		0.001351
0.691515		0.576970		0.001401
0.693939		0.576970		0.001453
0.696364		0.576970		0.001507
0.698788		0.576970		0.001562
0.701212		0.576970		0.001619
0.703636		0.576970		0.001678
0.706061		0.576970		0.001738
0.708485		0.576970		0.001801
0.710909		0.576970		0.001865
0.713333		0.576970		0.001932
0.715758		0.576970		0.002000
0.718182		0.576970		0.002071
0.720606		0.576970		0.002144
0.723030		0.576970		0.002219
0.725455		0.576970		0.002296
0.727879		0.576970		0.002376
0.730303		0.576970		0.002457
0.732727		0.576970		0.002542
0.735152		0.576970		0.002629
0.737576		0.576970		0.002718
0.740000		0.576970		0.002810
0.742424		0.576970		0.002905
0.744848		0.576970		0.003002
0.747273		0.576970		0.003103
0.749697		0.576970		0.003206
0.752121		0.576970		0.003312
0.754545		0.576970		0.003421
0.756970		0.576970		0.003534
0.759394		0.576970		0.003649
0.761818		0.576970		0.003768
0.764242		0.576970		0.003890
0.766667		0.576970		0.004016
0.769091		0.576970		0.004145
0.771515		0.576970		0.004277
0.773939		0.576970		0.004413
0.776364		0.576970		0.004553
0.778788		0.576970		0.004697
0.781212		0.576970		0.004845
0.783636		0.576970		0.004996
0.786061		0.576970		0.005152
0.788485		0.576970		0.005312
0.790909		0.576970		0.005476
0.793333		0.576970		0.005645
0.795758		0.576970		0.005818
0.798182		0.576970		0.005995
0.800606		0.576970		0.006178
0.803030		0.576970		0.006365
0.805455		0.576970		0.006557
0.807879		0.576970		0.006754
0.810303		0.576970		0.006956
0.812727		0.576970		0.007163
0.815152		0.576970		0.007375
0.817576		0.576970		0.007593
0.820000		0.576970		0.007817
0.580000		0.604444		0.000217
0.582424		0.604444		0.000227
0.584848		0.604444		0.000238
0.587273		0.604444		0.000249
0.589697		0.604444		0.000261
0.592121		0.604444		0.000273
0.594545		0.604444		0.000285
0.596970		0.604444		0.000299
0.599394		0.604444		0.000312
0.601818		0.604444		0.000326
0.604242		0.604444		0.000341
0.606667		0.604444		0.000356
0.609091		0.604444		0.000372
0.611515		0.604444		0.000388
0.613939		0.604444		0.000405
0.616364		0.604444		0.000423
0.618788		0.604444		0.000442
0.621212		0.604444		0.000461
0.623636		0.604444		0.000480
0.626061		0.604444		0.000501
0.628485		0.604444		0.000522
0.630909		0.604444		0.000544
0.633333		0.604444		0.000567
0.635758		0.604444		0.000591
0.638182		0.604444		0.000615
0.640606		0.604444		0.000641
0.643030		0.604444		0.000667
0.645455		0.604444		0.000694
0.647879		0.604444		0.000722
0.650303		0.604444		0.000751
0.652727		0.604444		0.000782
0.655152		0.604444		0.000813
0.657576		0.604444		0.000845
0.660000		0.604444		0.000879
0.662424		0.604444		0.000913
0.664848		0.604444		0.000949
0.667273		0.604444		0.000986
0.669697		0.604444		0.001024
0.672121		0.604444		0.001063
0.674545		0.604444		0.001104
0.676970		0.604444		0.001146
0.679394		0.604444		0.001190
0.681818		0.604444		0.001235
0.684242		0.604444		0.001281
0.686667		0.604444		0.001329
0.689091		0.604444		0.001378
0.691515		0.604444		0.001429
0.693939		0.604444		0.001482
0.696364		0.604444		0.001536
0.698788		0.604444		0.001592
0.701212		0.604444		0.001650
0.703636		0.604444		0.001710
0.706061		0.604444		0.001771
0.708485		0.604444		0.001834
0.710909		0.604444		0.001900
0.713333		0.604444		0.001967
0.715758		0.604444		0.002036
0.718182		0.604444		0.002108
0.720606		0.604444		0.002181
0.723030		0.604444		0.002257
0.725455		0.604444		0.002335
0.727879		0.604444		0.002416
0.730303		0.604444		0.002499
0.732727		0.604444		0.002584
0.735152		0.604444		0.002672
0.737576		0.604444		0.002762
0.740000		0.604444		0.002855
0.742424		0.604444		0.002951
0.744848		0.604444		0.003049
0.747273		0.604444		0.003151
0.749697		0.604444		0.003255
0.752121		0.604444		0.003362
0.754545		0.604444		0.003473
0.756970		0.604444		0.003586
0.759394		0.604444		0.003702
0.761818		0.604444		0.003822
0.764242		0.604444		0.003945
0.766667		0.604444		0.004072
0.769091		0.604444		0.004202
0.771515		0.604444		0.004336
0.773939		0.604444		0.004473
0.776364		0.604444		0.004614
0.778788		0.604444		0.004759
0.781212		0.604444		0.004908
0.783636		0.604444		0.005061
0.786061		0.604444		0.005218
0.788485		0.604444		0.005379
0.790909		0.604444		0.005545
0.793333		0.604444		0.005715
0.795758		0.604444		0.005889
0.798182		0.604444		0.006068
0.800606		0.604444		0.006251
0.803030		0.604444		0.006440
0.805455		0.604444		0.006633
0.807879		0.604444		0.006831
0.810303		0.604444		0.007035
0.812727		0.604444		0.007243
0.815152		0.604444		0.007457
0.817576		0.604444		0.007676
0.820000		0.604444		0.007901
0.580000		0.631919		0.000224
0.582424		0.631919		0.000235
0.584848		0.631919		0.000246
0.587273		0.631919		0.000257
0.589697		0.631919		0.000269
0.592121		0.631919		0.000282
0.594545		0.631919		0.000294
0.596970		0.631919		0.000308
0.599394		0.631919		0.000322
0.601818		0.631919		0.000336
0.604242		0.631919		0.000351
0.606667		0.631919		0.000367
0.609091		0.631919		0.000383
0.611515		0.631919		0.000400
0.613939		0.631919		0.000417
0.616364		0.631919		0.000435
0.618788		0.631919		0.000454
0.621212		0.631919		0.000474
0.623636		0.631919		0.000494
0.626061		0.631919		0.000515
0.628485		0.631919		0.000536
0.630909		0.631919		0.000559
0.633333		0.631919		0.000582
0.635758		0.631919		0.000606
0.638182		0.631919		0.000631
0.640606		0.631919		0.000657
0.643030		0.631919		0.000684
0.645455		0.631919		0.000712
0.647879		0.631919		0.000740
0.650303		0.631919		0.000770
0.652727		0.631919		0.000801
0.655152		0.631919		0.000833
0.657576		0.631919		0.000865
0.660000		0.631919		0.000899
0.662424		0.631919		0.000935
0.664848		0.631919		0.000971
0.667273		0.631919		0.001008
0.669697		0.631919		0.001047
0.672121		0.631919		0.001087
0.674545		0.631919		0.001129
0.676970		0.631919		0.001171
0.679394		0.631919		0.001216
0.681818		0.631919		0.001261
0.684242		0.631919		0.001308
0.686667		0.631919		0.001357
0.689091		0.631919		0.001407
0.691515		0.631919		0.001459
0.693939		0.631919		0.001512
0.696364		0.631919		0.001567
0.698788		0.631919		0.001624
0.701212		0.631919		0.001683
0.703636		0.631919		0.001743
0.706061		0.631919		0.001805
0.708485		0.631919		0.001869
0.710909		0.631919		0.001935
0.713333		0.631919		0.002004
0.715758		0.631919		0.002074
0.718182		0.631919		0.002146
0.720606		0.631919		0.002221
0.723030		0.631919		0.002298
0.725455		0.631919		0.002377
0.727879		0.631919		0.002458
0.730303		0.631919		0.002542
0.732727		0.631919		0.002628
0.735152		0.631919		0.002717
0.737576		0.631919		0.002808
0.740000		0.631919		0.002902
0.742424		0.631919		0.002999
0.744848		0.631919		0.003099
0.747273		0.631919		0.003201
0.749697		0.631919		0.003306
0.752121		0.631919		0.003415
0.754545		0.631919		0.003526
0.756970		0.631919		0.003640
0.759394		0.631919		0.003758
0.761818		0.631919		0.003879
0.764242		0.631919		0.004003
0.766667		0.631919		0.004131
0.769091		0.631919		0.004262
0.771515		0.631919		0.004397
0.773939		0.631919		0.004536
0.776364		0.631919		0.004678
0.778788		0.631919		0.004824
0.781212		0.631919		0.004975
0.783636		0.631919		0.005129
0.786061		0.631919		0.005287
0.788485		0.631919		0.005449
0.790909		0.631919		0.005616
0.793333		0.631919		0.005787
0.795758		0.631919		0.005963
0.798182		0.631919		0.006143
0.800606		0.631919		0.006328
0.803030		0.631919		0.006518
0.805455		0.631919		0.006713
0.807879		0.631919		0.006912
0.810303		0.631919		0.007117
0.812727		0.631919		0.007327
0.815152		0.631919		0.007542
0.817576		0.631919		0.007763
0.820000		0.631919		0.007989
0.580000		0.659394		0.000232
0.582424		0.659394		0.000243
0.584848		0.659394		0.000254
0.587273		0.659394		0.000266
0.589697		0.659394		0.000278
0.592121		0.659394		0.000291
0.594545		0.659394		0.000304
0.596970		0.659394		0.000318
0.599394		0.659394		0.000332
0.601818		0.659394		0.000347
0.604242		0.659394		0.000362
0.606667		0.659394		0.000378
0.609091		0.659394		0.000395
0.611515		0.659394		0.000412
0.613939		0.659394		0.000430
0.616364		0.659394		0.000448
0.618788		0.659394		0.000467
0.621212		0.659394		0.000487
0.623636		0.659394		0.000508
0.626061		0.659394		0.000529
0.628485		0.659394		0.000551
0.630909		0.659394		0.000574
0.633333		0.659394		0.000598
0.635758		0.659394		0.000623
0.638182		0.659394		0.000648
0.640606		0.659394		0.000674
0.643030		0.659394		0.000702
0.645455		0.659394		0.000730
0.647879		0.659394		0.000759
0.650303		0.659394		0.000790
0.652727		0.659394		0.000821
0.655152		0.659394		0.000853
0.657576		0.659394		0.000887
0.660000		0.659394		0.000921
0.662424		0.659394		0.000957
0.664848		0.659394		0.000994
0.667273		0.659394		0.001032
0.669697		0.659394		0.001072
0.672121		0.659394		0.001112
0.674545		0.659394		0.001154
0.676970		0.659394		0.001198
0.679394		0.659394		0.001243
0.681818		0.659394		0.001289
0.684242		0.659394		0.001337
0.686667		0.659394		0.001386
0.689091		0.659394		0.001437
0.691515		0.659394		0.001490
0.693939		0.659394		0.001544
0.696364		0.659394		0.001600
0.698788		0.659394		0.001657
0.701212		0.659394		0.001717
0.703636		0.659394		0.001778
0.706061		0.659394		0.001841
0.708485		0.659394		0.001906
0.710909		0.659394		0.001973
0.713333		0.659394		0.002042
0.715758		0.659394		0.002113
0.718182		0.659394		0.002186
0.720606		0.659394		0.002262
0.723030		0.659394		0.002340
0.725455		0.659394		0.002420
0.727879		0.659394		0.002502
0.730303		0.659394		0.002587
0.732727		0.659394		0.002674
0.735152		0.659394		0.002764
0.737576		0.659394		0.002856
0.740000		0.659394		0.002951
0.742424		0.659394		0.003049
0.744848		0.659394		0.003150
0.747273		0.659394		0.003253
0.749697		0.659394		0.003360
0.752121		0.659394		0.003469
0.754545		0.659394		0.003582
0.756970		0.659394		0.003697
0.759394		0.659394		0.003816
0.761818		0.659394		0.003938
0.764242		0.659394		0.004064
0.766667		0.659394		0.004193
0.769091		0.659394		0.004325
0.771515		0.659394		0.004461
0.773939		0.659394		0.004601
0.776364		0.659394		0.004745
0.778788		0.659394		0.004892
0.781212		0.659394		0.005044
0.783636		0.659394		0.005199
0.786061		0.659394		0.005359
0.788485		0.659394		0.005522
0.790909		0.659394		0.005691
0.793333		0.659394		0.005863
0.795758		0.659394		0.006040
0.798182		0.659394		0.006222
0.800606		0.659394		0.006408
0.803030		0.659394		0.006599
0.805455		0.659394		0.006795
0.807879		0.659394		0.006996
0.810303		0.659394		0.007203
0.812727		0.659394		0.007414
0.815152		0.659394		0.007631
0.817576		0.659394		0.007853
0.820000		0.659394		0.008081
0.580000		0.686869		0.000240
0.582424		0.686869		0.000251
0.584848		0.686869		0.000263
0.587273		0.686869		0.000275
0.589697		0.686869		0.000287
0.592121		0.686869		0.000300
0.594545		0.686869		0.000314
0.596970		0.686869		0.000328
0.599394		0.686869		0.000342
0.601818		0.686869		0.000358
0.604242		0.686869		0.000373
0.606667		0.686869		0.000390
0.609091		0.686869		0.000407
0.611515		0.686869		0.000424
0.613939		0.686869		0.000442
0.616364		0.686869		0.000461
0.618788		0.686869		0.000481
0.621212		0.686869		0.000501
0.623636		0.686869		0.000522
0.626061		0.686869		0.000544
0.628485		0.686869		0.000567
0.630909		0.686869		0.000590
0.633333		0.686869		0.000615
0.635758		0.686869		0.000640
0.638182		0.686869		0.000666
0.640606		0.686869		0.000693
0.643030		0.686869		0.000721
0.645455		0.686869		0.000749
0.647879		0.686869		0.000779
0.650303		0.686869		0.000810
0.652727		0.686869		0.000842
0.655152		0.686869		0.000875
0.657576		0.686869		0.000909
0.660000		0.686869		0.000944
0.662424		0.686869		0.000981
0.664848		0.686869		0.001018
0.667273		0.686869		0.001057
0.669697		0.686869		0.001097
0.672121		0.686869		0.001139
0.674545		0.686869		0.001181
0.676970		0.686869		0.001226
0.679394		0.686869		0.001271
0.681818		0.686869		0.001318
0.684242		0.686869		0.001367
0.686667		0.686869		0.001417
0.689091		0.686869		0.001468
0.691515		0.686869		0.001522
0.693939		0.686869		0.001577
0.696364		0.686869		0.001633
0.698788		0.686869		0.001692
0.701212		0.686869		0.001752
0.703636		0.686869		0.001814
0.706061		0.686869		0.001878
0.708485		0.686869		0.001944
0.710909		0.686869		0.002012
0.713333		0.686869		0.002082
0.715758		0.686869		0.002154
0.718182		0.686869		0.002228
0.720606		0.686869		0.002305
0.723030		0.686869		0.002383
0.725455		0.686869		0.002464
0.727879		0.686869		0.002548
0.730303		0.686869		0.002634
0.732727		0.686869		0.002722
0.735152		0.686869		0.002813
0.737576		0.686869		0.002906
0.740000		0.686869		0.003002
0.742424		0.686869		0.003101
0.744848		0.686869		0.003203
0.747273		0.686869		0.003308
0.749697		0.686869		0.003415
