100
100
T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.580000		0.000000		0.000144
0.582424		0.000000		0.000151
0.584848		0.000000		0.000159
0.587273		0.000000		0.000167
0.589697		0.000000		0.000176
0.592121		0.000000		0.000185
0.594545		0.000000		0.000194
0.596970		0.000000		0.000204
0.599394		0.000000		0.000214
0.601818		0.000000		0.000224
0.604242		0.000000		0.000235
0.606667		0.000000		0.000247
0.609091		0.000000		0.000259
0.611515		0.000000		0.000271
0.613939		0.000000		0.000284
0.616364		0.000000		0.000298
0.618788		0.000000		0.000312
0.621212		0.000000		0.000327
0.623636		0.000000		0.000342
0.626061		0.000000		0.000358
0.628485		0.000000		0.000374
0.630909		0.000000		0.000392
0.633333		0.000000		0.000409
0.635758		0.000000		0.000428
0.638182		0.000000		0.000447
0.640606		0.000000		0.000467
0.643030		0.000000		0.000488
0.645455		0.000000		0.000510
0.647879		0.000000		0.000533
0.650303		0.000000		0.000556
0.652727		0.000000		0.000580
0.655152		0.000000		0.000605
0.657576		0.000000		0.000632
0.660000		0.000000		0.000659
0.662424		0.000000		0.000687
0.664848		0.000000		0.000716
0.667273		0.000000		0.000746
0.669697		0.000000		0.000778
0.672121		0.000000		0.000810
0.674545		0.000000		0.000844
0.676970		0.000000		0.000878
0.679394		0.000000		0.000915
0.681818		0.000000		0.000952
0.684242		0.000000		0.000991
0.686667		0.000000		0.001031
0.689091		0.000000		0.001072
0.691515		0.000000		0.001115
0.693939		0.000000		0.001159
0.696364		0.000000		0.001205
0.698788		0.000000		0.001253
0.701212		0.000000		0.001302
0.703636		0.000000		0.001353
0.706061		0.000000		0.001405
0.708485		0.000000		0.001459
0.710909		0.000000		0.001515
0.713333		0.000000		0.001573
0.715758		0.000000		0.001633
0.718182		0.000000		0.001694
0.720606		0.000000		0.001758
0.723030		0.000000		0.001824
0.725455		0.000000		0.001892
0.727879		0.000000		0.001962
0.730303		0.000000		0.002034
0.732727		0.000000		0.002109
0.735152		0.000000		0.002186
0.737576		0.000000		0.002265
0.740000		0.000000		0.002347
0.742424		0.000000		0.002431
0.744848		0.000000		0.002518
0.747273		0.000000		0.002608
0.749697		0.000000		0.002700
0.752121		0.000000		0.002796
0.754545		0.000000		0.002894
0.756970		0.000000		0.002995
0.759394		0.000000		0.003099
0.761818		0.000000		0.003206
0.764242		0.000000		0.003316
0.766667		0.000000		0.003430
0.769091		0.000000		0.003547
0.771515		0.000000		0.003667
0.773939		0.000000		0.003791
0.776364		0.000000		0.003919
0.778788		0.000000		0.004050
0.781212		0.000000		0.004185
0.783636		0.000000		0.004324
0.786061		0.000000		0.004467
0.788485		0.000000		0.004613
0.790909		0.000000		0.004764
0.793333		0.000000		0.004919
0.795758		0.000000		0.005079
0.798182		0.000000		0.005243
0.800606		0.000000		0.005411
0.803030		0.000000		0.005584
0.805455		0.000000		0.005762
0.807879		0.000000		0.005944
0.810303		0.000000		0.006132
0.812727		0.000000		0.006324
0.815152		0.000000		0.006522
0.817576		0.000000		0.006725
0.820000		0.000000		0.006934
0.580000		0.027475		0.000144
0.582424		0.027475		0.000151
0.584848		0.027475		0.000159
0.587273		0.027475		0.000167
0.589697		0.027475		0.000176
0.592121		0.027475		0.000185
0.594545		0.027475		0.000194
0.596970		0.027475		0.000204
0.599394		0.027475		0.000214
0.601818		0.027475		0.000224
0.604242		0.027475		0.000236
0.606667		0.027475		0.000247
0.609091		0.027475		0.000259
0.611515		0.027475		0.000271
0.613939		0.027475		0.000285
0.616364		0.027475		0.000298
0.618788		0.027475		0.000312
0.621212		0.027475		0.000327
0.623636		0.027475		0.000342
0.626061		0.027475		0.000358
0.628485		0.027475		0.000375
0.630909		0.027475		0.000392
0.633333		0.027475		0.000410
0.635758		0.027475		0.000428
0.638182		0.027475		0.000448
0.640606		0.027475		0.000468
0.643030		0.027475		0.000489
0.645455		0.027475		0.000510
0.647879		0.027475		0.000533
0.650303		0.027475		0.000556
0.652727		0.027475		0.000581
0.655152		0.027475		0.000606
0.657576		0.027475		0.000632
0.660000		0.027475		0.000659
0.662424		0.027475		0.000687
0.664848		0.027475		0.000716
0.667273		0.027475		0.000747
0.669697		0.027475		0.000778
0.672121		0.027475		0.000810
0.674545		0.027475		0.000844
0.676970		0.027475		0.000879
0.679394		0.027475		0.000915
0.681818		0.027475		0.000952
0.684242		0.027475		0.000991
0.686667		0.027475		0.001031
0.689091		0.027475		0.001073
0.691515		0.027475		0.001116
0.693939		0.027475		0.001160
0.696364		0.027475		0.001206
0.698788		0.027475		0.001253
0.701212		0.027475		0.001303
0.703636		0.027475		0.001353
0.706061		0.027475		0.001406
0.708485		0.027475		0.001460
0.710909		0.027475		0.001516
0.713333		0.027475		0.001574
0.715758		0.027475		0.001634
0.718182		0.027475		0.001695
0.720606		0.027475		0.001759
0.723030		0.027475		0.001825
0.725455		0.027475		0.001893
0.727879		0.027475		0.001963
0.730303		0.027475		0.002035
0.732727		0.027475		0.002110
0.735152		0.027475		0.002187
0.737576		0.027475		0.002266
0.740000		0.027475		0.002348
0.742424		0.027475		0.002432
0.744848		0.027475		0.002519
0.747273		0.027475		0.002609
0.749697		0.027475		0.002702
0.752121		0.027475		0.002797
0.754545		0.027475		0.002895
0.756970		0.027475		0.002996
0.759394		0.027475		0.003100
0.761818		0.027475		0.003207
0.764242		0.027475		0.003318
0.766667		0.027475		0.003431
0.769091		0.027475		0.003548
0.771515		0.027475		0.003669
0.773939		0.027475		0.003793
0.776364		0.027475		0.003920
0.778788		0.027475		0.004052
0.781212		0.027475		0.004187
0.783636		0.027475		0.004325
0.786061		0.027475		0.004468
0.788485		0.027475		0.004615
0.790909		0.027475		0.004766
0.793333		0.027475		0.004921
0.795758		0.027475		0.005080
0.798182		0.027475		0.005244
0.800606		0.027475		0.005413
0.803030		0.027475		0.005586
0.805455		0.027475		0.005764
0.807879		0.027475		0.005946
0.810303		0.027475		0.006134
0.812727		0.027475		0.006326
0.815152		0.027475		0.006524
0.817576		0.027475		0.006727
0.820000		0.027475		0.006936
0.580000		0.054949		0.000144
0.582424		0.054949		0.000152
0.584848		0.054949		0.000160
0.587273		0.054949		0.000168
0.589697		0.054949		0.000176
0.592121		0.054949		0.000185
0.594545		0.054949		0.000195
0.596970		0.054949		0.000204
0.599394		0.054949		0.000214
0.601818		0.054949		0.000225
0.604242		0.054949		0.000236
0.606667		0.054949		0.000248
0.609091		0.054949		0.000260
0.611515		0.054949		0.000272
0.613939		0.054949		0.000285
0.616364		0.054949		0.000299
0.618788		0.054949		0.000313
0.621212		0.054949		0.000328
0.623636		0.054949		0.000343
0.626061		0.054949		0.000359
0.628485		0.054949		0.000376
0.630909		0.054949		0.000393
0.633333		0.054949		0.000411
0.635758		0.054949		0.000429
0.638182		0.054949		0.000449
0.640606		0.054949		0.000469
0.643030		0.054949		0.000490
0.645455		0.054949		0.000512
0.647879		0.054949		0.000534
0.650303		0.054949		0.000558
0.652727		0.054949		0.000582
0.655152		0.054949		0.000607
0.657576		0.054949		0.000633
0.660000		0.054949		0.000660
0.662424		0.054949		0.000689
0.664848		0.054949		0.000718
0.667273		0.054949		0.000748
0.669697		0.054949		0.000780
0.672121		0.054949		0.000812
0.674545		0.054949		0.000846
0.676970		0.054949		0.000881
0.679394		0.054949		0.000917
0.681818		0.054949		0.000954
0.684242		0.054949		0.000993
0.686667		0.054949		0.001033
0.689091		0.054949		0.001075
0.691515		0.054949		0.001118
0.693939		0.054949		0.001162
0.696364		0.054949		0.001208
0.698788		0.054949		0.001256
0.701212		0.054949		0.001305
0.703636		0.054949		0.001355
0.706061		0.054949		0.001408
0.708485		0.054949		0.001462
0.710909		0.054949		0.001518
0.713333		0.054949		0.001576
0.715758		0.054949		0.001636
0.718182		0.054949		0.001698
0.720606		0.054949		0.001762
0.723030		0.054949		0.001827
0.725455		0.054949		0.001895
0.727879		0.054949		0.001966
0.730303		0.054949		0.002038
0.732727		0.054949		0.002113
0.735152		0.054949		0.002190
0.737576		0.054949		0.002269
0.740000		0.054949		0.002351
0.742424		0.054949		0.002436
0.744848		0.054949		0.002523
0.747273		0.054949		0.002612
0.749697		0.054949		0.002705
0.752121		0.054949		0.002800
0.754545		0.054949		0.002899
0.756970		0.054949		0.003000
0.759394		0.054949		0.003104
0.761818		0.054949		0.003211
0.764242		0.054949		0.003322
0.766667		0.054949		0.003435
0.769091		0.054949		0.003553
0.771515		0.054949		0.003673
0.773939		0.054949		0.003797
0.776364		0.054949		0.003925
0.778788		0.054949		0.004056
0.781212		0.054949		0.004191
0.783636		0.054949		0.004330
0.786061		0.054949		0.004473
0.788485		0.054949		0.004620
0.790909		0.054949		0.004771
0.793333		0.054949		0.004926
0.795758		0.054949		0.005086
0.798182		0.054949		0.005250
0.800606		0.054949		0.005418
0.803030		0.054949		0.005591
0.805455		0.054949		0.005769
0.807879		0.054949		0.005952
0.810303		0.054949		0.006139
0.812727		0.054949		0.006332
0.815152		0.054949		0.006530
0.817576		0.054949		0.006733
0.820000		0.054949		0.006942
0.580000		0.082424		0.000145
0.582424		0.082424		0.000153
0.584848		0.082424		0.000160
0.587273		0.082424		0.000169
0.589697		0.082424		0.000177
0.592121		0.082424		0.000186
0.594545		0.082424		0.000196
0.596970		0.082424		0.000205
0.599394		0.082424		0.000215
0.601818		0.082424		0.000226
0.604242		0.082424		0.000237
0.606667		0.082424		0.000249
0.609091		0.082424		0.000261
0.611515		0.082424		0.000273
0.613939		0.082424		0.000286
0.616364		0.082424		0.000300
0.618788		0.082424		0.000314
0.621212		0.082424		0.000329
0.623636		0.082424		0.000344
0.626061		0.082424		0.000360
0.628485		0.082424		0.000377
0.630909		0.082424		0.000394
0.633333		0.082424		0.000412
0.635758		0.082424		0.000431
0.638182		0.082424		0.000450
0.640606		0.082424		0.000471
0.643030		0.082424		0.000492
0.645455		0.082424		0.000513
0.647879		0.082424		0.000536
0.650303		0.082424		0.000560
0.652727		0.082424		0.000584
0.655152		0.082424		0.000609
0.657576		0.082424		0.000635
0.660000		0.082424		0.000663
0.662424		0.082424		0.000691
0.664848		0.082424		0.000720
0.667273		0.082424		0.000751
0.669697		0.082424		0.000782
0.672121		0.082424		0.000815
0.674545		0.082424		0.000848
0.676970		0.082424		0.000883
0.679394		0.082424		0.000920
0.681818		0.082424		0.000957
0.684242		0.082424		0.000996
0.686667		0.082424		0.001036
0.689091		0.082424		0.001078
0.691515		0.082424		0.001121
0.693939		0.082424		0.001165
0.696364		0.082424		0.001211
0.698788		0.082424		0.001259
0.701212		0.082424		0.001308
0.703636		0.082424		0.001359
0.706061		0.082424		0.001412
0.708485		0.082424		0.001466
0.710909		0.082424		0.001522
0.713333		0.082424		0.001580
0.715758		0.082424		0.001640
0.718182		0.082424		0.001702
0.720606		0.082424		0.001766
0.723030		0.082424		0.001832
0.725455		0.082424		0.001900
0.727879		0.082424		0.001970
0.730303		0.082424		0.002043
0.732727		0.082424		0.002118
0.735152		0.082424		0.002195
0.737576		0.082424		0.002274
0.740000		0.082424		0.002356
0.742424		0.082424		0.002441
0.744848		0.082424		0.002528
0.747273		0.082424		0.002618
0.749697		0.082424		0.002711
0.752121		0.082424		0.002806
0.754545		0.082424		0.002905
0.756970		0.082424		0.003006
0.759394		0.082424		0.003110
0.761818		0.082424		0.003218
0.764242		0.082424		0.003328
0.766667		0.082424		0.003442
0.769091		0.082424		0.003559
0.771515		0.082424		0.003680
0.773939		0.082424		0.003804
0.776364		0.082424		0.003932
0.778788		0.082424		0.004063
0.781212		0.082424		0.004199
0.783636		0.082424		0.004338
0.786061		0.082424		0.004481
0.788485		0.082424		0.004628
0.790909		0.082424		0.004779
0.793333		0.082424		0.004934
0.795758		0.082424		0.005094
0.798182		0.082424		0.005258
0.800606		0.082424		0.005427
0.803030		0.082424		0.005600
0.805455		0.082424		0.005778
0.807879		0.082424		0.005961
0.810303		0.082424		0.006149
0.812727		0.082424		0.006342
0.815152		0.082424		0.006540
0.817576		0.082424		0.006743
0.820000		0.082424		0.006952
0.580000		0.109899		0.000146
0.582424		0.109899		0.000154
0.584848		0.109899		0.000161
0.587273		0.109899		0.000170
0.589697		0.109899		0.000178
0.592121		0.109899		0.000187
0.594545		0.109899		0.000197
0.596970		0.109899		0.000207
0.599394		0.109899		0.000217
0.601818		0.109899		0.000228
0.604242		0.109899		0.000239
0.606667		0.109899		0.000250
0.609091		0.109899		0.000262
0.611515		0.109899		0.000275
0.613939		0.109899		0.000288
0.616364		0.109899		0.000302
0.618788		0.109899		0.000316
0.621212		0.109899		0.000331
0.623636		0.109899		0.000346
0.626061		0.109899		0.000362
0.628485		0.109899		0.000379
0.630909		0.109899		0.000396
0.633333		0.109899		0.000415
0.635758		0.109899		0.000433
0.638182		0.109899		0.000453
0.640606		0.109899		0.000473
0.643030		0.109899		0.000494
0.645455		0.109899		0.000516
0.647879		0.109899		0.000539
0.650303		0.109899		0.000562
0.652727		0.109899		0.000587
0.655152		0.109899		0.000612
0.657576		0.109899		0.000638
0.660000		0.109899		0.000666
0.662424		0.109899		0.000694
0.664848		0.109899		0.000723
0.667273		0.109899		0.000754
0.669697		0.109899		0.000786
0.672121		0.109899		0.000818
0.674545		0.109899		0.000852
0.676970		0.109899		0.000887
0.679394		0.109899		0.000924
0.681818		0.109899		0.000961
0.684242		0.109899		0.001000
0.686667		0.109899		0.001040
0.689091		0.109899		0.001082
0.691515		0.109899		0.001125
0.693939		0.109899		0.001170
0.696364		0.109899		0.001216
0.698788		0.109899		0.001264
0.701212		0.109899		0.001313
0.703636		0.109899		0.001364
0.706061		0.109899		0.001417
0.708485		0.109899		0.001471
0.710909		0.109899		0.001528
0.713333		0.109899		0.001586
0.715758		0.109899		0.001646
0.718182		0.109899		0.001708
0.720606		0.109899		0.001772
0.723030		0.109899		0.001838
0.725455		0.109899		0.001906
0.727879		0.109899		0.001977
0.730303		0.109899		0.002050
0.732727		0.109899		0.002124
0.735152		0.109899		0.002202
0.737576		0.109899		0.002282
0.740000		0.109899		0.002364
0.742424		0.109899		0.002449
0.744848		0.109899		0.002536
0.747273		0.109899		0.002626
0.749697		0.109899		0.002719
0.752121		0.109899		0.002814
0.754545		0.109899		0.002913
0.756970		0.109899		0.003014
0.759394		0.109899		0.003119
0.761818		0.109899		0.003227
0.764242		0.109899		0.003337
0.766667		0.109899		0.003451
0.769091		0.109899		0.003569
0.771515		0.109899		0.003690
0.773939		0.109899		0.003814
0.776364		0.109899		0.003942
0.778788		0.109899		0.004074
0.781212		0.109899		0.004209
0.783636		0.109899		0.004348
0.786061		0.109899		0.004492
0.788485		0.109899		0.004639
0.790909		0.109899		0.004790
0.793333		0.109899		0.004946
0.795758		0.109899		0.005106
0.798182		0.109899		0.005270
0.800606		0.109899		0.005439
0.803030		0.109899		0.005613
0.805455		0.109899		0.005791
0.807879		0.109899		0.005974
0.810303		0.109899		0.006162
0.812727		0.109899		0.006355
0.815152		0.109899		0.006554
0.817576		0.109899		0.006757
0.820000		0.109899		0.006966
0.580000		0.137374		0.000147
0.582424		0.137374		0.000155
0.584848		0.137374		0.000163
0.587273		0.137374		0.000171
0.589697		0.137374		0.000180
0.592121		0.137374		0.000189
0.594545		0.137374		0.000198
0.596970		0.137374		0.000208
0.599394		0.137374		0.000219
0.601818		0.137374		0.000229
0.604242		0.137374		0.000241
0.606667		0.137374		0.000252
0.609091		0.137374		0.000264
0.611515		0.137374		0.000277
0.613939		0.137374		0.000290
0.616364		0.137374		0.000304
0.618788		0.137374		0.000318
0.621212		0.137374		0.000333
0.623636		0.137374		0.000349
0.626061		0.137374		0.000365
0.628485		0.137374		0.000382
0.630909		0.137374		0.000399
0.633333		0.137374		0.000417
0.635758		0.137374		0.000436
0.638182		0.137374		0.000456
0.640606		0.137374		0.000476
0.643030		0.137374		0.000497
0.645455		0.137374		0.000519
0.647879		0.137374		0.000542
0.650303		0.137374		0.000566
0.652727		0.137374		0.000590
0.655152		0.137374		0.000616
0.657576		0.137374		0.000642
0.660000		0.137374		0.000670
0.662424		0.137374		0.000698
0.664848		0.137374		0.000728
0.667273		0.137374		0.000758
0.669697		0.137374		0.000790
0.672121		0.137374		0.000823
0.674545		0.137374		0.000857
0.676970		0.137374		0.000892
0.679394		0.137374		0.000929
0.681818		0.137374		0.000966
0.684242		0.137374		0.001005
0.686667		0.137374		0.001046
0.689091		0.137374		0.001088
0.691515		0.137374		0.001131
0.693939		0.137374		0.001176
0.696364		0.137374		0.001222
0.698788		0.137374		0.001270
0.701212		0.137374		0.001320
0.703636		0.137374		0.001371
0.706061		0.137374		0.001424
0.708485		0.137374		0.001478
0.710909		0.137374		0.001535
0.713333		0.137374		0.001593
0.715758		0.137374		0.001654
0.718182		0.137374		0.001716
0.720606		0.137374		0.001780
0.723030		0.137374		0.001846
0.725455		0.137374		0.001915
0.727879		0.137374		0.001985
0.730303		0.137374		0.002058
0.732727		0.137374		0.002133
0.735152		0.137374		0.002211
0.737576		0.137374		0.002291
0.740000		0.137374		0.002373
0.742424		0.137374		0.002458
0.744848		0.137374		0.002546
0.747273		0.137374		0.002636
0.749697		0.137374		0.002729
0.752121		0.137374		0.002825
0.754545		0.137374		0.002924
0.756970		0.137374		0.003025
0.759394		0.137374		0.003130
0.761818		0.137374		0.003238
0.764242		0.137374		0.003349
0.766667		0.137374		0.003464
0.769091		0.137374		0.003581
0.771515		0.137374		0.003702
0.773939		0.137374		0.003827
0.776364		0.137374		0.003955
0.778788		0.137374		0.004087
0.781212		0.137374		0.004223
0.783636		0.137374		0.004362
0.786061		0.137374		0.004506
0.788485		0.137374		0.004653
0.790909		0.137374		0.004805
0.793333		0.137374		0.004961
0.795758		0.137374		0.005121
0.798182		0.137374		0.005286
0.800606		0.137374		0.005455
0.803030		0.137374		0.005629
0.805455		0.137374		0.005807
0.807879		0.137374		0.005991
0.810303		0.137374		0.006179
0.812727		0.137374		0.006373
0.815152		0.137374		0.006571
0.817576		0.137374		0.006775
0.820000		0.137374		0.006984
0.580000		0.164848		0.000149
0.582424		0.164848		0.000157
0.584848		0.164848		0.000165
0.587273		0.164848		0.000173
0.589697		0.164848		0.000182
0.592121		0.164848		0.000191
0.594545		0.164848		0.000200
0.596970		0.164848		0.000210
0.599394		0.164848		0.000221
0.601818		0.164848		0.000232
0.604242		0.164848		0.000243
0.606667		0.164848		0.000255
0.609091		0.164848		0.000267
0.611515		0.164848		0.000280
0.613939		0.164848		0.000293
0.616364		0.164848		0.000307
0.618788		0.164848		0.000321
0.621212		0.164848		0.000336
0.623636		0.164848		0.000352
0.626061		0.164848		0.000368
0.628485		0.164848		0.000385
0.630909		0.164848		0.000403
0.633333		0.164848		0.000421
0.635758		0.164848		0.000440
0.638182		0.164848		0.000460
0.640606		0.164848		0.000480
0.643030		0.164848		0.000501
0.645455		0.164848		0.000523
0.647879		0.164848		0.000546
0.650303		0.164848		0.000570
0.652727		0.164848		0.000595
0.655152		0.164848		0.000621
0.657576		0.164848		0.000647
0.660000		0.164848		0.000675
0.662424		0.164848		0.000703
0.664848		0.164848		0.000733
0.667273		0.164848		0.000764
0.669697		0.164848		0.000796
0.672121		0.164848		0.000829
0.674545		0.164848		0.000863
0.676970		0.164848		0.000898
0.679394		0.164848		0.000935
0.681818		0.164848		0.000973
0.684242		0.164848		0.001012
0.686667		0.164848		0.001053
0.689091		0.164848		0.001095
0.691515		0.164848		0.001138
0.693939		0.164848		0.001183
0.696364		0.164848		0.001230
0.698788		0.164848		0.001278
0.701212		0.164848		0.001328
0.703636		0.164848		0.001379
0.706061		0.164848		0.001432
0.708485		0.164848		0.001487
0.710909		0.164848		0.001544
0.713333		0.164848		0.001602
0.715758		0.164848		0.001663
0.718182		0.164848		0.001725
0.720606		0.164848		0.001790
0.723030		0.164848		0.001856
0.725455		0.164848		0.001925
0.727879		0.164848		0.001996
0.730303		0.164848		0.002069
0.732727		0.164848		0.002144
0.735152		0.164848		0.002222
0.737576		0.164848		0.002302
0.740000		0.164848		0.002385
0.742424		0.164848		0.002470
0.744848		0.164848		0.002558
0.747273		0.164848		0.002649
0.749697		0.164848		0.002742
0.752121		0.164848		0.002838
0.754545		0.164848		0.002937
0.756970		0.164848		0.003039
0.759394		0.164848		0.003144
0.761818		0.164848		0.003252
0.764242		0.164848		0.003364
0.766667		0.164848		0.003478
0.769091		0.164848		0.003596
0.771515		0.164848		0.003718
0.773939		0.164848		0.003843
0.776364		0.164848		0.003971
0.778788		0.164848		0.004103
0.781212		0.164848		0.004239
0.783636		0.164848		0.004379
0.786061		0.164848		0.004523
0.788485		0.164848		0.004671
0.790909		0.164848		0.004823
0.793333		0.164848		0.004979
0.795758		0.164848		0.005140
0.798182		0.164848		0.005305
0.800606		0.164848		0.005474
0.803030		0.164848		0.005649
0.805455		0.164848		0.005827
0.807879		0.164848		0.006011
0.810303		0.164848		0.006200
0.812727		0.164848		0.006394
0.815152		0.164848		0.006593
0.817576		0.164848		0.006797
0.820000		0.164848		0.007007
0.580000		0.192323		0.000151
0.582424		0.192323		0.000159
0.584848		0.192323		0.000167
0.587273		0.192323		0.000175
0.589697		0.192323		0.000184
0.592121		0.192323		0.000193
0.594545		0.192323		0.000203
0.596970		0.192323		0.000213
0.599394		0.192323		0.000223
0.601818		0.192323		0.000234
0.604242		0.192323		0.000246
0.606667		0.192323		0.000257
0.609091		0.192323		0.000270
0.611515		0.192323		0.000283
0.613939		0.192323		0.000296
0.616364		0.192323		0.000310
0.618788		0.192323		0.000325
0.621212		0.192323		0.000340
0.623636		0.192323		0.000355
0.626061		0.192323		0.000372
0.628485		0.192323		0.000389
0.630909		0.192323		0.000407
0.633333		0.192323		0.000425
0.635758		0.192323		0.000444
0.638182		0.192323		0.000464
0.640606		0.192323		0.000485
0.643030		0.192323		0.000506
0.645455		0.192323		0.000528
0.647879		0.192323		0.000551
0.650303		0.192323		0.000575
0.652727		0.192323		0.000600
0.655152		0.192323		0.000626
0.657576		0.192323		0.000653
0.660000		0.192323		0.000681
0.662424		0.192323		0.000709
0.664848		0.192323		0.000739
0.667273		0.192323		0.000770
0.669697		0.192323		0.000802
0.672121		0.192323		0.000835
0.674545		0.192323		0.000870
0.676970		0.192323		0.000905
0.679394		0.192323		0.000942
0.681818		0.192323		0.000980
0.684242		0.192323		0.001020
0.686667		0.192323		0.001061
0.689091		0.192323		0.001103
0.691515		0.192323		0.001147
0.693939		0.192323		0.001192
0.696364		0.192323		0.001238
0.698788		0.192323		0.001287
0.701212		0.192323		0.001337
0.703636		0.192323		0.001388
0.706061		0.192323		0.001442
0.708485		0.192323		0.001497
0.710909		0.192323		0.001554
0.713333		0.192323		0.001613
0.715758		0.192323		0.001673
0.718182		0.192323		0.001736
0.720606		0.192323		0.001801
0.723030		0.192323		0.001868
0.725455		0.192323		0.001937
0.727879		0.192323		0.002008
0.730303		0.192323		0.002081
0.732727		0.192323		0.002157
0.735152		0.192323		0.002235
0.737576		0.192323		0.002316
0.740000		0.192323		0.002399
0.742424		0.192323		0.002484
0.744848		0.192323		0.002572
0.747273		0.192323		0.002663
0.749697		0.192323		0.002757
0.752121		0.192323		0.002853
0.754545		0.192323		0.002953
0.756970		0.192323		0.003055
0.759394		0.192323		0.003160
0.761818		0.192323		0.003269
0.764242		0.192323		0.003381
0.766667		0.192323		0.003496
0.769091		0.192323		0.003614
0.771515		0.192323		0.003736
0.773939		0.192323		0.003861
0.776364		0.192323		0.003990
0.778788		0.192323		0.004123
0.781212		0.192323		0.004259
0.783636		0.192323		0.004399
0.786061		0.192323		0.004543
0.788485		0.192323		0.004692
0.790909		0.192323		0.004844
0.793333		0.192323		0.005001
0.795758		0.192323		0.005162
0.798182		0.192323		0.005327
0.800606		0.192323		0.005497
0.803030		0.192323		0.005672
0.805455		0.192323		0.005851
0.807879		0.192323		0.006035
0.810303		0.192323		0.006225
0.812727		0.192323		0.006419
0.815152		0.192323		0.006618
0.817576		0.192323		0.006823
0.820000		0.192323		0.007033
0.580000		0.219798		0.000153
0.582424		0.219798		0.000161
0.584848		0.219798		0.000169
0.587273		0.219798		0.000178
0.589697		0.219798		0.000186
0.592121		0.219798		0.000196
0.594545		0.219798		0.000205
0.596970		0.219798		0.000216
0.599394		0.219798		0.000226
0.601818		0.219798		0.000237
0.604242		0.219798		0.000249
0.606667		0.219798		0.000261
0.609091		0.219798		0.000273
0.611515		0.219798		0.000286
0.613939		0.219798		0.000300
0.616364		0.219798		0.000314
0.618788		0.219798		0.000329
0.621212		0.219798		0.000344
0.623636		0.219798		0.000360
0.626061		0.219798		0.000376
0.628485		0.219798		0.000393
0.630909		0.219798		0.000411
0.633333		0.219798		0.000430
0.635758		0.219798		0.000449
0.638182		0.219798		0.000469
0.640606		0.219798		0.000490
0.643030		0.219798		0.000511
0.645455		0.219798		0.000534
0.647879		0.219798		0.000557
0.650303		0.219798		0.000581
0.652727		0.219798		0.000606
0.655152		0.219798		0.000632
0.657576		0.219798		0.000659
0.660000		0.219798		0.000687
0.662424		0.219798		0.000716
0.664848		0.219798		0.000746
0.667273		0.219798		0.000777
0.669697		0.219798		0.000810
0.672121		0.219798		0.000843
0.674545		0.219798		0.000878
0.676970		0.219798		0.000913
0.679394		0.219798		0.000950
0.681818		0.219798		0.000989
0.684242		0.219798		0.001029
0.686667		0.219798		0.001070
0.689091		0.219798		0.001112
0.691515		0.219798		0.001156
0.693939		0.219798		0.001202
0.696364		0.219798		0.001249
0.698788		0.219798		0.001297
0.701212		0.219798		0.001348
0.703636		0.219798		0.001399
0.706061		0.219798		0.001453
0.708485		0.219798		0.001509
0.710909		0.219798		0.001566
0.713333		0.219798		0.001625
0.715758		0.219798		0.001686
0.718182		0.219798		0.001749
0.720606		0.219798		0.001814
0.723030		0.219798		0.001881
0.725455		0.219798		0.001950
0.727879		0.219798		0.002022
0.730303		0.219798		0.002096
0.732727		0.219798		0.002172
0.735152		0.219798		0.002250
0.737576		0.219798		0.002331
0.740000		0.219798		0.002414
0.742424		0.219798		0.002500
0.744848		0.219798		0.002589
0.747273		0.219798		0.002680
0.749697		0.219798		0.002774
0.752121		0.219798		0.002871
0.754545		0.219798		0.002971
0.756970		0.219798		0.003073
0.759394		0.219798		0.003179
0.761818		0.219798		0.003288
0.764242		0.219798		0.003400
0.766667		0.219798		0.003516
0.769091		0.219798		0.003634
0.771515		0.219798		0.003757
0.773939		0.219798		0.003882
0.776364		0.219798		0.004012
0.778788		0.219798		0.004145
0.781212		0.219798		0.004282
0.783636		0.219798		0.004422
0.786061		0.219798		0.004567
0.788485		0.219798		0.004716
0.790909		0.219798		0.004869
0.793333		0.219798		0.005026
0.795758		0.219798		0.005187
0.798182		0.219798		0.005353
0.800606		0.219798		0.005524
0.803030		0.219798		0.005699
0.805455		0.219798		0.005878
0.807879		0.219798		0.006063
0.810303		0.219798		0.006253
0.812727		0.219798		0.006448
0.815152		0.219798		0.006648
0.817576		0.219798		0.006853
0.820000		0.219798		0.007063
0.580000		0.247273		0.000155
0.582424		0.247273		0.000163
0.584848		0.247273		0.000172
0.587273		0.247273		0.000180
0.589697		0.247273		0.000189
0.592121		0.247273		0.000199
0.594545		0.247273		0.000209
0.596970		0.247273		0.000219
0.599394		0.247273		0.000230
0.601818		0.247273		0.000241
0.604242		0.247273		0.000252
0.606667		0.247273		0.000264
0.609091		0.247273		0.000277
0.611515		0.247273		0.000290
0.613939		0.247273		0.000304
0.616364		0.247273		0.000318
0.618788		0.247273		0.000333
0.621212		0.247273		0.000348
0.623636		0.247273		0.000364
0.626061		0.247273		0.000381
0.628485		0.247273		0.000398
0.630909		0.247273		0.000416
0.633333		0.247273		0.000435
0.635758		0.247273		0.000455
0.638182		0.247273		0.000475
0.640606		0.247273		0.000496
0.643030		0.247273		0.000518
0.645455		0.247273		0.000540
0.647879		0.247273		0.000564
0.650303		0.247273		0.000588
