   61.000999999999998     
  0.50000000000000000              501
 311.0010000000  98.9301409692   647.0133512467   0.0000000000   1.0000000000
 310.5010000000  98.7671600602   646.2240210604   0.0000000000   1.0000000000
 310.0010000000  98.6041822058   645.4343768899   0.0000000000   1.0000000000
 309.5010000000  98.4412071955   644.6444170510   0.0000000000   1.0000000000
 309.0010000000  98.2782352063   643.8541417338   0.0000000000   1.0000000000
 308.5010000000  98.1152662252   643.0635502058   0.0000000000   1.0000000000
 308.0010000000  97.9523002416   642.2726417439   0.0000000000   1.0000000000
 307.5010000000  97.7893372478   641.4814156355   0.0000000000   1.0000000000
 307.0010000000  97.6263772384   640.6898711777   0.0000000000   1.0000000000
 306.5010000000  97.4634204016   639.8980086047   0.0000000000   1.0000000000
 306.0010000000  97.3004665459   639.1058263053   0.0000000000   1.0000000000
 305.5010000000  97.1375156740   638.3133236069   0.0000000000   1.0000000000
 305.0010000000  96.9745677909   637.5204998469   0.0000000000   1.0000000000
 304.5010000000  96.8116229044   636.7273543727   0.0000000000   1.0000000000
 304.0010000000  96.6486812143   635.9338874649   0.0000000000   1.0000000000
 303.5010000000  96.4857425435   635.1400975666   0.0000000000   1.0000000000
 303.0010000000  96.3228069074   634.3459840555   0.0000000000   1.0000000000
 302.5010000000  96.1598745130   633.5515472403   0.0000000000   1.0000000000
 302.0010000000  95.9969450030   632.7567846767   0.0000000000   1.0000000000
 301.5010000000  95.8340187782   631.9616976136   0.0000000000   1.0000000000
 301.0010000000  95.6710954875   631.1662836301   0.0000000000   1.0000000000
 300.5010000000  95.5081755358   630.3705439924   0.0000000000   1.0000000000
 300.0010000000  95.3452583905   629.5744753860   0.0000000000   1.0000000000
 299.5010000000  95.1823446489   628.7780800131   0.0000000000   1.0000000000
 299.0010000000  95.0194339722   627.9813554995   0.0000000000   1.0000000000
 298.5010000000  94.8565264000   627.1843013168   0.0000000000   1.0000000000
 298.0010000000  94.6936219744   626.3869169470   0.0000000000   1.0000000000
 297.5010000000  94.5307207401   625.5892018821   0.0000000000   1.0000000000
 297.0010000000  94.3678225582   624.7911547121   0.0000000000   1.0000000000
 296.5010000000  94.2049276655   623.9927758638   0.0000000000   1.0000000000
 296.0010000000  94.0420359286   623.1940639491   0.0000000000   1.0000000000
 295.5010000000  93.8791474033   622.3950185036   0.0000000000   1.0000000000
 295.0010000000  93.7162619629   621.5956381640   0.0000000000   1.0000000000
 294.5010000000  93.5533798541   620.7959233974   0.0000000000   1.0000000000
 294.0010000000  93.3905009556   619.9958728625   0.0000000000   1.0000000000
 293.5010000000  93.2276253345   619.1954861388   0.0000000000   1.0000000000
 293.0010000000  93.0647528759   618.3947619095   0.0000000000   1.0000000000
 292.5010000000  92.9018836525   617.5936997770   0.0000000000   1.0000000000
 292.0010000000  92.7390175561   616.7922984495   0.0000000000   1.0000000000
 291.5010000000  92.5761548489   615.9905584564   0.0000000000   1.0000000000
 291.0010000000  92.4132954281   615.1884785282   0.0000000000   1.0000000000
 290.5010000000  92.2504393776   614.3860583112   0.0000000000   1.0000000000
 290.0010000000  92.0875864182   613.5832956593   0.0000000000   1.0000000000
 289.5010000000  91.9247368229   612.7801911451   0.0000000000   1.0000000000
 289.0010000000  91.7618905019   611.9767435489   0.0000000000   1.0000000000
 288.5010000000  91.5990475508   611.1729525637   0.0000000000   1.0000000000
 288.0010000000  91.4362078859   610.3688169945   0.0000000000   1.0000000000
 287.5010000000  91.2733714273   609.5643356601   0.0000000000   1.0000000000
 287.0010000000  91.1105384611   608.7595091867   0.0000000000   1.0000000000
 286.5010000000  90.9477089130   607.9543364157   0.0000000000   1.0000000000
 286.0010000000  90.7848825313   607.1488153068   0.0000000000   1.0000000000
 285.5010000000  90.6220596106   606.3429465204   0.0000000000   1.0000000000
