100
100
T [fm^-1]		muB [fm^-1]		betabulk_dfce [fm^-4]
0.781212		0.467071		0.096015
0.783636		0.467071		0.098131
0.786061		0.467071		0.100289
0.788485		0.467071		0.102487
0.790909		0.467071		0.104727
0.793333		0.467071		0.107009
0.795758		0.467071		0.109335
0.798182		0.467071		0.111704
0.800606		0.467071		0.114118
0.803030		0.467071		0.116577
0.805455		0.467071		0.119083
0.807879		0.467071		0.121635
0.810303		0.467071		0.124234
0.812727		0.467071		0.126882
0.815152		0.467071		0.129578
0.817576		0.467071		0.132325
0.820000		0.467071		0.135122
0.580000		0.494545		0.011855
0.582424		0.494545		0.012209
0.584848		0.494545		0.012573
0.587273		0.494545		0.012946
0.589697		0.494545		0.013328
0.592121		0.494545		0.013719
0.594545		0.494545		0.014121
0.596970		0.494545		0.014532
0.599394		0.494545		0.014953
0.601818		0.494545		0.015385
0.604242		0.494545		0.015827
0.606667		0.494545		0.016279
0.609091		0.494545		0.016743
0.611515		0.494545		0.017218
0.613939		0.494545		0.017704
0.616364		0.494545		0.018202
0.618788		0.494545		0.018712
0.621212		0.494545		0.019234
0.623636		0.494545		0.019768
0.626061		0.494545		0.020315
0.628485		0.494545		0.020874
0.630909		0.494545		0.021447
0.633333		0.494545		0.022032
0.635758		0.494545		0.022632
0.638182		0.494545		0.023245
0.640606		0.494545		0.023872
0.643030		0.494545		0.024514
0.645455		0.494545		0.025170
0.647879		0.494545		0.025841
0.650303		0.494545		0.026527
0.652727		0.494545		0.027229
0.655152		0.494545		0.027946
0.657576		0.494545		0.028680
0.660000		0.494545		0.029430
0.662424		0.494545		0.030196
0.664848		0.494545		0.030980
0.667273		0.494545		0.031781
0.669697		0.494545		0.032599
0.672121		0.494545		0.033436
0.674545		0.494545		0.034290
0.676970		0.494545		0.035164
0.679394		0.494545		0.036056
0.681818		0.494545		0.036968
0.684242		0.494545		0.037899
0.686667		0.494545		0.038850
0.689091		0.494545		0.039822
0.691515		0.494545		0.040814
0.693939		0.494545		0.041828
0.696364		0.494545		0.042863
0.698788		0.494545		0.043920
0.701212		0.494545		0.045000
0.703636		0.494545		0.046102
0.706061		0.494545		0.047227
0.708485		0.494545		0.048376
0.710909		0.494545		0.049548
0.713333		0.494545		0.050745
0.715758		0.494545		0.051967
0.718182		0.494545		0.053214
0.720606		0.494545		0.054487
0.723030		0.494545		0.055786
0.725455		0.494545		0.057112
0.727879		0.494545		0.058465
0.730303		0.494545		0.059845
0.732727		0.494545		0.061253
0.735152		0.494545		0.062690
0.737576		0.494545		0.064156
0.740000		0.494545		0.065651
0.742424		0.494545		0.067177
0.744848		0.494545		0.068733
0.747273		0.494545		0.070320
0.749697		0.494545		0.071939
0.752121		0.494545		0.073590
0.754545		0.494545		0.075273
0.756970		0.494545		0.076990
0.759394		0.494545		0.078741
0.761818		0.494545		0.080526
0.764242		0.494545		0.082346
0.766667		0.494545		0.084202
0.769091		0.494545		0.086093
0.771515		0.494545		0.088022
0.773939		0.494545		0.089988
0.776364		0.494545		0.091992
0.778788		0.494545		0.094035
0.781212		0.494545		0.096116
0.783636		0.494545		0.098238
0.786061		0.494545		0.100401
0.788485		0.494545		0.102604
0.790909		0.494545		0.104850
0.793333		0.494545		0.107138
0.795758		0.494545		0.109470
0.798182		0.494545		0.111845
0.800606		0.494545		0.114265
0.803030		0.494545		0.116731
0.805455		0.494545		0.119243
0.807879		0.494545		0.121802
0.810303		0.494545		0.124408
0.812727		0.494545		0.127063
0.815152		0.494545		0.129767
0.817576		0.494545		0.132521
0.820000		0.494545		0.135326
0.580000		0.522020		0.011836
0.582424		0.522020		0.012191
0.584848		0.522020		0.012554
0.587273		0.522020		0.012926
0.589697		0.522020		0.013308
0.592121		0.522020		0.013700
0.594545		0.522020		0.014101
0.596970		0.522020		0.014512
0.599394		0.522020		0.014933
0.601818		0.522020		0.015364
0.604242		0.522020		0.015806
0.606667		0.522020		0.016259
0.609091		0.522020		0.016722
0.611515		0.522020		0.017197
0.613939		0.522020		0.017683
0.616364		0.522020		0.018181
0.618788		0.522020		0.018691
0.621212		0.522020		0.019213
0.623636		0.522020		0.019747
0.626061		0.522020		0.020294
0.628485		0.522020		0.020853
0.630909		0.522020		0.021426
0.633333		0.522020		0.022012
0.635758		0.522020		0.022611
0.638182		0.522020		0.023224
0.640606		0.522020		0.023852
0.643030		0.522020		0.024494
0.645455		0.522020		0.025150
0.647879		0.522020		0.025822
0.650303		0.522020		0.026508
0.652727		0.522020		0.027210
0.655152		0.522020		0.027928
0.657576		0.522020		0.028663
0.660000		0.522020		0.029413
0.662424		0.522020		0.030180
0.664848		0.522020		0.030964
0.667273		0.522020		0.031766
0.669697		0.522020		0.032585
0.672121		0.522020		0.033423
0.674545		0.522020		0.034278
0.676970		0.522020		0.035153
0.679394		0.522020		0.036046
0.681818		0.522020		0.036959
0.684242		0.522020		0.037891
0.686667		0.522020		0.038844
0.689091		0.522020		0.039817
0.691515		0.522020		0.040810
0.693939		0.522020		0.041825
0.696364		0.522020		0.042862
0.698788		0.522020		0.043921
0.701212		0.522020		0.045002
0.703636		0.522020		0.046105
0.706061		0.522020		0.047232
0.708485		0.522020		0.048383
0.710909		0.522020		0.049558
0.713333		0.522020		0.050757
0.715758		0.522020		0.051981
0.718182		0.522020		0.053230
0.720606		0.522020		0.054506
0.723030		0.522020		0.055807
0.725455		0.522020		0.057135
0.727879		0.522020		0.058490
0.730303		0.522020		0.059873
0.732727		0.522020		0.061285
0.735152		0.522020		0.062724
0.737576		0.522020		0.064193
0.740000		0.522020		0.065692
0.742424		0.522020		0.067221
0.744848		0.522020		0.068780
0.747273		0.522020		0.070371
0.749697		0.522020		0.071993
0.752121		0.522020		0.073648
0.754545		0.522020		0.075335
0.756970		0.522020		0.077056
0.759394		0.522020		0.078811
0.761818		0.522020		0.080600
0.764242		0.522020		0.082425
0.766667		0.522020		0.084285
0.769091		0.522020		0.086181
0.771515		0.522020		0.088115
0.773939		0.522020		0.090085
0.776364		0.522020		0.092095
0.778788		0.522020		0.094142
0.781212		0.522020		0.096230
0.783636		0.522020		0.098357
0.786061		0.522020		0.100525
0.788485		0.522020		0.102735
0.790909		0.522020		0.104986
0.793333		0.522020		0.107281
0.795758		0.522020		0.109619
0.798182		0.522020		0.112001
0.800606		0.522020		0.114428
0.803030		0.522020		0.116900
0.805455		0.522020		0.119419
0.807879		0.522020		0.121985
0.810303		0.522020		0.124599
0.812727		0.522020		0.127261
0.815152		0.522020		0.129973
0.817576		0.522020		0.132735
0.820000		0.522020		0.135548
0.580000		0.549495		0.011819
0.582424		0.549495		0.012173
0.584848		0.549495		0.012536
0.587273		0.549495		0.012908
0.589697		0.549495		0.013290
0.592121		0.549495		0.013681
0.594545		0.549495		0.014082
0.596970		0.549495		0.014493
0.599394		0.549495		0.014914
0.601818		0.549495		0.015345
0.604242		0.549495		0.015787
0.606667		0.549495		0.016239
0.609091		0.549495		0.016703
0.611515		0.549495		0.017178
0.613939		0.549495		0.017664
0.616364		0.549495		0.018162
0.618788		0.549495		0.018671
0.621212		0.549495		0.019193
0.623636		0.549495		0.019727
0.626061		0.549495		0.020274
0.628485		0.549495		0.020834
0.630909		0.549495		0.021407
0.633333		0.549495		0.021993
0.635758		0.549495		0.022592
0.638182		0.549495		0.023206
0.640606		0.549495		0.023834
0.643030		0.549495		0.024476
0.645455		0.549495		0.025133
0.647879		0.549495		0.025805
0.650303		0.549495		0.026492
0.652727		0.549495		0.027195
0.655152		0.549495		0.027913
0.657576		0.549495		0.028648
0.660000		0.549495		0.029399
0.662424		0.549495		0.030167
0.664848		0.549495		0.030952
0.667273		0.549495		0.031754
0.669697		0.549495		0.032575
0.672121		0.549495		0.033413
0.674545		0.549495		0.034269
0.676970		0.549495		0.035145
0.679394		0.549495		0.036039
0.681818		0.549495		0.036953
0.684242		0.549495		0.037887
0.686667		0.549495		0.038841
0.689091		0.549495		0.039815
0.691515		0.549495		0.040810
0.693939		0.549495		0.041827
0.696364		0.549495		0.042865
0.698788		0.549495		0.043926
0.701212		0.549495		0.045008
0.703636		0.549495		0.046114
0.706061		0.549495		0.047243
0.708485		0.549495		0.048396
0.710909		0.549495		0.049573
0.713333		0.549495		0.050774
0.715758		0.549495		0.052000
0.718182		0.549495		0.053252
0.720606		0.549495		0.054530
0.723030		0.549495		0.055834
0.725455		0.549495		0.057165
0.727879		0.549495		0.058523
0.730303		0.549495		0.059909
0.732727		0.549495		0.061323
0.735152		0.549495		0.062766
0.737576		0.549495		0.064238
0.740000		0.549495		0.065740
0.742424		0.549495		0.067272
0.744848		0.549495		0.068835
0.747273		0.549495		0.070430
0.749697		0.549495		0.072056
0.752121		0.549495		0.073715
0.754545		0.549495		0.075406
0.756970		0.549495		0.077131
0.759394		0.549495		0.078890
0.761818		0.549495		0.080684
0.764242		0.549495		0.082513
0.766667		0.549495		0.084378
0.769091		0.549495		0.086280
0.771515		0.549495		0.088218
0.773939		0.549495		0.090194
0.776364		0.549495		0.092209
0.778788		0.549495		0.094262
0.781212		0.549495		0.096355
0.783636		0.549495		0.098489
0.786061		0.549495		0.100663
0.788485		0.549495		0.102879
0.790909		0.549495		0.105137
0.793333		0.549495		0.107438
0.795758		0.549495		0.109782
0.798182		0.549495		0.112171
0.800606		0.549495		0.114605
0.803030		0.549495		0.117085
0.805455		0.549495		0.119611
0.807879		0.549495		0.122185
0.810303		0.549495		0.124807
0.812727		0.549495		0.127477
0.815152		0.549495		0.130197
0.817576		0.549495		0.132967
0.820000		0.549495		0.135789
0.580000		0.576970		0.011803
0.582424		0.576970		0.012157
0.584848		0.576970		0.012520
0.587273		0.576970		0.012892
0.589697		0.576970		0.013273
0.592121		0.576970		0.013664
0.594545		0.576970		0.014065
0.596970		0.576970		0.014475
0.599394		0.576970		0.014896
0.601818		0.576970		0.015327
0.604242		0.576970		0.015769
0.606667		0.576970		0.016222
0.609091		0.576970		0.016685
0.611515		0.576970		0.017160
0.613939		0.576970		0.017646
0.616364		0.576970		0.018144
0.618788		0.576970		0.018654
0.621212		0.576970		0.019176
0.623636		0.576970		0.019710
0.626061		0.576970		0.020257
0.628485		0.576970		0.020817
0.630909		0.576970		0.021390
0.633333		0.576970		0.021976
0.635758		0.576970		0.022576
0.638182		0.576970		0.023190
0.640606		0.576970		0.023818
0.643030		0.576970		0.024461
0.645455		0.576970		0.025118
0.647879		0.576970		0.025791
0.650303		0.576970		0.026478
0.652727		0.576970		0.027182
0.655152		0.576970		0.027901
0.657576		0.576970		0.028636
0.660000		0.576970		0.029388
0.662424		0.576970		0.030157
0.664848		0.576970		0.030943
0.667273		0.576970		0.031746
0.669697		0.576970		0.032567
0.672121		0.576970		0.033407
0.674545		0.576970		0.034264
0.676970		0.576970		0.035141
0.679394		0.576970		0.036037
0.681818		0.576970		0.036952
0.684242		0.576970		0.037887
0.686667		0.576970		0.038842
0.689091		0.576970		0.039818
0.691515		0.576970		0.040815
0.693939		0.576970		0.041833
0.696364		0.576970		0.042873
0.698788		0.576970		0.043936
0.701212		0.576970		0.045020
0.703636		0.576970		0.046128
0.706061		0.576970		0.047259
0.708485		0.576970		0.048414
0.710909		0.576970		0.049593
0.713333		0.576970		0.050797
0.715758		0.576970		0.052026
0.718182		0.576970		0.053280
0.720606		0.576970		0.054561
0.723030		0.576970		0.055868
0.725455		0.576970		0.057201
0.727879		0.576970		0.058563
0.730303		0.576970		0.059952
0.732727		0.576970		0.061369
0.735152		0.576970		0.062815
0.737576		0.576970		0.064291
0.740000		0.576970		0.065797
0.742424		0.576970		0.067333
0.744848		0.576970		0.068899
0.747273		0.576970		0.070498
0.749697		0.576970		0.072128
0.752121		0.576970		0.073791
0.754545		0.576970		0.075487
0.756970		0.576970		0.077217
0.759394		0.576970		0.078981
0.761818		0.576970		0.080779
0.764242		0.576970		0.082613
0.766667		0.576970		0.084483
0.769091		0.576970		0.086390
0.771515		0.576970		0.088334
0.773939		0.576970		0.090316
0.776364		0.576970		0.092336
0.778788		0.576970		0.094395
0.781212		0.576970		0.096495
0.783636		0.576970		0.098634
0.786061		0.576970		0.100815
0.788485		0.576970		0.103037
0.790909		0.576970		0.105302
0.793333		0.576970		0.107610
0.795758		0.576970		0.109962
0.798182		0.576970		0.112358
0.800606		0.576970		0.114799
0.803030		0.576970		0.117287
0.805455		0.576970		0.119821
0.807879		0.576970		0.122403
0.810303		0.576970		0.125033
0.812727		0.576970		0.127712
0.815152		0.576970		0.130441
0.817576		0.576970		0.133220
0.820000		0.576970		0.136051
0.580000		0.604444		0.011788
0.582424		0.604444		0.012142
0.584848		0.604444		0.012505
0.587273		0.604444		0.012877
0.589697		0.604444		0.013258
0.592121		0.604444		0.013649
0.594545		0.604444		0.014049
0.596970		0.604444		0.014460
0.599394		0.604444		0.014881
0.601818		0.604444		0.015312
0.604242		0.604444		0.015753
0.606667		0.604444		0.016206
0.609091		0.604444		0.016670
0.611515		0.604444		0.017144
0.613939		0.604444		0.017631
0.616364		0.604444		0.018129
0.618788		0.604444		0.018639
0.621212		0.604444		0.019161
0.623636		0.604444		0.019695
0.626061		0.604444		0.020242
0.628485		0.604444		0.020802
0.630909		0.604444		0.021376
0.633333		0.604444		0.021963
0.635758		0.604444		0.022563
0.638182		0.604444		0.023177
0.640606		0.604444		0.023806
0.643030		0.604444		0.024449
0.645455		0.604444		0.025107
0.647879		0.604444		0.025780
0.650303		0.604444		0.026468
0.652727		0.604444		0.027172
0.655152		0.604444		0.027892
0.657576		0.604444		0.028628
0.660000		0.604444		0.029381
0.662424		0.604444		0.030151
0.664848		0.604444		0.030938
0.667273		0.604444		0.031742
0.669697		0.604444		0.032564
0.672121		0.604444		0.033405
0.674545		0.604444		0.034264
0.676970		0.604444		0.035142
0.679394		0.604444		0.036039
0.681818		0.604444		0.036955
0.684242		0.604444		0.037892
0.686667		0.604444		0.038849
0.689091		0.604444		0.039826
0.691515		0.604444		0.040825
0.693939		0.604444		0.041845
0.696364		0.604444		0.042887
0.698788		0.604444		0.043951
0.701212		0.604444		0.045038
0.703636		0.604444		0.046148
0.706061		0.604444		0.047282
0.708485		0.604444		0.048439
0.710909		0.604444		0.049620
0.713333		0.604444		0.050827
0.715758		0.604444		0.052058
0.718182		0.604444		0.053316
0.720606		0.604444		0.054599
0.723030		0.604444		0.055909
0.725455		0.604444		0.057246
0.727879		0.604444		0.058610
0.730303		0.604444		0.060003
0.732727		0.604444		0.061423
0.735152		0.604444		0.062873
0.737576		0.604444		0.064353
0.740000		0.604444		0.065862
0.742424		0.604444		0.067402
0.744848		0.604444		0.068973
0.747273		0.604444		0.070576
0.749697		0.604444		0.072210
0.752121		0.604444		0.073878
0.754545		0.604444		0.075579
0.756970		0.604444		0.077313
0.759394		0.604444		0.079082
0.761818		0.604444		0.080886
0.764242		0.604444		0.082725
0.766667		0.604444		0.084601
0.769091		0.604444		0.086513
0.771515		0.604444		0.088463
0.773939		0.604444		0.090450
0.776364		0.604444		0.092477
0.778788		0.604444		0.094542
0.781212		0.604444		0.096648
0.783636		0.604444		0.098794
0.786061		0.604444		0.100982
0.788485		0.604444		0.103211
0.790909		0.604444		0.105483
0.793333		0.604444		0.107798
0.795758		0.604444		0.110158
0.798182		0.604444		0.112562
0.800606		0.604444		0.115011
0.803030		0.604444		0.117507
0.805455		0.604444		0.120050
0.807879		0.604444		0.122640
0.810303		0.604444		0.125279
0.812727		0.604444		0.127967
0.815152		0.604444		0.130705
0.817576		0.604444		0.133494
0.820000		0.604444		0.136334
0.580000		0.631919		0.011775
0.582424		0.631919		0.012129
0.584848		0.631919		0.012492
0.587273		0.631919		0.012863
0.589697		0.631919		0.013244
0.592121		0.631919		0.013635
0.594545		0.631919		0.014036
0.596970		0.631919		0.014446
0.599394		0.631919		0.014867
0.601818		0.631919		0.015298
0.604242		0.631919		0.015740
0.606667		0.631919		0.016193
0.609091		0.631919		0.016656
0.611515		0.631919		0.017131
0.613939		0.631919		0.017617
0.616364		0.631919		0.018116
0.618788		0.631919		0.018626
0.621212		0.631919		0.019148
0.623636		0.631919		0.019683
0.626061		0.631919		0.020230
0.628485		0.631919		0.020791
0.630909		0.631919		0.021365
0.633333		0.631919		0.021952
0.635758		0.631919		0.022553
0.638182		0.631919		0.023167
0.640606		0.631919		0.023797
0.643030		0.631919		0.024440
0.645455		0.631919		0.025099
0.647879		0.631919		0.025773
0.650303		0.631919		0.026462
0.652727		0.631919		0.027166
0.655152		0.631919		0.027887
0.657576		0.631919		0.028624
0.660000		0.631919		0.029378
0.662424		0.631919		0.030149
0.664848		0.631919		0.030937
0.667273		0.631919		0.031742
0.669697		0.631919		0.032566
0.672121		0.631919		0.033407
0.674545		0.631919		0.034268
0.676970		0.631919		0.035147
0.679394		0.631919		0.036046
0.681818		0.631919		0.036964
0.684242		0.631919		0.037902
0.686667		0.631919		0.038861
0.689091		0.631919		0.039840
0.691515		0.631919		0.040841
0.693939		0.631919		0.041863
0.696364		0.631919		0.042907
0.698788		0.631919		0.043973
0.701212		0.631919		0.045062
0.703636		0.631919		0.046175
0.706061		0.631919		0.047311
0.708485		0.631919		0.048470
0.710909		0.631919		0.049655
0.713333		0.631919		0.050864
0.715758		0.631919		0.052098
0.718182		0.631919		0.053358
0.720606		0.631919		0.054645
0.723030		0.631919		0.055958
0.725455		0.631919		0.057298
0.727879		0.631919		0.058666
0.730303		0.631919		0.060062
0.732727		0.631919		0.061487
0.735152		0.631919		0.062941
0.737576		0.631919		0.064424
0.740000		0.631919		0.065938
0.742424		0.631919		0.067482
0.744848		0.631919		0.069057
0.747273		0.631919		0.070664
0.749697		0.631919		0.072304
0.752121		0.631919		0.073976
0.754545		0.631919		0.075682
0.756970		0.631919		0.077421
0.759394		0.631919		0.079195
0.761818		0.631919		0.081005
0.764242		0.631919		0.082850
0.766667		0.631919		0.084731
0.769091		0.631919		0.086649
0.771515		0.631919		0.088605
0.773939		0.631919		0.090599
0.776364		0.631919		0.092632
0.778788		0.631919		0.094704
0.781212		0.631919		0.096817
0.783636		0.631919		0.098970
0.786061		0.631919		0.101165
0.788485		0.631919		0.103401
0.790909		0.631919		0.105681
0.793333		0.631919		0.108004
0.795758		0.631919		0.110371
0.798182		0.631919		0.112784
0.800606		0.631919		0.115242
0.803030		0.631919		0.117746
0.805455		0.631919		0.120298
0.807879		0.631919		0.122897
0.810303		0.631919		0.125545
0.812727		0.631919		0.128243
0.815152		0.631919		0.130991
0.817576		0.631919		0.133790
0.820000		0.631919		0.136640
0.580000		0.659394		0.011764
0.582424		0.659394		0.012118
0.584848		0.659394		0.012480
0.587273		0.659394		0.012852
0.589697		0.659394		0.013233
0.592121		0.659394		0.013624
0.594545		0.659394		0.014024
0.596970		0.659394		0.014435
0.599394		0.659394		0.014856
0.601818		0.659394		0.015287
0.604242		0.659394		0.015729
0.606667		0.659394		0.016182
0.609091		0.659394		0.016645
0.611515		0.659394		0.017120
0.613939		0.659394		0.017607
0.616364		0.659394		0.018105
0.618788		0.659394		0.018616
0.621212		0.659394		0.019139
0.623636		0.659394		0.019674
0.626061		0.659394		0.020222
0.628485		0.659394		0.020782
0.630909		0.659394		0.021357
0.633333		0.659394		0.021944
0.635758		0.659394		0.022546
0.638182		0.659394		0.023161
0.640606		0.659394		0.023791
0.643030		0.659394		0.024435
0.645455		0.659394		0.025095
0.647879		0.659394		0.025769
0.650303		0.659394		0.026459
0.652727		0.659394		0.027165
0.655152		0.659394		0.027886
0.657576		0.659394		0.028625
0.660000		0.659394		0.029379
0.662424		0.659394		0.030151
0.664848		0.659394		0.030940
0.667273		0.659394		0.031747
0.669697		0.659394		0.032572
0.672121		0.659394		0.033415
0.674545		0.659394		0.034277
0.676970		0.659394		0.035158
0.679394		0.659394		0.036058
0.681818		0.659394		0.036978
0.684242		0.659394		0.037918
0.686667		0.659394		0.038879
0.689091		0.659394		0.039860
0.691515		0.659394		0.040863
0.693939		0.659394		0.041887
0.696364		0.659394		0.042933
0.698788		0.659394		0.044002
0.701212		0.659394		0.045094
0.703636		0.659394		0.046208
0.706061		0.659394		0.047347
0.708485		0.659394		0.048510
0.710909		0.659394		0.049697
0.713333		0.659394		0.050909
0.715758		0.659394		0.052146
0.718182		0.659394		0.053410
0.720606		0.659394		0.054700
0.723030		0.659394		0.056016
0.725455		0.659394		0.057360
0.727879		0.659394		0.058732
0.730303		0.659394		0.060131
0.732727		0.659394		0.061560
0.735152		0.659394		0.063018
0.737576		0.659394		0.064505
0.740000		0.659394		0.066023
0.742424		0.659394		0.067572
0.744848		0.659394		0.069152
0.747273		0.659394		0.070764
0.749697		0.659394		0.072409
0.752121		0.659394		0.074086
0.754545		0.659394		0.075797
0.756970		0.659394		0.077542
0.759394		0.659394		0.079322
0.761818		0.659394		0.081137
0.764242		0.659394		0.082988
0.766667		0.659394		0.084875
0.769091		0.659394		0.086800
0.771515		0.659394		0.088762
0.773939		0.659394		0.090763
0.776364		0.659394		0.092802
0.778788		0.659394		0.094882
0.781212		0.659394		0.097001
0.783636		0.659394		0.099162
0.786061		0.659394		0.101364
0.788485		0.659394		0.103609
0.790909		0.659394		0.105897
0.793333		0.659394		0.108228
0.795758		0.659394		0.110604
0.798182		0.659394		0.113025
0.800606		0.659394		0.115492
0.803030		0.659394		0.118005
0.805455		0.659394		0.120566
0.807879		0.659394		0.123175
0.810303		0.659394		0.125833
0.812727		0.659394		0.128541
0.815152		0.659394		0.131299
0.817576		0.659394		0.134109
0.820000		0.659394		0.136970
0.580000		0.686869		0.011755
0.582424		0.686869		0.012108
0.584848		0.686869		0.012471
0.587273		0.686869		0.012843
0.589697		0.686869		0.013224
0.592121		0.686869		0.013615
0.594545		0.686869		0.014015
0.596970		0.686869		0.014426
0.599394		0.686869		0.014847
0.601818		0.686869		0.015278
0.604242		0.686869		0.015720
0.606667		0.686869		0.016173
0.609091		0.686869		0.016637
0.611515		0.686869		0.017113
0.613939		0.686869		0.017600
0.616364		0.686869		0.018098
0.618788		0.686869		0.018609
0.621212		0.686869		0.019132
0.623636		0.686869		0.019668
0.626061		0.686869		0.020216
0.628485		0.686869		0.020777
0.630909		0.686869		0.021352
0.633333		0.686869		0.021940
0.635758		0.686869		0.022542
0.638182		0.686869		0.023159
0.640606		0.686869		0.023789
0.643030		0.686869		0.024434
0.645455		0.686869		0.025094
0.647879		0.686869		0.025770
0.650303		0.686869		0.026461
0.652727		0.686869		0.027167
0.655152		0.686869		0.027890
0.657576		0.686869		0.028630
0.660000		0.686869		0.029386
0.662424		0.686869		0.030159
0.664848		0.686869		0.030949
0.667273		0.686869		0.031757
0.669697		0.686869		0.032584
0.672121		0.686869		0.033428
0.674545		0.686869		0.034292
0.676970		0.686869		0.035174
0.679394		0.686869		0.036076
0.681818		0.686869		0.036998
0.684242		0.686869		0.037940
0.686667		0.686869		0.038903
0.689091		0.686869		0.039887
0.691515		0.686869		0.040891
0.693939		0.686869		0.041918
0.696364		0.686869		0.042967
0.698788		0.686869		0.044038
0.701212		0.686869		0.045132
0.703636		0.686869		0.046250
0.706061		0.686869		0.047391
0.708485		0.686869		0.048557
0.710909		0.686869		0.049747
0.713333		0.686869		0.050962
0.715758		0.686869		0.052203
0.718182		0.686869		0.053470
0.720606		0.686869		0.054763
0.723030		0.686869		0.056084
0.725455		0.686869		0.057431
0.727879		0.686869		0.058807
0.730303		0.686869		0.060211
0.732727		0.686869		0.061644
0.735152		0.686869		0.063106
0.737576		0.686869		0.064598
0.740000		0.686869		0.066120
0.742424		0.686869		0.067674
0.744848		0.686869		0.069259
0.747273		0.686869		0.070876
0.749697		0.686869		0.072526
0.752121		0.686869		0.074209
0.754545		0.686869		0.075925
0.756970		0.686869		0.077676
0.759394		0.686869		0.079462
0.761818		0.686869		0.081283
0.764242		0.686869		0.083140
0.766667		0.686869		0.085034
0.769091		0.686869		0.086965
0.771515		0.686869		0.088934
0.773939		0.686869		0.090942
0.776364		0.686869		0.092989
0.778788		0.686869		0.095076
0.781212		0.686869		0.097203
0.783636		0.686869		0.099372
0.786061		0.686869		0.101582
0.788485		0.686869		0.103835
0.790909		0.686869		0.106131
0.793333		0.686869		0.108471
0.795758		0.686869		0.110856
0.798182		0.686869		0.113286
0.800606		0.686869		0.115763
0.803030		0.686869		0.118286
0.805455		0.686869		0.120857
0.807879		0.686869		0.123476
0.810303		0.686869		0.126144
0.812727		0.686869		0.128862
0.815152		0.686869		0.131631
0.817576		0.686869		0.134452
0.820000		0.686869		0.137325
0.580000		0.714343		0.011748
0.582424		0.714343		0.012101
0.584848		0.714343		0.012464
0.587273		0.714343		0.012836
0.589697		0.714343		0.013217
0.592121		0.714343		0.013608
0.594545		0.714343		0.014009
0.596970		0.714343		0.014420
0.599394		0.714343		0.014841
0.601818		0.714343		0.015272
0.604242		0.714343		0.015715
0.606667		0.714343		0.016168
0.609091		0.714343		0.016632
0.611515		0.714343		0.017108
0.613939		0.714343		0.017595
0.616364		0.714343		0.018094
0.618788		0.714343		0.018605
0.621212		0.714343		0.019129
0.623636		0.714343		0.019665
0.626061		0.714343		0.020214
0.628485		0.714343		0.020776
0.630909		0.714343		0.021351
0.633333		0.714343		0.021940
0.635758		0.714343		0.022543
0.638182		0.714343		0.023160
0.640606		0.714343		0.023792
0.643030		0.714343		0.024438
0.645455		0.714343		0.025099
0.647879		0.714343		0.025775
0.650303		0.714343		0.026467
0.652727		0.714343		0.027175
0.655152		0.714343		0.027899
0.657576		0.714343		0.028640
0.660000		0.714343		0.029397
0.662424		0.714343		0.030171
0.664848		0.714343		0.030963
0.667273		0.714343		0.031773
0.669697		0.714343		0.032601
0.672121		0.714343		0.033448
0.674545		0.714343		0.034313
0.676970		0.714343		0.035197
0.679394		0.714343		0.036101
0.681818		0.714343		0.037025
0.684242		0.714343		0.037969
0.686667		0.714343		0.038934
0.689091		0.714343		0.039920
0.691515		0.714343		0.040927
0.693939		0.714343		0.041957
0.696364		0.714343		0.043008
0.698788		0.714343		0.044082
0.701212		0.714343		0.045179
0.703636		0.714343		0.046299
0.706061		0.714343		0.047444
0.708485		0.714343		0.048613
0.710909		0.714343		0.049806
0.713333		0.714343		0.051025
0.715758		0.714343		0.052269
0.718182		0.714343		0.053540
0.720606		0.714343		0.054837
0.723030		0.714343		0.056161
0.725455		0.714343		0.057513
0.727879		0.714343		0.058893
0.730303		0.714343		0.060301
0.732727		0.714343		0.061738
0.735152		0.714343		0.063205
0.737576		0.714343		0.064702
0.740000		0.714343		0.066229
0.742424		0.714343		0.067788
0.744848		0.714343		0.069378
0.747273		0.714343		0.071001
0.749697		0.714343		0.072656
0.752121		0.714343		0.074345
0.754545		0.714343		0.076067
0.756970		0.714343		0.077824
0.759394		0.714343		0.079616
0.761818		0.714343		0.081444
0.764242		0.714343		0.083308
0.766667		0.714343		0.085209
0.769091		0.714343		0.087147
0.771515		0.714343		0.089123
0.773939		0.714343		0.091138
0.776364		0.714343		0.093193
0.778788		0.714343		0.095288
0.781212		0.714343		0.097423
0.783636		0.714343		0.099600
0.786061		0.714343		0.101819
0.788485		0.714343		0.104080
0.790909		0.714343		0.106386
0.793333		0.714343		0.108735
0.795758		0.714343		0.111129
0.798182		0.714343		0.113569
0.800606		0.714343		0.116055
0.803030		0.714343		0.118588
0.805455		0.714343		0.121170
0.807879		0.714343		0.123799
0.810303		0.714343		0.126479
0.812727		0.714343		0.129208
0.815152		0.714343		0.131989
0.817576		0.714343		0.134821
0.820000		0.714343		0.137706
0.580000		0.741818		0.011743
0.582424		0.741818		0.012097
0.584848		0.741818		0.012459
0.587273		0.741818		0.012831
0.589697		0.741818		0.013213
0.592121		0.741818		0.013604
0.594545		0.741818		0.014005
0.596970		0.741818		0.014416
0.599394		0.741818		0.014837
0.601818		0.741818		0.015269
0.604242		0.741818		0.015712
0.606667		0.741818		0.016165
0.609091		0.741818		0.016630
