100
100
T [fm^-1]		muB [fm^-1]		betabulk_dfce [fm^-4]
0.708485		1.428687		0.054983
0.710909		1.428687		0.056382
0.713333		1.428687		0.057812
0.715758		1.428687		0.059273
0.718182		1.428687		0.060766
0.720606		1.428687		0.062292
0.723030		1.428687		0.063851
0.725455		1.428687		0.065443
0.727879		1.428687		0.067070
0.730303		1.428687		0.068731
0.732727		1.428687		0.070428
0.735152		1.428687		0.072162
0.737576		1.428687		0.073932
0.740000		1.428687		0.075739
0.742424		1.428687		0.077585
0.744848		1.428687		0.079469
0.747273		1.428687		0.081393
0.749697		1.428687		0.083357
0.752121		1.428687		0.085362
0.754545		1.428687		0.087408
0.756970		1.428687		0.089496
0.759394		1.428687		0.091628
0.761818		1.428687		0.093803
0.764242		1.428687		0.096023
0.766667		1.428687		0.098288
0.769091		1.428687		0.100599
0.771515		1.428687		0.102956
0.773939		1.428687		0.105361
0.776364		1.428687		0.107815
0.778788		1.428687		0.110317
0.781212		1.428687		0.112870
0.783636		1.428687		0.115473
0.786061		1.428687		0.118127
0.788485		1.428687		0.120835
0.790909		1.428687		0.123595
0.793333		1.428687		0.126409
0.795758		1.428687		0.129279
0.798182		1.428687		0.132204
0.800606		1.428687		0.135187
0.803030		1.428687		0.138226
0.805455		1.428687		0.141325
0.807879		1.428687		0.144483
0.810303		1.428687		0.147701
0.812727		1.428687		0.150981
0.815152		1.428687		0.154323
0.817576		1.428687		0.157728
0.820000		1.428687		0.161198
0.580000		1.456162		0.012771
0.582424		1.456162		0.013167
0.584848		1.456162		0.013573
0.587273		1.456162		0.013990
0.589697		1.456162		0.014419
0.592121		1.456162		0.014858
0.594545		1.456162		0.015309
0.596970		1.456162		0.015772
0.599394		1.456162		0.016248
0.601818		1.456162		0.016735
0.604242		1.456162		0.017236
0.606667		1.456162		0.017749
0.609091		1.456162		0.018275
0.611515		1.456162		0.018815
0.613939		1.456162		0.019369
0.616364		1.456162		0.019936
0.618788		1.456162		0.020519
0.621212		1.456162		0.021116
0.623636		1.456162		0.021728
0.626061		1.456162		0.022355
0.628485		1.456162		0.022998
0.630909		1.456162		0.023657
0.633333		1.456162		0.024332
0.635758		1.456162		0.025024
0.638182		1.456162		0.025733
0.640606		1.456162		0.026460
0.643030		1.456162		0.027204
0.645455		1.456162		0.027966
0.647879		1.456162		0.028747
0.650303		1.456162		0.029546
0.652727		1.456162		0.030365
0.655152		1.456162		0.031204
0.657576		1.456162		0.032062
0.660000		1.456162		0.032941
0.662424		1.456162		0.033841
0.664848		1.456162		0.034762
0.667273		1.456162		0.035705
0.669697		1.456162		0.036670
0.672121		1.456162		0.037657
0.674545		1.456162		0.038667
0.676970		1.456162		0.039701
0.679394		1.456162		0.040759
0.681818		1.456162		0.041841
0.684242		1.456162		0.042948
0.686667		1.456162		0.044081
0.689091		1.456162		0.045239
0.691515		1.456162		0.046423
0.693939		1.456162		0.047634
0.696364		1.456162		0.048873
0.698788		1.456162		0.050139
0.701212		1.456162		0.051434
0.703636		1.456162		0.052758
0.706061		1.456162		0.054111
0.708485		1.456162		0.055494
0.710909		1.456162		0.056908
0.713333		1.456162		0.058352
0.715758		1.456162		0.059829
0.718182		1.456162		0.061337
0.720606		1.456162		0.062879
0.723030		1.456162		0.064453
0.725455		1.456162		0.066062
0.727879		1.456162		0.067706
0.730303		1.456162		0.069385
0.732727		1.456162		0.071099
0.735152		1.456162		0.072851
0.737576		1.456162		0.074639
0.740000		1.456162		0.076465
0.742424		1.456162		0.078330
0.744848		1.456162		0.080234
0.747273		1.456162		0.082178
0.749697		1.456162		0.084162
0.752121		1.456162		0.086188
0.754545		1.456162		0.088256
0.756970		1.456162		0.090366
0.759394		1.456162		0.092520
0.761818		1.456162		0.094718
0.764242		1.456162		0.096961
0.766667		1.456162		0.099249
0.769091		1.456162		0.101585
0.771515		1.456162		0.103967
0.773939		1.456162		0.106397
0.776364		1.456162		0.108876
0.778788		1.456162		0.111405
0.781212		1.456162		0.113984
0.783636		1.456162		0.116615
0.786061		1.456162		0.119297
0.788485		1.456162		0.122033
0.790909		1.456162		0.124822
0.793333		1.456162		0.127666
0.795758		1.456162		0.130566
0.798182		1.456162		0.133522
0.800606		1.456162		0.136535
0.803030		1.456162		0.139607
0.805455		1.456162		0.142738
0.807879		1.456162		0.145929
0.810303		1.456162		0.149181
0.812727		1.456162		0.152495
0.815152		1.456162		0.155872
0.817576		1.456162		0.159313
0.820000		1.456162		0.162819
0.580000		1.483636		0.012871
0.582424		1.483636		0.013271
0.584848		1.483636		0.013681
0.587273		1.483636		0.014102
0.589697		1.483636		0.014534
0.592121		1.483636		0.014978
0.594545		1.483636		0.015434
0.596970		1.483636		0.015901
0.599394		1.483636		0.016381
0.601818		1.483636		0.016873
0.604242		1.483636		0.017378
0.606667		1.483636		0.017897
0.609091		1.483636		0.018428
0.611515		1.483636		0.018973
0.613939		1.483636		0.019532
0.616364		1.483636		0.020106
0.618788		1.483636		0.020694
0.621212		1.483636		0.021297
0.623636		1.483636		0.021915
0.626061		1.483636		0.022548
0.628485		1.483636		0.023198
0.630909		1.483636		0.023863
0.633333		1.483636		0.024545
0.635758		1.483636		0.025244
0.638182		1.483636		0.025960
0.640606		1.483636		0.026694
0.643030		1.483636		0.027446
0.645455		1.483636		0.028216
0.647879		1.483636		0.029005
0.650303		1.483636		0.029812
0.652727		1.483636		0.030640
0.655152		1.483636		0.031487
0.657576		1.483636		0.032354
0.660000		1.483636		0.033242
0.662424		1.483636		0.034151
0.664848		1.483636		0.035082
0.667273		1.483636		0.036034
0.669697		1.483636		0.037009
0.672121		1.483636		0.038007
0.674545		1.483636		0.039028
0.676970		1.483636		0.040072
0.679394		1.483636		0.041141
0.681818		1.483636		0.042235
0.684242		1.483636		0.043353
0.686667		1.483636		0.044498
0.689091		1.483636		0.045668
0.691515		1.483636		0.046865
0.693939		1.483636		0.048089
0.696364		1.483636		0.049341
0.698788		1.483636		0.050620
0.701212		1.483636		0.051929
0.703636		1.483636		0.053266
0.706061		1.483636		0.054634
0.708485		1.483636		0.056032
0.710909		1.483636		0.057460
0.713333		1.483636		0.058920
0.715758		1.483636		0.060412
0.718182		1.483636		0.061937
0.720606		1.483636		0.063495
0.723030		1.483636		0.065086
0.725455		1.483636		0.066713
0.727879		1.483636		0.068374
0.730303		1.483636		0.070070
0.732727		1.483636		0.071804
0.735152		1.483636		0.073574
0.737576		1.483636		0.075381
0.740000		1.483636		0.077227
0.742424		1.483636		0.079112
0.744848		1.483636		0.081036
0.747273		1.483636		0.083001
0.749697		1.483636		0.085007
0.752121		1.483636		0.087054
0.754545		1.483636		0.089144
0.756970		1.483636		0.091277
0.759394		1.483636		0.093454
0.761818		1.483636		0.095676
0.764242		1.483636		0.097943
0.766667		1.483636		0.100256
0.769091		1.483636		0.102617
0.771515		1.483636		0.105025
0.773939		1.483636		0.107481
0.776364		1.483636		0.109987
0.778788		1.483636		0.112543
0.781212		1.483636		0.115150
0.783636		1.483636		0.117809
0.786061		1.483636		0.120520
0.788485		1.483636		0.123285
0.790909		1.483636		0.126105
0.793333		1.483636		0.128979
0.795758		1.483636		0.131910
0.798182		1.483636		0.134898
0.800606		1.483636		0.137944
0.803030		1.483636		0.141048
0.805455		1.483636		0.144213
0.807879		1.483636		0.147438
0.810303		1.483636		0.150725
0.812727		1.483636		0.154075
0.815152		1.483636		0.157488
0.817576		1.483636		0.160966
0.820000		1.483636		0.164510
0.580000		1.511111		0.012977
0.582424		1.511111		0.013381
0.584848		1.511111		0.013795
0.587273		1.511111		0.014220
0.589697		1.511111		0.014657
0.592121		1.511111		0.015105
0.594545		1.511111		0.015566
0.596970		1.511111		0.016038
0.599394		1.511111		0.016522
0.601818		1.511111		0.017020
0.604242		1.511111		0.017530
0.606667		1.511111		0.018053
0.609091		1.511111		0.018590
0.611515		1.511111		0.019141
0.613939		1.511111		0.019706
0.616364		1.511111		0.020285
0.618788		1.511111		0.020879
0.621212		1.511111		0.021488
0.623636		1.511111		0.022113
0.626061		1.511111		0.022753
0.628485		1.511111		0.023409
0.630909		1.511111		0.024081
0.633333		1.511111		0.024771
0.635758		1.511111		0.025477
0.638182		1.511111		0.026201
0.640606		1.511111		0.026942
0.643030		1.511111		0.027702
0.645455		1.511111		0.028480
0.647879		1.511111		0.029277
0.650303		1.511111		0.030093
0.652727		1.511111		0.030929
0.655152		1.511111		0.031785
0.657576		1.511111		0.032662
0.660000		1.511111		0.033559
0.662424		1.511111		0.034478
0.664848		1.511111		0.035419
0.667273		1.511111		0.036382
0.669697		1.511111		0.037367
0.672121		1.511111		0.038375
0.674545		1.511111		0.039407
0.676970		1.511111		0.040463
0.679394		1.511111		0.041544
0.681818		1.511111		0.042649
0.684242		1.511111		0.043780
0.686667		1.511111		0.044937
0.689091		1.511111		0.046120
0.691515		1.511111		0.047330
0.693939		1.511111		0.048567
0.696364		1.511111		0.049832
0.698788		1.511111		0.051126
0.701212		1.511111		0.052449
0.703636		1.511111		0.053801
0.706061		1.511111		0.055183
0.708485		1.511111		0.056596
0.710909		1.511111		0.058041
0.713333		1.511111		0.059517
0.715758		1.511111		0.061025
0.718182		1.511111		0.062567
0.720606		1.511111		0.064142
0.723030		1.511111		0.065751
0.725455		1.511111		0.067395
0.727879		1.511111		0.069074
0.730303		1.511111		0.070790
0.732727		1.511111		0.072542
0.735152		1.511111		0.074332
0.737576		1.511111		0.076159
0.740000		1.511111		0.078026
0.742424		1.511111		0.079931
0.744848		1.511111		0.081877
0.747273		1.511111		0.083864
0.749697		1.511111		0.085892
0.752121		1.511111		0.087962
0.754545		1.511111		0.090075
0.756970		1.511111		0.092232
0.759394		1.511111		0.094433
0.761818		1.511111		0.096679
0.764242		1.511111		0.098971
0.766667		1.511111		0.101310
0.769091		1.511111		0.103696
0.771515		1.511111		0.106131
0.773939		1.511111		0.108615
0.776364		1.511111		0.111148
0.778788		1.511111		0.113733
0.781212		1.511111		0.116368
0.783636		1.511111		0.119057
0.786061		1.511111		0.121798
0.788485		1.511111		0.124594
0.790909		1.511111		0.127444
0.793333		1.511111		0.130351
0.795758		1.511111		0.133314
0.798182		1.511111		0.136335
0.800606		1.511111		0.139414
0.803030		1.511111		0.142553
0.805455		1.511111		0.145753
0.807879		1.511111		0.149013
0.810303		1.511111		0.152337
0.812727		1.511111		0.155723
0.815152		1.511111		0.159174
0.817576		1.511111		0.162690
0.820000		1.511111		0.166273
0.580000		1.538586		0.013090
0.582424		1.538586		0.013498
0.584848		1.538586		0.013916
0.587273		1.538586		0.014346
0.589697		1.538586		0.014787
0.592121		1.538586		0.015240
0.594545		1.538586		0.015705
0.596970		1.538586		0.016182
0.599394		1.538586		0.016672
0.601818		1.538586		0.017174
0.604242		1.538586		0.017690
0.606667		1.538586		0.018219
0.609091		1.538586		0.018762
0.611515		1.538586		0.019318
0.613939		1.538586		0.019889
0.616364		1.538586		0.020475
0.618788		1.538586		0.021075
0.621212		1.538586		0.021691
0.623636		1.538586		0.022322
0.626061		1.538586		0.022969
0.628485		1.538586		0.023632
0.630909		1.538586		0.024312
0.633333		1.538586		0.025008
0.635758		1.538586		0.025722
0.638182		1.538586		0.026454
0.640606		1.538586		0.027204
0.643030		1.538586		0.027972
0.645455		1.538586		0.028758
0.647879		1.538586		0.029564
0.650303		1.538586		0.030389
0.652727		1.538586		0.031235
0.655152		1.538586		0.032100
0.657576		1.538586		0.032986
0.660000		1.538586		0.033894
0.662424		1.538586		0.034823
0.664848		1.538586		0.035774
0.667273		1.538586		0.036747
0.669697		1.538586		0.037744
0.672121		1.538586		0.038763
0.674545		1.538586		0.039807
0.676970		1.538586		0.040875
0.679394		1.538586		0.041967
0.681818		1.538586		0.043085
0.684242		1.538586		0.044228
0.686667		1.538586		0.045398
0.689091		1.538586		0.046594
0.691515		1.538586		0.047818
0.693939		1.538586		0.049069
0.696364		1.538586		0.050349
0.698788		1.538586		0.051657
0.701212		1.538586		0.052995
0.703636		1.538586		0.054363
0.706061		1.538586		0.055761
0.708485		1.538586		0.057190
0.710909		1.538586		0.058650
0.713333		1.538586		0.060143
0.715758		1.538586		0.061669
0.718182		1.538586		0.063228
0.720606		1.538586		0.064820
0.723030		1.538586		0.066448
0.725455		1.538586		0.068111
0.727879		1.538586		0.069809
0.730303		1.538586		0.071544
0.732727		1.538586		0.073316
0.735152		1.538586		0.075126
0.737576		1.538586		0.076975
0.740000		1.538586		0.078862
0.742424		1.538586		0.080790
0.744848		1.538586		0.082758
0.747273		1.538586		0.084767
0.749697		1.538586		0.086818
0.752121		1.538586		0.088911
0.754545		1.538586		0.091049
0.756970		1.538586		0.093230
0.759394		1.538586		0.095456
0.761818		1.538586		0.097728
0.764242		1.538586		0.100046
0.766667		1.538586		0.102412
0.769091		1.538586		0.104825
0.771515		1.538586		0.107288
0.773939		1.538586		0.109800
0.776364		1.538586		0.112362
0.778788		1.538586		0.114976
0.781212		1.538586		0.117641
0.783636		1.538586		0.120360
0.786061		1.538586		0.123133
0.788485		1.538586		0.125960
0.790909		1.538586		0.128843
0.793333		1.538586		0.131782
0.795758		1.538586		0.134779
0.798182		1.538586		0.137834
0.800606		1.538586		0.140949
0.803030		1.538586		0.144123
0.805455		1.538586		0.147359
0.807879		1.538586		0.150656
0.810303		1.538586		0.154017
0.812727		1.538586		0.157442
0.815152		1.538586		0.160931
0.817576		1.538586		0.164487
0.820000		1.538586		0.168110
0.580000		1.566061		0.013210
0.582424		1.566061		0.013621
0.584848		1.566061		0.014044
0.587273		1.566061		0.014479
0.589697		1.566061		0.014925
0.592121		1.566061		0.015383
0.594545		1.566061		0.015853
0.596970		1.566061		0.016335
0.599394		1.566061		0.016830
0.601818		1.566061		0.017338
0.604242		1.566061		0.017859
0.606667		1.566061		0.018394
0.609091		1.566061		0.018943
0.611515		1.566061		0.019505
0.613939		1.566061		0.020083
0.616364		1.566061		0.020675
0.618788		1.566061		0.021282
0.621212		1.566061		0.021904
0.623636		1.566061		0.022542
0.626061		1.566061		0.023197
0.628485		1.566061		0.023867
0.630909		1.566061		0.024555
0.633333		1.566061		0.025259
0.635758		1.566061		0.025981
0.638182		1.566061		0.026721
0.640606		1.566061		0.027479
0.643030		1.566061		0.028256
0.645455		1.566061		0.029052
0.647879		1.566061		0.029867
0.650303		1.566061		0.030701
0.652727		1.566061		0.031556
0.655152		1.566061		0.032432
0.657576		1.566061		0.033328
0.660000		1.566061		0.034246
0.662424		1.566061		0.035186
0.664848		1.566061		0.036148
0.667273		1.566061		0.037132
0.669697		1.566061		0.038140
0.672121		1.566061		0.039172
0.674545		1.566061		0.040227
0.676970		1.566061		0.041307
0.679394		1.566061		0.042412
0.681818		1.566061		0.043543
0.684242		1.566061		0.044700
0.686667		1.566061		0.045883
0.689091		1.566061		0.047093
0.691515		1.566061		0.048331
0.693939		1.566061		0.049597
0.696364		1.566061		0.050891
0.698788		1.566061		0.052215
0.701212		1.566061		0.053568
0.703636		1.566061		0.054952
0.706061		1.566061		0.056366
0.708485		1.566061		0.057812
0.710909		1.566061		0.059290
0.713333		1.566061		0.060800
0.715758		1.566061		0.062343
0.718182		1.566061		0.063920
0.720606		1.566061		0.065532
0.723030		1.566061		0.067178
0.725455		1.566061		0.068861
0.727879		1.566061		0.070579
0.730303		1.566061		0.072334
0.732727		1.566061		0.074127
0.735152		1.566061		0.075958
0.737576		1.566061		0.077828
0.740000		1.566061		0.079738
0.742424		1.566061		0.081688
0.744848		1.566061		0.083679
0.747273		1.566061		0.085712
0.749697		1.566061		0.087787
0.752121		1.566061		0.089905
0.754545		1.566061		0.092067
0.756970		1.566061		0.094274
0.759394		1.566061		0.096526
0.761818		1.566061		0.098825
0.764242		1.566061		0.101170
0.766667		1.566061		0.103563
0.769091		1.566061		0.106005
0.771515		1.566061		0.108496
0.773939		1.566061		0.111037
0.776364		1.566061		0.113630
0.778788		1.566061		0.116274
0.781212		1.566061		0.118971
0.783636		1.566061		0.121721
0.786061		1.566061		0.124526
0.788485		1.566061		0.127386
0.790909		1.566061		0.130303
0.793333		1.566061		0.133276
0.795758		1.566061		0.136308
0.798182		1.566061		0.139398
0.800606		1.566061		0.142549
0.803030		1.566061		0.145760
0.805455		1.566061		0.149033
0.807879		1.566061		0.152369
0.810303		1.566061		0.155768
0.812727		1.566061		0.159233
0.815152		1.566061		0.162763
0.817576		1.566061		0.166360
0.820000		1.566061		0.170024
0.580000		1.593535		0.013336
0.582424		1.593535		0.013752
0.584848		1.593535		0.014180
0.587273		1.593535		0.014619
0.589697		1.593535		0.015070
0.592121		1.593535		0.015533
0.594545		1.593535		0.016008
0.596970		1.593535		0.016496
0.599394		1.593535		0.016997
0.601818		1.593535		0.017511
0.604242		1.593535		0.018038
0.606667		1.593535		0.018579
0.609091		1.593535		0.019134
0.611515		1.593535		0.019703
0.613939		1.593535		0.020287
0.616364		1.593535		0.020886
0.618788		1.593535		0.021500
0.621212		1.593535		0.022129
0.623636		1.593535		0.022775
0.626061		1.593535		0.023437
0.628485		1.593535		0.024115
0.630909		1.593535		0.024811
0.633333		1.593535		0.025524
0.635758		1.593535		0.026254
0.638182		1.593535		0.027003
0.640606		1.593535		0.027770
0.643030		1.593535		0.028556
0.645455		1.593535		0.029360
0.647879		1.593535		0.030185
0.650303		1.593535		0.031030
0.652727		1.593535		0.031895
0.655152		1.593535		0.032780
0.657576		1.593535		0.033688
0.660000		1.593535		0.034616
0.662424		1.593535		0.035567
0.664848		1.593535		0.036541
0.667273		1.593535		0.037537
0.669697		1.593535		0.038557
0.672121		1.593535		0.039601
0.674545		1.593535		0.040669
0.676970		1.593535		0.041762
0.679394		1.593535		0.042880
0.681818		1.593535		0.044024
0.684242		1.593535		0.045195
0.686667		1.593535		0.046392
0.689091		1.593535		0.047617
0.691515		1.593535		0.048870
0.693939		1.593535		0.050151
0.696364		1.593535		0.051461
0.698788		1.593535		0.052800
0.701212		1.593535		0.054170
0.703636		1.593535		0.055570
0.706061		1.593535		0.057001
0.708485		1.593535		0.058464
0.710909		1.593535		0.059960
0.713333		1.593535		0.061488
0.715758		1.593535		0.063050
0.718182		1.593535		0.064646
0.720606		1.593535		0.066277
0.723030		1.593535		0.067944
0.725455		1.593535		0.069646
0.727879		1.593535		0.071385
0.730303		1.593535		0.073162
0.732727		1.593535		0.074976
0.735152		1.593535		0.076829
0.737576		1.593535		0.078722
0.740000		1.593535		0.080655
0.742424		1.593535		0.082628
0.744848		1.593535		0.084643
0.747273		1.593535		0.086700
0.749697		1.593535		0.088800
0.752121		1.593535		0.090944
0.754545		1.593535		0.093132
0.756970		1.593535		0.095365
0.759394		1.593535		0.097645
0.761818		1.593535		0.099971
0.764242		1.593535		0.102344
0.766667		1.593535		0.104766
0.769091		1.593535		0.107237
0.771515		1.593535		0.109758
0.773939		1.593535		0.112330
0.776364		1.593535		0.114953
0.778788		1.593535		0.117629
0.781212		1.593535		0.120358
0.783636		1.593535		0.123141
0.786061		1.593535		0.125980
0.788485		1.593535		0.128874
0.790909		1.593535		0.131825
0.793333		1.593535		0.134834
0.795758		1.593535		0.137902
0.798182		1.593535		0.141029
0.800606		1.593535		0.144217
0.803030		1.593535		0.147466
0.805455		1.593535		0.150778
0.807879		1.593535		0.154153
0.810303		1.593535		0.157593
0.812727		1.593535		0.161098
0.815152		1.593535		0.164670
0.817576		1.593535		0.168309
0.820000		1.593535		0.172017
0.580000		1.621010		0.013469
0.582424		1.621010		0.013891
0.584848		1.621010		0.014323
0.587273		1.621010		0.014768
0.589697		1.621010		0.015224
0.592121		1.621010		0.015692
0.594545		1.621010		0.016173
0.596970		1.621010		0.016667
0.599394		1.621010		0.017173
0.601818		1.621010		0.017693
0.604242		1.621010		0.018227
0.606667		1.621010		0.018774
0.609091		1.621010		0.019335
0.611515		1.621010		0.019911
0.613939		1.621010		0.020502
0.616364		1.621010		0.021108
0.618788		1.621010		0.021730
0.621212		1.621010		0.022367
0.623636		1.621010		0.023020
0.626061		1.621010		0.023690
0.628485		1.621010		0.024377
0.630909		1.621010		0.025081
0.633333		1.621010		0.025802
0.635758		1.621010		0.026541
0.638182		1.621010		0.027299
0.640606		1.621010		0.028075
0.643030		1.621010		0.028871
0.645455		1.621010		0.029686
0.647879		1.621010		0.030520
0.650303		1.621010		0.031375
0.652727		1.621010		0.032251
0.655152		1.621010		0.033147
0.657576		1.621010		0.034065
0.660000		1.621010		0.035006
0.662424		1.621010		0.035968
0.664848		1.621010		0.036953
0.667273		1.621010		0.037962
0.669697		1.621010		0.038994
0.672121		1.621010		0.040051
0.674545		1.621010		0.041132
0.676970		1.621010		0.042239
0.679394		1.621010		0.043371
0.681818		1.621010		0.044529
0.684242		1.621010		0.045714
0.686667		1.621010		0.046926
0.689091		1.621010		0.048166
0.691515		1.621010		0.049434
0.693939		1.621010		0.050731
0.696364		1.621010		0.052058
0.698788		1.621010		0.053414
0.701212		1.621010		0.054800
0.703636		1.621010		0.056218
0.706061		1.621010		0.057667
0.708485		1.621010		0.059148
0.710909		1.621010		0.060662
0.713333		1.621010		0.062209
0.715758		1.621010		0.063791
0.718182		1.621010		0.065407
0.720606		1.621010		0.067058
0.723030		1.621010		0.068745
0.725455		1.621010		0.070468
0.727879		1.621010		0.072229
0.730303		1.621010		0.074027
0.732727		1.621010		0.075864
0.735152		1.621010		0.077740
0.737576		1.621010		0.079656
0.740000		1.621010		0.081613
0.742424		1.621010		0.083611
0.744848		1.621010		0.085651
0.747273		1.621010		0.087733
0.749697		1.621010		0.089859
0.752121		1.621010		0.092029
0.754545		1.621010		0.094244
0.756970		1.621010		0.096505
0.759394		1.621010		0.098813
0.761818		1.621010		0.101167
0.764242		1.621010		0.103570
0.766667		1.621010		0.106022
0.769091		1.621010		0.108523
0.771515		1.621010		0.111075
0.773939		1.621010		0.113678
0.776364		1.621010		0.116334
0.778788		1.621010		0.119042
0.781212		1.621010		0.121805
0.783636		1.621010		0.124622
0.786061		1.621010		0.127495
0.788485		1.621010		0.130425
0.790909		1.621010		0.133412
0.793333		1.621010		0.136458
0.795758		1.621010		0.139563
0.798182		1.621010		0.142728
0.800606		1.621010		0.145955
0.803030		1.621010		0.149244
0.805455		1.621010		0.152596
0.807879		1.621010		0.156012
0.810303		1.621010		0.159493
0.812727		1.621010		0.163041
0.815152		1.621010		0.166656
0.817576		1.621010		0.170339
0.820000		1.621010		0.174092
0.580000		1.648485		0.013610
0.582424		1.648485		0.014037
0.584848		1.648485		0.014474
0.587273		1.648485		0.014924
0.589697		1.648485		0.015386
0.592121		1.648485		0.015860
0.594545		1.648485		0.016347
0.596970		1.648485		0.016846
0.599394		1.648485		0.017359
0.601818		1.648485		0.017885
0.604242		1.648485		0.018425
0.606667		1.648485		0.018979
0.609091		1.648485		0.019548
0.611515		1.648485		0.020131
0.613939		1.648485		0.020729
0.616364		1.648485		0.021343
0.618788		1.648485		0.021972
0.621212		1.648485		0.022617
0.623636		1.648485		0.023279
0.626061		1.648485		0.023957
0.628485		1.648485		0.024652
0.630909		1.648485		0.025365
0.633333		1.648485		0.026095
0.635758		1.648485		0.026844
0.638182		1.648485		0.027611
0.640606		1.648485		0.028397
0.643030		1.648485		0.029202
0.645455		1.648485		0.030027
0.647879		1.648485		0.030872
0.650303		1.648485		0.031738
0.652727		1.648485		0.032625
0.655152		1.648485		0.033533
0.657576		1.648485		0.034462
0.660000		1.648485		0.035415
0.662424		1.648485		0.036389
0.664848		1.648485		0.037387
0.667273		1.648485		0.038408
0.669697		1.648485		0.039454
0.672121		1.648485		0.040524
0.674545		1.648485		0.041619
0.676970		1.648485		0.042740
0.679394		1.648485		0.043886
0.681818		1.648485		0.045059
0.684242		1.648485		0.046259
0.686667		1.648485		0.047487
0.689091		1.648485		0.048742
0.691515		1.648485		0.050027
0.693939		1.648485		0.051340
0.696364		1.648485		0.052683
0.698788		1.648485		0.054057
0.701212		1.648485		0.055461
0.703636		1.648485		0.056896
0.706061		1.648485		0.058364
0.708485		1.648485		0.059864
0.710909		1.648485		0.061397
0.713333		1.648485		0.062964
0.715758		1.648485		0.064566
0.718182		1.648485		0.066202
0.720606		1.648485		0.067874
0.723030		1.648485		0.069583
0.725455		1.648485		0.071328
0.727879		1.648485		0.073111
0.730303		1.648485		0.074933
0.732727		1.648485		0.076793
0.735152		1.648485		0.078693
0.737576		1.648485		0.080633
0.740000		1.648485		0.082615
0.742424		1.648485		0.084638
0.744848		1.648485		0.086703
0.747273		1.648485		0.088812
0.749697		1.648485		0.090965
0.752121		1.648485		0.093163
0.754545		1.648485		0.095406
0.756970		1.648485		0.097696
0.759394		1.648485		0.100032
0.761818		1.648485		0.102417
0.764242		1.648485		0.104850
0.766667		1.648485		0.107332
0.769091		1.648485		0.109865
0.771515		1.648485		0.112449
0.773939		1.648485		0.115085
0.776364		1.648485		0.117774
0.778788		1.648485		0.120517
0.781212		1.648485		0.123314
0.783636		1.648485		0.126166
0.786061		1.648485		0.129076
0.788485		1.648485		0.132042
0.790909		1.648485		0.135066
0.793333		1.648485		0.138150
0.795758		1.648485		0.141294
0.798182		1.648485		0.144499
0.800606		1.648485		0.147765
0.803030		1.648485		0.151095
0.805455		1.648485		0.154489
0.807879		1.648485		0.157947
0.810303		1.648485		0.161472
0.812727		1.648485		0.165063
0.815152		1.648485		0.168723
0.817576		1.648485		0.172451
0.820000		1.648485		0.176250
0.580000		1.675960		0.013759
0.582424		1.675960		0.014191
0.584848		1.675960		0.014634
0.587273		1.675960		0.015089
0.589697		1.675960		0.015557
0.592121		1.675960		0.016037
0.594545		1.675960		0.016530
0.596970		1.675960		0.017036
0.599394		1.675960		0.017555
0.601818		1.675960		0.018088
0.604242		1.675960		0.018635
0.606667		1.675960		0.019196
0.609091		1.675960		0.019772
0.611515		1.675960		0.020362
0.613939		1.675960		0.020968
0.616364		1.675960		0.021589
0.618788		1.675960		0.022227
0.621212		1.675960		0.022880
0.623636		1.675960		0.023550
0.626061		1.675960		0.024237
0.628485		1.675960		0.024941
0.630909		1.675960		0.025663
0.633333		1.675960		0.026403
0.635758		1.675960		0.027161
0.638182		1.675960		0.027939
0.640606		1.675960		0.028735
0.643030		1.675960		0.029551
0.645455		1.675960		0.030386
0.647879		1.675960		0.031242
0.650303		1.675960		0.032119
0.652727		1.675960		0.033018
0.655152		1.675960		0.033937
0.657576		1.675960		0.034879
0.660000		1.675960		0.035844
0.662424		1.675960		0.036831
0.664848		1.675960		0.037842
0.667273		1.675960		0.038877
0.669697		1.675960		0.039936
0.672121		1.675960		0.041020
0.674545		1.675960		0.042129
0.676970		1.675960		0.043265
0.679394		1.675960		0.044426
0.681818		1.675960		0.045615
0.684242		1.675960		0.046830
0.686667		1.675960		0.048074
0.689091		1.675960		0.049346
0.691515		1.675960		0.050647
0.693939		1.675960		0.051978
0.696364		1.675960		0.053339
0.698788		1.675960		0.054730
0.701212		1.675960		0.056152
0.703636		1.675960		0.057607
0.706061		1.675960		0.059094
0.708485		1.675960		0.060613
0.710909		1.675960		0.062167
0.713333		1.675960		0.063754
0.715758		1.675960		0.065377
0.718182		1.675960		0.067035
0.720606		1.675960		0.068729
0.723030		1.675960		0.070459
0.725455		1.675960		0.072228
0.727879		1.675960		0.074034
0.730303		1.675960		0.075879
0.732727		1.675960		0.077764
0.735152		1.675960		0.079688
0.737576		1.675960		0.081654
0.740000		1.675960		0.083661
0.742424		1.675960		0.085711
0.744848		1.675960		0.087803
0.747273		1.675960		0.089939
0.749697		1.675960		0.092120
0.752121		1.675960		0.094347
0.754545		1.675960		0.096619
0.756970		1.675960		0.098938
0.759394		1.675960		0.101305
0.761818		1.675960		0.103720
0.764242		1.675960		0.106185
0.766667		1.675960		0.108699
0.769091		1.675960		0.111265
0.771515		1.675960		0.113882
0.773939		1.675960		0.116552
0.776364		1.675960		0.119276
0.778788		1.675960		0.122053
