100
100
T [fm^-1]		muB [fm^-1]		betapi_dfce [fm^-4]
0.812727		0.604444		0.301594
0.815152		0.604444		0.308229
0.817576		0.604444		0.314999
0.820000		0.604444		0.321906
0.580000		0.631919		0.032449
0.582424		0.631919		0.033264
0.584848		0.631919		0.034098
0.587273		0.631919		0.034951
0.589697		0.631919		0.035825
0.592121		0.631919		0.036719
0.594545		0.631919		0.037634
0.596970		0.631919		0.038570
0.599394		0.631919		0.039527
0.601818		0.631919		0.040507
0.604242		0.631919		0.041510
0.606667		0.631919		0.042536
0.609091		0.631919		0.043586
0.611515		0.631919		0.044660
0.613939		0.631919		0.045759
0.616364		0.631919		0.046883
0.618788		0.631919		0.048034
0.621212		0.631919		0.049211
0.623636		0.631919		0.050415
0.626061		0.631919		0.051646
0.628485		0.631919		0.052907
0.630909		0.631919		0.054196
0.633333		0.631919		0.055514
0.635758		0.631919		0.056863
0.638182		0.631919		0.058243
0.640606		0.631919		0.059655
0.643030		0.631919		0.061099
0.645455		0.631919		0.062576
0.647879		0.631919		0.064086
0.650303		0.631919		0.065632
0.652727		0.631919		0.067212
0.655152		0.631919		0.068828
0.657576		0.631919		0.070481
0.660000		0.631919		0.072172
0.662424		0.631919		0.073901
0.664848		0.631919		0.075670
0.667273		0.631919		0.077478
0.669697		0.631919		0.079327
0.672121		0.631919		0.081218
0.674545		0.631919		0.083152
0.676970		0.631919		0.085129
0.679394		0.631919		0.087151
0.681818		0.631919		0.089219
0.684242		0.631919		0.091333
0.686667		0.631919		0.093494
0.689091		0.631919		0.095704
0.691515		0.631919		0.097963
0.693939		0.631919		0.100272
0.696364		0.631919		0.102633
0.698788		0.631919		0.105047
0.701212		0.631919		0.107515
0.703636		0.631919		0.110037
0.706061		0.631919		0.112616
0.708485		0.631919		0.115251
0.710909		0.631919		0.117945
0.713333		0.631919		0.120698
0.715758		0.631919		0.123512
0.718182		0.631919		0.126388
0.720606		0.631919		0.129328
0.723030		0.631919		0.132332
0.725455		0.631919		0.135401
0.727879		0.631919		0.138539
0.730303		0.631919		0.141744
0.732727		0.631919		0.145020
0.735152		0.631919		0.148367
0.737576		0.631919		0.151786
0.740000		0.631919		0.155280
0.742424		0.631919		0.158850
0.744848		0.631919		0.162497
0.747273		0.631919		0.166223
0.749697		0.631919		0.170029
0.752121		0.631919		0.173917
0.754545		0.631919		0.177889
0.756970		0.631919		0.181945
0.759394		0.631919		0.186089
0.761818		0.631919		0.190321
0.764242		0.631919		0.194644
0.766667		0.631919		0.199058
0.769091		0.631919		0.203567
0.771515		0.631919		0.208171
0.773939		0.631919		0.212872
0.776364		0.631919		0.217673
0.778788		0.631919		0.222575
0.781212		0.631919		0.227581
0.783636		0.631919		0.232691
0.786061		0.631919		0.237908
0.788485		0.631919		0.243235
0.790909		0.631919		0.248673
0.793333		0.631919		0.254224
0.795758		0.631919		0.259891
0.798182		0.631919		0.265675
0.800606		0.631919		0.271579
0.803030		0.631919		0.277605
0.805455		0.631919		0.283755
0.807879		0.631919		0.290032
0.810303		0.631919		0.296438
0.812727		0.631919		0.302975
0.815152		0.631919		0.309645
0.817576		0.631919		0.316452
0.820000		0.631919		0.323397
0.580000		0.659394		0.032509
0.582424		0.659394		0.033327
0.584848		0.659394		0.034164
0.587273		0.659394		0.035020
0.589697		0.659394		0.035897
0.592121		0.659394		0.036794
0.594545		0.659394		0.037712
0.596970		0.659394		0.038651
0.599394		0.659394		0.039612
0.601818		0.659394		0.040596
0.604242		0.659394		0.041602
0.606667		0.659394		0.042632
0.609091		0.659394		0.043685
0.611515		0.659394		0.044764
0.613939		0.659394		0.045867
0.616364		0.659394		0.046995
0.618788		0.659394		0.048150
0.621212		0.659394		0.049332
0.623636		0.659394		0.050540
0.626061		0.659394		0.051777
0.628485		0.659394		0.053042
0.630909		0.659394		0.054337
0.633333		0.659394		0.055661
0.635758		0.659394		0.057015
0.638182		0.659394		0.058401
0.640606		0.659394		0.059818
0.643030		0.659394		0.061268
0.645455		0.659394		0.062752
0.647879		0.659394		0.064269
0.650303		0.659394		0.065821
0.652727		0.659394		0.067408
0.655152		0.659394		0.069031
0.657576		0.659394		0.070692
0.660000		0.659394		0.072390
0.662424		0.659394		0.074127
0.664848		0.659394		0.075904
0.667273		0.659394		0.077720
0.669697		0.659394		0.079578
0.672121		0.659394		0.081478
0.674545		0.659394		0.083421
0.676970		0.659394		0.085407
0.679394		0.659394		0.087439
0.681818		0.659394		0.089516
0.684242		0.659394		0.091640
0.686667		0.659394		0.093812
0.689091		0.659394		0.096032
0.691515		0.659394		0.098302
0.693939		0.659394		0.100623
0.696364		0.659394		0.102996
0.698788		0.659394		0.105422
0.701212		0.659394		0.107902
0.703636		0.659394		0.110436
0.706061		0.659394		0.113028
0.708485		0.659394		0.115677
0.710909		0.659394		0.118384
0.713333		0.659394		0.121151
0.715758		0.659394		0.123980
0.718182		0.659394		0.126871
0.720606		0.659394		0.129825
0.723030		0.659394		0.132845
0.725455		0.659394		0.135931
0.727879		0.659394		0.139084
0.730303		0.659394		0.142307
0.732727		0.659394		0.145599
0.735152		0.659394		0.148964
0.737576		0.659394		0.152402
0.740000		0.659394		0.155914
0.742424		0.659394		0.159503
0.744848		0.659394		0.163170
0.747273		0.659394		0.166916
0.749697		0.659394		0.170742
0.752121		0.659394		0.174651
0.754545		0.659394		0.178644
0.756970		0.659394		0.182723
0.759394		0.659394		0.186890
0.761818		0.659394		0.191145
0.764242		0.659394		0.195491
0.766667		0.659394		0.199930
0.769091		0.659394		0.204463
0.771515		0.659394		0.209093
0.773939		0.659394		0.213820
0.776364		0.659394		0.218648
0.778788		0.659394		0.223577
0.781212		0.659394		0.228610
0.783636		0.659394		0.233749
0.786061		0.659394		0.238996
0.788485		0.659394		0.244352
0.790909		0.659394		0.249820
0.793333		0.659394		0.255403
0.795758		0.659394		0.261101
0.798182		0.659394		0.266918
0.800606		0.659394		0.272855
0.803030		0.659394		0.278915
0.805455		0.659394		0.285100
0.807879		0.659394		0.291413
0.810303		0.659394		0.297854
0.812727		0.659394		0.304428
0.815152		0.659394		0.311137
0.817576		0.659394		0.317982
0.820000		0.659394		0.324966
0.580000		0.686869		0.032573
0.582424		0.686869		0.033394
0.584848		0.686869		0.034234
0.587273		0.686869		0.035093
0.589697		0.686869		0.035973
0.592121		0.686869		0.036873
0.594545		0.686869		0.037794
0.596970		0.686869		0.038737
0.599394		0.686869		0.039702
0.601818		0.686869		0.040689
0.604242		0.686869		0.041699
0.606667		0.686869		0.042733
0.609091		0.686869		0.043791
0.611515		0.686869		0.044873
0.613939		0.686869		0.045981
0.616364		0.686869		0.047114
0.618788		0.686869		0.048273
0.621212		0.686869		0.049460
0.623636		0.686869		0.050673
0.626061		0.686869		0.051915
0.628485		0.686869		0.053186
0.630909		0.686869		0.054486
0.633333		0.686869		0.055815
0.635758		0.686869		0.057176
0.638182		0.686869		0.058568
0.640606		0.686869		0.059991
0.643030		0.686869		0.061448
0.645455		0.686869		0.062938
0.647879		0.686869		0.064462
0.650303		0.686869		0.066021
0.652727		0.686869		0.067615
0.655152		0.686869		0.069246
0.657576		0.686869		0.070914
0.660000		0.686869		0.072621
0.662424		0.686869		0.074366
0.664848		0.686869		0.076151
0.667273		0.686869		0.077976
0.669697		0.686869		0.079843
0.672121		0.686869		0.081752
0.674545		0.686869		0.083704
0.676970		0.686869		0.085701
0.679394		0.686869		0.087742
0.681818		0.686869		0.089830
0.684242		0.686869		0.091964
0.686667		0.686869		0.094147
0.689091		0.686869		0.096379
0.691515		0.686869		0.098660
0.693939		0.686869		0.100993
0.696364		0.686869		0.103378
0.698788		0.686869		0.105817
0.701212		0.686869		0.108309
0.703636		0.686869		0.110858
0.706061		0.686869		0.113463
0.708485		0.686869		0.116125
0.710909		0.686869		0.118847
0.713333		0.686869		0.121629
0.715758		0.686869		0.124473
0.718182		0.686869		0.127380
0.720606		0.686869		0.130350
0.723030		0.686869		0.133386
0.725455		0.686869		0.136489
0.727879		0.686869		0.139659
0.730303		0.686869		0.142899
0.732727		0.686869		0.146210
0.735152		0.686869		0.149593
0.737576		0.686869		0.153050
0.740000		0.686869		0.156583
0.742424		0.686869		0.160191
0.744848		0.686869		0.163878
0.747273		0.686869		0.167645
0.749697		0.686869		0.171493
0.752121		0.686869		0.175425
0.754545		0.686869		0.179440
0.756970		0.686869		0.183542
0.759394		0.686869		0.187732
0.761818		0.686869		0.192012
0.764242		0.686869		0.196383
0.766667		0.686869		0.200848
0.769091		0.686869		0.205407
0.771515		0.686869		0.210063
0.773939		0.686869		0.214818
0.776364		0.686869		0.219673
0.778788		0.686869		0.224631
0.781212		0.686869		0.229693
0.783636		0.686869		0.234862
0.786061		0.686869		0.240139
0.788485		0.686869		0.245527
0.790909		0.686869		0.251028
0.793333		0.686869		0.256643
0.795758		0.686869		0.262375
0.798182		0.686869		0.268226
0.800606		0.686869		0.274198
0.803030		0.686869		0.280293
0.805455		0.686869		0.286515
0.807879		0.686869		0.292865
0.810303		0.686869		0.299345
0.812727		0.686869		0.305957
0.815152		0.686869		0.312705
0.817576		0.686869		0.319591
0.820000		0.686869		0.326617
0.580000		0.714343		0.032641
0.582424		0.714343		0.033465
0.584848		0.714343		0.034308
0.587273		0.714343		0.035170
0.589697		0.714343		0.036053
0.592121		0.714343		0.036957
0.594545		0.714343		0.037882
0.596970		0.714343		0.038828
0.599394		0.714343		0.039796
0.601818		0.714343		0.040788
0.604242		0.714343		0.041802
0.606667		0.714343		0.042840
0.609091		0.714343		0.043902
0.611515		0.714343		0.044989
0.613939		0.714343		0.046101
0.616364		0.714343		0.047239
0.618788		0.714343		0.048403
0.621212		0.714343		0.049595
0.623636		0.714343		0.050814
0.626061		0.714343		0.052061
0.628485		0.714343		0.053337
0.630909		0.714343		0.054643
0.633333		0.714343		0.055979
0.635758		0.714343		0.057345
0.638182		0.714343		0.058743
0.640606		0.714343		0.060174
0.643030		0.714343		0.061637
0.645455		0.714343		0.063134
0.647879		0.714343		0.064665
0.650303		0.714343		0.066232
0.652727		0.714343		0.067834
0.655152		0.714343		0.069473
0.657576		0.714343		0.071149
0.660000		0.714343		0.072864
0.662424		0.714343		0.074618
0.664848		0.714343		0.076411
0.667273		0.714343		0.078246
0.669697		0.714343		0.080122
0.672121		0.714343		0.082041
0.674545		0.714343		0.084003
0.676970		0.714343		0.086010
0.679394		0.714343		0.088062
0.681818		0.714343		0.090161
0.684242		0.714343		0.092306
0.686667		0.714343		0.094500
0.689091		0.714343		0.096744
0.691515		0.714343		0.099038
0.693939		0.714343		0.101383
0.696364		0.714343		0.103781
0.698788		0.714343		0.106233
0.701212		0.714343		0.108739
0.703636		0.714343		0.111301
0.706061		0.714343		0.113921
0.708485		0.714343		0.116598
0.710909		0.714343		0.119335
0.713333		0.714343		0.122133
0.715758		0.714343		0.124992
0.718182		0.714343		0.127915
0.720606		0.714343		0.130902
0.723030		0.714343		0.133955
0.725455		0.714343		0.137076
0.727879		0.714343		0.140264
0.730303		0.714343		0.143523
0.732727		0.714343		0.146853
0.735152		0.714343		0.150256
0.737576		0.714343		0.153733
0.740000		0.714343		0.157285
0.742424		0.714343		0.160915
0.744848		0.714343		0.164624
0.747273		0.714343		0.168413
0.749697		0.714343		0.172284
0.752121		0.714343		0.176238
0.754545		0.714343		0.180278
0.756970		0.714343		0.184404
0.759394		0.714343		0.188619
0.761818		0.714343		0.192924
0.764242		0.714343		0.197321
0.766667		0.714343		0.201812
0.769091		0.714343		0.206399
0.771515		0.714343		0.211083
0.773939		0.714343		0.215867
0.776364		0.714343		0.220751
0.778788		0.714343		0.225739
0.781212		0.714343		0.230832
0.783636		0.714343		0.236032
0.786061		0.714343		0.241342
0.788485		0.714343		0.246762
0.790909		0.714343		0.252296
0.793333		0.714343		0.257946
0.795758		0.714343		0.263713
0.798182		0.714343		0.269599
0.800606		0.714343		0.275608
0.803030		0.714343		0.281741
0.805455		0.714343		0.288001
0.807879		0.714343		0.294390
0.810303		0.714343		0.300910
0.812727		0.714343		0.307563
0.815152		0.714343		0.314353
0.817576		0.714343		0.321281
0.820000		0.714343		0.328351
0.580000		0.741818		0.032713
0.582424		0.741818		0.033540
0.584848		0.741818		0.034386
0.587273		0.741818		0.035252
0.589697		0.741818		0.036138
0.592121		0.741818		0.037046
0.594545		0.741818		0.037974
0.596970		0.741818		0.038924
0.599394		0.741818		0.039897
0.601818		0.741818		0.040892
0.604242		0.741818		0.041910
0.606667		0.741818		0.042953
0.609091		0.741818		0.044019
0.611515		0.741818		0.045111
0.613939		0.741818		0.046228
0.616364		0.741818		0.047371
0.618788		0.741818		0.048541
0.621212		0.741818		0.049737
0.623636		0.741818		0.050962
0.626061		0.741818		0.052215
0.628485		0.741818		0.053497
0.630909		0.741818		0.054809
0.633333		0.741818		0.056151
0.635758		0.741818		0.057524
0.638182		0.741818		0.058929
0.640606		0.741818		0.060366
0.643030		0.741818		0.061837
0.645455		0.741818		0.063341
0.647879		0.741818		0.064880
0.650303		0.741818		0.066454
0.652727		0.741818		0.068064
0.655152		0.741818		0.069711
0.657576		0.741818		0.071396
0.660000		0.741818		0.073120
0.662424		0.741818		0.074883
0.664848		0.741818		0.076686
0.667273		0.741818		0.078530
0.669697		0.741818		0.080416
0.672121		0.741818		0.082345
0.674545		0.741818		0.084318
0.676970		0.741818		0.086336
0.679394		0.741818		0.088399
0.681818		0.741818		0.090509
0.684242		0.741818		0.092666
0.686667		0.741818		0.094873
0.689091		0.741818		0.097129
0.691515		0.741818		0.099435
0.693939		0.741818		0.101794
0.696364		0.741818		0.104205
0.698788		0.741818		0.106671
0.701212		0.741818		0.109191
0.703636		0.741818		0.111768
0.706061		0.741818		0.114402
0.708485		0.741818		0.117095
0.710909		0.741818		0.119848
0.713333		0.741818		0.122662
0.715758		0.741818		0.125538
0.718182		0.741818		0.128478
0.720606		0.741818		0.131483
0.723030		0.741818		0.134554
0.725455		0.741818		0.137693
0.727879		0.741818		0.140901
0.730303		0.741818		0.144179
0.732727		0.741818		0.147529
0.735152		0.741818		0.150952
0.737576		0.741818		0.154450
0.740000		0.741818		0.158024
0.742424		0.741818		0.161676
0.744848		0.741818		0.165407
0.747273		0.741818		0.169219
0.749697		0.741818		0.173114
0.752121		0.741818		0.177093
0.754545		0.741818		0.181157
0.756970		0.741818		0.185309
0.759394		0.741818		0.189550
0.761818		0.741818		0.193882
0.764242		0.741818		0.198306
0.766667		0.741818		0.202825
0.769091		0.741818		0.207441
0.771515		0.741818		0.212154
0.773939		0.741818		0.216968
0.776364		0.741818		0.221883
0.778788		0.741818		0.226902
0.781212		0.741818		0.232028
0.783636		0.741818		0.237261
0.786061		0.741818		0.242604
0.788485		0.741818		0.248059
0.790909		0.741818		0.253628
0.793333		0.741818		0.259313
0.795758		0.741818		0.265117
0.798182		0.741818		0.271041
0.800606		0.741818		0.277088
0.803030		0.741818		0.283260
0.805455		0.741818		0.289560
0.807879		0.741818		0.295990
0.810303		0.741818		0.302551
0.812727		0.741818		0.309248
0.815152		0.741818		0.316081
0.817576		0.741818		0.323054
0.820000		0.741818		0.330169
0.580000		0.769293		0.032789
0.582424		0.769293		0.033619
0.584848		0.769293		0.034469
0.587273		0.769293		0.035338
0.589697		0.769293		0.036228
0.592121		0.769293		0.037139
0.594545		0.769293		0.038072
0.596970		0.769293		0.039026
0.599394		0.769293		0.040002
0.601818		0.769293		0.041002
0.604242		0.769293		0.042025
0.606667		0.769293		0.043072
0.609091		0.769293		0.044143
0.611515		0.769293		0.045240
0.613939		0.769293		0.046362
0.616364		0.769293		0.047510
0.618788		0.769293		0.048685
0.621212		0.769293		0.049888
0.623636		0.769293		0.051118
0.626061		0.769293		0.052377
0.628485		0.769293		0.053666
0.630909		0.769293		0.054984
0.633333		0.769293		0.056333
0.635758		0.769293		0.057713
0.638182		0.769293		0.059124
0.640606		0.769293		0.060569
0.643030		0.769293		0.062047
0.645455		0.769293		0.063559
0.647879		0.769293		0.065106
0.650303		0.769293		0.066688
0.652727		0.769293		0.068307
0.655152		0.769293		0.069963
0.657576		0.769293		0.071657
0.660000		0.769293		0.073390
0.662424		0.769293		0.075162
0.664848		0.769293		0.076975
0.667273		0.769293		0.078829
0.669697		0.769293		0.080726
0.672121		0.769293		0.082665
0.674545		0.769293		0.084649
0.676970		0.769293		0.086678
0.679394		0.769293		0.088753
0.681818		0.769293		0.090875
0.684242		0.769293		0.093045
0.686667		0.769293		0.095264
0.689091		0.769293		0.097533
0.691515		0.769293		0.099853
0.693939		0.769293		0.102225
0.696364		0.769293		0.104651
0.698788		0.769293		0.107131
0.701212		0.769293		0.109666
0.703636		0.769293		0.112259
0.706061		0.769293		0.114909
0.708485		0.769293		0.117618
0.710909		0.769293		0.120387
0.713333		0.769293		0.123218
0.715758		0.769293		0.126112
0.718182		0.769293		0.129070
0.720606		0.769293		0.132093
0.723030		0.769293		0.135183
0.725455		0.769293		0.138341
0.727879		0.769293		0.141569
0.730303		0.769293		0.144868
0.732727		0.769293		0.148239
0.735152		0.769293		0.151683
0.737576		0.769293		0.155203
0.740000		0.769293		0.158800
0.742424		0.769293		0.162475
0.744848		0.769293		0.166230
0.747273		0.769293		0.170066
0.749697		0.769293		0.173986
0.752121		0.769293		0.177990
0.754545		0.769293		0.182080
0.756970		0.769293		0.186259
0.759394		0.769293		0.190527
0.761818		0.769293		0.194887
0.764242		0.769293		0.199340
0.766667		0.769293		0.203888
0.769091		0.769293		0.208534
0.771515		0.769293		0.213278
0.773939		0.769293		0.218123
0.776364		0.769293		0.223070
0.778788		0.769293		0.228122
0.781212		0.769293		0.233281
0.783636		0.769293		0.238549
0.786061		0.769293		0.243927
0.788485		0.769293		0.249418
0.790909		0.769293		0.255024
0.793333		0.769293		0.260746
0.795758		0.769293		0.266589
0.798182		0.769293		0.272552
0.800606		0.769293		0.278639
0.803030		0.769293		0.284853
0.805455		0.769293		0.291194
0.807879		0.769293		0.297667
0.810303		0.769293		0.304272
0.812727		0.769293		0.311013
0.815152		0.769293		0.317892
0.817576		0.769293		0.324911
0.820000		0.769293		0.332074
0.580000		0.796768		0.032870
0.582424		0.796768		0.033703
0.584848		0.796768		0.034556
0.587273		0.796768		0.035429
0.589697		0.796768		0.036323
0.592121		0.796768		0.037238
0.594545		0.796768		0.038174
0.596970		0.796768		0.039133
0.599394		0.796768		0.040114
0.601818		0.796768		0.041118
0.604242		0.796768		0.042146
0.606667		0.796768		0.043198
0.609091		0.796768		0.044274
0.611515		0.796768		0.045376
0.613939		0.796768		0.046503
0.616364		0.796768		0.047657
0.618788		0.796768		0.048838
0.621212		0.796768		0.050046
0.623636		0.796768		0.051283
0.626061		0.796768		0.052548
0.628485		0.796768		0.053843
0.630909		0.796768		0.055168
0.633333		0.796768		0.056524
0.635758		0.796768		0.057911
0.638182		0.796768		0.059330
0.640606		0.796768		0.060782
0.643030		0.796768		0.062268
0.645455		0.796768		0.063788
0.647879		0.796768		0.065344
0.650303		0.796768		0.066935
0.652727		0.796768		0.068562
0.655152		0.796768		0.070227
0.657576		0.796768		0.071931
0.660000		0.796768		0.073673
0.662424		0.796768		0.075456
0.664848		0.796768		0.077279
0.667273		0.796768		0.079144
0.669697		0.796768		0.081051
0.672121		0.796768		0.083002
0.674545		0.796768		0.084998
0.676970		0.796768		0.087038
0.679394		0.796768		0.089126
0.681818		0.796768		0.091260
0.684242		0.796768		0.093443
0.686667		0.796768		0.095675
0.689091		0.796768		0.097958
0.691515		0.796768		0.100292
0.693939		0.796768		0.102679
0.696364		0.796768		0.105119
0.698788		0.796768		0.107614
0.701212		0.796768		0.110165
0.703636		0.796768		0.112774
0.706061		0.796768		0.115440
0.708485		0.796768		0.118166
0.710909		0.796768		0.120953
0.713333		0.796768		0.123802
0.715758		0.796768		0.126714
0.718182		0.796768		0.129691
0.720606		0.796768		0.132734
0.723030		0.796768		0.135843
0.725455		0.796768		0.139022
0.727879		0.796768		0.142270
0.730303		0.796768		0.145590
0.732727		0.796768		0.148983
0.735152		0.796768		0.152450
0.737576		0.796768		0.155993
0.740000		0.796768		0.159613
0.742424		0.796768		0.163313
0.744848		0.796768		0.167092
0.747273		0.796768		0.170954
0.749697		0.796768		0.174899
0.752121		0.796768		0.178930
0.754545		0.796768		0.183048
0.756970		0.796768		0.187254
0.759394		0.796768		0.191551
0.761818		0.796768		0.195940
0.764242		0.796768		0.200423
0.766667		0.796768		0.205002
0.769091		0.796768		0.209679
0.771515		0.796768		0.214455
0.773939		0.796768		0.219333
0.776364		0.796768		0.224314
0.778788		0.796768		0.229401
0.781212		0.796768		0.234595
0.783636		0.796768		0.239898
0.786061		0.796768		0.245313
0.788485		0.796768		0.250841
0.790909		0.796768		0.256486
0.793333		0.796768		0.262248
0.795758		0.796768		0.268130
0.798182		0.796768		0.274135
0.800606		0.796768		0.280264
0.803030		0.796768		0.286520
0.805455		0.796768		0.292905
0.807879		0.796768		0.299422
0.810303		0.796768		0.306073
0.812727		0.796768		0.312861
0.815152		0.796768		0.319788
0.817576		0.796768		0.326856
0.820000		0.796768		0.334068
0.580000		0.824242		0.032955
0.582424		0.824242		0.033792
0.584848		0.824242		0.034648
0.587273		0.824242		0.035525
0.589697		0.824242		0.036423
0.592121		0.824242		0.037342
0.594545		0.824242		0.038283
0.596970		0.824242		0.039246
0.599394		0.824242		0.040232
0.601818		0.824242		0.041241
0.604242		0.824242		0.042273
0.606667		0.824242		0.043330
0.609091		0.824242		0.044412
0.611515		0.824242		0.045519
0.613939		0.824242		0.046652
0.616364		0.824242		0.047812
0.618788		0.824242		0.048999
0.621212		0.824242		0.050213
0.623636		0.824242		0.051456
0.626061		0.824242		0.052728
0.628485		0.824242		0.054030
0.630909		0.824242		0.055362
0.633333		0.824242		0.056725
0.635758		0.824242		0.058120
0.638182		0.824242		0.059547
0.640606		0.824242		0.061007
0.643030		0.824242		0.062501
0.645455		0.824242		0.064030
0.647879		0.824242		0.065594
0.650303		0.824242		0.067194
0.652727		0.824242		0.068831
0.655152		0.824242		0.070505
0.657576		0.824242		0.072219
0.660000		0.824242		0.073971
0.662424		0.824242		0.075764
0.664848		0.824242		0.077598
0.667273		0.824242		0.079474
0.669697		0.824242		0.081393
0.672121		0.824242		0.083356
0.674545		0.824242		0.085363
0.676970		0.824242		0.087417
0.679394		0.824242		0.089517
0.681818		0.824242		0.091664
0.684242		0.824242		0.093861
0.686667		0.824242		0.096107
0.689091		0.824242		0.098404
0.691515		0.824242		0.100753
0.693939		0.824242		0.103155
0.696364		0.824242		0.105611
0.698788		0.824242		0.108122
0.701212		0.824242		0.110689
0.703636		0.824242		0.113314
0.706061		0.824242		0.115998
0.708485		0.824242		0.118742
0.710909		0.824242		0.121547
0.713333		0.824242		0.124415
0.715758		0.824242		0.127346
0.718182		0.824242		0.130342
0.720606		0.824242		0.133405
0.723030		0.824242		0.136536
0.725455		0.824242		0.139735
0.727879		0.824242		0.143006
0.730303		0.824242		0.146348
0.732727		0.824242		0.149763
0.735152		0.824242		0.153254
0.737576		0.824242		0.156821
0.740000		0.824242		0.160466
0.742424		0.824242		0.164190
0.744848		0.824242		0.167996
0.747273		0.824242		0.171884
0.749697		0.824242		0.175857
0.752121		0.824242		0.179915
0.754545		0.824242		0.184061
0.756970		0.824242		0.188297
0.759394		0.824242		0.192624
0.761818		0.824242		0.197044
0.764242		0.824242		0.201558
0.766667		0.824242		0.206169
0.769091		0.824242		0.210878
0.771515		0.824242		0.215688
0.773939		0.824242		0.220600
0.776364		0.824242		0.225616
0.778788		0.824242		0.230739
0.781212		0.824242		0.235969
0.783636		0.824242		0.241310
0.786061		0.824242		0.246764
0.788485		0.824242		0.252331
0.790909		0.824242		0.258016
0.793333		0.824242		0.263819
0.795758		0.824242		0.269743
0.798182		0.824242		0.275790
0.800606		0.824242		0.281963
0.803030		0.824242		0.288264
0.805455		0.824242		0.294695
0.807879		0.824242		0.301259
0.810303		0.824242		0.307958
0.812727		0.824242		0.314794
0.815152		0.824242		0.321770
0.817576		0.824242		0.328889
0.820000		0.824242		0.336152
0.580000		0.851717		0.033044
0.582424		0.851717		0.033885
0.584848		0.851717		0.034745
0.587273		0.851717		0.035627
0.589697		0.851717		0.036529
0.592121		0.851717		0.037452
0.594545		0.851717		0.038397
0.596970		0.851717		0.039365
0.599394		0.851717		0.040356
0.601818		0.851717		0.041369
0.604242		0.851717		0.042407
0.606667		0.851717		0.043470
0.609091		0.851717		0.044557
0.611515		0.851717		0.045670
0.613939		0.851717		0.046809
0.616364		0.851717		0.047975
0.618788		0.851717		0.049168
0.621212		0.851717		0.050389
0.623636		0.851717		0.051639
0.626061		0.851717		0.052918
0.628485		0.851717		0.054227
0.630909		0.851717		0.055566
0.633333		0.851717		0.056937
0.635758		0.851717		0.058339
0.638182		0.851717		0.059774
0.640606		0.851717		0.061243
0.643030		0.851717		0.062746
0.645455		0.851717		0.064283
0.647879		0.851717		0.065856
0.650303		0.851717		0.067466
0.652727		0.851717		0.069113
0.655152		0.851717		0.070798
0.657576		0.851717		0.072521
0.660000		0.851717		0.074285
0.662424		0.851717		0.076088
0.664848		0.851717		0.077934
0.667273		0.851717		0.079821
0.669697		0.851717		0.081752
0.672121		0.851717		0.083727
0.674545		0.851717		0.085748
0.676970		0.851717		0.087814
0.679394		0.851717		0.089927
0.681818		0.851717		0.092089
0.684242		0.851717		0.094299
0.686667		0.851717		0.096560
0.689091		0.851717		0.098872
0.691515		0.851717		0.101236
0.693939		0.851717		0.103654
0.696364		0.851717		0.106126
0.698788		0.851717		0.108654
0.701212		0.851717		0.111238
0.703636		0.851717		0.113881
0.706061		0.851717		0.116583
0.708485		0.851717		0.119345
0.710909		0.851717		0.122169
0.713333		0.851717		0.125057
0.715758		0.851717		0.128008
0.718182		0.851717		0.131025
0.720606		0.851717		0.134109
0.723030		0.851717		0.137261
0.725455		0.851717		0.140483
0.727879		0.851717		0.143776
0.730303		0.851717		0.147141
0.732727		0.851717		0.150581
0.735152		0.851717		0.154096
0.737576		0.851717		0.157688
0.740000		0.851717		0.161359
0.742424		0.851717		0.165110
0.744848		0.851717		0.168942
0.747273		0.851717		0.172858
0.749697		0.851717		0.176859
0.752121		0.851717		0.180947
0.754545		0.851717		0.185122
0.756970		0.851717		0.189389
0.759394		0.851717		0.193746
0.761818		0.851717		0.198198
0.764242		0.851717		0.202745
0.766667		0.851717		0.207390
0.769091		0.851717		0.212133
0.771515		0.851717		0.216978
0.773939		0.851717		0.221926
0.776364		0.851717		0.226979
0.778788		0.851717		0.232138
0.781212		0.851717		0.237407
0.783636		0.851717		0.242787
0.786061		0.851717		0.248281
0.788485		0.851717		0.253889
0.790909		0.851717		0.259616
0.793333		0.851717		0.265461
0.795758		0.851717		0.271429
0.798182		0.851717		0.277521
0.800606		0.851717		0.283740
0.803030		0.851717		0.290087
0.805455		0.851717		0.296566
0.807879		0.851717		0.303178
0.810303		0.851717		0.309927
0.812727		0.851717		0.316814
0.815152		0.851717		0.323842
0.817576		0.851717		0.331013
0.820000		0.851717		0.338331
0.580000		0.879192		0.033138
0.582424		0.879192		0.033983
0.584848		0.879192		0.034848
0.587273		0.879192		0.035733
0.589697		0.879192		0.036640
0.592121		0.879192		0.037568
0.594545		0.879192		0.038518
0.596970		0.879192		0.039490
0.599394		0.879192		0.040486
0.601818		0.879192		0.041505
0.604242		0.879192		0.042549
0.606667		0.879192		0.043616
0.609091		0.879192		0.044710
0.611515		0.879192		0.045828
0.613939		0.879192		0.046974
0.616364		0.879192		0.048146
0.618788		0.879192		0.049346
0.621212		0.879192		0.050574
0.623636		0.879192		0.051831
0.626061		0.879192		0.053117
0.628485		0.879192		0.054433
0.630909		0.879192		0.055780
0.633333		0.879192		0.057159
0.635758		0.879192		0.058570
0.638182		0.879192		0.060014
0.640606		0.879192		0.061491
