100
100
T [fm^-1]		muB [fm^-1]		betapi_dfce [fm^-4]
0.660000		1.483636		0.087275
0.662424		1.483636		0.089512
0.664848		1.483636		0.091802
0.667273		1.483636		0.094147
0.669697		1.483636		0.096547
0.672121		1.483636		0.099005
0.674545		1.483636		0.101521
0.676970		1.483636		0.104096
0.679394		1.483636		0.106733
0.681818		1.483636		0.109431
0.684242		1.483636		0.112193
0.686667		1.483636		0.115020
0.689091		1.483636		0.117913
0.691515		1.483636		0.120873
0.693939		1.483636		0.123902
0.696364		1.483636		0.127002
0.698788		1.483636		0.130174
0.701212		1.483636		0.133419
0.703636		1.483636		0.136739
0.706061		1.483636		0.140135
0.708485		1.483636		0.143610
0.710909		1.483636		0.147164
0.713333		1.483636		0.150799
0.715758		1.483636		0.154518
0.718182		1.483636		0.158321
0.720606		1.483636		0.162210
0.723030		1.483636		0.166187
0.725455		1.483636		0.170254
0.727879		1.483636		0.174413
0.730303		1.483636		0.178665
0.732727		1.483636		0.183012
0.735152		1.483636		0.187457
0.737576		1.483636		0.192001
0.740000		1.483636		0.196645
0.742424		1.483636		0.201393
0.744848		1.483636		0.206246
0.747273		1.483636		0.211206
0.749697		1.483636		0.216275
0.752121		1.483636		0.221456
0.754545		1.483636		0.226750
0.756970		1.483636		0.232160
0.759394		1.483636		0.237687
0.761818		1.483636		0.243334
0.764242		1.483636		0.249104
0.766667		1.483636		0.254999
0.769091		1.483636		0.261020
0.771515		1.483636		0.267171
0.773939		1.483636		0.273454
0.776364		1.483636		0.279871
0.778788		1.483636		0.286425
0.781212		1.483636		0.293118
0.783636		1.483636		0.299953
0.786061		1.483636		0.306932
0.788485		1.483636		0.314059
0.790909		1.483636		0.321335
0.793333		1.483636		0.328764
0.795758		1.483636		0.336348
0.798182		1.483636		0.344091
0.800606		1.483636		0.351994
0.803030		1.483636		0.360061
0.805455		1.483636		0.368295
0.807879		1.483636		0.376698
0.810303		1.483636		0.385275
0.812727		1.483636		0.394027
0.815152		1.483636		0.402958
0.817576		1.483636		0.412071
0.820000		1.483636		0.421369
0.580000		1.511111		0.037301
0.582424		1.511111		0.038312
0.584848		1.511111		0.039349
0.587273		1.511111		0.040412
0.589697		1.511111		0.041502
0.592121		1.511111		0.042619
0.594545		1.511111		0.043765
0.596970		1.511111		0.044940
0.599394		1.511111		0.046144
0.601818		1.511111		0.047379
0.604242		1.511111		0.048644
0.606667		1.511111		0.049942
0.609091		1.511111		0.051271
0.611515		1.511111		0.052635
0.613939		1.511111		0.054032
0.616364		1.511111		0.055464
0.618788		1.511111		0.056931
0.621212		1.511111		0.058435
0.623636		1.511111		0.059976
0.626061		1.511111		0.061556
0.628485		1.511111		0.063174
0.630909		1.511111		0.064832
0.633333		1.511111		0.066531
0.635758		1.511111		0.068272
0.638182		1.511111		0.070055
0.640606		1.511111		0.071882
0.643030		1.511111		0.073753
0.645455		1.511111		0.075670
0.647879		1.511111		0.077634
0.650303		1.511111		0.079645
0.652727		1.511111		0.081705
0.655152		1.511111		0.083815
0.657576		1.511111		0.085975
0.660000		1.511111		0.088188
0.662424		1.511111		0.090454
0.664848		1.511111		0.092774
0.667273		1.511111		0.095149
0.669697		1.511111		0.097581
0.672121		1.511111		0.100071
0.674545		1.511111		0.102621
0.676970		1.511111		0.105230
0.679394		1.511111		0.107901
0.681818		1.511111		0.110636
0.684242		1.511111		0.113434
0.686667		1.511111		0.116299
0.689091		1.511111		0.119230
0.691515		1.511111		0.122230
0.693939		1.511111		0.125300
0.696364		1.511111		0.128441
0.698788		1.511111		0.131656
0.701212		1.511111		0.134945
0.703636		1.511111		0.138309
0.706061		1.511111		0.141752
0.708485		1.511111		0.145273
0.710909		1.511111		0.148875
0.713333		1.511111		0.152560
0.715758		1.511111		0.156328
0.718182		1.511111		0.160183
0.720606		1.511111		0.164125
0.723030		1.511111		0.168156
0.725455		1.511111		0.172279
0.727879		1.511111		0.176494
0.730303		1.511111		0.180804
0.732727		1.511111		0.185211
0.735152		1.511111		0.189716
0.737576		1.511111		0.194322
0.740000		1.511111		0.199030
0.742424		1.511111		0.203842
0.744848		1.511111		0.208762
0.747273		1.511111		0.213789
0.749697		1.511111		0.218928
0.752121		1.511111		0.224179
0.754545		1.511111		0.229546
0.756970		1.511111		0.235029
0.759394		1.511111		0.240632
0.761818		1.511111		0.246357
0.764242		1.511111		0.252205
0.766667		1.511111		0.258180
0.769091		1.511111		0.264284
0.771515		1.511111		0.270519
0.773939		1.511111		0.276888
0.776364		1.511111		0.283392
0.778788		1.511111		0.290036
0.781212		1.511111		0.296820
0.783636		1.511111		0.303748
0.786061		1.511111		0.310823
0.788485		1.511111		0.318047
0.790909		1.511111		0.325422
0.793333		1.511111		0.332952
0.795758		1.511111		0.340639
0.798182		1.511111		0.348487
0.800606		1.511111		0.356498
0.803030		1.511111		0.364674
0.805455		1.511111		0.373020
0.807879		1.511111		0.381537
0.810303		1.511111		0.390230
0.812727		1.511111		0.399100
0.815152		1.511111		0.408152
0.817576		1.511111		0.417388
0.820000		1.511111		0.426811
0.580000		1.538586		0.037609
0.582424		1.538586		0.038631
0.584848		1.538586		0.039680
0.587273		1.538586		0.040756
0.589697		1.538586		0.041858
0.592121		1.538586		0.042989
0.594545		1.538586		0.044149
0.596970		1.538586		0.045337
0.599394		1.538586		0.046556
0.601818		1.538586		0.047806
0.604242		1.538586		0.049087
0.606667		1.538586		0.050400
0.609091		1.538586		0.051747
0.611515		1.538586		0.053127
0.613939		1.538586		0.054541
0.616364		1.538586		0.055991
0.618788		1.538586		0.057477
0.621212		1.538586		0.059000
0.623636		1.538586		0.060560
0.626061		1.538586		0.062160
0.628485		1.538586		0.063799
0.630909		1.538586		0.065478
0.633333		1.538586		0.067199
0.635758		1.538586		0.068962
0.638182		1.538586		0.070768
0.640606		1.538586		0.072619
0.643030		1.538586		0.074515
0.645455		1.538586		0.076457
0.647879		1.538586		0.078447
0.650303		1.538586		0.080484
0.652727		1.538586		0.082571
0.655152		1.538586		0.084709
0.657576		1.538586		0.086898
0.660000		1.538586		0.089141
0.662424		1.538586		0.091437
0.664848		1.538586		0.093788
0.667273		1.538586		0.096195
0.669697		1.538586		0.098660
0.672121		1.538586		0.101183
0.674545		1.538586		0.103767
0.676970		1.538586		0.106412
0.679394		1.538586		0.109119
0.681818		1.538586		0.111891
0.684242		1.538586		0.114728
0.686667		1.538586		0.117631
0.689091		1.538586		0.120603
0.691515		1.538586		0.123644
0.693939		1.538586		0.126756
0.696364		1.538586		0.129940
0.698788		1.538586		0.133199
0.701212		1.538586		0.136533
0.703636		1.538586		0.139944
0.706061		1.538586		0.143434
0.708485		1.538586		0.147004
0.710909		1.538586		0.150656
0.713333		1.538586		0.154391
0.715758		1.538586		0.158212
0.718182		1.538586		0.162120
0.720606		1.538586		0.166117
0.723030		1.538586		0.170204
0.725455		1.538586		0.174384
0.727879		1.538586		0.178658
0.730303		1.538586		0.183028
0.732727		1.538586		0.187496
0.735152		1.538586		0.192064
0.737576		1.538586		0.196734
0.740000		1.538586		0.201507
0.742424		1.538586		0.206387
0.744848		1.538586		0.211375
0.747273		1.538586		0.216473
0.749697		1.538586		0.221683
0.752121		1.538586		0.227008
0.754545		1.538586		0.232449
0.756970		1.538586		0.238009
0.759394		1.538586		0.243690
0.761818		1.538586		0.249494
0.764242		1.538586		0.255424
0.766667		1.538586		0.261483
0.769091		1.538586		0.267672
0.771515		1.538586		0.273993
0.773939		1.538586		0.280451
0.776364		1.538586		0.287046
0.778788		1.538586		0.293782
0.781212		1.538586		0.300660
0.783636		1.538586		0.307685
0.786061		1.538586		0.314858
0.788485		1.538586		0.322182
0.790909		1.538586		0.329660
0.793333		1.538586		0.337294
0.795758		1.538586		0.345088
0.798182		1.538586		0.353044
0.800606		1.538586		0.361166
0.803030		1.538586		0.369456
0.805455		1.538586		0.377916
0.807879		1.538586		0.386551
0.810303		1.538586		0.395364
0.812727		1.538586		0.404356
0.815152		1.538586		0.413533
0.817576		1.538586		0.422896
0.820000		1.538586		0.432448
0.580000		1.566061		0.037931
0.582424		1.566061		0.038966
0.584848		1.566061		0.040028
0.587273		1.566061		0.041116
0.589697		1.566061		0.042232
0.592121		1.566061		0.043377
0.594545		1.566061		0.044551
0.596970		1.566061		0.045754
0.599394		1.566061		0.046988
0.601818		1.566061		0.048253
0.604242		1.566061		0.049551
0.606667		1.566061		0.050880
0.609091		1.566061		0.052244
0.611515		1.566061		0.053641
0.613939		1.566061		0.055074
0.616364		1.566061		0.056542
0.618788		1.566061		0.058048
0.621212		1.566061		0.059590
0.623636		1.566061		0.061171
0.626061		1.566061		0.062791
0.628485		1.566061		0.064452
0.630909		1.566061		0.066153
0.633333		1.566061		0.067897
0.635758		1.566061		0.069683
0.638182		1.566061		0.071514
0.640606		1.566061		0.073389
0.643030		1.566061		0.075310
0.645455		1.566061		0.077279
0.647879		1.566061		0.079295
0.650303		1.566061		0.081360
0.652727		1.566061		0.083476
0.655152		1.566061		0.085642
0.657576		1.566061		0.087862
0.660000		1.566061		0.090134
0.662424		1.566061		0.092462
0.664848		1.566061		0.094845
0.667273		1.566061		0.097285
0.669697		1.566061		0.099784
0.672121		1.566061		0.102343
0.674545		1.566061		0.104962
0.676970		1.566061		0.107644
0.679394		1.566061		0.110389
0.681818		1.566061		0.113199
0.684242		1.566061		0.116075
0.686667		1.566061		0.119019
0.689091		1.566061		0.122032
0.691515		1.566061		0.125116
0.693939		1.566061		0.128271
0.696364		1.566061		0.131501
0.698788		1.566061		0.134805
0.701212		1.566061		0.138186
0.703636		1.566061		0.141645
0.706061		1.566061		0.145184
0.708485		1.566061		0.148805
0.710909		1.566061		0.152508
0.713333		1.566061		0.156297
0.715758		1.566061		0.160172
0.718182		1.566061		0.164135
0.720606		1.566061		0.168188
0.723030		1.566061		0.172333
0.725455		1.566061		0.176572
0.727879		1.566061		0.180907
0.730303		1.566061		0.185339
0.732727		1.566061		0.189871
0.735152		1.566061		0.194504
0.737576		1.566061		0.199240
0.740000		1.566061		0.204082
0.742424		1.566061		0.209031
0.744848		1.566061		0.214089
0.747273		1.566061		0.219260
0.749697		1.566061		0.224544
0.752121		1.566061		0.229944
0.754545		1.566061		0.235463
0.756970		1.566061		0.241102
0.759394		1.566061		0.246864
0.761818		1.566061		0.252751
0.764242		1.566061		0.258766
0.766667		1.566061		0.264910
0.769091		1.566061		0.271187
0.771515		1.566061		0.277598
0.773939		1.566061		0.284147
0.776364		1.566061		0.290836
0.778788		1.566061		0.297667
0.781212		1.566061		0.304644
0.783636		1.566061		0.311768
0.786061		1.566061		0.319042
0.788485		1.566061		0.326470
0.790909		1.566061		0.334053
0.793333		1.566061		0.341796
0.795758		1.566061		0.349700
0.798182		1.566061		0.357768
0.800606		1.566061		0.366004
0.803030		1.566061		0.374411
0.805455		1.566061		0.382990
0.807879		1.566061		0.391747
0.810303		1.566061		0.400683
0.812727		1.566061		0.409802
0.815152		1.566061		0.419106
0.817576		1.566061		0.428600
0.820000		1.566061		0.438287
0.580000		1.593535		0.038270
0.582424		1.593535		0.039318
0.584848		1.593535		0.040392
0.587273		1.593535		0.041494
0.589697		1.593535		0.042624
0.592121		1.593535		0.043783
0.594545		1.593535		0.044972
0.596970		1.593535		0.046191
0.599394		1.593535		0.047441
0.601818		1.593535		0.048722
0.604242		1.593535		0.050036
0.606667		1.593535		0.051383
0.609091		1.593535		0.052764
0.611515		1.593535		0.054180
0.613939		1.593535		0.055632
0.616364		1.593535		0.057119
0.618788		1.593535		0.058644
0.621212		1.593535		0.060208
0.623636		1.593535		0.061810
0.626061		1.593535		0.063452
0.628485		1.593535		0.065135
0.630909		1.593535		0.066859
0.633333		1.593535		0.068626
0.635758		1.593535		0.070437
0.638182		1.593535		0.072293
0.640606		1.593535		0.074194
0.643030		1.593535		0.076141
0.645455		1.593535		0.078137
0.647879		1.593535		0.080181
0.650303		1.593535		0.082275
0.652727		1.593535		0.084419
0.655152		1.593535		0.086616
0.657576		1.593535		0.088866
0.660000		1.593535		0.091171
0.662424		1.593535		0.093531
0.664848		1.593535		0.095948
0.667273		1.593535		0.098423
0.669697		1.593535		0.100957
0.672121		1.593535		0.103551
0.674545		1.593535		0.106208
0.676970		1.593535		0.108927
0.679394		1.593535		0.111711
0.681818		1.593535		0.114561
0.684242		1.593535		0.117479
0.686667		1.593535		0.120465
0.689091		1.593535		0.123521
0.691515		1.593535		0.126649
0.693939		1.593535		0.129850
0.696364		1.593535		0.133125
0.698788		1.593535		0.136477
0.701212		1.593535		0.139907
0.703636		1.593535		0.143416
0.706061		1.593535		0.147006
0.708485		1.593535		0.150678
0.710909		1.593535		0.154435
0.713333		1.593535		0.158279
0.715758		1.593535		0.162209
0.718182		1.593535		0.166230
0.720606		1.593535		0.170342
0.723030		1.593535		0.174547
0.725455		1.593535		0.178848
0.727879		1.593535		0.183245
0.730303		1.593535		0.187742
0.732727		1.593535		0.192339
0.735152		1.593535		0.197039
0.737576		1.593535		0.201844
0.740000		1.593535		0.206756
0.742424		1.593535		0.211777
0.744848		1.593535		0.216909
0.747273		1.593535		0.222154
0.749697		1.593535		0.227515
0.752121		1.593535		0.232994
0.754545		1.593535		0.238593
0.756970		1.593535		0.244314
0.759394		1.593535		0.250159
0.761818		1.593535		0.256131
0.764242		1.593535		0.262233
0.766667		1.593535		0.268466
0.769091		1.593535		0.274834
0.771515		1.593535		0.281338
0.773939		1.593535		0.287982
0.776364		1.593535		0.294768
0.778788		1.593535		0.301697
0.781212		1.593535		0.308775
0.783636		1.593535		0.316001
0.786061		1.593535		0.323381
0.788485		1.593535		0.330915
0.790909		1.593535		0.338608
0.793333		1.593535		0.346462
0.795758		1.593535		0.354479
0.798182		1.593535		0.362664
0.800606		1.593535		0.371018
0.803030		1.593535		0.379545
0.805455		1.593535		0.388248
0.807879		1.593535		0.397129
0.810303		1.593535		0.406193
0.812727		1.593535		0.415442
0.815152		1.593535		0.424880
0.817576		1.593535		0.434509
0.820000		1.593535		0.444333
0.580000		1.621010		0.038625
0.582424		1.621010		0.039686
0.584848		1.621010		0.040774
0.587273		1.621010		0.041890
0.589697		1.621010		0.043035
0.592121		1.621010		0.044209
0.594545		1.621010		0.045413
0.596970		1.621010		0.046648
0.599394		1.621010		0.047914
0.601818		1.621010		0.049213
0.604242		1.621010		0.050544
0.606667		1.621010		0.051909
0.609091		1.621010		0.053309
0.611515		1.621010		0.054744
0.613939		1.621010		0.056215
0.616364		1.621010		0.057723
0.618788		1.621010		0.059269
0.621212		1.621010		0.060853
0.623636		1.621010		0.062478
0.626061		1.621010		0.064142
0.628485		1.621010		0.065848
0.630909		1.621010		0.067597
0.633333		1.621010		0.069389
0.635758		1.621010		0.071225
0.638182		1.621010		0.073106
0.640606		1.621010		0.075034
0.643030		1.621010		0.077009
0.645455		1.621010		0.079032
0.647879		1.621010		0.081105
0.650303		1.621010		0.083229
0.652727		1.621010		0.085404
0.655152		1.621010		0.087633
0.657576		1.621010		0.089915
0.660000		1.621010		0.092252
0.662424		1.621010		0.094646
0.664848		1.621010		0.097098
0.667273		1.621010		0.099608
0.669697		1.621010		0.102179
0.672121		1.621010		0.104811
0.674545		1.621010		0.107506
0.676970		1.621010		0.110265
0.679394		1.621010		0.113090
0.681818		1.621010		0.115981
0.684242		1.621010		0.118941
0.686667		1.621010		0.121971
0.689091		1.621010		0.125072
0.691515		1.621010		0.128245
0.693939		1.621010		0.131493
0.696364		1.621010		0.134817
0.698788		1.621010		0.138218
0.701212		1.621010		0.141698
0.703636		1.621010		0.145258
0.706061		1.621010		0.148901
0.708485		1.621010		0.152628
0.710909		1.621010		0.156440
0.713333		1.621010		0.160340
0.715758		1.621010		0.164329
0.718182		1.621010		0.168409
0.720606		1.621010		0.172582
0.723030		1.621010		0.176849
0.725455		1.621010		0.181213
0.727879		1.621010		0.185676
0.730303		1.621010		0.190238
0.732727		1.621010		0.194904
0.735152		1.621010		0.199673
0.737576		1.621010		0.204549
0.740000		1.621010		0.209534
0.742424		1.621010		0.214629
0.744848		1.621010		0.219837
0.747273		1.621010		0.225160
0.749697		1.621010		0.230601
0.752121		1.621010		0.236160
0.754545		1.621010		0.241842
0.756970		1.621010		0.247647
0.759394		1.621010		0.253579
0.761818		1.621010		0.259639
0.764242		1.621010		0.265831
0.766667		1.621010		0.272157
0.769091		1.621010		0.278618
0.771515		1.621010		0.285218
0.773939		1.621010		0.291960
0.776364		1.621010		0.298845
0.778788		1.621010		0.305877
0.781212		1.621010		0.313058
0.783636		1.621010		0.320391
0.786061		1.621010		0.327879
0.788485		1.621010		0.335524
0.790909		1.621010		0.343330
0.793333		1.621010		0.351298
0.795758		1.621010		0.359433
0.798182		1.621010		0.367737
0.800606		1.621010		0.376213
0.803030		1.621010		0.384865
0.805455		1.621010		0.393694
0.807879		1.621010		0.402705
0.810303		1.621010		0.411901
0.812727		1.621010		0.421284
0.815152		1.621010		0.430858
0.817576		1.621010		0.440627
0.820000		1.621010		0.450594
0.580000		1.648485		0.038997
0.582424		1.648485		0.040072
0.584848		1.648485		0.041175
0.587273		1.648485		0.042306
0.589697		1.648485		0.043466
0.592121		1.648485		0.044655
0.594545		1.648485		0.045876
0.596970		1.648485		0.047127
0.599394		1.648485		0.048411
0.601818		1.648485		0.049727
0.604242		1.648485		0.051076
0.606667		1.648485		0.052460
0.609091		1.648485		0.053879
0.611515		1.648485		0.055334
0.613939		1.648485		0.056825
0.616364		1.648485		0.058354
0.618788		1.648485		0.059922
0.621212		1.648485		0.061529
0.623636		1.648485		0.063176
0.626061		1.648485		0.064864
0.628485		1.648485		0.066594
0.630909		1.648485		0.068368
0.633333		1.648485		0.070185
0.635758		1.648485		0.072047
0.638182		1.648485		0.073956
0.640606		1.648485		0.075911
0.643030		1.648485		0.077915
0.645455		1.648485		0.079968
0.647879		1.648485		0.082071
0.650303		1.648485		0.084225
0.652727		1.648485		0.086432
0.655152		1.648485		0.088693
0.657576		1.648485		0.091009
0.660000		1.648485		0.093380
0.662424		1.648485		0.095810
0.664848		1.648485		0.098297
0.667273		1.648485		0.100845
0.669697		1.648485		0.103453
0.672121		1.648485		0.106124
0.674545		1.648485		0.108859
0.676970		1.648485		0.111659
0.679394		1.648485		0.114526
0.681818		1.648485		0.117460
0.684242		1.648485		0.120464
0.686667		1.648485		0.123539
0.689091		1.648485		0.126686
0.691515		1.648485		0.129907
0.693939		1.648485		0.133204
0.696364		1.648485		0.136577
0.698788		1.648485		0.140029
0.701212		1.648485		0.143561
0.703636		1.648485		0.147175
0.706061		1.648485		0.150873
0.708485		1.648485		0.154656
0.710909		1.648485		0.158526
0.713333		1.648485		0.162484
0.715758		1.648485		0.166533
0.718182		1.648485		0.170675
0.720606		1.648485		0.174910
0.723030		1.648485		0.179242
0.725455		1.648485		0.183672
0.727879		1.648485		0.188201
0.730303		1.648485		0.192833
0.732727		1.648485		0.197569
0.735152		1.648485		0.202410
0.737576		1.648485		0.207360
0.740000		1.648485		0.212420
0.742424		1.648485		0.217592
0.744848		1.648485		0.222878
0.747273		1.648485		0.228282
0.749697		1.648485		0.233804
0.752121		1.648485		0.239447
0.754545		1.648485		0.245214
0.756970		1.648485		0.251107
0.759394		1.648485		0.257128
0.761818		1.648485		0.263280
0.764242		1.648485		0.269565
0.766667		1.648485		0.275985
0.769091		1.648485		0.282544
0.771515		1.648485		0.289243
0.773939		1.648485		0.296086
0.776364		1.648485		0.303074
0.778788		1.648485		0.310211
0.781212		1.648485		0.317500
0.783636		1.648485		0.324943
0.786061		1.648485		0.332542
0.788485		1.648485		0.340301
0.790909		1.648485		0.348223
0.793333		1.648485		0.356311
0.795758		1.648485		0.364567
0.798182		1.648485		0.372994
0.800606		1.648485		0.381596
0.803030		1.648485		0.390376
0.805455		1.648485		0.399336
0.807879		1.648485		0.408481
0.810303		1.648485		0.417812
0.812727		1.648485		0.427334
0.815152		1.648485		0.437050
0.817576		1.648485		0.446962
0.820000		1.648485		0.457076
0.580000		1.675960		0.039388
0.582424		1.675960		0.040477
0.584848		1.675960		0.041595
0.587273		1.675960		0.042741
0.589697		1.675960		0.043917
0.592121		1.675960		0.045123
0.594545		1.675960		0.046360
0.596970		1.675960		0.047629
0.599394		1.675960		0.048930
0.601818		1.675960		0.050265
0.604242		1.675960		0.051633
0.606667		1.675960		0.053037
0.609091		1.675960		0.054476
0.611515		1.675960		0.055951
0.613939		1.675960		0.057464
0.616364		1.675960		0.059015
0.618788		1.675960		0.060605
0.621212		1.675960		0.062235
0.623636		1.675960		0.063906
0.626061		1.675960		0.065618
0.628485		1.675960		0.067374
0.630909		1.675960		0.069173
0.633333		1.675960		0.071017
0.635758		1.675960		0.072907
0.638182		1.675960		0.074843
0.640606		1.675960		0.076827
0.643030		1.675960		0.078861
0.645455		1.675960		0.080944
0.647879		1.675960		0.083078
0.650303		1.675960		0.085265
0.652727		1.675960		0.087505
0.655152		1.675960		0.089799
0.657576		1.675960		0.092150
0.660000		1.675960		0.094557
0.662424		1.675960		0.097023
0.664848		1.675960		0.099548
0.667273		1.675960		0.102134
0.669697		1.675960		0.104782
0.672121		1.675960		0.107493
0.674545		1.675960		0.110269
0.676970		1.675960		0.113112
0.679394		1.675960		0.116022
0.681818		1.675960		0.119001
0.684242		1.675960		0.122051
0.686667		1.675960		0.125173
0.689091		1.675960		0.128368
0.691515		1.675960		0.131638
0.693939		1.675960		0.134985
0.696364		1.675960		0.138410
0.698788		1.675960		0.141915
0.701212		1.675960		0.145501
0.703636		1.675960		0.149170
0.706061		1.675960		0.152925
0.708485		1.675960		0.156765
0.710909		1.675960		0.160695
0.713333		1.675960		0.164714
0.715758		1.675960		0.168825
0.718182		1.675960		0.173030
0.720606		1.675960		0.177331
0.723030		1.675960		0.181729
0.725455		1.675960		0.186227
0.727879		1.675960		0.190827
0.730303		1.675960		0.195529
0.732727		1.675960		0.200338
0.735152		1.675960		0.205254
0.737576		1.675960		0.210280
0.740000		1.675960		0.215417
0.742424		1.675960		0.220669
0.744848		1.675960		0.226036
0.747273		1.675960		0.231523
0.749697		1.675960		0.237130
0.752121		1.675960		0.242860
0.754545		1.675960		0.248715
0.756970		1.675960		0.254698
0.759394		1.675960		0.260812
0.761818		1.675960		0.267058
0.764242		1.675960		0.273439
0.766667		1.675960		0.279957
0.769091		1.675960		0.286616
0.771515		1.675960		0.293418
0.773939		1.675960		0.300365
0.776364		1.675960		0.307460
0.778788		1.675960		0.314706
0.781212		1.675960		0.322105
0.783636		1.675960		0.329661
0.786061		1.675960		0.337376
0.788485		1.675960		0.345253
0.790909		1.675960		0.353295
0.793333		1.675960		0.361505
0.795758		1.675960		0.369886
0.798182		1.675960		0.378441
0.800606		1.675960		0.387173
0.803030		1.675960		0.396085
0.805455		1.675960		0.405181
0.807879		1.675960		0.414463
0.810303		1.675960		0.423934
0.812727		1.675960		0.433599
0.815152		1.675960		0.443461
0.817576		1.675960		0.453522
0.820000		1.675960		0.463786
0.580000		1.703434		0.039798
0.582424		1.703434		0.040902
0.584848		1.703434		0.042035
0.587273		1.703434		0.043197
0.589697		1.703434		0.044390
0.592121		1.703434		0.045613
0.594545		1.703434		0.046868
0.596970		1.703434		0.048155
0.599394		1.703434		0.049474
0.601818		1.703434		0.050828
0.604242		1.703434		0.052216
0.606667		1.703434		0.053640
0.609091		1.703434		0.055100
0.611515		1.703434		0.056597
0.613939		1.703434		0.058132
0.616364		1.703434		0.059706
0.618788		1.703434		0.061319
0.621212		1.703434		0.062973
0.623636		1.703434		0.064669
0.626061		1.703434		0.066407
0.628485		1.703434		0.068188
0.630909		1.703434		0.070015
0.633333		1.703434		0.071886
0.635758		1.703434		0.073804
0.638182		1.703434		0.075770
0.640606		1.703434		0.077784
0.643030		1.703434		0.079848
0.645455		1.703434		0.081963
0.647879		1.703434		0.084130
0.650303		1.703434		0.086350
0.652727		1.703434		0.088624
0.655152		1.703434		0.090954
0.657576		1.703434		0.093340
0.660000		1.703434		0.095784
0.662424		1.703434		0.098288
0.664848		1.703434		0.100852
0.667273		1.703434		0.103477
0.669697		1.703434		0.106166
0.672121		1.703434		0.108920
0.674545		1.703434		0.111739
0.676970		1.703434		0.114626
0.679394		1.703434		0.117581
0.681818		1.703434		0.120606
0.684242		1.703434		0.123703
0.686667		1.703434		0.126874
0.689091		1.703434		0.130119
0.691515		1.703434		0.133440
0.693939		1.703434		0.136839
0.696364		1.703434		0.140317
0.698788		1.703434		0.143877
0.701212		1.703434		0.147519
0.703636		1.703434		0.151246
0.706061		1.703434		0.155059
0.708485		1.703434		0.158960
0.710909		1.703434		0.162951
0.713333		1.703434		0.167033
0.715758		1.703434		0.171209
0.718182		1.703434		0.175479
0.720606		1.703434		0.179848
0.723030		1.703434		0.184315
0.725455		1.703434		0.188883
0.727879		1.703434		0.193555
0.730303		1.703434		0.198331
0.732727		1.703434		0.203215
0.735152		1.703434		0.208208
0.737576		1.703434		0.213312
0.740000		1.703434		0.218530
0.742424		1.703434		0.223864
0.744848		1.703434		0.229316
0.747273		1.703434		0.234888
0.749697		1.703434		0.240582
0.752121		1.703434		0.246402
0.754545		1.703434		0.252349
0.756970		1.703434		0.258425
0.759394		1.703434		0.264634
0.761818		1.703434		0.270977
0.764242		1.703434		0.277457
0.766667		1.703434		0.284078
0.769091		1.703434		0.290840
0.771515		1.703434		0.297747
0.773939		1.703434		0.304802
0.776364		1.703434		0.312007
0.778788		1.703434		0.319366
0.781212		1.703434		0.326880
0.783636		1.703434		0.334552
0.786061		1.703434		0.342387
0.788485		1.703434		0.350385
0.790909		1.703434		0.358551
0.793333		1.703434		0.366888
0.795758		1.703434		0.375398
0.798182		1.703434		0.384084
0.800606		1.703434		0.392950
0.803030		1.703434		0.401999
0.805455		1.703434		0.411234
0.807879		1.703434		0.420658
0.810303		1.703434		0.430274
0.812727		1.703434		0.440086
0.815152		1.703434		0.450098
0.817576		1.703434		0.460312
0.820000		1.703434		0.470733
0.580000		1.730909		0.040227
0.582424		1.730909		0.041347
0.584848		1.730909		0.042497
0.587273		1.730909		0.043676
0.589697		1.730909		0.044885
0.592121		1.730909		0.046126
0.594545		1.730909		0.047399
0.596970		1.730909		0.048705
0.599394		1.730909		0.050044
0.601818		1.730909		0.051418
0.604242		1.730909		0.052827
0.606667		1.730909		0.054272
0.609091		1.730909		0.055753
0.611515		1.730909		0.057273
0.613939		1.730909		0.058831
0.616364		1.730909		0.060428
0.618788		1.730909		0.062066
0.621212		1.730909		0.063745
0.623636		1.730909		0.065466
0.626061		1.730909		0.067231
0.628485		1.730909		0.069040
0.630909		1.730909		0.070894
0.633333		1.730909		0.072794
0.635758		1.730909		0.074742
0.638182		1.730909		0.076738
0.640606		1.730909		0.078783
0.643030		1.730909		0.080879
0.645455		1.730909		0.083027
0.647879		1.730909		0.085227
0.650303		1.730909		0.087482
0.652727		1.730909		0.089792
0.655152		1.730909		0.092158
0.657576		1.730909		0.094581
0.660000		1.730909		0.097064
0.662424		1.730909		0.099607
0.664848		1.730909		0.102211
0.667273		1.730909		0.104878
0.669697		1.730909		0.107610
0.672121		1.730909		0.110407
0.674545		1.730909		0.113271
0.676970		1.730909		0.116203
0.679394		1.730909		0.119205
0.681818		1.730909		0.122278
0.684242		1.730909		0.125425
0.686667		1.730909		0.128645
0.689091		1.730909		0.131942
0.691515		1.730909		0.135316
0.693939		1.730909		0.138769
0.696364		1.730909		0.142303
0.698788		1.730909		0.145919
0.701212		1.730909		0.149619
0.703636		1.730909		0.153406
0.706061		1.730909		0.157279
0.708485		1.730909		0.161243
0.710909		1.730909		0.165297
0.713333		1.730909		0.169444
0.715758		1.730909		0.173687
0.718182		1.730909		0.178026
0.720606		1.730909		0.182464
0.723030		1.730909		0.187002
0.725455		1.730909		0.191643
0.727879		1.730909		0.196389
0.730303		1.730909		0.201242
