100
100
T [fm^-1]		muB [fm^-1]		F_dfce [fm^-1]
0.584848		0.686869		-0.112259
0.587273		0.686869		-0.112373
0.589697		0.686869		-0.112486
0.592121		0.686869		-0.112598
0.594545		0.686869		-0.112709
0.596970		0.686869		-0.112819
0.599394		0.686869		-0.112929
0.601818		0.686869		-0.113037
0.604242		0.686869		-0.113145
0.606667		0.686869		-0.113252
0.609091		0.686869		-0.113358
0.611515		0.686869		-0.113464
0.613939		0.686869		-0.113569
0.616364		0.686869		-0.113674
0.618788		0.686869		-0.113779
0.621212		0.686869		-0.113883
0.623636		0.686869		-0.113988
0.626061		0.686869		-0.114092
0.628485		0.686869		-0.114196
0.630909		0.686869		-0.114300
0.633333		0.686869		-0.114405
0.635758		0.686869		-0.114509
0.638182		0.686869		-0.114614
0.640606		0.686869		-0.114719
0.643030		0.686869		-0.114824
0.645455		0.686869		-0.114930
0.647879		0.686869		-0.115036
0.650303		0.686869		-0.115143
0.652727		0.686869		-0.115250
0.655152		0.686869		-0.115358
0.657576		0.686869		-0.115467
0.660000		0.686869		-0.115576
0.662424		0.686869		-0.115687
0.664848		0.686869		-0.115798
0.667273		0.686869		-0.115910
0.669697		0.686869		-0.116023
0.672121		0.686869		-0.116137
0.674545		0.686869		-0.116252
0.676970		0.686869		-0.116368
0.679394		0.686869		-0.116485
0.681818		0.686869		-0.116604
0.684242		0.686869		-0.116724
0.686667		0.686869		-0.116845
0.689091		0.686869		-0.116967
0.691515		0.686869		-0.117090
0.693939		0.686869		-0.117215
0.696364		0.686869		-0.117342
0.698788		0.686869		-0.117470
0.701212		0.686869		-0.117599
0.703636		0.686869		-0.117730
0.706061		0.686869		-0.117863
0.708485		0.686869		-0.117997
0.710909		0.686869		-0.118132
0.713333		0.686869		-0.118270
0.715758		0.686869		-0.118409
0.718182		0.686869		-0.118550
0.720606		0.686869		-0.118692
0.723030		0.686869		-0.118836
0.725455		0.686869		-0.118982
0.727879		0.686869		-0.119130
0.730303		0.686869		-0.119280
0.732727		0.686869		-0.119431
0.735152		0.686869		-0.119585
0.737576		0.686869		-0.119740
0.740000		0.686869		-0.119897
0.742424		0.686869		-0.120057
0.744848		0.686869		-0.120218
0.747273		0.686869		-0.120381
0.749697		0.686869		-0.120546
0.752121		0.686869		-0.120713
0.754545		0.686869		-0.120882
0.756970		0.686869		-0.121053
0.759394		0.686869		-0.121226
0.761818		0.686869		-0.121402
0.764242		0.686869		-0.121579
0.766667		0.686869		-0.121758
0.769091		0.686869		-0.121940
0.771515		0.686869		-0.122123
0.773939		0.686869		-0.122309
0.776364		0.686869		-0.122497
0.778788		0.686869		-0.122687
0.781212		0.686869		-0.122879
0.783636		0.686869		-0.123073
0.786061		0.686869		-0.123269
0.788485		0.686869		-0.123468
0.790909		0.686869		-0.123668
0.793333		0.686869		-0.123871
0.795758		0.686869		-0.124076
0.798182		0.686869		-0.124283
0.800606		0.686869		-0.124492
0.803030		0.686869		-0.124704
0.805455		0.686869		-0.124917
0.807879		0.686869		-0.125133
0.810303		0.686869		-0.125351
0.812727		0.686869		-0.125571
0.815152		0.686869		-0.125793
0.817576		0.686869		-0.126018
0.820000		0.686869		-0.126244
0.580000		0.714343		-0.112191
0.582424		0.714343		-0.112310
0.584848		0.714343		-0.112429
0.587273		0.714343		-0.112545
0.589697		0.714343		-0.112661
0.592121		0.714343		-0.112776
0.594545		0.714343		-0.112889
0.596970		0.714343		-0.113002
0.599394		0.714343		-0.113113
0.601818		0.714343		-0.113224
0.604242		0.714343		-0.113334
0.606667		0.714343		-0.113443
0.609091		0.714343		-0.113552
0.611515		0.714343		-0.113660
0.613939		0.714343		-0.113767
0.616364		0.714343		-0.113875
0.618788		0.714343		-0.113982
0.621212		0.714343		-0.114088
0.623636		0.714343		-0.114195
0.626061		0.714343		-0.114301
0.628485		0.714343		-0.114407
0.630909		0.714343		-0.114513
0.633333		0.714343		-0.114620
0.635758		0.714343		-0.114726
0.638182		0.714343		-0.114833
0.640606		0.714343		-0.114940
0.643030		0.714343		-0.115047
0.645455		0.714343		-0.115155
0.647879		0.714343		-0.115263
0.650303		0.714343		-0.115371
0.652727		0.714343		-0.115481
0.655152		0.714343		-0.115590
0.657576		0.714343		-0.115701
0.660000		0.714343		-0.115812
0.662424		0.714343		-0.115924
0.664848		0.714343		-0.116037
0.667273		0.714343		-0.116150
0.669697		0.714343		-0.116265
0.672121		0.714343		-0.116380
0.674545		0.714343		-0.116497
0.676970		0.714343		-0.116614
0.679394		0.714343		-0.116733
0.681818		0.714343		-0.116853
0.684242		0.714343		-0.116974
0.686667		0.714343		-0.117096
0.689091		0.714343		-0.117220
0.691515		0.714343		-0.117345
0.693939		0.714343		-0.117471
0.696364		0.714343		-0.117599
0.698788		0.714343		-0.117728
0.701212		0.714343		-0.117858
0.703636		0.714343		-0.117990
0.706061		0.714343		-0.118124
0.708485		0.714343		-0.118259
0.710909		0.714343		-0.118396
0.713333		0.714343		-0.118534
0.715758		0.714343		-0.118674
0.718182		0.714343		-0.118816
0.720606		0.714343		-0.118959
0.723030		0.714343		-0.119105
0.725455		0.714343		-0.119251
0.727879		0.714343		-0.119400
0.730303		0.714343		-0.119551
0.732727		0.714343		-0.119703
0.735152		0.714343		-0.119857
0.737576		0.714343		-0.120013
0.740000		0.714343		-0.120171
0.742424		0.714343		-0.120331
0.744848		0.714343		-0.120493
0.747273		0.714343		-0.120657
0.749697		0.714343		-0.120822
0.752121		0.714343		-0.120990
0.754545		0.714343		-0.121160
0.756970		0.714343		-0.121331
0.759394		0.714343		-0.121505
0.761818		0.714343		-0.121681
0.764242		0.714343		-0.121859
0.766667		0.714343		-0.122038
0.769091		0.714343		-0.122220
0.771515		0.714343		-0.122404
0.773939		0.714343		-0.122590
0.776364		0.714343		-0.122778
0.778788		0.714343		-0.122969
0.781212		0.714343		-0.123161
0.783636		0.714343		-0.123356
0.786061		0.714343		-0.123552
0.788485		0.714343		-0.123751
0.790909		0.714343		-0.123952
0.793333		0.714343		-0.124155
0.795758		0.714343		-0.124360
0.798182		0.714343		-0.124567
0.800606		0.714343		-0.124777
0.803030		0.714343		-0.124988
0.805455		0.714343		-0.125202
0.807879		0.714343		-0.125418
0.810303		0.714343		-0.125636
0.812727		0.714343		-0.125856
0.815152		0.714343		-0.126079
0.817576		0.714343		-0.126303
0.820000		0.714343		-0.126530
0.580000		0.741818		-0.112352
0.582424		0.741818		-0.112474
0.584848		0.741818		-0.112595
0.587273		0.741818		-0.112714
0.589697		0.741818		-0.112833
0.592121		0.741818		-0.112950
0.594545		0.741818		-0.113066
0.596970		0.741818		-0.113181
0.599394		0.741818		-0.113295
0.601818		0.741818		-0.113408
0.604242		0.741818		-0.113520
0.606667		0.741818		-0.113632
0.609091		0.741818		-0.113743
0.611515		0.741818		-0.113853
0.613939		0.741818		-0.113963
0.616364		0.741818		-0.114072
0.618788		0.741818		-0.114182
0.621212		0.741818		-0.114290
0.623636		0.741818		-0.114399
0.626061		0.741818		-0.114508
0.628485		0.741818		-0.114616
0.630909		0.741818		-0.114724
0.633333		0.741818		-0.114833
0.635758		0.741818		-0.114941
0.638182		0.741818		-0.115050
0.640606		0.741818		-0.115159
0.643030		0.741818		-0.115268
0.645455		0.741818		-0.115378
0.647879		0.741818		-0.115488
0.650303		0.741818		-0.115598
0.652727		0.741818		-0.115709
0.655152		0.741818		-0.115821
0.657576		0.741818		-0.115933
0.660000		0.741818		-0.116046
0.662424		0.741818		-0.116160
0.664848		0.741818		-0.116274
0.667273		0.741818		-0.116389
0.669697		0.741818		-0.116506
0.672121		0.741818		-0.116623
0.674545		0.741818		-0.116741
0.676970		0.741818		-0.116860
0.679394		0.741818		-0.116980
0.681818		0.741818		-0.117102
0.684242		0.741818		-0.117224
0.686667		0.741818		-0.117348
0.689091		0.741818		-0.117473
0.691515		0.741818		-0.117599
0.693939		0.741818		-0.117727
0.696364		0.741818		-0.117856
0.698788		0.741818		-0.117986
0.701212		0.741818		-0.118118
0.703636		0.741818		-0.118251
0.706061		0.741818		-0.118386
0.708485		0.741818		-0.118522
0.710909		0.741818		-0.118660
0.713333		0.741818		-0.118799
0.715758		0.741818		-0.118941
0.718182		0.741818		-0.119083
0.720606		0.741818		-0.119228
0.723030		0.741818		-0.119374
0.725455		0.741818		-0.119522
0.727879		0.741818		-0.119671
0.730303		0.741818		-0.119823
0.732727		0.741818		-0.119976
0.735152		0.741818		-0.120131
0.737576		0.741818		-0.120288
0.740000		0.741818		-0.120447
0.742424		0.741818		-0.120607
0.744848		0.741818		-0.120770
0.747273		0.741818		-0.120934
0.749697		0.741818		-0.121101
0.752121		0.741818		-0.121269
0.754545		0.741818		-0.121439
0.756970		0.741818		-0.121612
0.759394		0.741818		-0.121786
0.761818		0.741818		-0.121962
0.764242		0.741818		-0.122141
0.766667		0.741818		-0.122321
0.769091		0.741818		-0.122504
0.771515		0.741818		-0.122688
0.773939		0.741818		-0.122875
0.776364		0.741818		-0.123063
0.778788		0.741818		-0.123254
0.781212		0.741818		-0.123447
0.783636		0.741818		-0.123642
0.786061		0.741818		-0.123839
0.788485		0.741818		-0.124038
0.790909		0.741818		-0.124239
0.793333		0.741818		-0.124442
0.795758		0.741818		-0.124648
0.798182		0.741818		-0.124856
0.800606		0.741818		-0.125065
0.803030		0.741818		-0.125277
0.805455		0.741818		-0.125491
0.807879		0.741818		-0.125707
0.810303		0.741818		-0.125926
0.812727		0.741818		-0.126146
0.815152		0.741818		-0.126369
0.817576		0.741818		-0.126593
0.820000		0.741818		-0.126820
0.580000		0.769293		-0.112510
0.582424		0.769293		-0.112635
0.584848		0.769293		-0.112758
0.587273		0.769293		-0.112880
0.589697		0.769293		-0.113001
0.592121		0.769293		-0.113120
0.594545		0.769293		-0.113238
0.596970		0.769293		-0.113356
0.599394		0.769293		-0.113472
0.601818		0.769293		-0.113588
0.604242		0.769293		-0.113703
0.606667		0.769293		-0.113817
0.609091		0.769293		-0.113930
0.611515		0.769293		-0.114043
0.613939		0.769293		-0.114155
0.616364		0.769293		-0.114267
0.618788		0.769293		-0.114378
0.621212		0.769293		-0.114490
0.623636		0.769293		-0.114600
0.626061		0.769293		-0.114711
0.628485		0.769293		-0.114822
0.630909		0.769293		-0.114932
0.633333		0.769293		-0.115043
0.635758		0.769293		-0.115154
0.638182		0.769293		-0.115264
0.640606		0.769293		-0.115375
0.643030		0.769293		-0.115487
0.645455		0.769293		-0.115598
0.647879		0.769293		-0.115710
0.650303		0.769293		-0.115823
0.652727		0.769293		-0.115936
0.655152		0.769293		-0.116049
0.657576		0.769293		-0.116163
0.660000		0.769293		-0.116278
0.662424		0.769293		-0.116394
0.664848		0.769293		-0.116510
0.667273		0.769293		-0.116627
0.669697		0.769293		-0.116745
0.672121		0.769293		-0.116864
0.674545		0.769293		-0.116983
0.676970		0.769293		-0.117104
0.679394		0.769293		-0.117226
0.681818		0.769293		-0.117349
0.684242		0.769293		-0.117473
0.686667		0.769293		-0.117598
0.689091		0.769293		-0.117725
0.691515		0.769293		-0.117852
0.693939		0.769293		-0.117981
0.696364		0.769293		-0.118112
0.698788		0.769293		-0.118244
0.701212		0.769293		-0.118377
0.703636		0.769293		-0.118511
0.706061		0.769293		-0.118647
0.708485		0.769293		-0.118785
0.710909		0.769293		-0.118924
0.713333		0.769293		-0.119065
0.715758		0.769293		-0.119207
0.718182		0.769293		-0.119351
0.720606		0.769293		-0.119496
0.723030		0.769293		-0.119644
0.725455		0.769293		-0.119792
0.727879		0.769293		-0.119943
0.730303		0.769293		-0.120096
0.732727		0.769293		-0.120250
0.735152		0.769293		-0.120406
0.737576		0.769293		-0.120564
0.740000		0.769293		-0.120723
0.742424		0.769293		-0.120885
0.744848		0.769293		-0.121048
0.747273		0.769293		-0.121213
0.749697		0.769293		-0.121381
0.752121		0.769293		-0.121550
0.754545		0.769293		-0.121721
0.756970		0.769293		-0.121894
0.759394		0.769293		-0.122069
0.761818		0.769293		-0.122246
0.764242		0.769293		-0.122425
0.766667		0.769293		-0.122606
0.769091		0.769293		-0.122789
0.771515		0.769293		-0.122974
0.773939		0.769293		-0.123161
0.776364		0.769293		-0.123350
0.778788		0.769293		-0.123542
0.781212		0.769293		-0.123735
0.783636		0.769293		-0.123930
0.786061		0.769293		-0.124128
0.788485		0.769293		-0.124328
0.790909		0.769293		-0.124529
0.793333		0.769293		-0.124733
0.795758		0.769293		-0.124939
0.798182		0.769293		-0.125147
0.800606		0.769293		-0.125357
0.803030		0.769293		-0.125569
0.805455		0.769293		-0.125784
0.807879		0.769293		-0.126000
0.810303		0.769293		-0.126219
0.812727		0.769293		-0.126440
0.815152		0.769293		-0.126662
0.817576		0.769293		-0.126887
0.820000		0.769293		-0.127115
0.580000		0.796768		-0.112664
0.582424		0.796768		-0.112791
0.584848		0.796768		-0.112917
0.587273		0.796768		-0.113041
0.589697		0.796768		-0.113164
0.592121		0.796768		-0.113287
0.594545		0.796768		-0.113407
0.596970		0.796768		-0.113527
0.599394		0.796768		-0.113646
0.601818		0.796768		-0.113764
0.604242		0.796768		-0.113882
0.606667		0.796768		-0.113998
0.609091		0.796768		-0.114114
0.611515		0.796768		-0.114229
0.613939		0.796768		-0.114344
0.616364		0.796768		-0.114458
0.618788		0.796768		-0.114572
0.621212		0.796768		-0.114685
0.623636		0.796768		-0.114798
0.626061		0.796768		-0.114911
0.628485		0.796768		-0.115024
0.630909		0.796768		-0.115137
0.633333		0.796768		-0.115250
0.635758		0.796768		-0.115363
0.638182		0.796768		-0.115476
0.640606		0.796768		-0.115589
0.643030		0.796768		-0.115702
0.645455		0.796768		-0.115816
0.647879		0.796768		-0.115930
0.650303		0.796768		-0.116044
0.652727		0.796768		-0.116159
0.655152		0.796768		-0.116275
0.657576		0.796768		-0.116391
0.660000		0.796768		-0.116508
0.662424		0.796768		-0.116625
0.664848		0.796768		-0.116743
0.667273		0.796768		-0.116862
0.669697		0.796768		-0.116982
0.672121		0.796768		-0.117102
0.674545		0.796768		-0.117224
0.676970		0.796768		-0.117346
0.679394		0.796768		-0.117470
0.681818		0.796768		-0.117595
0.684242		0.796768		-0.117720
0.686667		0.796768		-0.117847
0.689091		0.796768		-0.117975
0.691515		0.796768		-0.118105
0.693939		0.796768		-0.118235
0.696364		0.796768		-0.118367
0.698788		0.796768		-0.118500
0.701212		0.796768		-0.118635
0.703636		0.796768		-0.118771
0.706061		0.796768		-0.118908
0.708485		0.796768		-0.119047
0.710909		0.796768		-0.119187
0.713333		0.796768		-0.119329
0.715758		0.796768		-0.119473
0.718182		0.796768		-0.119618
0.720606		0.796768		-0.119765
0.723030		0.796768		-0.119913
0.725455		0.796768		-0.120063
0.727879		0.796768		-0.120215
0.730303		0.796768		-0.120369
0.732727		0.796768		-0.120524
0.735152		0.796768		-0.120681
0.737576		0.796768		-0.120840
0.740000		0.796768		-0.121000
0.742424		0.796768		-0.121163
0.744848		0.796768		-0.121327
0.747273		0.796768		-0.121493
0.749697		0.796768		-0.121661
0.752121		0.796768		-0.121831
0.754545		0.796768		-0.122003
0.756970		0.796768		-0.122177
0.759394		0.796768		-0.122353
0.761818		0.796768		-0.122531
0.764242		0.796768		-0.122711
0.766667		0.796768		-0.122892
0.769091		0.796768		-0.123076
0.771515		0.796768		-0.123262
0.773939		0.796768		-0.123450
0.776364		0.796768		-0.123640
0.778788		0.796768		-0.123832
0.781212		0.796768		-0.124025
0.783636		0.796768		-0.124221
0.786061		0.796768		-0.124420
0.788485		0.796768		-0.124620
0.790909		0.796768		-0.124822
0.793333		0.796768		-0.125026
0.795758		0.796768		-0.125233
0.798182		0.796768		-0.125441
0.800606		0.796768		-0.125652
0.803030		0.796768		-0.125864
0.805455		0.796768		-0.126079
0.807879		0.796768		-0.126296
0.810303		0.796768		-0.126515
0.812727		0.796768		-0.126736
0.815152		0.796768		-0.126959
0.817576		0.796768		-0.127185
0.820000		0.796768		-0.127412
0.580000		0.824242		-0.112813
0.582424		0.824242		-0.112943
0.584848		0.824242		-0.113071
0.587273		0.824242		-0.113198
0.589697		0.824242		-0.113324
0.592121		0.824242		-0.113449
0.594545		0.824242		-0.113572
0.596970		0.824242		-0.113695
0.599394		0.824242		-0.113816
0.601818		0.824242		-0.113937
0.604242		0.824242		-0.114056
0.606667		0.824242		-0.114175
0.609091		0.824242		-0.114294
0.611515		0.824242		-0.114411
0.613939		0.824242		-0.114528
0.616364		0.824242		-0.114645
0.618788		0.824242		-0.114761
0.621212		0.824242		-0.114877
0.623636		0.824242		-0.114992
0.626061		0.824242		-0.115108
0.628485		0.824242		-0.115223
0.630909		0.824242		-0.115338
0.633333		0.824242		-0.115453
0.635758		0.824242		-0.115568
0.638182		0.824242		-0.115683
0.640606		0.824242		-0.115799
0.643030		0.824242		-0.115914
0.645455		0.824242		-0.116030
0.647879		0.824242		-0.116146
0.650303		0.824242		-0.116263
0.652727		0.824242		-0.116380
0.655152		0.824242		-0.116498
0.657576		0.824242		-0.116616
0.660000		0.824242		-0.116734
0.662424		0.824242		-0.116854
0.664848		0.824242		-0.116974
0.667273		0.824242		-0.117095
0.669697		0.824242		-0.117216
0.672121		0.824242		-0.117339
0.674545		0.824242		-0.117462
0.676970		0.824242		-0.117586
0.679394		0.824242		-0.117712
0.681818		0.824242		-0.117838
0.684242		0.824242		-0.117966
0.686667		0.824242		-0.118094
0.689091		0.824242		-0.118224
0.691515		0.824242		-0.118355
0.693939		0.824242		-0.118487
0.696364		0.824242		-0.118620
0.698788		0.824242		-0.118755
0.701212		0.824242		-0.118891
0.703636		0.824242		-0.119029
0.706061		0.824242		-0.119168
0.708485		0.824242		-0.119308
0.710909		0.824242		-0.119450
0.713333		0.824242		-0.119593
0.715758		0.824242		-0.119738
0.718182		0.824242		-0.119884
0.720606		0.824242		-0.120032
0.723030		0.824242		-0.120182
0.725455		0.824242		-0.120333
0.727879		0.824242		-0.120486
0.730303		0.824242		-0.120641
0.732727		0.824242		-0.120798
0.735152		0.824242		-0.120956
0.737576		0.824242		-0.121116
0.740000		0.824242		-0.121277
0.742424		0.824242		-0.121441
0.744848		0.824242		-0.121606
0.747273		0.824242		-0.121774
0.749697		0.824242		-0.121943
0.752121		0.824242		-0.122114
0.754545		0.824242		-0.122287
0.756970		0.824242		-0.122461
0.759394		0.824242		-0.122638
0.761818		0.824242		-0.122817
0.764242		0.824242		-0.122997
0.766667		0.824242		-0.123180
0.769091		0.824242		-0.123365
0.771515		0.824242		-0.123551
0.773939		0.824242		-0.123740
0.776364		0.824242		-0.123930
0.778788		0.824242		-0.124123
0.781212		0.824242		-0.124317
0.783636		0.824242		-0.124514
0.786061		0.824242		-0.124713
0.788485		0.824242		-0.124914
0.790909		0.824242		-0.125117
0.793333		0.824242		-0.125321
0.795758		0.824242		-0.125528
0.798182		0.824242		-0.125737
0.800606		0.824242		-0.125949
0.803030		0.824242		-0.126162
0.805455		0.824242		-0.126377
0.807879		0.824242		-0.126595
0.810303		0.824242		-0.126814
0.812727		0.824242		-0.127036
0.815152		0.824242		-0.127259
0.817576		0.824242		-0.127485
0.820000		0.824242		-0.127713
0.580000		0.851717		-0.112958
0.582424		0.851717		-0.113090
0.584848		0.851717		-0.113221
0.587273		0.851717		-0.113351
0.589697		0.851717		-0.113479
0.592121		0.851717		-0.113607
0.594545		0.851717		-0.113733
0.596970		0.851717		-0.113857
0.599394		0.851717		-0.113981
0.601818		0.851717		-0.114105
0.604242		0.851717		-0.114227
0.606667		0.851717		-0.114348
0.609091		0.851717		-0.114469
0.611515		0.851717		-0.114589
0.613939		0.851717		-0.114709
0.616364		0.851717		-0.114828
0.618788		0.851717		-0.114946
0.621212		0.851717		-0.115064
0.623636		0.851717		-0.115182
0.626061		0.851717		-0.115300
0.628485		0.851717		-0.115418
0.630909		0.851717		-0.115535
0.633333		0.851717		-0.115653
0.635758		0.851717		-0.115770
0.638182		0.851717		-0.115887
0.640606		0.851717		-0.116005
0.643030		0.851717		-0.116123
0.645455		0.851717		-0.116241
0.647879		0.851717		-0.116359
0.650303		0.851717		-0.116478
0.652727		0.851717		-0.116597
0.655152		0.851717		-0.116717
0.657576		0.851717		-0.116837
0.660000		0.851717		-0.116958
0.662424		0.851717		-0.117079
0.664848		0.851717		-0.117201
0.667273		0.851717		-0.117324
0.669697		0.851717		-0.117448
0.672121		0.851717		-0.117572
0.674545		0.851717		-0.117697
0.676970		0.851717		-0.117824
0.679394		0.851717		-0.117951
0.681818		0.851717		-0.118079
0.684242		0.851717		-0.118208
0.686667		0.851717		-0.118339
0.689091		0.851717		-0.118470
0.691515		0.851717		-0.118603
0.693939		0.851717		-0.118736
0.696364		0.851717		-0.118872
0.698788		0.851717		-0.119008
0.701212		0.851717		-0.119146
0.703636		0.851717		-0.119285
0.706061		0.851717		-0.119425
0.708485		0.851717		-0.119567
0.710909		0.851717		-0.119710
0.713333		0.851717		-0.119855
0.715758		0.851717		-0.120002
0.718182		0.851717		-0.120149
0.720606		0.851717		-0.120299
0.723030		0.851717		-0.120450
0.725455		0.851717		-0.120603
0.727879		0.851717		-0.120757
0.730303		0.851717		-0.120913
0.732727		0.851717		-0.121071
0.735152		0.851717		-0.121230
0.737576		0.851717		-0.121391
0.740000		0.851717		-0.121554
0.742424		0.851717		-0.121719
0.744848		0.851717		-0.121885
0.747273		0.851717		-0.122054
0.749697		0.851717		-0.122224
0.752121		0.851717		-0.122396
0.754545		0.851717		-0.122570
0.756970		0.851717		-0.122746
0.759394		0.851717		-0.122923
0.761818		0.851717		-0.123103
0.764242		0.851717		-0.123284
0.766667		0.851717		-0.123468
0.769091		0.851717		-0.123653
0.771515		0.851717		-0.123841
0.773939		0.851717		-0.124030
0.776364		0.851717		-0.124222
0.778788		0.851717		-0.124415
0.781212		0.851717		-0.124611
0.783636		0.851717		-0.124808
0.786061		0.851717		-0.125008
0.788485		0.851717		-0.125209
0.790909		0.851717		-0.125413
0.793333		0.851717		-0.125618
0.795758		0.851717		-0.125826
0.798182		0.851717		-0.126036
0.800606		0.851717		-0.126247
0.803030		0.851717		-0.126461
0.805455		0.851717		-0.126677
0.807879		0.851717		-0.126895
0.810303		0.851717		-0.127115
0.812727		0.851717		-0.127337
0.815152		0.851717		-0.127562
0.817576		0.851717		-0.127788
0.820000		0.851717		-0.128016
0.580000		0.879192		-0.113098
0.582424		0.879192		-0.113233
0.584848		0.879192		-0.113367
0.587273		0.879192		-0.113499
0.589697		0.879192		-0.113630
0.592121		0.879192		-0.113760
0.594545		0.879192		-0.113888
0.596970		0.879192		-0.114016
0.599394		0.879192		-0.114142
0.601818		0.879192		-0.114268
0.604242		0.879192		-0.114393
0.606667		0.879192		-0.114517
0.609091		0.879192		-0.114640
0.611515		0.879192		-0.114762
0.613939		0.879192		-0.114884
0.616364		0.879192		-0.115006
0.618788		0.879192		-0.115127
0.621212		0.879192		-0.115248
0.623636		0.879192		-0.115368
0.626061		0.879192		-0.115488
0.628485		0.879192		-0.115608
0.630909		0.879192		-0.115728
0.633333		0.879192		-0.115848
0.635758		0.879192		-0.115967
0.638182		0.879192		-0.116087
0.640606		0.879192		-0.116207
0.643030		0.879192		-0.116327
0.645455		0.879192		-0.116448
0.647879		0.879192		-0.116568
0.650303		0.879192		-0.116689
0.652727		0.879192		-0.116811
0.655152		0.879192		-0.116932
0.657576		0.879192		-0.117055
0.660000		0.879192		-0.117178
0.662424		0.879192		-0.117301
0.664848		0.879192		-0.117425
0.667273		0.879192		-0.117550
0.669697		0.879192		-0.117676
0.672121		0.879192		-0.117802
0.674545		0.879192		-0.117929
0.676970		0.879192		-0.118058
0.679394		0.879192		-0.118187
0.681818		0.879192		-0.118317
0.684242		0.879192		-0.118448
0.686667		0.879192		-0.118580
0.689091		0.879192		-0.118713
0.691515		0.879192		-0.118848
0.693939		0.879192		-0.118983
0.696364		0.879192		-0.119120
0.698788		0.879192		-0.119258
0.701212		0.879192		-0.119398
0.703636		0.879192		-0.119539
0.706061		0.879192		-0.119681
0.708485		0.879192		-0.119824
0.710909		0.879192		-0.119969
0.713333		0.879192		-0.120115
0.715758		0.879192		-0.120263
0.718182		0.879192		-0.120413
0.720606		0.879192		-0.120564
0.723030		0.879192		-0.120716
0.725455		0.879192		-0.120870
0.727879		0.879192		-0.121026
0.730303		0.879192		-0.121183
0.732727		0.879192		-0.121342
0.735152		0.879192		-0.121503
0.737576		0.879192		-0.121666
0.740000		0.879192		-0.121830
0.742424		0.879192		-0.121996
0.744848		0.879192		-0.122163
0.747273		0.879192		-0.122333
0.749697		0.879192		-0.122504
0.752121		0.879192		-0.122678
0.754545		0.879192		-0.122853
0.756970		0.879192		-0.123030
0.759394		0.879192		-0.123208
0.761818		0.879192		-0.123389
0.764242		0.879192		-0.123572
0.766667		0.879192		-0.123756
0.769091		0.879192		-0.123943
0.771515		0.879192		-0.124131
0.773939		0.879192		-0.124321
0.776364		0.879192		-0.124514
0.778788		0.879192		-0.124708
0.781212		0.879192		-0.124904
0.783636		0.879192		-0.125103
0.786061		0.879192		-0.125303
0.788485		0.879192		-0.125505
0.790909		0.879192		-0.125710
0.793333		0.879192		-0.125916
0.795758		0.879192		-0.126125
0.798182		0.879192		-0.126335
0.800606		0.879192		-0.126547
0.803030		0.879192		-0.126762
0.805455		0.879192		-0.126979
0.807879		0.879192		-0.127197
0.810303		0.879192		-0.127418
0.812727		0.879192		-0.127641
0.815152		0.879192		-0.127866
0.817576		0.879192		-0.128093
0.820000		0.879192		-0.128322
0.580000		0.906667		-0.113234
0.582424		0.906667		-0.113372
0.584848		0.906667		-0.113508
0.587273		0.906667		-0.113642
0.589697		0.906667		-0.113776
0.592121		0.906667		-0.113908
0.594545		0.906667		-0.114039
0.596970		0.906667		-0.114169
0.599394		0.906667		-0.114298
0.601818		0.906667		-0.114426
0.604242		0.906667		-0.114554
0.606667		0.906667		-0.114680
0.609091		0.906667		-0.114806
0.611515		0.906667		-0.114931
0.613939		0.906667		-0.115055
0.616364		0.906667		-0.115179
0.618788		0.906667		-0.115303
0.621212		0.906667		-0.115426
0.623636		0.906667		-0.115549
0.626061		0.906667		-0.115672
0.628485		0.906667		-0.115794
0.630909		0.906667		-0.115916
0.633333		0.906667		-0.116038
0.635758		0.906667		-0.116160
0.638182		0.906667		-0.116283
0.640606		0.906667		-0.116405
0.643030		0.906667		-0.116527
0.645455		0.906667		-0.116650
0.647879		0.906667		-0.116773
0.650303		0.906667		-0.116896
0.652727		0.906667		-0.117020
0.655152		0.906667		-0.117144
0.657576		0.906667		-0.117268
0.660000		0.906667		-0.117393
0.662424		0.906667		-0.117519
0.664848		0.906667		-0.117645
0.667273		0.906667		-0.117772
0.669697		0.906667		-0.117900
0.672121		0.906667		-0.118029
0.674545		0.906667		-0.118158
0.676970		0.906667		-0.118288
0.679394		0.906667		-0.118419
0.681818		0.906667		-0.118551
0.684242		0.906667		-0.118684
0.686667		0.906667		-0.118818
0.689091		0.906667		-0.118954
0.691515		0.906667		-0.119090
0.693939		0.906667		-0.119227
0.696364		0.906667		-0.119366
0.698788		0.906667		-0.119506
0.701212		0.906667		-0.119647
0.703636		0.906667		-0.119790
0.706061		0.906667		-0.119934
0.708485		0.906667		-0.120079
0.710909		0.906667		-0.120225
0.713333		0.906667		-0.120373
0.715758		0.906667		-0.120523
0.718182		0.906667		-0.120674
0.720606		0.906667		-0.120826
0.723030		0.906667		-0.120980
0.725455		0.906667		-0.121136
0.727879		0.906667		-0.121293
0.730303		0.906667		-0.121452
0.732727		0.906667		-0.121613
0.735152		0.906667		-0.121775
0.737576		0.906667		-0.121939
0.740000		0.906667		-0.122104
0.742424		0.906667		-0.122271
0.744848		0.906667		-0.122440
0.747273		0.906667		-0.122611
0.749697		0.906667		-0.122784
0.752121		0.906667		-0.122958
0.754545		0.906667		-0.123135
0.756970		0.906667		-0.123313
