100
100
T [fm^-1]		muB [fm^-1]		F_dfce [fm^-1]
0.776364		1.373737		-0.129474
0.778788		1.373737		-0.129700
0.781212		1.373737		-0.129926
0.783636		1.373737		-0.130155
0.786061		1.373737		-0.130385
0.788485		1.373737		-0.130617
0.790909		1.373737		-0.130851
0.793333		1.373737		-0.131086
0.795758		1.373737		-0.131323
0.798182		1.373737		-0.131561
0.800606		1.373737		-0.131802
0.803030		1.373737		-0.132044
0.805455		1.373737		-0.132288
0.807879		1.373737		-0.132533
0.810303		1.373737		-0.132781
0.812727		1.373737		-0.133030
0.815152		1.373737		-0.133281
0.817576		1.373737		-0.133533
0.820000		1.373737		-0.133788
0.580000		1.401212		-0.114862
0.582424		1.401212		-0.115039
0.584848		1.401212		-0.115215
0.587273		1.401212		-0.115389
0.589697		1.401212		-0.115563
0.592121		1.401212		-0.115736
0.594545		1.401212		-0.115908
0.596970		1.401212		-0.116079
0.599394		1.401212		-0.116250
0.601818		1.401212		-0.116420
0.604242		1.401212		-0.116589
0.606667		1.401212		-0.116758
0.609091		1.401212		-0.116926
0.611515		1.401212		-0.117093
0.613939		1.401212		-0.117261
0.616364		1.401212		-0.117428
0.618788		1.401212		-0.117594
0.621212		1.401212		-0.117761
0.623636		1.401212		-0.117927
0.626061		1.401212		-0.118093
0.628485		1.401212		-0.118259
0.630909		1.401212		-0.118425
0.633333		1.401212		-0.118591
0.635758		1.401212		-0.118757
0.638182		1.401212		-0.118923
0.640606		1.401212		-0.119089
0.643030		1.401212		-0.119256
0.645455		1.401212		-0.119422
0.647879		1.401212		-0.119589
0.650303		1.401212		-0.119756
0.652727		1.401212		-0.119924
0.655152		1.401212		-0.120092
0.657576		1.401212		-0.120260
0.660000		1.401212		-0.120429
0.662424		1.401212		-0.120599
0.664848		1.401212		-0.120769
0.667273		1.401212		-0.120939
0.669697		1.401212		-0.121111
0.672121		1.401212		-0.121283
0.674545		1.401212		-0.121455
0.676970		1.401212		-0.121629
0.679394		1.401212		-0.121803
0.681818		1.401212		-0.121978
0.684242		1.401212		-0.122154
0.686667		1.401212		-0.122330
0.689091		1.401212		-0.122508
0.691515		1.401212		-0.122687
0.693939		1.401212		-0.122866
0.696364		1.401212		-0.123047
0.698788		1.401212		-0.123228
0.701212		1.401212		-0.123411
0.703636		1.401212		-0.123594
0.706061		1.401212		-0.123779
0.708485		1.401212		-0.123965
0.710909		1.401212		-0.124152
0.713333		1.401212		-0.124341
0.715758		1.401212		-0.124530
0.718182		1.401212		-0.124721
0.720606		1.401212		-0.124913
0.723030		1.401212		-0.125106
0.725455		1.401212		-0.125301
0.727879		1.401212		-0.125497
0.730303		1.401212		-0.125694
0.732727		1.401212		-0.125893
0.735152		1.401212		-0.126093
0.737576		1.401212		-0.126294
0.740000		1.401212		-0.126497
0.742424		1.401212		-0.126701
0.744848		1.401212		-0.126907
0.747273		1.401212		-0.127114
0.749697		1.401212		-0.127323
0.752121		1.401212		-0.127533
0.754545		1.401212		-0.127745
0.756970		1.401212		-0.127958
0.759394		1.401212		-0.128173
0.761818		1.401212		-0.128389
0.764242		1.401212		-0.128607
0.766667		1.401212		-0.128827
0.769091		1.401212		-0.129048
0.771515		1.401212		-0.129271
0.773939		1.401212		-0.129495
0.776364		1.401212		-0.129721
0.778788		1.401212		-0.129948
0.781212		1.401212		-0.130178
0.783636		1.401212		-0.130409
0.786061		1.401212		-0.130641
0.788485		1.401212		-0.130875
0.790909		1.401212		-0.131111
0.793333		1.401212		-0.131349
0.795758		1.401212		-0.131588
0.798182		1.401212		-0.131829
0.800606		1.401212		-0.132072
0.803030		1.401212		-0.132316
0.805455		1.401212		-0.132562
0.807879		1.401212		-0.132810
0.810303		1.401212		-0.133060
0.812727		1.401212		-0.133311
0.815152		1.401212		-0.133564
0.817576		1.401212		-0.133819
0.820000		1.401212		-0.134075
0.580000		1.428687		-0.114910
0.582424		1.428687		-0.115089
0.584848		1.428687		-0.115266
0.587273		1.428687		-0.115443
0.589697		1.428687		-0.115619
0.592121		1.428687		-0.115793
0.594545		1.428687		-0.115967
0.596970		1.428687		-0.116140
0.599394		1.428687		-0.116313
0.601818		1.428687		-0.116485
0.604242		1.428687		-0.116656
0.606667		1.428687		-0.116827
0.609091		1.428687		-0.116997
0.611515		1.428687		-0.117167
0.613939		1.428687		-0.117336
0.616364		1.428687		-0.117505
0.618788		1.428687		-0.117674
0.621212		1.428687		-0.117843
0.623636		1.428687		-0.118011
0.626061		1.428687		-0.118179
0.628485		1.428687		-0.118348
0.630909		1.428687		-0.118516
0.633333		1.428687		-0.118684
0.635758		1.428687		-0.118852
0.638182		1.428687		-0.119021
0.640606		1.428687		-0.119189
0.643030		1.428687		-0.119358
0.645455		1.428687		-0.119527
0.647879		1.428687		-0.119696
0.650303		1.428687		-0.119866
0.652727		1.428687		-0.120036
0.655152		1.428687		-0.120207
0.657576		1.428687		-0.120378
0.660000		1.428687		-0.120549
0.662424		1.428687		-0.120721
0.664848		1.428687		-0.120893
0.667273		1.428687		-0.121067
0.669697		1.428687		-0.121240
0.672121		1.428687		-0.121415
0.674545		1.428687		-0.121590
0.676970		1.428687		-0.121766
0.679394		1.428687		-0.121943
0.681818		1.428687		-0.122120
0.684242		1.428687		-0.122299
0.686667		1.428687		-0.122478
0.689091		1.428687		-0.122658
0.691515		1.428687		-0.122839
0.693939		1.428687		-0.123021
0.696364		1.428687		-0.123204
0.698788		1.428687		-0.123389
0.701212		1.428687		-0.123574
0.703636		1.428687		-0.123760
0.706061		1.428687		-0.123948
0.708485		1.428687		-0.124136
0.710909		1.428687		-0.124326
0.713333		1.428687		-0.124517
0.715758		1.428687		-0.124709
0.718182		1.428687		-0.124902
0.720606		1.428687		-0.125097
0.723030		1.428687		-0.125293
0.725455		1.428687		-0.125490
0.727879		1.428687		-0.125689
0.730303		1.428687		-0.125889
0.732727		1.428687		-0.126090
0.735152		1.428687		-0.126292
0.737576		1.428687		-0.126496
0.740000		1.428687		-0.126702
0.742424		1.428687		-0.126909
0.744848		1.428687		-0.127117
0.747273		1.428687		-0.127327
0.749697		1.428687		-0.127538
0.752121		1.428687		-0.127751
0.754545		1.428687		-0.127965
0.756970		1.428687		-0.128181
0.759394		1.428687		-0.128398
0.761818		1.428687		-0.128617
0.764242		1.428687		-0.128838
0.766667		1.428687		-0.129060
0.769091		1.428687		-0.129283
0.771515		1.428687		-0.129508
0.773939		1.428687		-0.129735
0.776364		1.428687		-0.129964
0.778788		1.428687		-0.130194
0.781212		1.428687		-0.130425
0.783636		1.428687		-0.130659
0.786061		1.428687		-0.130894
0.788485		1.428687		-0.131130
0.790909		1.428687		-0.131369
0.793333		1.428687		-0.131609
0.795758		1.428687		-0.131850
0.798182		1.428687		-0.132094
0.800606		1.428687		-0.132339
0.803030		1.428687		-0.132585
0.805455		1.428687		-0.132834
0.807879		1.428687		-0.133084
0.810303		1.428687		-0.133336
0.812727		1.428687		-0.133589
0.815152		1.428687		-0.133844
0.817576		1.428687		-0.134101
0.820000		1.428687		-0.134360
0.580000		1.456162		-0.114955
0.582424		1.456162		-0.115135
0.584848		1.456162		-0.115314
0.587273		1.456162		-0.115493
0.589697		1.456162		-0.115670
0.592121		1.456162		-0.115847
0.594545		1.456162		-0.116022
0.596970		1.456162		-0.116197
0.599394		1.456162		-0.116372
0.601818		1.456162		-0.116545
0.604242		1.456162		-0.116719
0.606667		1.456162		-0.116891
0.609091		1.456162		-0.117064
0.611515		1.456162		-0.117235
0.613939		1.456162		-0.117407
0.616364		1.456162		-0.117578
0.618788		1.456162		-0.117749
0.621212		1.456162		-0.117920
0.623636		1.456162		-0.118090
0.626061		1.456162		-0.118261
0.628485		1.456162		-0.118431
0.630909		1.456162		-0.118602
0.633333		1.456162		-0.118772
0.635758		1.456162		-0.118943
0.638182		1.456162		-0.119114
0.640606		1.456162		-0.119285
0.643030		1.456162		-0.119456
0.645455		1.456162		-0.119627
0.647879		1.456162		-0.119799
0.650303		1.456162		-0.119971
0.652727		1.456162		-0.120143
0.655152		1.456162		-0.120316
0.657576		1.456162		-0.120490
0.660000		1.456162		-0.120664
0.662424		1.456162		-0.120838
0.664848		1.456162		-0.121013
0.667273		1.456162		-0.121189
0.669697		1.456162		-0.121365
0.672121		1.456162		-0.121542
0.674545		1.456162		-0.121720
0.676970		1.456162		-0.121898
0.679394		1.456162		-0.122078
0.681818		1.456162		-0.122258
0.684242		1.456162		-0.122439
0.686667		1.456162		-0.122621
0.689091		1.456162		-0.122803
0.691515		1.456162		-0.122987
0.693939		1.456162		-0.123172
0.696364		1.456162		-0.123358
0.698788		1.456162		-0.123544
0.701212		1.456162		-0.123732
0.703636		1.456162		-0.123921
0.706061		1.456162		-0.124111
0.708485		1.456162		-0.124302
0.710909		1.456162		-0.124495
0.713333		1.456162		-0.124688
0.715758		1.456162		-0.124883
0.718182		1.456162		-0.125079
0.720606		1.456162		-0.125277
0.723030		1.456162		-0.125475
0.725455		1.456162		-0.125675
0.727879		1.456162		-0.125876
0.730303		1.456162		-0.126079
0.732727		1.456162		-0.126283
0.735152		1.456162		-0.126488
0.737576		1.456162		-0.126694
0.740000		1.456162		-0.126902
0.742424		1.456162		-0.127112
0.744848		1.456162		-0.127323
0.747273		1.456162		-0.127535
0.749697		1.456162		-0.127749
0.752121		1.456162		-0.127965
0.754545		1.456162		-0.128181
0.756970		1.456162		-0.128400
0.759394		1.456162		-0.128620
0.761818		1.456162		-0.128841
0.764242		1.456162		-0.129064
0.766667		1.456162		-0.129289
0.769091		1.456162		-0.129515
0.771515		1.456162		-0.129743
0.773939		1.456162		-0.129972
0.776364		1.456162		-0.130203
0.778788		1.456162		-0.130435
0.781212		1.456162		-0.130670
0.783636		1.456162		-0.130905
0.786061		1.456162		-0.131143
0.788485		1.456162		-0.131382
0.790909		1.456162		-0.131623
0.793333		1.456162		-0.131865
0.795758		1.456162		-0.132109
0.798182		1.456162		-0.132355
0.800606		1.456162		-0.132602
0.803030		1.456162		-0.132851
0.805455		1.456162		-0.133102
0.807879		1.456162		-0.133355
0.810303		1.456162		-0.133609
0.812727		1.456162		-0.133865
0.815152		1.456162		-0.134122
0.817576		1.456162		-0.134382
0.820000		1.456162		-0.134643
0.580000		1.483636		-0.114995
0.582424		1.483636		-0.115177
0.584848		1.483636		-0.115358
0.587273		1.483636		-0.115538
0.589697		1.483636		-0.115717
0.592121		1.483636		-0.115896
0.594545		1.483636		-0.116073
0.596970		1.483636		-0.116250
0.599394		1.483636		-0.116426
0.601818		1.483636		-0.116602
0.604242		1.483636		-0.116777
0.606667		1.483636		-0.116952
0.609091		1.483636		-0.117126
0.611515		1.483636		-0.117300
0.613939		1.483636		-0.117473
0.616364		1.483636		-0.117647
0.618788		1.483636		-0.117820
0.621212		1.483636		-0.117993
0.623636		1.483636		-0.118165
0.626061		1.483636		-0.118338
0.628485		1.483636		-0.118511
0.630909		1.483636		-0.118683
0.633333		1.483636		-0.118856
0.635758		1.483636		-0.119029
0.638182		1.483636		-0.119202
0.640606		1.483636		-0.119375
0.643030		1.483636		-0.119549
0.645455		1.483636		-0.119723
0.647879		1.483636		-0.119897
0.650303		1.483636		-0.120071
0.652727		1.483636		-0.120246
0.655152		1.483636		-0.120421
0.657576		1.483636		-0.120597
0.660000		1.483636		-0.120773
0.662424		1.483636		-0.120950
0.664848		1.483636		-0.121128
0.667273		1.483636		-0.121306
0.669697		1.483636		-0.121485
0.672121		1.483636		-0.121664
0.674545		1.483636		-0.121845
0.676970		1.483636		-0.122026
0.679394		1.483636		-0.122208
0.681818		1.483636		-0.122390
0.684242		1.483636		-0.122574
0.686667		1.483636		-0.122758
0.689091		1.483636		-0.122944
0.691515		1.483636		-0.123130
0.693939		1.483636		-0.123318
0.696364		1.483636		-0.123506
0.698788		1.483636		-0.123695
0.701212		1.483636		-0.123886
0.703636		1.483636		-0.124077
0.706061		1.483636		-0.124270
0.708485		1.483636		-0.124464
0.710909		1.483636		-0.124659
0.713333		1.483636		-0.124855
0.715758		1.483636		-0.125053
0.718182		1.483636		-0.125251
0.720606		1.483636		-0.125451
0.723030		1.483636		-0.125653
0.725455		1.483636		-0.125855
0.727879		1.483636		-0.126059
0.730303		1.483636		-0.126264
0.732727		1.483636		-0.126471
0.735152		1.483636		-0.126679
0.737576		1.483636		-0.126888
0.740000		1.483636		-0.127099
0.742424		1.483636		-0.127311
0.744848		1.483636		-0.127524
0.747273		1.483636		-0.127740
0.749697		1.483636		-0.127956
0.752121		1.483636		-0.128174
0.754545		1.483636		-0.128394
0.756970		1.483636		-0.128615
0.759394		1.483636		-0.128837
0.761818		1.483636		-0.129061
0.764242		1.483636		-0.129287
0.766667		1.483636		-0.129514
0.769091		1.483636		-0.129743
0.771515		1.483636		-0.129973
0.773939		1.483636		-0.130205
0.776364		1.483636		-0.130438
0.778788		1.483636		-0.130673
0.781212		1.483636		-0.130910
0.783636		1.483636		-0.131148
0.786061		1.483636		-0.131388
0.788485		1.483636		-0.131630
0.790909		1.483636		-0.131873
0.793333		1.483636		-0.132118
0.795758		1.483636		-0.132365
0.798182		1.483636		-0.132613
0.800606		1.483636		-0.132863
0.803030		1.483636		-0.133114
0.805455		1.483636		-0.133368
0.807879		1.483636		-0.133622
0.810303		1.483636		-0.133879
0.812727		1.483636		-0.134137
0.815152		1.483636		-0.134397
0.817576		1.483636		-0.134659
0.820000		1.483636		-0.134922
0.580000		1.511111		-0.115032
0.582424		1.511111		-0.115215
0.584848		1.511111		-0.115398
0.587273		1.511111		-0.115580
0.589697		1.511111		-0.115761
0.592121		1.511111		-0.115941
0.594545		1.511111		-0.116120
0.596970		1.511111		-0.116299
0.599394		1.511111		-0.116477
0.601818		1.511111		-0.116654
0.604242		1.511111		-0.116831
0.606667		1.511111		-0.117008
0.609091		1.511111		-0.117184
0.611515		1.511111		-0.117360
0.613939		1.511111		-0.117535
0.616364		1.511111		-0.117711
0.618788		1.511111		-0.117886
0.621212		1.511111		-0.118061
0.623636		1.511111		-0.118236
0.626061		1.511111		-0.118411
0.628485		1.511111		-0.118585
0.630909		1.511111		-0.118760
0.633333		1.511111		-0.118935
0.635758		1.511111		-0.119110
0.638182		1.511111		-0.119286
0.640606		1.511111		-0.119461
0.643030		1.511111		-0.119637
0.645455		1.511111		-0.119813
0.647879		1.511111		-0.119990
0.650303		1.511111		-0.120166
0.652727		1.511111		-0.120344
0.655152		1.511111		-0.120521
0.657576		1.511111		-0.120700
0.660000		1.511111		-0.120879
0.662424		1.511111		-0.121058
0.664848		1.511111		-0.121238
0.667273		1.511111		-0.121419
0.669697		1.511111		-0.121600
0.672121		1.511111		-0.121782
0.674545		1.511111		-0.121965
0.676970		1.511111		-0.122148
0.679394		1.511111		-0.122333
0.681818		1.511111		-0.122518
0.684242		1.511111		-0.122704
0.686667		1.511111		-0.122891
0.689091		1.511111		-0.123079
0.691515		1.511111		-0.123268
0.693939		1.511111		-0.123458
0.696364		1.511111		-0.123650
0.698788		1.511111		-0.123842
0.701212		1.511111		-0.124035
0.703636		1.511111		-0.124229
0.706061		1.511111		-0.124424
0.708485		1.511111		-0.124621
0.710909		1.511111		-0.124819
0.713333		1.511111		-0.125018
0.715758		1.511111		-0.125218
0.718182		1.511111		-0.125419
0.720606		1.511111		-0.125622
0.723030		1.511111		-0.125826
0.725455		1.511111		-0.126031
0.727879		1.511111		-0.126238
0.730303		1.511111		-0.126445
0.732727		1.511111		-0.126655
0.735152		1.511111		-0.126865
0.737576		1.511111		-0.127077
0.740000		1.511111		-0.127291
0.742424		1.511111		-0.127506
0.744848		1.511111		-0.127722
0.747273		1.511111		-0.127940
0.749697		1.511111		-0.128159
0.752121		1.511111		-0.128379
0.754545		1.511111		-0.128602
0.756970		1.511111		-0.128825
0.759394		1.511111		-0.129050
0.761818		1.511111		-0.129277
0.764242		1.511111		-0.129505
0.766667		1.511111		-0.129735
0.769091		1.511111		-0.129967
0.771515		1.511111		-0.130200
0.773939		1.511111		-0.130434
0.776364		1.511111		-0.130670
0.778788		1.511111		-0.130908
0.781212		1.511111		-0.131147
0.783636		1.511111		-0.131388
0.786061		1.511111		-0.131631
0.788485		1.511111		-0.131875
0.790909		1.511111		-0.132121
0.793333		1.511111		-0.132368
0.795758		1.511111		-0.132617
0.798182		1.511111		-0.132868
0.800606		1.511111		-0.133120
0.803030		1.511111		-0.133374
0.805455		1.511111		-0.133630
0.807879		1.511111		-0.133887
0.810303		1.511111		-0.134146
0.812727		1.511111		-0.134407
0.815152		1.511111		-0.134670
0.817576		1.511111		-0.134934
0.820000		1.511111		-0.135199
0.580000		1.538586		-0.115065
0.582424		1.538586		-0.115250
0.584848		1.538586		-0.115434
0.587273		1.538586		-0.115617
0.589697		1.538586		-0.115800
0.592121		1.538586		-0.115982
0.594545		1.538586		-0.116163
0.596970		1.538586		-0.116343
0.599394		1.538586		-0.116523
0.601818		1.538586		-0.116702
0.604242		1.538586		-0.116881
0.606667		1.538586		-0.117060
0.609091		1.538586		-0.117238
0.611515		1.538586		-0.117416
0.613939		1.538586		-0.117593
0.616364		1.538586		-0.117771
0.618788		1.538586		-0.117948
0.621212		1.538586		-0.118125
0.623636		1.538586		-0.118302
0.626061		1.538586		-0.118479
0.628485		1.538586		-0.118656
0.630909		1.538586		-0.118833
0.633333		1.538586		-0.119010
0.635758		1.538586		-0.119187
0.638182		1.538586		-0.119365
0.640606		1.538586		-0.119543
0.643030		1.538586		-0.119721
0.645455		1.538586		-0.119899
0.647879		1.538586		-0.120078
0.650303		1.538586		-0.120257
0.652727		1.538586		-0.120437
0.655152		1.538586		-0.120617
0.657576		1.538586		-0.120798
0.660000		1.538586		-0.120979
0.662424		1.538586		-0.121161
0.664848		1.538586		-0.121343
0.667273		1.538586		-0.121526
0.669697		1.538586		-0.121710
0.672121		1.538586		-0.121895
0.674545		1.538586		-0.122080
0.676970		1.538586		-0.122266
0.679394		1.538586		-0.122454
0.681818		1.538586		-0.122641
0.684242		1.538586		-0.122830
0.686667		1.538586		-0.123020
0.689091		1.538586		-0.123211
0.691515		1.538586		-0.123402
0.693939		1.538586		-0.123595
0.696364		1.538586		-0.123789
0.698788		1.538586		-0.123983
0.701212		1.538586		-0.124179
0.703636		1.538586		-0.124376
0.706061		1.538586		-0.124574
0.708485		1.538586		-0.124773
0.710909		1.538586		-0.124974
0.713333		1.538586		-0.125175
0.715758		1.538586		-0.125378
0.718182		1.538586		-0.125582
0.720606		1.538586		-0.125788
0.723030		1.538586		-0.125994
0.725455		1.538586		-0.126202
0.727879		1.538586		-0.126412
0.730303		1.538586		-0.126622
0.732727		1.538586		-0.126834
0.735152		1.538586		-0.127048
0.737576		1.538586		-0.127262
0.740000		1.538586		-0.127478
0.742424		1.538586		-0.127696
0.744848		1.538586		-0.127915
0.747273		1.538586		-0.128135
0.749697		1.538586		-0.128357
0.752121		1.538586		-0.128581
0.754545		1.538586		-0.128806
0.756970		1.538586		-0.129032
0.759394		1.538586		-0.129260
0.761818		1.538586		-0.129489
0.764242		1.538586		-0.129720
0.766667		1.538586		-0.129953
0.769091		1.538586		-0.130187
0.771515		1.538586		-0.130422
0.773939		1.538586		-0.130660
0.776364		1.538586		-0.130898
0.778788		1.538586		-0.131139
0.781212		1.538586		-0.131381
0.783636		1.538586		-0.131624
0.786061		1.538586		-0.131869
0.788485		1.538586		-0.132116
0.790909		1.538586		-0.132365
0.793333		1.538586		-0.132615
0.795758		1.538586		-0.132866
0.798182		1.538586		-0.133120
0.800606		1.538586		-0.133375
0.803030		1.538586		-0.133631
0.805455		1.538586		-0.133889
0.807879		1.538586		-0.134149
0.810303		1.538586		-0.134411
0.812727		1.538586		-0.134674
0.815152		1.538586		-0.134939
0.817576		1.538586		-0.135206
0.820000		1.538586		-0.135474
0.580000		1.566061		-0.115094
0.582424		1.566061		-0.115281
0.584848		1.566061		-0.115466
0.587273		1.566061		-0.115651
0.589697		1.566061		-0.115835
0.592121		1.566061		-0.116019
0.594545		1.566061		-0.116202
0.596970		1.566061		-0.116384
0.599394		1.566061		-0.116565
0.601818		1.566061		-0.116747
0.604242		1.566061		-0.116927
0.606667		1.566061		-0.117108
0.609091		1.566061		-0.117288
0.611515		1.566061		-0.117467
0.613939		1.566061		-0.117647
0.616364		1.566061		-0.117826
0.618788		1.566061		-0.118005
0.621212		1.566061		-0.118184
0.623636		1.566061		-0.118364
0.626061		1.566061		-0.118543
0.628485		1.566061		-0.118722
0.630909		1.566061		-0.118901
0.633333		1.566061		-0.119080
0.635758		1.566061		-0.119260
0.638182		1.566061		-0.119440
0.640606		1.566061		-0.119620
0.643030		1.566061		-0.119800
0.645455		1.566061		-0.119981
0.647879		1.566061		-0.120162
0.650303		1.566061		-0.120343
0.652727		1.566061		-0.120526
0.655152		1.566061		-0.120708
0.657576		1.566061		-0.120891
0.660000		1.566061		-0.121075
0.662424		1.566061		-0.121259
0.664848		1.566061		-0.121444
0.667273		1.566061		-0.121630
0.669697		1.566061		-0.121816
0.672121		1.566061		-0.122003
0.674545		1.566061		-0.122191
0.676970		1.566061		-0.122380
0.679394		1.566061		-0.122570
0.681818		1.566061		-0.122760
0.684242		1.566061		-0.122951
0.686667		1.566061		-0.123144
0.689091		1.566061		-0.123337
0.691515		1.566061		-0.123531
0.693939		1.566061		-0.123727
0.696364		1.566061		-0.123923
0.698788		1.566061		-0.124120
0.701212		1.566061		-0.124319
0.703636		1.566061		-0.124519
0.706061		1.566061		-0.124719
0.708485		1.566061		-0.124921
0.710909		1.566061		-0.125124
0.713333		1.566061		-0.125329
0.715758		1.566061		-0.125534
0.718182		1.566061		-0.125741
0.720606		1.566061		-0.125949
0.723030		1.566061		-0.126159
0.725455		1.566061		-0.126369
0.727879		1.566061		-0.126581
0.730303		1.566061		-0.126795
0.732727		1.566061		-0.127010
0.735152		1.566061		-0.127226
0.737576		1.566061		-0.127443
0.740000		1.566061		-0.127662
0.742424		1.566061		-0.127882
0.744848		1.566061		-0.128104
0.747273		1.566061		-0.128327
0.749697		1.566061		-0.128552
0.752121		1.566061		-0.128778
0.754545		1.566061		-0.129006
0.756970		1.566061		-0.129235
0.759394		1.566061		-0.129465
0.761818		1.566061		-0.129698
0.764242		1.566061		-0.129931
0.766667		1.566061		-0.130167
0.769091		1.566061		-0.130403
0.771515		1.566061		-0.130642
0.773939		1.566061		-0.130881
0.776364		1.566061		-0.131123
0.778788		1.566061		-0.131366
0.781212		1.566061		-0.131611
0.783636		1.566061		-0.131857
0.786061		1.566061		-0.132105
0.788485		1.566061		-0.132354
0.790909		1.566061		-0.132605
0.793333		1.566061		-0.132858
0.795758		1.566061		-0.133112
0.798182		1.566061		-0.133368
0.800606		1.566061		-0.133626
0.803030		1.566061		-0.133885
0.805455		1.566061		-0.134146
0.807879		1.566061		-0.134408
0.810303		1.566061		-0.134673
0.812727		1.566061		-0.134938
0.815152		1.566061		-0.135206
0.817576		1.566061		-0.135475
0.820000		1.566061		-0.135746
0.580000		1.593535		-0.115120
0.582424		1.593535		-0.115308
0.584848		1.593535		-0.115495
0.587273		1.593535		-0.115681
0.589697		1.593535		-0.115867
0.592121		1.593535		-0.116052
0.594545		1.593535		-0.116237
0.596970		1.593535		-0.116420
0.599394		1.593535		-0.116604
0.601818		1.593535		-0.116787
0.604242		1.593535		-0.116969
0.606667		1.593535		-0.117151
0.609091		1.593535		-0.117333
0.611515		1.593535		-0.117515
0.613939		1.593535		-0.117696
0.616364		1.593535		-0.117878
0.618788		1.593535		-0.118059
0.621212		1.593535		-0.118240
0.623636		1.593535		-0.118421
0.626061		1.593535		-0.118602
0.628485		1.593535		-0.118783
0.630909		1.593535		-0.118965
0.633333		1.593535		-0.119146
0.635758		1.593535		-0.119328
0.638182		1.593535		-0.119510
0.640606		1.593535		-0.119692
0.643030		1.593535		-0.119875
0.645455		1.593535		-0.120058
0.647879		1.593535		-0.120241
0.650303		1.593535		-0.120425
0.652727		1.593535		-0.120610
0.655152		1.593535		-0.120795
0.657576		1.593535		-0.120980
0.660000		1.593535		-0.121166
0.662424		1.593535		-0.121353
0.664848		1.593535		-0.121540
0.667273		1.593535		-0.121729
0.669697		1.593535		-0.121918
0.672121		1.593535		-0.122107
0.674545		1.593535		-0.122298
0.676970		1.593535		-0.122489
0.679394		1.593535		-0.122681
0.681818		1.593535		-0.122874
0.684242		1.593535		-0.123068
0.686667		1.593535		-0.123263
0.689091		1.593535		-0.123459
0.691515		1.593535		-0.123656
0.693939		1.593535		-0.123854
0.696364		1.593535		-0.124053
0.698788		1.593535		-0.124253
0.701212		1.593535		-0.124454
0.703636		1.593535		-0.124657
0.706061		1.593535		-0.124860
0.708485		1.593535		-0.125065
0.710909		1.593535		-0.125271
0.713333		1.593535		-0.125478
0.715758		1.593535		-0.125686
0.718182		1.593535		-0.125896
0.720606		1.593535		-0.126107
0.723030		1.593535		-0.126319
0.725455		1.593535		-0.126532
0.727879		1.593535		-0.126747
0.730303		1.593535		-0.126963
0.732727		1.593535		-0.127181
0.735152		1.593535		-0.127400
0.737576		1.593535		-0.127620
0.740000		1.593535		-0.127841
0.742424		1.593535		-0.128065
0.744848		1.593535		-0.128289
0.747273		1.593535		-0.128515
0.749697		1.593535		-0.128743
0.752121		1.593535		-0.128971
0.754545		1.593535		-0.129202
0.756970		1.593535		-0.129434
0.759394		1.593535		-0.129667
0.761818		1.593535		-0.129902
0.764242		1.593535		-0.130139
0.766667		1.593535		-0.130377
0.769091		1.593535		-0.130616
0.771515		1.593535		-0.130857
0.773939		1.593535		-0.131100
0.776364		1.593535		-0.131344
0.778788		1.593535		-0.131590
0.781212		1.593535		-0.131837
0.783636		1.593535		-0.132086
0.786061		1.593535		-0.132337
0.788485		1.593535		-0.132589
0.790909		1.593535		-0.132843
0.793333		1.593535		-0.133098
0.795758		1.593535		-0.133355
0.798182		1.593535		-0.133614
0.800606		1.593535		-0.133874
0.803030		1.593535		-0.134136
0.805455		1.593535		-0.134399
0.807879		1.593535		-0.134665
0.810303		1.593535		-0.134931
0.812727		1.593535		-0.135200
0.815152		1.593535		-0.135470
0.817576		1.593535		-0.135742
0.820000		1.593535		-0.136015
0.580000		1.621010		-0.115141
0.582424		1.621010		-0.115331
0.584848		1.621010		-0.115520
0.587273		1.621010		-0.115708
0.589697		1.621010		-0.115895
0.592121		1.621010		-0.116082
0.594545		1.621010		-0.116268
0.596970		1.621010		-0.116453
0.599394		1.621010		-0.116638
0.601818		1.621010		-0.116823
0.604242		1.621010		-0.117007
0.606667		1.621010		-0.117191
0.609091		1.621010		-0.117375
0.611515		1.621010		-0.117558
0.613939		1.621010		-0.117742
0.616364		1.621010		-0.117925
0.618788		1.621010		-0.118108
0.621212		1.621010		-0.118291
0.623636		1.621010		-0.118474
0.626061		1.621010		-0.118657
0.628485		1.621010		-0.118841
0.630909		1.621010		-0.119024
0.633333		1.621010		-0.119208
0.635758		1.621010		-0.119392
0.638182		1.621010		-0.119576
0.640606		1.621010		-0.119761
0.643030		1.621010		-0.119945
0.645455		1.621010		-0.120131
0.647879		1.621010		-0.120317
0.650303		1.621010		-0.120503
0.652727		1.621010		-0.120690
0.655152		1.621010		-0.120877
0.657576		1.621010		-0.121065
0.660000		1.621010		-0.121253
0.662424		1.621010		-0.121443
0.664848		1.621010		-0.121632
0.667273		1.621010		-0.121823
0.669697		1.621010		-0.122014
0.672121		1.621010		-0.122207
0.674545		1.621010		-0.122400
0.676970		1.621010		-0.122594
0.679394		1.621010		-0.122788
0.681818		1.621010		-0.122984
0.684242		1.621010		-0.123181
0.686667		1.621010		-0.123378
0.689091		1.621010		-0.123577
0.691515		1.621010		-0.123776
0.693939		1.621010		-0.123977
0.696364		1.621010		-0.124179
0.698788		1.621010		-0.124381
0.701212		1.621010		-0.124585
0.703636		1.621010		-0.124790
0.706061		1.621010		-0.124997
