80
180
L [fm^-1]		aL		c0_vah1 [...]
0.600000		0.200000		-32.816781
0.608228		0.200000		-29.107103
0.616456		0.200000		-25.852281
0.624684		0.200000		-22.991866
0.632911		0.200000		-20.474119
0.641139		0.200000		-18.254651
0.649367		0.200000		-16.295297
0.657595		0.200000		-14.563169
0.665823		0.200000		-13.029869
0.674051		0.200000		-11.670828
0.682278		0.200000		-10.464745
0.690506		0.200000		-9.393124
0.698734		0.200000		-8.439870
0.706962		0.200000		-7.590959
0.715190		0.200000		-6.834146
0.723418		0.200000		-6.158728
0.731646		0.200000		-5.555330
0.739873		0.200000		-5.015733
0.748101		0.200000		-4.532721
0.756329		0.200000		-4.099945
0.764557		0.200000		-3.711820
0.772785		0.200000		-3.363418
0.781013		0.200000		-3.050394
0.789241		0.200000		-2.768906
0.797468		0.200000		-2.515557
0.805696		0.200000		-2.287338
0.813924		0.200000		-2.081583
0.822152		0.200000		-1.895925
0.830380		0.200000		-1.728264
0.838608		0.200000		-1.576730
0.846835		0.200000		-1.439663
0.855063		0.200000		-1.315581
0.863291		0.200000		-1.203165
0.871519		0.200000		-1.101239
0.879747		0.200000		-1.008750
0.887975		0.200000		-0.924761
0.896203		0.200000		-0.848432
0.904430		0.200000		-0.779010
0.912658		0.200000		-0.715823
0.920886		0.200000		-0.658267
0.929114		0.200000		-0.605802
0.937342		0.200000		-0.557941
0.945570		0.200000		-0.514248
0.953797		0.200000		-0.474330
0.962025		0.200000		-0.437836
0.970253		0.200000		-0.404446
0.978481		0.200000		-0.373876
0.986709		0.200000		-0.345866
0.994937		0.200000		-0.320184
1.003165		0.200000		-0.296620
1.011392		0.200000		-0.274983
1.019620		0.200000		-0.255103
1.027848		0.200000		-0.236825
1.036076		0.200000		-0.220007
1.044304		0.200000		-0.204522
1.052532		0.200000		-0.190255
1.060759		0.200000		-0.177101
1.068987		0.200000		-0.164966
1.077215		0.200000		-0.153763
1.085443		0.200000		-0.143413
1.093671		0.200000		-0.133846
1.101899		0.200000		-0.124996
1.110127		0.200000		-0.116805
1.118354		0.200000		-0.109219
1.126582		0.200000		-0.102188
1.134810		0.200000		-0.095667
1.143038		0.200000		-0.089617
1.151266		0.200000		-0.084000
1.159494		0.200000		-0.078781
1.167722		0.200000		-0.073929
1.175949		0.200000		-0.069416
1.184177		0.200000		-0.065216
1.192405		0.200000		-0.061304
1.200633		0.200000		-0.057659
1.208861		0.200000		-0.054261
1.217089		0.200000		-0.051091
1.225316		0.200000		-0.048132
1.233544		0.200000		-0.045368
1.241772		0.200000		-0.042786
1.250000		0.200000		-0.040372
0.600000		0.210056		-31.257718
0.608228		0.210056		-27.724220
0.616456		0.210056		-24.623980
0.624684		0.210056		-21.899419
0.632911		0.210056		-19.501255
0.641139		0.210056		-17.387207
0.649367		0.210056		-15.520922
0.657595		0.210056		-13.871073
0.665823		0.210056		-12.410611
0.674051		0.210056		-11.116132
0.682278		0.210056		-9.967348
0.690506		0.210056		-8.946641
0.698734		0.210056		-8.038680
0.706962		0.210056		-7.230105
0.715190		0.210056		-6.509255
0.723418		0.210056		-5.865933
0.731646		0.210056		-5.291211
0.739873		0.210056		-4.777259
0.748101		0.210056		-4.317204
0.756329		0.210056		-3.904998
0.764557		0.210056		-3.535322
0.772785		0.210056		-3.203482
0.781013		0.210056		-2.905338
0.789241		0.210056		-2.637232
0.797468		0.210056		-2.395927
0.805696		0.210056		-2.178559
0.813924		0.210056		-1.982586
0.822152		0.210056		-1.805756
0.830380		0.210056		-1.646067
0.838608		0.210056		-1.501739
0.846835		0.210056		-1.371190
0.855063		0.210056		-1.253008
0.863291		0.210056		-1.145939
0.871519		0.210056		-1.048860
0.879747		0.210056		-0.960770
0.887975		0.210056		-0.880775
0.896203		0.210056		-0.808076
0.904430		0.210056		-0.741956
0.912658		0.210056		-0.681774
0.920886		0.210056		-0.626956
0.929114		0.210056		-0.576986
0.937342		0.210056		-0.531401
0.945570		0.210056		-0.489787
0.953797		0.210056		-0.451768
0.962025		0.210056		-0.417009
0.970253		0.210056		-0.385208
0.978481		0.210056		-0.356092
0.986709		0.210056		-0.329414
0.994937		0.210056		-0.304954
1.003165		0.210056		-0.282510
1.011392		0.210056		-0.261903
1.019620		0.210056		-0.242969
1.027848		0.210056		-0.225560
1.036076		0.210056		-0.209542
1.044304		0.210056		-0.194794
1.052532		0.210056		-0.181205
1.060759		0.210056		-0.168677
1.068987		0.210056		-0.157119
1.077215		0.210056		-0.146449
1.085443		0.210056		-0.136592
1.093671		0.210056		-0.127480
1.101899		0.210056		-0.119051
1.110127		0.210056		-0.111250
1.118354		0.210056		-0.104024
1.126582		0.210056		-0.097327
1.134810		0.210056		-0.091117
1.143038		0.210056		-0.085355
1.151266		0.210056		-0.080005
1.159494		0.210056		-0.075034
1.167722		0.210056		-0.070413
1.175949		0.210056		-0.066115
1.184177		0.210056		-0.062114
1.192405		0.210056		-0.058389
1.200633		0.210056		-0.054917
1.208861		0.210056		-0.051681
1.217089		0.210056		-0.048661
1.225316		0.210056		-0.045843
1.233544		0.210056		-0.043211
1.241772		0.210056		-0.040751
1.250000		0.210056		-0.038452
0.600000		0.220112		-29.841566
0.608228		0.220112		-26.468098
0.616456		0.220112		-23.508269
0.624684		0.220112		-20.907109
0.632911		0.220112		-18.617566
0.641139		0.220112		-16.599274
0.649367		0.220112		-14.817526
0.657595		0.220112		-13.242414
0.665823		0.220112		-11.848113
0.674051		0.220112		-10.612279
0.682278		0.220112		-9.515543
0.690506		0.220112		-8.541082
0.698734		0.220112		-7.674261
0.706962		0.220112		-6.902326
0.715190		0.220112		-6.214142
0.723418		0.220112		-5.599975
0.731646		0.220112		-5.051300
0.739873		0.220112		-4.560643
0.748101		0.220112		-4.121440
0.756329		0.220112		-3.727919
0.764557		0.220112		-3.375000
0.772785		0.220112		-3.058204
0.781013		0.220112		-2.773577
0.789241		0.220112		-2.517626
0.797468		0.220112		-2.287262
0.805696		0.220112		-2.079750
0.813924		0.220112		-1.892663
0.822152		0.220112		-1.723852
0.830380		0.220112		-1.571404
0.838608		0.220112		-1.433621
0.846835		0.220112		-1.308992
0.855063		0.220112		-1.196171
0.863291		0.220112		-1.093957
0.871519		0.220112		-1.001281
0.879747		0.220112		-0.917187
0.887975		0.220112		-0.840820
0.896203		0.220112		-0.771418
0.904430		0.220112		-0.708298
0.912658		0.220112		-0.650846
0.920886		0.220112		-0.598514
0.929114		0.220112		-0.550811
0.937342		0.220112		-0.507294
0.945570		0.220112		-0.467567
0.953797		0.220112		-0.431273
0.962025		0.220112		-0.398092
0.970253		0.220112		-0.367733
0.978481		0.220112		-0.339937
0.986709		0.220112		-0.314470
0.994937		0.220112		-0.291119
1.003165		0.220112		-0.269694
1.011392		0.220112		-0.250022
1.019620		0.220112		-0.231947
1.027848		0.220112		-0.215327
1.036076		0.220112		-0.200036
1.044304		0.220112		-0.185957
1.052532		0.220112		-0.172985
1.060759		0.220112		-0.161026
1.068987		0.220112		-0.149992
1.077215		0.220112		-0.139806
1.085443		0.220112		-0.130396
1.093671		0.220112		-0.121697
1.101899		0.220112		-0.113651
1.110127		0.220112		-0.106203
1.118354		0.220112		-0.099305
1.126582		0.220112		-0.092913
1.134810		0.220112		-0.086984
1.143038		0.220112		-0.081483
1.151266		0.220112		-0.076376
1.159494		0.220112		-0.071630
1.167722		0.220112		-0.067219
1.175949		0.220112		-0.063116
1.184177		0.220112		-0.059297
1.192405		0.220112		-0.055740
1.200633		0.220112		-0.052426
1.208861		0.220112		-0.049337
1.217089		0.220112		-0.046454
1.225316		0.220112		-0.043764
1.233544		0.220112		-0.041251
1.241772		0.220112		-0.038903
1.250000		0.220112		-0.036708
0.600000		0.230168		-28.549589
0.608228		0.230168		-25.322118
0.616456		0.230168		-22.490388
0.624684		0.230168		-20.001807
0.632911		0.230168		-17.811360
0.641139		0.230168		-15.880428
0.649367		0.230168		-14.175805
0.657595		0.230168		-12.668876
0.665823		0.230168		-11.334935
0.674051		0.230168		-10.152603
0.682278		0.230168		-9.103350
0.690506		0.230168		-8.171081
0.698734		0.230168		-7.341794
0.706962		0.230168		-6.603286
0.715190		0.230168		-5.944904
0.723418		0.230168		-5.357335
0.731646		0.230168		-4.832423
0.739873		0.230168		-4.363018
0.748101		0.230168		-3.942839
0.756329		0.230168		-3.566365
0.764557		0.230168		-3.228735
0.772785		0.230168		-2.925663
0.781013		0.230168		-2.653367
0.789241		0.230168		-2.408506
0.797468		0.230168		-2.188124
0.805696		0.230168		-1.989603
0.813924		0.230168		-1.810624
0.822152		0.230168		-1.649128
0.830380		0.230168		-1.503287
0.838608		0.230168		-1.371476
0.846835		0.230168		-1.252248
0.855063		0.230168		-1.144316
0.863291		0.230168		-1.046533
0.871519		0.230168		-0.957874
0.879747		0.230168		-0.877424
0.887975		0.230168		-0.804368
0.896203		0.230168		-0.737975
0.904430		0.230168		-0.677590
0.912658		0.230168		-0.622629
0.920886		0.230168		-0.572566
0.929114		0.230168		-0.526931
0.937342		0.230168		-0.485301
0.945570		0.230168		-0.447296
0.953797		0.230168		-0.412576
0.962025		0.230168		-0.380832
0.970253		0.230168		-0.351790
0.978481		0.230168		-0.325199
0.986709		0.230168		-0.300836
0.994937		0.230168		-0.278498
1.003165		0.230168		-0.258002
1.011392		0.230168		-0.239182
1.019620		0.230168		-0.221891
1.027848		0.230168		-0.205992
1.036076		0.230168		-0.191364
1.044304		0.230168		-0.177895
1.052532		0.230168		-0.165486
1.060759		0.230168		-0.154045
1.068987		0.230168		-0.143489
1.077215		0.230168		-0.133745
1.085443		0.230168		-0.124743
1.093671		0.230168		-0.116421
1.101899		0.230168		-0.108724
1.110127		0.230168		-0.101599
1.118354		0.230168		-0.095000
1.126582		0.230168		-0.088885
1.134810		0.230168		-0.083214
1.143038		0.230168		-0.077951
1.151266		0.230168		-0.073065
1.159494		0.230168		-0.068525
1.167722		0.230168		-0.064305
1.175949		0.230168		-0.060380
1.184177		0.230168		-0.056727
1.192405		0.230168		-0.053324
1.200633		0.230168		-0.050154
1.208861		0.230168		-0.047198
1.217089		0.230168		-0.044441
1.225316		0.230168		-0.041867
1.233544		0.230168		-0.039463
1.241772		0.230168		-0.037217
1.250000		0.230168		-0.035117
0.600000		0.240223		-27.366185
0.608228		0.240223		-24.272441
0.616456		0.240223		-21.558044
0.624684		0.240223		-19.172582
0.632911		0.240223		-17.072903
0.641139		0.240223		-15.221990
0.649367		0.240223		-13.588009
0.657595		0.240223		-12.143534
0.665823		0.240223		-10.864880
0.674051		0.240223		-9.731555
0.682278		0.240223		-8.725795
0.690506		0.240223		-7.832172
0.698734		0.240223		-7.037265
0.706962		0.240223		-6.329374
0.715190		0.240223		-5.698290
0.723418		0.240223		-5.135084
0.731646		0.240223		-4.631939
0.739873		0.240223		-4.182000
0.748101		0.240223		-3.779246
0.756329		0.240223		-3.418387
0.764557		0.240223		-3.094760
0.772785		0.240223		-2.804260
0.781013		0.240223		-2.543259
0.789241		0.240223		-2.308556
0.797468		0.240223		-2.097316
0.805696		0.240223		-1.907032
0.813924		0.240223		-1.735478
0.822152		0.240223		-1.580683
0.830380		0.240223		-1.440893
0.838608		0.240223		-1.314551
0.846835		0.240223		-1.200271
0.855063		0.240223		-1.096819
0.863291		0.240223		-1.003093
0.871519		0.240223		-0.918114
0.879747		0.240223		-0.841003
0.887975		0.240223		-0.770979
0.896203		0.240223		-0.707341
0.904430		0.240223		-0.649463
0.912658		0.240223		-0.596783
0.920886		0.240223		-0.548798
0.929114		0.240223		-0.505057
0.937342		0.240223		-0.465155
0.945570		0.240223		-0.428728
0.953797		0.240223		-0.395449
0.962025		0.240223		-0.365023
0.970253		0.240223		-0.337186
0.978481		0.240223		-0.311700
0.986709		0.240223		-0.288348
0.994937		0.240223		-0.266937
1.003165		0.240223		-0.247291
1.011392		0.240223		-0.229253
1.019620		0.240223		-0.212680
1.027848		0.240223		-0.197441
1.036076		0.240223		-0.183420
1.044304		0.240223		-0.170510
1.052532		0.240223		-0.158616
1.060759		0.240223		-0.147650
1.068987		0.240223		-0.137533
1.077215		0.240223		-0.128193
1.085443		0.240223		-0.119565
1.093671		0.240223		-0.111589
1.101899		0.240223		-0.104211
1.110127		0.240223		-0.097382
1.118354		0.240223		-0.091057
1.126582		0.240223		-0.085196
1.134810		0.240223		-0.079760
1.143038		0.240223		-0.074716
1.151266		0.240223		-0.070032
1.159494		0.240223		-0.065681
1.167722		0.240223		-0.061636
1.175949		0.240223		-0.057874
1.184177		0.240223		-0.054372
1.192405		0.240223		-0.051111
1.200633		0.240223		-0.048073
1.208861		0.240223		-0.045239
1.217089		0.240223		-0.042596
1.225316		0.240223		-0.040129
1.233544		0.240223		-0.037826
1.241772		0.240223		-0.035673
1.250000		0.240223		-0.033660
0.600000		0.250279		-26.278263
0.608228		0.250279		-23.307456
0.616456		0.250279		-20.700925
0.624684		0.250279		-18.410261
0.632911		0.250279		-16.394027
0.641139		0.250279		-14.616675
0.649367		0.250279		-13.047638
0.657595		0.250279		-11.660577
0.665823		0.250279		-10.432750
0.674051		0.250279		-9.344477
0.682278		0.250279		-8.378701
0.690506		0.250279		-7.520606
0.698734		0.250279		-6.757304
0.706962		0.250279		-6.077561
0.715190		0.250279		-5.471572
0.723418		0.250279		-4.930764
0.731646		0.250279		-4.447629
0.739873		0.250279		-4.015585
0.748101		0.250279		-3.628852
0.756329		0.250279		-3.282346
0.764557		0.250279		-2.971594
0.772785		0.250279		-2.692650
0.781013		0.250279		-2.442034
0.789241		0.250279		-2.216669
0.797468		0.250279		-2.013834
0.805696		0.250279		-1.831121
0.813924		0.250279		-1.666395
0.822152		0.250279		-1.517760
0.830380		0.250279		-1.383533
0.838608		0.250279		-1.262220
0.846835		0.250279		-1.152488
0.855063		0.250279		-1.053153
0.863291		0.250279		-0.963158
0.871519		0.250279		-0.881561
0.879747		0.250279		-0.807520
0.887975		0.250279		-0.740284
0.896203		0.250279		-0.679179
0.904430		0.250279		-0.623605
0.912658		0.250279		-0.573022
0.920886		0.250279		-0.526947
0.929114		0.250279		-0.484948
0.937342		0.250279		-0.446634
0.945570		0.250279		-0.411658
0.953797		0.250279		-0.379703
0.962025		0.250279		-0.350489
0.970253		0.250279		-0.323761
0.978481		0.250279		-0.299289
0.986709		0.250279		-0.276867
0.994937		0.250279		-0.256308
1.003165		0.250279		-0.237445
1.011392		0.250279		-0.220126
1.019620		0.250279		-0.204212
1.027848		0.250279		-0.189580
1.036076		0.250279		-0.176117
1.044304		0.250279		-0.163721
1.052532		0.250279		-0.152301
1.060759		0.250279		-0.141772
1.068987		0.250279		-0.132057
1.077215		0.250279		-0.123089
1.085443		0.250279		-0.114805
1.093671		0.250279		-0.107146
1.101899		0.250279		-0.100062
1.110127		0.250279		-0.093505
1.118354		0.250279		-0.087432
1.126582		0.250279		-0.081804
1.134810		0.250279		-0.076584
1.143038		0.250279		-0.071741
1.151266		0.250279		-0.067244
1.159494		0.250279		-0.063067
1.167722		0.250279		-0.059183
1.175949		0.250279		-0.055570
1.184177		0.250279		-0.052208
1.192405		0.250279		-0.049077
1.200633		0.250279		-0.046159
1.208861		0.250279		-0.043439
1.217089		0.250279		-0.040901
1.225316		0.250279		-0.038532
1.233544		0.250279		-0.036320
1.241772		0.250279		-0.034253
1.250000		0.250279		-0.032320
0.600000		0.260335		-25.274753
0.608228		0.260335		-22.417343
0.616456		0.260335		-19.910308
0.624684		0.260335		-17.707086
0.632911		0.260335		-15.767823
0.641139		0.260335		-14.058324
0.649367		0.260335		-12.549192
0.657595		0.260335		-11.215091
0.665823		0.260335		-10.034146
0.674051		0.260335		-8.987430
0.682278		0.260335		-8.058536
0.690506		0.260335		-7.233213
0.698734		0.260335		-6.499064
0.706962		0.260335		-5.845285
0.715190		0.260335		-5.262444
0.723418		0.260335		-4.742295
0.731646		0.260335		-4.277618
0.739873		0.260335		-3.862081
0.748101		0.260335		-3.490125
0.756329		0.260335		-3.156860
0.764557		0.260335		-2.857983
0.772785		0.260335		-2.589699
0.781013		0.260335		-2.348661
0.789241		0.260335		-2.131910
0.797468		0.260335		-1.936829
0.805696		0.260335		-1.761100
0.813924		0.260335		-1.602671
0.822152		0.260335		-1.459718
0.830380		0.260335		-1.330623
0.838608		0.260335		-1.213947
0.846835		0.260335		-1.108411
0.855063		0.260335		-1.012875
0.863291		0.260335		-0.926321
0.871519		0.260335		-0.847844
0.879747		0.260335		-0.776634
0.887975		0.260335		-0.711969
0.896203		0.260335		-0.653201
0.904430		0.260335		-0.599753
0.912658		0.260335		-0.551104
0.920886		0.260335		-0.506792
0.929114		0.260335		-0.466399
0.937342		0.260335		-0.429551
0.945570		0.260335		-0.395912
0.953797		0.260335		-0.365180
0.962025		0.260335		-0.337083
0.970253		0.260335		-0.311377
0.978481		0.260335		-0.287841
0.986709		0.260335		-0.266277
0.994937		0.260335		-0.246504
1.003165		0.260335		-0.228363
1.011392		0.260335		-0.211706
1.019620		0.260335		-0.196401
1.027848		0.260335		-0.182328
1.036076		0.260335		-0.169381
1.044304		0.260335		-0.157459
1.052532		0.260335		-0.146476
1.060759		0.260335		-0.136349
1.068987		0.260335		-0.127006
1.077215		0.260335		-0.118381
1.085443		0.260335		-0.110414
1.093671		0.260335		-0.103048
1.101899		0.260335		-0.096235
1.110127		0.260335		-0.089929
1.118354		0.260335		-0.084088
1.126582		0.260335		-0.078675
1.134810		0.260335		-0.073656
1.143038		0.260335		-0.068998
1.151266		0.260335		-0.064673
1.159494		0.260335		-0.060655
1.167722		0.260335		-0.056920
1.175949		0.260335		-0.053445
1.184177		0.260335		-0.050211
1.192405		0.260335		-0.047200
1.200633		0.260335		-0.044394
1.208861		0.260335		-0.041778
1.217089		0.260335		-0.039337
1.225316		0.260335		-0.037059
1.233544		0.260335		-0.034931
1.241772		0.260335		-0.032943
1.250000		0.260335		-0.031084
0.600000		0.270391		-24.346231
0.608228		0.270391		-21.593744
0.616456		0.270391		-19.178771
0.624684		0.270391		-17.056457
0.632911		0.270391		-15.188411
0.641139		0.270391		-13.541697
0.649367		0.270391		-12.087992
0.657595		0.270391		-10.802893
0.665823		0.270391		-9.665328
0.674051		0.270391		-8.657063
0.682278		0.270391		-7.762294
0.690506		0.270391		-6.967294
0.698734		0.270391		-6.260120
0.706962		0.270391		-5.630364
0.715190		0.270391		-5.068942
0.723418		0.270391		-4.567909
0.731646		0.270391		-4.120311
0.739873		0.270391		-3.720048
0.748101		0.270391		-3.361764
0.756329		0.270391		-3.040750
