80
180
L [fm^-1]		aL		c0_vah1 [...]
0.764557		0.270391		-2.752861
0.772785		0.270391		-2.494441
0.781013		0.270391		-2.262266
0.789241		0.270391		-2.053485
0.797468		0.270391		-1.865577
0.805696		0.270391		-1.696311
0.813924		0.270391		-1.543708
0.822152		0.270391		-1.406013
0.830380		0.270391		-1.281666
0.838608		0.270391		-1.169282
0.846835		0.270391		-1.067628
0.855063		0.270391		-0.975606
0.863291		0.270391		-0.892236
0.871519		0.270391		-0.816646
0.879747		0.270391		-0.748056
0.887975		0.270391		-0.685770
0.896203		0.270391		-0.629165
0.904430		0.270391		-0.577683
0.912658		0.270391		-0.530824
0.920886		0.270391		-0.488142
0.929114		0.270391		-0.449235
0.937342		0.270391		-0.413743
0.945570		0.270391		-0.381342
0.953797		0.270391		-0.351741
0.962025		0.270391		-0.324678
0.970253		0.270391		-0.299918
0.978481		0.270391		-0.277248
0.986709		0.270391		-0.256478
0.994937		0.270391		-0.237433
1.003165		0.270391		-0.219959
1.011392		0.270391		-0.203915
1.019620		0.270391		-0.189173
1.027848		0.270391		-0.175619
1.036076		0.270391		-0.163148
1.044304		0.270391		-0.151665
1.052532		0.270391		-0.141086
1.060759		0.270391		-0.131332
1.068987		0.270391		-0.122333
1.077215		0.270391		-0.114025
1.085443		0.270391		-0.106351
1.093671		0.270391		-0.099256
1.101899		0.270391		-0.092694
1.110127		0.270391		-0.086620
1.118354		0.270391		-0.080994
1.126582		0.270391		-0.075780
1.134810		0.270391		-0.070945
1.143038		0.270391		-0.066459
1.151266		0.270391		-0.062293
1.159494		0.270391		-0.058423
1.167722		0.270391		-0.054825
1.175949		0.270391		-0.051479
1.184177		0.270391		-0.048364
1.192405		0.270391		-0.045464
1.200633		0.270391		-0.042761
1.208861		0.270391		-0.040241
1.217089		0.270391		-0.037890
1.225316		0.270391		-0.035696
1.233544		0.270391		-0.033646
1.241772		0.270391		-0.031731
1.250000		0.270391		-0.029941
0.600000		0.280447		-23.484626
0.608228		0.280447		-20.829502
0.616456		0.280447		-18.499954
0.624684		0.280447		-16.452717
0.632911		0.280447		-14.650757
0.641139		0.280447		-13.062301
0.649367		0.280447		-11.660029
0.657595		0.280447		-10.420401
0.665823		0.280447		-9.323089
0.674051		0.280447		-8.350505
0.682278		0.280447		-7.487402
0.690506		0.280447		-6.720539
0.698734		0.280447		-6.038396
0.706962		0.280447		-5.430932
0.715190		0.280447		-4.889385
0.723418		0.280447		-4.406090
0.731646		0.280447		-3.974340
0.739873		0.280447		-3.588249
0.748101		0.280447		-3.242653
0.756329		0.280447		-2.933008
0.764557		0.280447		-2.655314
0.772785		0.280447		-2.406048
0.781013		0.280447		-2.182096
0.789241		0.280447		-1.980711
0.797468		0.280447		-1.799460
0.805696		0.280447		-1.636190
0.813924		0.280447		-1.488994
0.822152		0.280447		-1.356177
0.830380		0.280447		-1.236237
0.838608		0.280447		-1.127835
0.846835		0.280447		-1.029784
0.855063		0.280447		-0.941022
0.863291		0.280447		-0.860607
0.871519		0.280447		-0.787697
0.879747		0.280447		-0.721538
0.887975		0.280447		-0.661459
0.896203		0.280447		-0.606860
0.904430		0.280447		-0.557203
0.912658		0.280447		-0.512005
0.920886		0.280447		-0.470836
0.929114		0.280447		-0.433309
0.937342		0.280447		-0.399075
0.945570		0.280447		-0.367822
0.953797		0.280447		-0.339271
0.962025		0.280447		-0.313167
0.970253		0.280447		-0.289285
0.978481		0.280447		-0.267419
0.986709		0.280447		-0.247385
0.994937		0.280447		-0.229015
1.003165		0.280447		-0.212161
1.011392		0.280447		-0.196686
1.019620		0.280447		-0.182467
1.027848		0.280447		-0.169393
1.036076		0.280447		-0.157364
1.044304		0.280447		-0.146288
1.052532		0.280447		-0.136084
1.060759		0.280447		-0.126676
1.068987		0.280447		-0.117996
1.077215		0.280447		-0.109983
1.085443		0.280447		-0.102581
1.093671		0.280447		-0.095738
1.101899		0.280447		-0.089408
1.110127		0.280447		-0.083549
1.118354		0.280447		-0.078123
1.126582		0.280447		-0.073094
1.134810		0.280447		-0.068431
1.143038		0.280447		-0.064103
1.151266		0.280447		-0.060085
1.159494		0.280447		-0.056352
1.167722		0.280447		-0.052882
1.175949		0.280447		-0.049654
1.184177		0.280447		-0.046650
1.192405		0.280447		-0.043852
1.200633		0.280447		-0.041245
1.208861		0.280447		-0.038815
1.217089		0.280447		-0.036547
1.225316		0.280447		-0.034431
1.233544		0.280447		-0.032454
1.241772		0.280447		-0.030607
1.250000		0.280447		-0.028880
0.600000		0.290503		-22.682986
0.608228		0.290503		-20.118446
0.616456		0.290503		-17.868380
0.624684		0.290503		-15.890994
0.632911		0.290503		-14.150520
0.641139		0.290503		-12.616268
0.649367		0.290503		-11.261850
0.657595		0.290503		-10.064528
0.665823		0.290503		-9.004668
0.674051		0.290503		-8.065280
0.682278		0.290503		-7.231640
0.690506		0.290503		-6.490956
0.698734		0.290503		-5.832102
0.706962		0.290503		-5.245379
0.715190		0.290503		-4.722323
0.723418		0.290503		-4.255533
0.731646		0.290503		-3.838527
0.739873		0.290503		-3.465623
0.748101		0.290503		-3.131831
0.756329		0.290503		-2.832763
0.764557		0.290503		-2.564556
0.772785		0.290503		-2.323805
0.781013		0.290503		-2.107505
0.789241		0.290503		-1.913001
0.797468		0.290503		-1.737944
0.805696		0.290503		-1.580254
0.813924		0.290503		-1.438088
0.822152		0.290503		-1.309810
0.830380		0.290503		-1.193969
0.838608		0.290503		-1.089273
0.846835		0.290503		-0.994573
0.855063		0.290503		-0.908846
0.863291		0.290503		-0.831180
0.871519		0.290503		-0.760761
0.879747		0.290503		-0.696864
0.887975		0.290503		-0.638840
0.896203		0.290503		-0.586108
0.904430		0.290503		-0.538148
0.912658		0.290503		-0.494496
0.920886		0.290503		-0.454735
0.929114		0.290503		-0.418490
0.937342		0.290503		-0.385427
0.945570		0.290503		-0.355243
0.953797		0.290503		-0.327668
0.962025		0.290503		-0.302457
0.970253		0.290503		-0.279392
0.978481		0.290503		-0.258274
0.986709		0.290503		-0.238924
0.994937		0.290503		-0.221183
1.003165		0.290503		-0.204905
1.011392		0.290503		-0.189959
1.019620		0.290503		-0.176227
1.027848		0.290503		-0.163600
1.036076		0.290503		-0.151982
1.044304		0.290503		-0.141285
1.052532		0.290503		-0.131430
1.060759		0.290503		-0.122344
1.068987		0.290503		-0.113961
1.077215		0.290503		-0.106222
1.085443		0.290503		-0.099073
1.093671		0.290503		-0.092464
1.101899		0.290503		-0.086351
1.110127		0.290503		-0.080692
1.118354		0.290503		-0.075452
1.126582		0.290503		-0.070595
1.134810		0.290503		-0.066091
1.143038		0.290503		-0.061912
1.151266		0.290503		-0.058031
1.159494		0.290503		-0.054426
1.167722		0.290503		-0.051074
1.175949		0.290503		-0.047957
1.184177		0.290503		-0.045055
1.192405		0.290503		-0.042353
1.200633		0.290503		-0.039835
1.208861		0.290503		-0.037488
1.217089		0.290503		-0.035298
1.225316		0.290503		-0.033254
1.233544		0.290503		-0.031345
1.241772		0.290503		-0.029561
1.250000		0.290503		-0.027893
0.600000		0.300559		-21.935286
0.608228		0.300559		-19.455237
0.616456		0.300559		-17.279302
0.624684		0.300559		-15.367068
0.632911		0.300559		-13.683943
0.641139		0.300559		-12.200247
0.649367		0.300559		-10.890463
0.657595		0.300559		-9.732601
0.665823		0.300559		-8.707672
0.674051		0.300559		-7.799248
0.682278		0.300559		-6.993087
0.690506		0.300559		-6.276821
0.698734		0.300559		-5.639688
0.706962		0.300559		-5.072311
0.715190		0.300559		-4.566502
0.723418		0.300559		-4.115105
0.731646		0.300559		-3.711852
0.739873		0.300559		-3.351248
0.748101		0.300559		-3.028466
0.756329		0.300559		-2.739263
0.764557		0.300559		-2.479904
0.772785		0.300559		-2.247096
0.781013		0.300559		-2.037933
0.789241		0.300559		-1.849847
0.797468		0.300559		-1.680566
0.805696		0.300559		-1.528080
0.813924		0.300559		-1.390606
0.822152		0.300559		-1.266563
0.830380		0.300559		-1.154545
0.838608		0.300559		-1.053305
0.846835		0.300559		-0.961731
0.855063		0.300559		-0.878834
0.863291		0.300559		-0.803732
0.871519		0.300559		-0.735638
0.879747		0.300559		-0.673851
0.887975		0.300559		-0.617742
0.896203		0.300559		-0.566751
0.904430		0.300559		-0.520375
0.912658		0.300559		-0.478165
0.920886		0.300559		-0.439717
0.929114		0.300559		-0.404669
0.937342		0.300559		-0.372698
0.945570		0.300559		-0.343511
0.953797		0.300559		-0.316846
0.962025		0.300559		-0.292468
0.970253		0.300559		-0.270164
0.978481		0.300559		-0.249743
0.986709		0.300559		-0.231033
0.994937		0.300559		-0.213878
1.003165		0.300559		-0.198138
1.011392		0.300559		-0.183685
1.019620		0.300559		-0.170406
1.027848		0.300559		-0.158197
1.036076		0.300559		-0.146963
1.044304		0.300559		-0.136619
1.052532		0.300559		-0.127090
1.060759		0.300559		-0.118303
1.068987		0.300559		-0.110197
1.077215		0.300559		-0.102714
1.085443		0.300559		-0.095801
1.093671		0.300559		-0.089410
1.101899		0.300559		-0.083499
1.110127		0.300559		-0.078028
1.118354		0.300559		-0.072960
1.126582		0.300559		-0.068264
1.134810		0.300559		-0.063909
1.143038		0.300559		-0.059867
1.151266		0.300559		-0.056115
1.159494		0.300559		-0.052629
1.167722		0.300559		-0.049388
1.175949		0.300559		-0.046373
