101
81
T [GeV]		muB [GeV]		G [1]
0.184000		0.010000		0.018339
0.185000		0.010000		0.018011
0.186000		0.010000		0.017693
0.187000		0.010000		0.017383
0.188000		0.010000		0.017083
0.189000		0.010000		0.016790
0.190000		0.010000		0.016506
0.191000		0.010000		0.016229
0.192000		0.010000		0.015960
0.193000		0.010000		0.015698
0.194000		0.010000		0.015443
0.195000		0.010000		0.015195
0.196000		0.010000		0.014954
0.197000		0.010000		0.014719
0.198000		0.010000		0.014490
0.199000		0.010000		0.014267
0.200000		0.010000		0.014050
0.100000		0.020000		0.314278
0.101000		0.020000		0.304977
0.102000		0.020000		0.295948
0.103000		0.020000		0.287186
0.104000		0.020000		0.278684
0.105000		0.020000		0.270435
0.106000		0.020000		0.262434
0.107000		0.020000		0.254672
0.108000		0.020000		0.247146
0.109000		0.020000		0.239847
0.110000		0.020000		0.232771
0.111000		0.020000		0.225912
0.112000		0.020000		0.219263
0.113000		0.020000		0.212819
0.114000		0.020000		0.206575
0.115000		0.020000		0.200525
0.116000		0.020000		0.194664
0.117000		0.020000		0.188986
0.118000		0.020000		0.183487
0.119000		0.020000		0.178161
0.120000		0.020000		0.173004
0.121000		0.020000		0.168010
0.122000		0.020000		0.163175
0.123000		0.020000		0.158495
0.124000		0.020000		0.153964
0.125000		0.020000		0.149578
0.126000		0.020000		0.145333
0.127000		0.020000		0.141225
0.128000		0.020000		0.137249
0.129000		0.020000		0.133401
0.130000		0.020000		0.129678
0.131000		0.020000		0.126076
0.132000		0.020000		0.122591
0.133000		0.020000		0.119218
0.134000		0.020000		0.115955
0.135000		0.020000		0.112798
0.136000		0.020000		0.109744
0.137000		0.020000		0.106789
0.138000		0.020000		0.103931
0.139000		0.020000		0.101165
0.140000		0.020000		0.098489
0.141000		0.020000		0.095900
0.142000		0.020000		0.093396
0.143000		0.020000		0.090972
0.144000		0.020000		0.088628
0.145000		0.020000		0.086359
0.146000		0.020000		0.084164
0.147000		0.020000		0.082039
0.148000		0.020000		0.079984
0.149000		0.020000		0.077994
0.150000		0.020000		0.076069
0.151000		0.020000		0.074205
0.152000		0.020000		0.072401
0.153000		0.020000		0.070655
0.154000		0.020000		0.068965
0.155000		0.020000		0.067328
0.156000		0.020000		0.065743
0.157000		0.020000		0.064209
0.158000		0.020000		0.062723
0.159000		0.020000		0.061284
0.160000		0.020000		0.059890
0.161000		0.020000		0.058539
0.162000		0.020000		0.057231
0.163000		0.020000		0.055963
0.164000		0.020000		0.054735
0.165000		0.020000		0.053545
0.166000		0.020000		0.052391
0.167000		0.020000		0.051272
0.168000		0.020000		0.050188
0.169000		0.020000		0.049137
0.170000		0.020000		0.048117
0.171000		0.020000		0.047129
0.172000		0.020000		0.046170
0.173000		0.020000		0.045239
0.174000		0.020000		0.044337
