101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.195000		0.020000		70.905496
0.196000		0.020000		72.092925
0.197000		0.020000		73.294781
0.198000		0.020000		74.511097
0.199000		0.020000		75.741903
0.200000		0.020000		76.987225
0.100000		0.030000		9.272512
0.101000		0.030000		9.564471
0.102000		0.030000		9.861770
0.103000		0.030000		10.164399
0.104000		0.030000		10.472349
0.105000		0.030000		10.785619
0.106000		0.030000		11.104209
0.107000		0.030000		11.428123
0.108000		0.030000		11.757371
0.109000		0.030000		12.091965
0.110000		0.030000		12.431923
0.111000		0.030000		12.777267
0.112000		0.030000		13.128024
0.113000		0.030000		13.484226
0.114000		0.030000		13.845907
0.115000		0.030000		14.213111
0.116000		0.030000		14.585881
0.117000		0.030000		14.964269
0.118000		0.030000		15.348330
0.119000		0.030000		15.738124
0.120000		0.030000		16.133716
0.121000		0.030000		16.535177
0.122000		0.030000		16.942579
0.123000		0.030000		17.356003
0.124000		0.030000		17.775532
0.125000		0.030000		18.201253
0.126000		0.030000		18.633258
0.127000		0.030000		19.071645
0.128000		0.030000		19.516514
0.129000		0.030000		19.967968
0.130000		0.030000		20.426117
0.131000		0.030000		20.891072
0.132000		0.030000		21.362948
0.133000		0.030000		21.841865
0.134000		0.030000		22.327945
0.135000		0.030000		22.821311
0.136000		0.030000		23.322093
0.137000		0.030000		23.830421
0.138000		0.030000		24.346427
0.139000		0.030000		24.870247
0.140000		0.030000		25.402019
0.141000		0.030000		25.941882
0.142000		0.030000		26.489978
0.143000		0.030000		27.046449
0.144000		0.030000		27.611439
0.145000		0.030000		28.185094
0.146000		0.030000		28.767561
0.147000		0.030000		29.358987
0.148000		0.030000		29.959520
0.149000		0.030000		30.569309
0.150000		0.030000		31.188503
0.151000		0.030000		31.817250
0.152000		0.030000		32.455701
0.153000		0.030000		33.104005
0.154000		0.030000		33.762309
0.155000		0.030000		34.430763
0.156000		0.030000		35.109514
0.157000		0.030000		35.798709
0.158000		0.030000		36.498493
0.159000		0.030000		37.209013
0.160000		0.030000		37.930411
0.161000		0.030000		38.662830
0.162000		0.030000		39.406411
0.163000		0.030000		40.161293
0.164000		0.030000		40.927614
0.165000		0.030000		41.705509
0.166000		0.030000		42.495112
0.167000		0.030000		43.296555
0.168000		0.030000		44.109968
0.169000		0.030000		44.935477
0.170000		0.030000		45.773208
0.171000		0.030000		46.623283
0.172000		0.030000		47.485822
0.173000		0.030000		48.360942
0.174000		0.030000		49.248758
0.175000		0.030000		50.149380
0.176000		0.030000		51.062919
0.177000		0.030000		51.989480
0.178000		0.030000		52.929165
0.179000		0.030000		53.882075
0.180000		0.030000		54.848305
0.181000		0.030000		55.827950
0.182000		0.030000		56.821099
0.183000		0.030000		57.827839
0.184000		0.030000		58.848253
0.185000		0.030000		59.882421
0.186000		0.030000		60.930421
0.187000		0.030000		61.992324
0.188000		0.030000		63.068201
0.189000		0.030000		64.158117
0.190000		0.030000		65.262135
0.191000		0.030000		66.380314
0.192000		0.030000		67.512708
0.193000		0.030000		68.659371
0.194000		0.030000		69.820348
0.195000		0.030000		70.995685
0.196000		0.030000		72.185423
0.197000		0.030000		73.389597
0.198000		0.030000		74.608241
0.199000		0.030000		75.841385
0.200000		0.030000		77.089055
0.100000		0.040000		9.249547
0.101000		0.040000		9.540864
0.102000		0.040000		9.837552
0.103000		0.040000		10.139604
0.104000		0.040000		10.447016
0.105000		0.040000		10.759787
0.106000		0.040000		11.077919
0.107000		0.040000		11.401420
0.108000		0.040000		11.730301
0.109000		0.040000		12.064575
0.110000		0.040000		12.404263
0.111000		0.040000		12.749388
0.112000		0.040000		13.099979
0.113000		0.040000		13.456067
0.114000		0.040000		13.817690
0.115000		0.040000		14.184889
0.116000		0.040000		14.557713
0.117000		0.040000		14.936211
0.118000		0.040000		15.320440
0.119000		0.040000		15.710460
0.120000		0.040000		16.106336
0.121000		0.040000		16.508139
0.122000		0.040000		16.915944
0.123000		0.040000		17.329828
0.124000		0.040000		17.749875
0.125000		0.040000		18.176174
0.126000		0.040000		18.608816
0.127000		0.040000		19.047898
0.128000		0.040000		19.493518
0.129000		0.040000		19.945782
0.130000		0.040000		20.404798
0.131000		0.040000		20.870676
0.132000		0.040000		21.343532
0.133000		0.040000		21.823484
0.134000		0.040000		22.310653
0.135000		0.040000		22.805164
0.136000		0.040000		23.307143
0.137000		0.040000		23.816722
0.138000		0.040000		24.334031
0.139000		0.040000		24.859207
0.140000		0.040000		25.392385
0.141000		0.040000		25.933704
0.142000		0.040000		26.483306
0.143000		0.040000		27.041331
0.144000		0.040000		27.607925
0.145000		0.040000		28.183231
0.146000		0.040000		28.767395
0.147000		0.040000		29.360565
0.148000		0.040000		29.962887
0.149000		0.040000		30.574510
0.150000		0.040000		31.195581
0.151000		0.040000		31.826250
0.152000		0.040000		32.466666
0.153000		0.040000		33.116975
0.154000		0.040000		33.777327
0.155000		0.040000		34.447869
0.156000		0.040000		35.128748
0.157000		0.040000		35.820111
0.158000		0.040000		36.522102
0.159000		0.040000		37.234867
0.160000		0.040000		37.958547
0.161000		0.040000		38.693285
0.162000		0.040000		39.439221
0.163000		0.040000		40.196494
0.164000		0.040000		40.965241
0.165000		0.040000		41.745597
0.166000		0.040000		42.537694
0.167000		0.040000		43.341665
0.168000		0.040000		44.157638
0.169000		0.040000		44.985739
0.170000		0.040000		45.826094
0.171000		0.040000		46.678823
0.172000		0.040000		47.544047
0.173000		0.040000		48.421881
0.174000		0.040000		49.312440
0.175000		0.040000		50.215834
0.176000		0.040000		51.132172
0.177000		0.040000		52.061559
0.178000		0.040000		53.004098
0.179000		0.040000		53.959887
0.180000		0.040000		54.929021
0.181000		0.040000		55.911595
0.182000		0.040000		56.907698
0.183000		0.040000		57.917414
0.184000		0.040000		58.940829
0.185000		0.040000		59.978020
0.186000		0.040000		61.029063
0.187000		0.040000		62.094032
0.188000		0.040000		63.172994
0.189000		0.040000		64.266016
0.190000		0.040000		65.373160
0.191000		0.040000		66.494482
0.192000		0.040000		67.630039
0.193000		0.040000		68.779880
0.194000		0.040000		69.944054
0.195000		0.040000		71.122604
0.196000		0.040000		72.315569
0.197000		0.040000		73.522986
0.198000		0.040000		74.744888
0.199000		0.040000		75.981304
0.200000		0.040000		77.232257
0.100000		0.050000		9.222117
0.101000		0.050000		9.512639
0.102000		0.050000		9.808570
0.103000		0.050000		10.109908
0.104000		0.050000		10.416650
0.105000		0.050000		10.728799
0.106000		0.050000		11.046360
0.107000		0.050000		11.369344
0.108000		0.050000		11.697764
0.109000		0.050000		12.031636
0.110000		0.050000		12.370983
0.111000		0.050000		12.715830
0.112000		0.050000		13.066207
0.113000		0.050000		13.422148
0.114000		0.050000		13.783692
