-5.	0.03125
-4.9375	0.0625
-4.875	0.0625
-4.8125	0.0625
-4.75	0.0625
-4.6875	0.0625
-4.625	0.0625
-4.5625	0.0625
-4.5	0.0625
-4.4375	0.0625
-4.375	0.0625
-4.3125	0.0625
-4.25	0.0625
-4.1875	0.0625
-4.125	0.0625
-4.0625	0.0625
-4.	0.0625
-3.9375	0.0625
-3.875	0.0625
-3.8125	0.0625
-3.75	0.0625
-3.6875	0.0625
-3.625	0.0625
-3.5625	0.0625
-3.5	0.0625
-3.4375	0.0625
-3.375	0.0625
-3.3125	0.0625
-3.25	0.0625
-3.1875	0.0625
-3.125	0.0625
-3.0625	0.0625
-3.	0.0625
-2.9375	0.0625
-2.875	0.0625
-2.8125	0.0625
-2.75	0.0625
-2.6875	0.0625
-2.625	0.0625
-2.5625	0.0625
-2.5	0.0625
-2.4375	0.0625
-2.375	0.0625
-2.3125	0.0625
-2.25	0.0625
-2.1875	0.0625
-2.125	0.0625
-2.0625	0.0625
-2.	0.0625
-1.9375	0.0625
-1.875	0.0625
-1.8125	0.0625
-1.75	0.0625
-1.6875	0.0625
-1.625	0.0625
-1.5625	0.0625
-1.5	0.0625
-1.4375	0.0625
-1.375	0.0625
-1.3125	0.0625
-1.25	0.0625
-1.1875	0.0625
-1.125	0.0625
-1.0625	0.0625
-1.	0.0625
-0.9375	0.0625
-0.875	0.0625
-0.8125	0.0625
-0.75	0.0625
-0.6875	0.0625
-0.625	0.0625
-0.5625	0.0625
-0.5	0.0625
-0.4375	0.0625
-0.375	0.0625
-0.3125	0.0625
-0.25	0.0625
-0.1875	0.0625
-0.125	0.0625
-0.0625	0.0625
0.	0.0625
0.0625	0.0625
0.125	0.0625
0.1875	0.0625
0.25	0.0625
0.3125	0.0625
0.375	0.0625
0.4375	0.0625
0.5	0.0625
0.5625	0.0625
0.625	0.0625
0.6875	0.0625
0.75	0.0625
0.8125	0.0625
0.875	0.0625
0.9375	0.0625
1.	0.0625
1.0625	0.0625
1.125	0.0625
1.1875	0.0625
1.25	0.0625
1.3125	0.0625
1.375	0.0625
1.4375	0.0625
1.5	0.0625
1.5625	0.0625
1.625	0.0625
1.6875	0.0625
1.75	0.0625
1.8125	0.0625
1.875	0.0625
1.9375	0.0625
2.	0.0625
2.0625	0.0625
2.125	0.0625
2.1875	0.0625
2.25	0.0625
2.3125	0.0625
2.375	0.0625
2.4375	0.0625
2.5	0.0625
2.5625	0.0625
2.625	0.0625
2.6875	0.0625
2.75	0.0625
2.8125	0.0625
2.875	0.0625
2.9375	0.0625
3.	0.0625
3.0625	0.0625
3.125	0.0625
3.1875	0.0625
3.25	0.0625
3.3125	0.0625
3.375	0.0625
3.4375	0.0625
3.5	0.0625
3.5625	0.0625
3.625	0.0625
3.6875	0.0625
3.75	0.0625
3.8125	0.0625
3.875	0.0625
3.9375	0.0625
4.	0.0625
4.0625	0.0625
4.125	0.0625
4.1875	0.0625
4.25	0.0625
4.3125	0.0625
4.375	0.0625
4.4375	0.0625
4.5	0.0625
4.5625	0.0625
4.625	0.0625
4.6875	0.0625
4.75	0.0625
4.8125	0.0625
4.875	0.0625
4.9375	0.0625
5.	0.03125
