101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.128000		0.060000		18.921769
0.129000		0.060000		19.355389
0.130000		0.060000		19.795271
0.131000		0.060000		20.241505
0.132000		0.060000		20.694187
0.133000		0.060000		21.153415
0.134000		0.060000		21.619290
0.135000		0.060000		22.091913
0.136000		0.060000		22.571390
0.137000		0.060000		23.057828
0.138000		0.060000		23.551336
0.139000		0.060000		24.052026
0.140000		0.060000		24.560010
0.141000		0.060000		25.075402
0.142000		0.060000		25.598318
0.143000		0.060000		26.128874
0.144000		0.060000		26.667189
0.145000		0.060000		27.213379
0.146000		0.060000		27.767565
0.147000		0.060000		28.329867
0.148000		0.060000		28.900403
0.149000		0.060000		29.479295
0.150000		0.060000		30.066663
0.151000		0.060000		30.662626
0.152000		0.060000		31.267305
0.153000		0.060000		31.880818
0.154000		0.060000		32.503286
0.155000		0.060000		33.134825
0.156000		0.060000		33.775554
0.157000		0.060000		34.425589
0.158000		0.060000		35.085045
0.159000		0.060000		35.754036
0.160000		0.060000		36.432675
0.161000		0.060000		37.121073
0.162000		0.060000		37.819340
0.163000		0.060000		38.527585
0.164000		0.060000		39.245913
0.165000		0.060000		39.974429
0.166000		0.060000		40.713236
0.167000		0.060000		41.462433
0.168000		0.060000		42.222120
0.169000		0.060000		42.992391
0.170000		0.060000		43.773342
0.171000		0.060000		44.565063
0.172000		0.060000		45.367643
0.173000		0.060000		46.181169
0.174000		0.060000		47.005724
0.175000		0.060000		47.841389
0.176000		0.060000		48.688243
0.177000		0.060000		49.546361
0.178000		0.060000		50.415816
0.179000		0.060000		51.296679
0.180000		0.060000		52.189015
0.181000		0.060000		53.092890
0.182000		0.060000		54.008363
0.183000		0.060000		54.935494
0.184000		0.060000		55.874337
0.185000		0.060000		56.824943
0.186000		0.060000		57.787363
0.187000		0.060000		58.761640
0.188000		0.060000		59.747819
0.189000		0.060000		60.745938
0.190000		0.060000		61.756033
0.191000		0.060000		62.778137
0.192000		0.060000		63.812281
0.193000		0.060000		64.858489
0.194000		0.060000		65.916787
0.195000		0.060000		66.987193
0.196000		0.060000		68.069725
0.197000		0.060000		69.164396
0.198000		0.060000		70.271218
0.199000		0.060000		71.390196
0.200000		0.060000		72.521335
0.100000		0.070000		9.025153
0.101000		0.070000		9.305364
0.102000		0.070000		9.590757
0.103000		0.070000		9.881329
0.104000		0.070000		10.177081
0.105000		0.070000		10.478016
0.106000		0.070000		10.784138
0.107000		0.070000		11.095457
0.108000		0.070000		11.411984
0.109000		0.070000		11.733733
0.110000		0.070000		12.060724
0.111000		0.070000		12.392978
0.112000		0.070000		12.730520
0.113000		0.070000		13.073378
0.114000		0.070000		13.421584
0.115000		0.070000		13.775175
0.116000		0.070000		14.134191
0.117000		0.070000		14.498674
0.118000		0.070000		14.868672
0.119000		0.070000		15.244235
0.120000		0.070000		15.625419
0.121000		0.070000		16.012282
0.122000		0.070000		16.404885
0.123000		0.070000		16.803294
0.124000		0.070000		17.207580
0.125000		0.070000		17.617813
0.126000		0.070000		18.034071
0.127000		0.070000		18.456433
0.128000		0.070000		18.884982
0.129000		0.070000		19.319804
0.130000		0.070000		19.760988
0.131000		0.070000		20.208625
0.132000		0.070000		20.662810
0.133000		0.070000		21.123641
0.134000		0.070000		21.591217
0.135000		0.070000		22.065641
0.136000		0.070000		22.547017
0.137000		0.070000		23.035452
0.138000		0.070000		23.531053
0.139000		0.070000		24.033932
0.140000		0.070000		24.544200
0.141000		0.070000		25.061970
0.142000		0.070000		25.587356
0.143000		0.070000		26.120475
0.144000		0.070000		26.661443
0.145000		0.070000		27.210377
0.146000		0.070000		27.767396
0.147000		0.070000		28.332618
0.148000		0.070000		28.906162
0.149000		0.070000		29.488147
0.150000		0.070000		30.078692
0.151000		0.070000		30.677916
0.152000		0.070000		31.285938
0.153000		0.070000		31.902876
0.154000		0.070000		32.528848
0.155000		0.070000		33.163971
0.156000		0.070000		33.808360
0.157000		0.070000		34.462133
0.158000		0.070000		35.125401
0.159000		0.070000		35.798279
0.160000		0.070000		36.480878
0.161000		0.070000		37.173308
0.162000		0.070000		37.875678
0.163000		0.070000		38.588094
0.164000		0.070000		39.310663
0.165000		0.070000		40.043486
0.166000		0.070000		40.786666
0.167000		0.070000		41.540301
0.168000		0.070000		42.304489
0.169000		0.070000		43.079325
0.170000		0.070000		43.864901
0.171000		0.070000		44.661307
0.172000		0.070000		45.468631
0.173000		0.070000		46.286958
0.174000		0.070000		47.116370
0.175000		0.070000		47.956949
0.176000		0.070000		48.808770
0.177000		0.070000		49.671908
0.178000		0.070000		50.546434
0.179000		0.070000		51.432418
0.180000		0.070000		52.329926
0.181000		0.070000		53.239019
0.182000		0.070000		54.159758
0.183000		0.070000		55.092199
0.184000		0.070000		56.036397
0.185000		0.070000		56.992402
0.186000		0.070000		57.960262
0.187000		0.070000		58.940021
0.188000		0.070000		59.931719
0.189000		0.070000		60.935397
0.190000		0.070000		61.951087
0.191000		0.070000		62.978822
0.192000		0.070000		64.018631
0.193000		0.070000		65.070538
0.194000		0.070000		66.134567
0.195000		0.070000		67.210734
0.196000		0.070000		68.299057
0.197000		0.070000		69.399548
0.198000		0.070000		70.512216
0.199000		0.070000		71.637066
0.200000		0.070000		72.774103
0.100000		0.080000		8.991477
0.101000		0.080000		9.270536
0.102000		0.080000		9.554818
0.103000		0.080000		9.844326
0.104000		0.080000		10.139065
0.105000		0.080000		10.439043
0.106000		0.080000		10.744270
0.107000		0.080000		11.054759
0.108000		0.080000		11.370526
0.109000		0.080000		11.691591
0.110000		0.080000		12.017976
0.111000		0.080000		12.349705
0.112000		0.080000		12.686808
0.113000		0.080000		13.029317
0.114000		0.080000		13.377267
0.115000		0.080000		13.730696
0.116000		0.080000		14.089648
0.117000		0.080000		14.454168
0.118000		0.080000		14.824305
0.119000		0.080000		15.200113
0.120000		0.080000		15.581647
0.121000		0.080000		15.968969
0.122000		0.080000		16.362140
0.123000		0.080000		16.761228
0.124000		0.080000		17.166304
0.125000		0.080000		17.577440
0.126000		0.080000		17.994714
0.127000		0.080000		18.418206
0.128000		0.080000		18.847998
0.129000		0.080000		19.284177
0.130000		0.080000		19.726832
0.131000		0.080000		20.176055
0.132000		0.080000		20.631940
0.133000		0.080000		21.094584
0.134000		0.080000		21.564086
0.135000		0.080000		22.040549
0.136000		0.080000		22.524076
0.137000		0.080000		23.014773
0.138000		0.080000		23.512747
0.139000		0.080000		24.018109
0.140000		0.080000		24.530968
0.141000		0.080000		25.051437
0.142000		0.080000		25.579631
0.143000		0.080000		26.115662
0.144000		0.080000		26.659648
0.145000		0.080000		27.211703
0.146000		0.080000		27.771946
0.147000		0.080000		28.340494
0.148000		0.080000		28.917464
0.149000		0.080000		29.502974
0.150000		0.080000		30.097143
0.151000		0.080000		30.700087
0.152000		0.080000		31.311924
0.153000		0.080000		31.932772
0.154000		0.080000		32.562746
0.155000		0.080000		33.201963
0.156000		0.080000		33.850537
0.157000		0.080000		34.508582
0.158000		0.080000		35.176211
0.159000		0.080000		35.853536
0.160000		0.080000		36.540667
0.161000		0.080000		37.237712
0.162000		0.080000		37.944780
0.163000		0.080000		38.661975
0.164000		0.080000		39.389401
0.165000		0.080000		40.127161
0.166000		0.080000		40.875354
0.167000		0.080000		41.634077
0.168000		0.080000		42.403428
0.169000		0.080000		43.183499
0.170000		0.080000		43.974381
0.171000		0.080000		44.776163
0.172000		0.080000		45.588932
0.173000		0.080000		46.412771
0.174000		0.080000		47.247761
0.175000		0.080000		48.093981
0.176000		0.080000		48.951507
0.177000		0.080000		49.820411
0.178000		0.080000		50.700764
0.179000		0.080000		51.592633
0.180000		0.080000		52.496083
0.181000		0.080000		53.411174
0.182000		0.080000		54.337966
0.183000		0.080000		55.276513
0.184000		0.080000		56.226869
0.185000		0.080000		57.189081
0.186000		0.080000		58.163197
0.187000		0.080000		59.149259
0.188000		0.080000		60.147307
0.189000		0.080000		61.157378
0.190000		0.080000		62.179505
0.191000		0.080000		63.213718
0.192000		0.080000		64.260045
0.193000		0.080000		65.318510
0.194000		0.080000		66.389133
0.195000		0.080000		67.471931
0.196000		0.080000		68.566918
0.197000		0.080000		69.674107
0.198000		0.080000		70.793504
0.199000		0.080000		71.925113
0.200000		0.080000		73.068938
0.100000		0.090000		8.958467
0.101000		0.090000		9.236358
0.102000		0.090000		9.519513
0.103000		0.090000		9.807940
0.104000		0.090000		10.101650
0.105000		0.090000		10.400657
0.106000		0.090000		10.704975
0.107000		0.090000		11.014623
0.108000		0.090000		11.329622
0.109000		0.090000		11.649996
0.110000		0.090000		11.975772
0.111000		0.090000		12.306979
