101
81
T [GeV]		muB [GeV]		F_over_T [fm^-1 / GeV]
0.159000		0.700000		-0.181143
0.160000		0.700000		-0.181430
0.161000		0.700000		-0.181726
0.162000		0.700000		-0.182031
0.163000		0.700000		-0.182346
0.164000		0.700000		-0.182669
0.165000		0.700000		-0.183000
0.166000		0.700000		-0.183339
0.167000		0.700000		-0.183685
0.168000		0.700000		-0.184039
0.169000		0.700000		-0.184399
0.170000		0.700000		-0.184766
0.171000		0.700000		-0.185139
0.172000		0.700000		-0.185517
0.173000		0.700000		-0.185902
0.174000		0.700000		-0.186291
0.175000		0.700000		-0.186685
0.176000		0.700000		-0.187084
0.177000		0.700000		-0.187487
0.178000		0.700000		-0.187894
0.179000		0.700000		-0.188304
0.180000		0.700000		-0.188719
0.181000		0.700000		-0.189136
0.182000		0.700000		-0.189556
0.183000		0.700000		-0.189979
0.184000		0.700000		-0.190405
0.185000		0.700000		-0.190832
0.186000		0.700000		-0.191262
0.187000		0.700000		-0.191693
0.188000		0.700000		-0.192126
0.189000		0.700000		-0.192560
0.190000		0.700000		-0.192995
0.191000		0.700000		-0.193431
0.192000		0.700000		-0.193868
0.193000		0.700000		-0.194305
0.194000		0.700000		-0.194743
0.195000		0.700000		-0.195180
0.196000		0.700000		-0.195618
0.197000		0.700000		-0.196055
0.198000		0.700000		-0.196492
0.199000		0.700000		-0.196928
0.200000		0.700000		-0.197364
0.100000		0.710000		-0.195257
0.101000		0.710000		-0.194286
0.102000		0.710000		-0.193345
0.103000		0.710000		-0.192433
0.104000		0.710000		-0.191550
0.105000		0.710000		-0.190697
0.106000		0.710000		-0.189873
0.107000		0.710000		-0.189079
0.108000		0.710000		-0.188314
0.109000		0.710000		-0.187578
0.110000		0.710000		-0.186871
0.111000		0.710000		-0.186193
0.112000		0.710000		-0.185544
0.113000		0.710000		-0.184923
0.114000		0.710000		-0.184330
0.115000		0.710000		-0.183766
0.116000		0.710000		-0.183229
0.117000		0.710000		-0.182721
0.118000		0.710000		-0.182239
0.119000		0.710000		-0.181785
0.120000		0.710000		-0.181357
0.121000		0.710000		-0.180956
0.122000		0.710000		-0.180580
0.123000		0.710000		-0.180231
0.124000		0.710000		-0.179907
0.125000		0.710000		-0.179608
0.126000		0.710000		-0.179333
0.127000		0.710000		-0.179083
0.128000		0.710000		-0.178857
0.129000		0.710000		-0.178654
0.130000		0.710000		-0.178474
0.131000		0.710000		-0.178317
0.132000		0.710000		-0.178182
0.133000		0.710000		-0.178068
0.134000		0.710000		-0.177976
0.135000		0.710000		-0.177905
0.136000		0.710000		-0.177854
0.137000		0.710000		-0.177823
0.138000		0.710000		-0.177812
0.139000		0.710000		-0.177819
0.140000		0.710000		-0.177845
0.141000		0.710000		-0.177890
0.142000		0.710000		-0.177952
0.143000		0.710000		-0.178031
0.144000		0.710000		-0.178127
0.145000		0.710000		-0.178240
0.146000		0.710000		-0.178368
0.147000		0.710000		-0.178512
0.148000		0.710000		-0.178670
0.149000		0.710000		-0.178844
0.150000		0.710000		-0.179031
0.151000		0.710000		-0.179232
0.152000		0.710000		-0.179446
0.153000		0.710000		-0.179673
0.154000		0.710000		-0.179913
0.155000		0.710000		-0.180164
0.156000		0.710000		-0.180427
0.157000		0.710000		-0.180701
0.158000		0.710000		-0.180986
0.159000		0.710000		-0.181281
0.160000		0.710000		-0.181587
0.161000		0.710000		-0.181901
0.162000		0.710000		-0.182225
0.163000		0.710000		-0.182558
0.164000		0.710000		-0.182900
0.165000		0.710000		-0.183249
0.166000		0.710000		-0.183606
0.167000		0.710000		-0.183970
0.168000		0.710000		-0.184342
0.169000		0.710000		-0.184720
0.170000		0.710000		-0.185105
0.171000		0.710000		-0.185495
0.172000		0.710000		-0.185892
0.173000		0.710000		-0.186293
0.174000		0.710000		-0.186700
0.175000		0.710000		-0.187112
0.176000		0.710000		-0.187528
0.177000		0.710000		-0.187948
0.178000		0.710000		-0.188372
0.179000		0.710000		-0.188800
0.180000		0.710000		-0.189231
0.181000		0.710000		-0.189665
0.182000		0.710000		-0.190102
0.183000		0.710000		-0.190542
0.184000		0.710000		-0.190984
0.185000		0.710000		-0.191428
0.186000		0.710000		-0.191874
0.187000		0.710000		-0.192322
0.188000		0.710000		-0.192771
0.189000		0.710000		-0.193221
0.190000		0.710000		-0.193672
0.191000		0.710000		-0.194124
0.192000		0.710000		-0.194577
0.193000		0.710000		-0.195029
0.194000		0.710000		-0.195483
0.195000		0.710000		-0.195936
0.196000		0.710000		-0.196389
0.197000		0.710000		-0.196841
0.198000		0.710000		-0.197293
0.199000		0.710000		-0.197745
0.200000		0.710000		-0.198195
0.100000		0.720000		-0.194247
0.101000		0.720000		-0.193292
0.102000		0.720000		-0.192367
0.103000		0.720000		-0.191472
