101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.124000		0.060000		-0.404076
0.125000		0.060000		-0.379286
0.126000		0.060000		-0.356304
0.127000		0.060000		-0.334978
0.128000		0.060000		-0.315172
0.129000		0.060000		-0.296760
0.130000		0.060000		-0.279630
0.131000		0.060000		-0.263680
0.132000		0.060000		-0.248815
0.133000		0.060000		-0.234950
0.134000		0.060000		-0.222009
0.135000		0.060000		-0.209920
0.136000		0.060000		-0.198619
0.137000		0.060000		-0.188046
0.138000		0.060000		-0.178148
0.139000		0.060000		-0.168874
0.140000		0.060000		-0.160179
0.141000		0.060000		-0.152022
0.142000		0.060000		-0.144364
0.143000		0.060000		-0.137170
0.144000		0.060000		-0.130408
0.145000		0.060000		-0.124047
0.146000		0.060000		-0.118060
0.147000		0.060000		-0.112422
0.148000		0.060000		-0.107109
0.149000		0.060000		-0.102099
0.150000		0.060000		-0.097373
0.151000		0.060000		-0.092911
0.152000		0.060000		-0.088697
0.153000		0.060000		-0.084715
0.154000		0.060000		-0.080950
0.155000		0.060000		-0.077389
0.156000		0.060000		-0.074017
0.157000		0.060000		-0.070825
0.158000		0.060000		-0.067800
0.159000		0.060000		-0.064933
0.160000		0.060000		-0.062214
0.161000		0.060000		-0.059634
0.162000		0.060000		-0.057185
0.163000		0.060000		-0.054859
0.164000		0.060000		-0.052649
0.165000		0.060000		-0.050548
0.166000		0.060000		-0.048551
0.167000		0.060000		-0.046650
0.168000		0.060000		-0.044841
0.169000		0.060000		-0.043118
0.170000		0.060000		-0.041477
0.171000		0.060000		-0.039913
0.172000		0.060000		-0.038422
0.173000		0.060000		-0.037000
0.174000		0.060000		-0.035643
0.175000		0.060000		-0.034348
0.176000		0.060000		-0.033111
0.177000		0.060000		-0.031930
0.178000		0.060000		-0.030801
0.179000		0.060000		-0.029722
0.180000		0.060000		-0.028690
0.181000		0.060000		-0.027703
0.182000		0.060000		-0.026758
0.183000		0.060000		-0.025854
0.184000		0.060000		-0.024987
0.185000		0.060000		-0.024158
0.186000		0.060000		-0.023363
0.187000		0.060000		-0.022601
0.188000		0.060000		-0.021870
0.189000		0.060000		-0.021169
0.190000		0.060000		-0.020496
0.191000		0.060000		-0.019850
0.192000		0.060000		-0.019231
0.193000		0.060000		-0.018635
0.194000		0.060000		-0.018063
0.195000		0.060000		-0.017514
0.196000		0.060000		-0.016985
0.197000		0.060000		-0.016477
0.198000		0.060000		-0.015988
0.199000		0.060000		-0.015518
0.200000		0.060000		-0.015066
0.100000		0.070000		-2.374418
0.101000		0.070000		-2.172154
0.102000		0.070000		-1.990091
0.103000		0.070000		-1.825934
0.104000		0.070000		-1.677677
0.105000		0.070000		-1.543567
0.106000		0.070000		-1.422064
0.107000		0.070000		-1.311816
0.108000		0.070000		-1.211633
0.109000		0.070000		-1.120466
0.110000		0.070000		-1.037387
0.111000		0.070000		-0.961576
0.112000		0.070000		-0.892305
0.113000		0.070000		-0.828930
0.114000		0.070000		-0.770874
0.115000		0.070000		-0.717627
0.116000		0.070000		-0.668732
0.117000		0.070000		-0.623781
0.118000		0.070000		-0.582409
0.119000		0.070000		-0.544289
0.120000		0.070000		-0.509128
0.121000		0.070000		-0.476662
0.122000		0.070000		-0.446653
0.123000		0.070000		-0.418888
0.124000		0.070000		-0.393174
0.125000		0.070000		-0.369337
0.126000		0.070000		-0.347219
0.127000		0.070000		-0.326678
0.128000		0.070000		-0.307584
0.129000		0.070000		-0.289819
0.130000		0.070000		-0.273278
0.131000		0.070000		-0.257863
0.132000		0.070000		-0.243486
0.133000		0.070000		-0.230066
0.134000		0.070000		-0.217530
0.135000		0.070000		-0.205811
0.136000		0.070000		-0.194847
0.137000		0.070000		-0.184583
0.138000		0.070000		-0.174966
0.139000		0.070000		-0.165950
0.140000		0.070000		-0.157491
0.141000		0.070000		-0.149550
0.142000		0.070000		-0.142090
0.143000		0.070000		-0.135077
0.144000		0.070000		-0.128481
0.145000		0.070000		-0.122272
0.146000		0.070000		-0.116425
0.147000		0.070000		-0.110915
0.148000		0.070000		-0.105720
0.149000		0.070000		-0.100818
0.150000		0.070000		-0.096191
0.151000		0.070000		-0.091822
0.152000		0.070000		-0.087692
0.153000		0.070000		-0.083788
0.154000		0.070000		-0.080094
0.155000		0.070000		-0.076598
0.156000		0.070000		-0.073287
0.157000		0.070000		-0.070151
0.158000		0.070000		-0.067178
0.159000		0.070000		-0.064358
0.160000		0.070000		-0.061683
0.161000		0.070000		-0.059143
0.162000		0.070000		-0.056732
0.163000		0.070000		-0.054440
0.164000		0.070000		-0.052262
0.165000		0.070000		-0.050191
0.166000		0.070000		-0.048220
0.167000		0.070000		-0.046345
0.168000		0.070000		-0.044559
0.169000		0.070000		-0.042858
0.170000		0.070000		-0.041237
0.171000		0.070000		-0.039691
0.172000		0.070000		-0.038217
0.173000		0.070000		-0.036811
0.174000		0.070000		-0.035469
0.175000		0.070000		-0.034187
0.176000		0.070000		-0.032963
0.177000		0.070000		-0.031793
0.178000		0.070000		-0.030675
0.179000		0.070000		-0.029606
0.180000		0.070000		-0.028583
0.181000		0.070000		-0.027604
0.182000		0.070000		-0.026668
0.183000		0.070000		-0.025771
0.184000		0.070000		-0.024911
0.185000		0.070000		-0.024088
0.186000		0.070000		-0.023299
0.187000		0.070000		-0.022542
0.188000		0.070000		-0.021816
0.189000		0.070000		-0.021120
0.190000		0.070000		-0.020452
0.191000		0.070000		-0.019810
0.192000		0.070000		-0.019194
0.193000		0.070000		-0.018602
0.194000		0.070000		-0.018033
0.195000		0.070000		-0.017487
0.196000		0.070000		-0.016961
0.197000		0.070000		-0.016455
0.198000		0.070000		-0.015969
0.199000		0.070000		-0.015501
0.200000		0.070000		-0.015051
0.100000		0.080000		-2.242629
0.101000		0.080000		-2.054356
0.102000		0.080000		-1.884659
0.103000		0.080000		-1.731449
0.104000		0.080000		-1.592899
0.105000		0.080000		-1.467407
0.106000		0.080000		-1.353567
0.107000		0.080000		-1.250143
0.108000		0.080000		-1.156045
0.109000		0.080000		-1.070311
0.110000		0.080000		-0.992088
0.111000		0.080000		-0.920624
0.112000		0.080000		-0.855249
0.113000		0.080000		-0.795368
0.114000		0.080000		-0.740451
0.115000		0.080000		-0.690026
0.116000		0.080000		-0.643670
0.117000		0.080000		-0.601008
0.118000		0.080000		-0.561699
0.119000		0.080000		-0.525442
0.120000		0.080000		-0.491964
0.121000		0.080000		-0.461020
0.122000		0.080000		-0.432388
0.123000		0.080000		-0.405871
0.124000		0.080000		-0.381288
0.125000		0.080000		-0.358478
0.126000		0.080000		-0.337291
0.127000		0.080000		-0.317597
0.128000		0.080000		-0.299272
0.129000		0.080000		-0.282208
0.130000		0.080000		-0.266305
0.131000		0.080000		-0.251471
0.132000		0.080000		-0.237624
0.133000		0.080000		-0.224687
0.134000		0.080000		-0.212593
0.135000		0.080000		-0.201277
0.136000		0.080000		-0.190681
0.137000		0.080000		-0.180754
0.138000		0.080000		-0.171445
0.139000		0.080000		-0.162711
0.140000		0.080000		-0.154511
0.141000		0.080000		-0.146806
0.142000		0.080000		-0.139563
0.143000		0.080000		-0.132750
0.144000		0.080000		-0.126336
0.145000		0.080000		-0.120296
0.146000		0.080000		-0.114603
0.147000		0.080000		-0.109234
0.148000		0.080000		-0.104169
0.149000		0.080000		-0.099388
0.150000		0.080000		-0.094871
