101
81
T [GeV]		muB [GeV]		c2_T4 [fm^3/GeV^3 * GeV^4]
0.100000		0.000000		-0.088572
0.101000		0.000000		-0.083681
0.102000		0.000000		-0.079109
0.103000		0.000000		-0.074832
0.104000		0.000000		-0.070829
0.105000		0.000000		-0.067080
0.106000		0.000000		-0.063565
0.107000		0.000000		-0.060270
0.108000		0.000000		-0.057177
0.109000		0.000000		-0.054272
0.110000		0.000000		-0.051543
0.111000		0.000000		-0.048978
0.112000		0.000000		-0.046564
0.113000		0.000000		-0.044292
0.114000		0.000000		-0.042152
0.115000		0.000000		-0.040135
0.116000		0.000000		-0.038234
0.117000		0.000000		-0.036440
0.118000		0.000000		-0.034746
0.119000		0.000000		-0.033147
0.120000		0.000000		-0.031635
0.121000		0.000000		-0.030206
0.122000		0.000000		-0.028854
0.123000		0.000000		-0.027575
0.124000		0.000000		-0.026363
0.125000		0.000000		-0.025215
0.126000		0.000000		-0.024127
0.127000		0.000000		-0.023096
0.128000		0.000000		-0.022117
0.129000		0.000000		-0.021188
0.130000		0.000000		-0.020305
0.131000		0.000000		-0.019467
0.132000		0.000000		-0.018671
0.133000		0.000000		-0.017913
0.134000		0.000000		-0.017193
0.135000		0.000000		-0.016507
0.136000		0.000000		-0.015854
0.137000		0.000000		-0.015233
0.138000		0.000000		-0.014640
0.139000		0.000000		-0.014076
0.140000		0.000000		-0.013537
0.141000		0.000000		-0.013024
0.142000		0.000000		-0.012533
0.143000		0.000000		-0.012066
0.144000		0.000000		-0.011619
0.145000		0.000000		-0.011192
0.146000		0.000000		-0.010784
0.147000		0.000000		-0.010394
0.148000		0.000000		-0.010021
0.149000		0.000000		-0.009665
0.150000		0.000000		-0.009323
0.151000		0.000000		-0.008997
0.152000		0.000000		-0.008684
0.153000		0.000000		-0.008384
0.154000		0.000000		-0.008097
0.155000		0.000000		-0.007822
0.156000		0.000000		-0.007559
0.157000		0.000000		-0.007306
0.158000		0.000000		-0.007063
0.159000		0.000000		-0.006831
0.160000		0.000000		-0.006607
0.161000		0.000000		-0.006393
0.162000		0.000000		-0.006187
0.163000		0.000000		-0.005989
0.164000		0.000000		-0.005799
0.165000		0.000000		-0.005617
0.166000		0.000000		-0.005441
0.167000		0.000000		-0.005272
0.168000		0.000000		-0.005110
0.169000		0.000000		-0.004954
0.170000		0.000000		-0.004803
0.171000		0.000000		-0.004659
0.172000		0.000000		-0.004520
0.173000		0.000000		-0.004386
0.174000		0.000000		-0.004256
0.175000		0.000000		-0.004132
0.176000		0.000000		-0.004012
0.177000		0.000000		-0.003897
0.178000		0.000000		-0.003785
0.179000		0.000000		-0.003678
0.180000		0.000000		-0.003574
0.181000		0.000000		-0.003474
0.182000		0.000000		-0.003378
0.183000		0.000000		-0.003285
0.184000		0.000000		-0.003195
0.185000		0.000000		-0.003108
0.186000		0.000000		-0.003025
0.187000		0.000000		-0.002944
0.188000		0.000000		-0.002866
0.189000		0.000000		-0.002790
0.190000		0.000000		-0.002717
0.191000		0.000000		-0.002647
0.192000		0.000000		-0.002578
0.193000		0.000000		-0.002512
0.194000		0.000000		-0.002449
0.195000		0.000000		-0.002387
0.196000		0.000000		-0.002327
0.197000		0.000000		-0.002269
0.198000		0.000000		-0.002214
0.199000		0.000000		-0.002159
0.200000		0.000000		-0.002107
0.100000		0.010000		-0.088636
0.101000		0.010000		-0.083741
0.102000		0.010000		-0.079165
0.103000		0.010000		-0.074885
0.104000		0.010000		-0.070879
0.105000		0.010000		-0.067126
0.106000		0.010000		-0.063609
0.107000		0.010000		-0.060310
0.108000		0.010000		-0.057215
0.109000		0.010000		-0.054308
0.110000		0.010000		-0.051577
0.111000		0.010000		-0.049009
0.112000		0.010000		-0.046593
0.113000		0.010000		-0.044319
0.114000		0.010000		-0.042177
0.115000		0.010000		-0.040159
0.116000		0.010000		-0.038255
0.117000		0.010000		-0.036460
0.118000		0.010000		-0.034765
0.119000		0.010000		-0.033164
0.120000		0.010000		-0.031651
0.121000		0.010000		-0.030221
0.122000		0.010000		-0.028868
0.123000		0.010000		-0.027587
0.124000		0.010000		-0.026375
0.125000		0.010000		-0.025226
0.126000		0.010000		-0.024137
0.127000		0.010000		-0.023105
0.128000		0.010000		-0.022125
0.129000		0.010000		-0.021196
0.130000		0.010000		-0.020313
0.131000		0.010000		-0.019474
0.132000		0.010000		-0.018677
0.133000		0.010000		-0.017919
0.134000		0.010000		-0.017198
0.135000		0.010000		-0.016512
0.136000		0.010000		-0.015859
0.137000		0.010000		-0.015237
0.138000		0.010000		-0.014644
0.139000		0.010000		-0.014079
0.140000		0.010000		-0.013540
0.141000		0.010000		-0.013026
0.142000		0.010000		-0.012536
0.143000		0.010000		-0.012068
0.144000		0.010000		-0.011621
0.145000		0.010000		-0.011194
0.146000		0.010000		-0.010786
0.147000		0.010000		-0.010396
0.148000		0.010000		-0.010023
0.149000		0.010000		-0.009666
0.150000		0.010000		-0.009324
0.151000		0.010000		-0.008998
0.152000		0.010000		-0.008685
0.153000		0.010000		-0.008385
0.154000		0.010000		-0.008098
0.155000		0.010000		-0.007823
0.156000		0.010000		-0.007559
0.157000		0.010000		-0.007306
0.158000		0.010000		-0.007063
0.159000		0.010000		-0.006831
0.160000		0.010000		-0.006607
0.161000		0.010000		-0.006393
0.162000		0.010000		-0.006187
0.163000		0.010000		-0.005989
0.164000		0.010000		-0.005799
0.165000		0.010000		-0.005616
0.166000		0.010000		-0.005441
0.167000		0.010000		-0.005272
0.168000		0.010000		-0.005109
0.169000		0.010000		-0.004953
0.170000		0.010000		-0.004803
0.171000		0.010000		-0.004658
0.172000		0.010000		-0.004519
0.173000		0.010000		-0.004385
0.174000		0.010000		-0.004256
0.175000		0.010000		-0.004131
0.176000		0.010000		-0.004012
0.177000		0.010000		-0.003896
0.178000		0.010000		-0.003785
0.179000		0.010000		-0.003677
0.180000		0.010000		-0.003574
0.181000		0.010000		-0.003474
0.182000		0.010000		-0.003377
0.183000		0.010000		-0.003284
0.184000		0.010000		-0.003195
0.185000		0.010000		-0.003108
0.186000		0.010000		-0.003024
0.187000		0.010000		-0.002943
0.188000		0.010000		-0.002865
0.189000		0.010000		-0.002790
0.190000		0.010000		-0.002717
0.191000		0.010000		-0.002646
0.192000		0.010000		-0.002578
0.193000		0.010000		-0.002512
0.194000		0.010000		-0.002448
0.195000		0.010000		-0.002386
0.196000		0.010000		-0.002327
0.197000		0.010000		-0.002269
0.198000		0.010000		-0.002213
0.199000		0.010000		-0.002159
0.200000		0.010000		-0.002106
0.100000		0.020000		-0.088826
0.101000		0.020000		-0.083919
0.102000		0.020000		-0.079332
0.103000		0.020000		-0.075042
0.104000		0.020000		-0.071025
0.105000		0.020000		-0.067264
0.106000		0.020000		-0.063738
0.107000		0.020000		-0.060431
0.108000		0.020000		-0.057328
0.109000		0.020000		-0.054413
0.110000		0.020000		-0.051675
0.111000		0.020000		-0.049101
0.112000		0.020000		-0.046679
0.113000		0.020000		-0.044399
0.114000		0.020000		-0.042252
0.115000		0.020000		-0.040228
0.116000		0.020000		-0.038320
0.117000		0.020000		-0.036520
0.118000		0.020000		-0.034821
0.119000		0.020000		-0.033216
0.120000		0.020000		-0.031699
0.121000		0.020000		-0.030266
0.122000		0.020000		-0.028909
0.123000		0.020000		-0.027626
0.124000		0.020000		-0.026410
0.125000		0.020000		-0.025259
0.126000		0.020000		-0.024168
0.127000		0.020000		-0.023133
0.128000		0.020000		-0.022151
0.129000		0.020000		-0.021220
0.130000		0.020000		-0.020335
0.131000		0.020000		-0.019494
0.132000		0.020000		-0.018695
0.133000		0.020000		-0.017936
0.134000		0.020000		-0.017214
0.135000		0.020000		-0.016526
0.136000		0.020000		-0.015872
0.137000		0.020000		-0.015248
0.138000		0.020000		-0.014655
0.139000		0.020000		-0.014089
0.140000		0.020000		-0.013549
0.141000		0.020000		-0.013034
0.142000		0.020000		-0.012543
0.143000		0.020000		-0.012074
0.144000		0.020000		-0.011626
0.145000		0.020000		-0.011199
0.146000		0.020000		-0.010790
0.147000		0.020000		-0.010400
0.148000		0.020000		-0.010026
0.149000		0.020000		-0.009669
0.150000		0.020000		-0.009327
0.151000		0.020000		-0.009000
0.152000		0.020000		-0.008686
0.153000		0.020000		-0.008386
0.154000		0.020000		-0.008099
0.155000		0.020000		-0.007824
0.156000		0.020000		-0.007560
0.157000		0.020000		-0.007306
0.158000		0.020000		-0.007064
0.159000		0.020000		-0.006831
0.160000		0.020000		-0.006607
0.161000		0.020000		-0.006392
0.162000		0.020000		-0.006186
0.163000		0.020000		-0.005988
0.164000		0.020000		-0.005798
0.165000		0.020000		-0.005615
0.166000		0.020000		-0.005440
0.167000		0.020000		-0.005271
0.168000		0.020000		-0.005108
0.169000		0.020000		-0.004952
0.170000		0.020000		-0.004802
0.171000		0.020000		-0.004657
0.172000		0.020000		-0.004518
0.173000		0.020000		-0.004384
0.174000		0.020000		-0.004254
0.175000		0.020000		-0.004130
0.176000		0.020000		-0.004010
0.177000		0.020000		-0.003895
0.178000		0.020000		-0.003783
0.179000		0.020000		-0.003676
0.180000		0.020000		-0.003572
0.181000		0.020000		-0.003472
0.182000		0.020000		-0.003376
0.183000		0.020000		-0.003283
0.184000		0.020000		-0.003193
0.185000		0.020000		-0.003106
0.186000		0.020000		-0.003022
0.187000		0.020000		-0.002942
0.188000		0.020000		-0.002863
0.189000		0.020000		-0.002788
0.190000		0.020000		-0.002715
0.191000		0.020000		-0.002645
0.192000		0.020000		-0.002576
0.193000		0.020000		-0.002510
0.194000		0.020000		-0.002447
0.195000		0.020000		-0.002385
0.196000		0.020000		-0.002325
0.197000		0.020000		-0.002268
0.198000		0.020000		-0.002212
0.199000		0.020000		-0.002157
0.200000		0.020000		-0.002105
0.100000		0.030000		-0.089131
0.101000		0.030000		-0.084206
0.102000		0.030000		-0.079602
0.103000		0.030000		-0.075295
0.104000		0.030000		-0.071263
0.105000		0.030000		-0.067486
0.106000		0.030000		-0.063946
0.107000		0.030000		-0.060626
0.108000		0.030000		-0.057510
0.109000		0.030000		-0.054584
0.110000		0.030000		-0.051835
0.111000		0.030000		-0.049250
0.112000		0.030000		-0.046818
