101
81
T [GeV]		muB [GeV]		betaV_over_T3 [fm^-3 / GeV^3]
0.194000		0.070000		5.804509
0.195000		0.070000		5.996412
0.196000		0.070000		6.192949
0.197000		0.070000		6.394182
0.198000		0.070000		6.600173
0.199000		0.070000		6.810985
0.200000		0.070000		7.026679
0.100000		0.080000		0.034523
0.101000		0.080000		0.037928
0.102000		0.080000		0.041602
0.103000		0.080000		0.045563
0.104000		0.080000		0.049827
0.105000		0.080000		0.054410
0.106000		0.080000		0.059332
0.107000		0.080000		0.064610
0.108000		0.080000		0.070265
0.109000		0.080000		0.076315
0.110000		0.080000		0.082781
0.111000		0.080000		0.089685
0.112000		0.080000		0.097049
0.113000		0.080000		0.104895
0.114000		0.080000		0.113247
0.115000		0.080000		0.122128
0.116000		0.080000		0.131564
0.117000		0.080000		0.141580
0.118000		0.080000		0.152202
0.119000		0.080000		0.163457
0.120000		0.080000		0.175374
0.121000		0.080000		0.187980
0.122000		0.080000		0.201305
0.123000		0.080000		0.215378
0.124000		0.080000		0.230231
0.125000		0.080000		0.245896
0.126000		0.080000		0.262404
0.127000		0.080000		0.279788
0.128000		0.080000		0.298083
0.129000		0.080000		0.317323
0.130000		0.080000		0.337544
0.131000		0.080000		0.358782
0.132000		0.080000		0.381074
0.133000		0.080000		0.404457
0.134000		0.080000		0.428971
0.135000		0.080000		0.454655
0.136000		0.080000		0.481549
0.137000		0.080000		0.509694
0.138000		0.080000		0.539131
0.139000		0.080000		0.569904
0.140000		0.080000		0.602056
0.141000		0.080000		0.635630
0.142000		0.080000		0.670671
0.143000		0.080000		0.707225
0.144000		0.080000		0.745339
0.145000		0.080000		0.785059
0.146000		0.080000		0.826433
0.147000		0.080000		0.869509
0.148000		0.080000		0.914337
0.149000		0.080000		0.960967
0.150000		0.080000		1.009448
0.151000		0.080000		1.059833
0.152000		0.080000		1.112174
0.153000		0.080000		1.166522
0.154000		0.080000		1.222930
0.155000		0.080000		1.281454
0.156000		0.080000		1.342146
0.157000		0.080000		1.405062
0.158000		0.080000		1.470258
0.159000		0.080000		1.537789
0.160000		0.080000		1.607712
0.161000		0.080000		1.680085
0.162000		0.080000		1.754964
0.163000		0.080000		1.832408
0.164000		0.080000		1.912476
0.165000		0.080000		1.995226
0.166000		0.080000		2.080718
0.167000		0.080000		2.169012
0.168000		0.080000		2.260167
0.169000		0.080000		2.354246
0.170000		0.080000		2.451307
0.171000		0.080000		2.551414
0.172000		0.080000		2.654626
0.173000		0.080000		2.761007
0.174000		0.080000		2.870619
0.175000		0.080000		2.983523
0.176000		0.080000		3.099782
0.177000		0.080000		3.219459
0.178000		0.080000		3.342617
0.179000		0.080000		3.469319
0.180000		0.080000		3.599629
0.181000		0.080000		3.733609
0.182000		0.080000		3.871324
0.183000		0.080000		4.012836
0.184000		0.080000		4.158210
0.185000		0.080000		4.307510
0.186000		0.080000		4.460798
0.187000		0.080000		4.618138
0.188000		0.080000		4.779595
0.189000		0.080000		4.945231
0.190000		0.080000		5.115110
0.191000		0.080000		5.289297
0.192000		0.080000		5.467853
0.193000		0.080000		5.650843
0.194000		0.080000		5.838329
0.195000		0.080000		6.030374
0.196000		0.080000		6.227041
0.197000		0.080000		6.428393
0.198000		0.080000		6.634492
0.199000		0.080000		6.845400
0.200000		0.080000		7.061178
0.100000		0.090000		0.036866
0.101000		0.090000		0.040448
0.102000		0.090000		0.044310
0.103000		0.090000		0.048468
0.104000		0.090000		0.052937
0.105000		0.090000		0.057736
0.106000		0.090000		0.062883
0.107000		0.090000		0.068396
0.108000		0.090000		0.074295
