event:
4 38.676872 5.333402 -1.756295 2.031995 1 3
-4 28.726537 6.844280 -0.482419 5.376006 1 3
4 3.051480 5.871322 -1.323478 3.224410 2 58
event:
-4 23.225067 5.247339 -1.696728 0.423857 1 3
4 21.850256 4.693046 0.041432 3.893880 1 3
event:
-5 29.913950 7.885109 0.211687 0.182582 1 3
5 21.871400 5.757604 0.603377 3.374060 1 3
-4 9.665230 10.704316 2.259175 3.560870 2 27
event:
-5 28.146328 10.072342 -0.497210 0.197455 1 3
5 21.230218 6.535179 -0.047363 3.324011 1 3
event:
-4 34.243600 2.072590 0.846973 3.606300 1 3
4 29.136100 2.256209 -0.964414 1.341490 1 3
-4 6.027050 1.500086 -0.009911 5.320180 3 17
event:
-5 19.737300 8.614107 -1.117931 5.777950 1 3
5 19.734600 6.092203 0.690647 2.682350 1 3
event:
-4 30.479349 2.825067 1.014555 1.662443 1 3
4 29.957590 24.980998 3.114794 4.774361 1 3
event:
-5 24.703970 7.308200 -0.476995 5.510303 1 3
5 21.092233 5.709049 0.279166 2.554772 1 3
event:
4 25.277891 2.338526 -0.629357 4.320138 1 3
-4 22.398500 1.581205 -0.327604 1.195140 1 3
event:
5 40.018162 16.404312 0.905017 4.961053 1 3
-5 34.261000 8.597631 -1.161482 2.457610 1 3
event:
4 24.332200 1.527856 -0.189353 5.970920 1 3
-4 22.734800 1.500729 0.003274 3.221300 1 3
event:
5 49.033820 10.839893 -0.302692 1.837892 1 3
-5 43.010066 13.683270 0.005333 5.005031 1 3
event:
-4 20.808379 10.097584 2.123731 3.130029 1 3
4 9.851010 2.605486 1.122233 0.354629 1 3
event:
-5 22.572799 38.165759 2.033677 3.322625 1 3
5 22.450265 19.223642 1.594833 0.548300 1 3
event:
4 23.598406 2.822168 -0.267449 4.988126 1 3
-4 23.167714 4.746408 -0.171930 1.703240 1 3
event:
5 33.866900 12.648932 1.563806 6.118820 1 3
-5 17.971600 7.562349 0.965129 2.628790 1 3
event:
-4 25.787500 1.579521 -0.324750 5.838800 1 3
4 20.970800 4.425876 1.725145 2.512490 1 3
event:
4 28.818500 1.823652 -0.644619 2.531060 1 3
-4 28.501855 7.788729 0.364505 6.140288 1 3
event:
event:
-5 36.592100 8.101244 1.095008 6.092470 1 3
5 30.876300 7.446053 -0.985282 3.112280 1 3
event:
-5 31.475253 15.098997 1.442122 3.677296 1 3
5 16.906500 20.271590 1.693818 0.972730 1 3
event:
-4 22.138100 19.728993 -2.976869 0.410793 1 3
4 16.394500 2.828746 -1.236687 3.439330 1 3
event:
5 50.931836 9.415104 -0.239254 1.429105 1 3
-5 25.897545 9.514067 0.230179 4.628876 1 3
event:
-5 32.960922 12.142295 -1.241738 0.005809 1 3
5 16.145000 13.703992 -1.460831 2.793330 1 3
event:
-5 25.073677 7.680261 0.354854 2.227998 1 3
5 21.854700 5.609888 0.556716 4.936050 1 3
event:
-4 35.646100 14.817751 -2.901647 5.975530 1 3
4 32.453511 13.250530 -2.397560 2.917286 1 3
event:
4 25.588781 8.091776 -2.099819 3.808548 1 3
-4 21.476300 1.511236 -0.121876 1.391840 1 3
event:
4 23.318660 4.101189 0.129327 5.565810 1 3
-4 23.053700 1.505891 -0.078030 2.476180 1 3
event:
-5 18.605300 19.758664 -1.731896 0.008149 1 3
5 12.247400 5.906251 0.607747 4.018910 1 3
event:
5 19.058900 6.495523 -0.781090 0.844383 1 3
-5 10.956400 6.994071 0.803854 3.905640 1 3
-4 2.219470 4.923963 -1.069155 4.673190 3 66
event:
-5 28.108900 5.174363 -0.386204 4.351590 1 3
5 14.708800 5.139194 0.353599 1.388380 1 3
event:
5 42.027400 6.934577 0.901623 6.179750 1 3
-5 38.878100 4.897618 0.199213 3.282570 1 3
5 9.465880 4.894513 -0.176166 0.934521 3 11
-5 9.433980 4.829057 -0.098062 2.628030 3 11
event:
-4 22.098500 1.600012 0.362719 4.825950 1 3
4 16.822000 4.214305 1.664025 1.415510 1 3
event:
-5 20.906400 33.556436 2.008547 1.161900 1 3
5 11.812745 6.718799 -0.176261 4.470437 1 3
event:
5 26.455700 5.348506 0.464727 4.709870 1 3
-5 25.878300 8.012515 -1.064018 1.529640 1 3
-4 4.936560 1.500039 0.007032 0.213456 3 27
event:
4 19.930400 1.828997 0.648297 0.809454 1 3
-4 18.745256 4.098416 1.120782 3.872327 1 3
event:
5 21.496300 4.869682 -0.165903 4.037490 1 3
-5 21.251200 10.001480 -1.277213 1.184770 1 3
event:
-4 54.034459 4.791722 0.137672 0.863311 1 3
4 29.855227 2.546643 0.218294 4.480348 1 3
event:
5 26.392100 5.523789 -0.532078 1.597680 1 3
-5 19.451800 4.870435 0.166302 4.670590 1 3
event:
-5 35.128318 70.304543 2.459292 4.623521 1 3
5 24.969600 14.171605 1.615650 1.469080 1 3
event:
5 37.528206 21.310714 1.759311 4.439236 1 3
-5 32.018420 6.953913 0.608245 1.234032 1 3
event:
5 22.422000 66.480082 2.190711 5.993700 1 3
-5 22.097000 50.149623 2.140653 3.046030 1 3
event:
4 33.179415 6.299384 -1.913064 1.704846 1 3
-4 26.779317 2.086590 0.046740 4.522919 1 3
event:
-5 23.135628 7.550986 -0.698227 3.676781 1 3
5 21.293301 8.188329 0.052245 0.514052 1 3
event:
4 18.747000 2.257278 0.962096 6.232340 1 3
-4 17.856600 1.551823 -0.259373 3.461000 1 3
event:
4 42.504671 7.386515 1.227740 1.002710 1 3
-4 27.900301 4.328976 1.586714 3.847325 1 3
4 2.358670 1.616708 0.325864 0.790325 3 78
event:
-5 55.316100 4.815745 -0.082610 2.389020 1 3
5 36.854179 16.653451 -1.176703 5.538478 1 3
event:
4 39.077612 10.170305 -1.780012 5.758228 1 3
-4 30.441361 11.093586 -2.553509 2.786293 1 3
event:
-4 40.162033 13.232435 -0.262073 0.662597 1 3
4 37.845571 11.050012 -1.051565 4.049762 1 3
event:
-4 25.999950 5.332788 -1.460462 4.428107 1 3
4 24.404668 5.709446 1.188116 1.352295 1 3
event:
4 25.373411 7.656868 -1.099524 2.025464 1 3
-4 19.411642 4.762006 -0.467842 5.475682 1 3
event:
5 25.220400 69.225787 -2.297551 4.779700 1 3
-5 24.869149 57.803289 -2.176678 1.494656 1 3
event:
5 27.839614 20.077542 -1.771965 2.605695 1 3
-5 23.318400 14.165372 -1.599053 5.662650 1 3
event:
