80
180
L [fm^-1]		aL		c3_vah1 [...]
0.600000		0.200000		-1020.803600
0.608228		0.200000		-910.524917
0.616456		0.200000		-812.757258
0.624684		0.200000		-726.008175
0.632911		0.200000		-648.973816
0.641139		0.200000		-580.513428
0.649367		0.200000		-519.627568
0.657595		0.200000		-465.439455
0.665823		0.200000		-417.178956
0.674051		0.200000		-374.168829
0.682278		0.200000		-335.812861
0.690506		0.200000		-301.585625
0.698734		0.200000		-271.023626
0.706962		0.200000		-243.717625
0.715190		0.200000		-219.305972
0.723418		0.200000		-197.468811
0.731646		0.200000		-177.923033
0.739873		0.200000		-160.417870
0.748101		0.200000		-144.731049
0.756329		0.200000		-130.665420
0.764557		0.200000		-118.046013
0.772785		0.200000		-106.717444
0.781013		0.200000		-96.541647
0.789241		0.200000		-87.395876
0.797468		0.200000		-79.170944
0.805696		0.200000		-71.769676
0.813924		0.200000		-65.105544
0.822152		0.200000		-59.101462
0.830380		0.200000		-53.688720
0.838608		0.200000		-48.806048
0.846835		0.200000		-44.398780
0.855063		0.200000		-40.418120
0.863291		0.200000		-36.820492
0.871519		0.200000		-33.566962
0.879747		0.200000		-30.622726
0.887975		0.200000		-27.956658
0.896203		0.200000		-25.540907
0.904430		0.200000		-23.350541
0.912658		0.200000		-21.363228
0.920886		0.200000		-19.558956
0.929114		0.200000		-17.919784
0.937342		0.200000		-16.429617
0.945570		0.200000		-15.074011
0.953797		0.200000		-13.839994
0.962025		0.200000		-12.715913
0.970253		0.200000		-11.691290
0.978481		0.200000		-10.756705
0.986709		0.200000		-9.903676
0.994937		0.200000		-9.124570
1.003165		0.200000		-8.412507
1.011392		0.200000		-7.761286
1.019620		0.200000		-7.165316
1.027848		0.200000		-6.619548
1.036076		0.200000		-6.119426
1.044304		0.200000		-5.660831
1.052532		0.200000		-5.240041
1.060759		0.200000		-4.853689
1.068987		0.200000		-4.498727
1.077215		0.200000		-4.172395
1.085443		0.200000		-3.872192
1.093671		0.200000		-3.595850
1.101899		0.200000		-3.341313
1.110127		0.200000		-3.106711
1.118354		0.200000		-2.890350
1.126582		0.200000		-2.690687
1.134810		0.200000		-2.506320
1.143038		0.200000		-2.335973
1.151266		0.200000		-2.178485
1.159494		0.200000		-2.032798
1.167722		0.200000		-1.897947
1.175949		0.200000		-1.773053
1.184177		0.200000		-1.657311
1.192405		0.200000		-1.549990
1.200633		0.200000		-1.450419
1.208861		0.200000		-1.357986
1.217089		0.200000		-1.272130
1.225316		0.200000		-1.192339
1.233544		0.200000		-1.118143
1.241772		0.200000		-1.049112
1.250000		0.200000		-0.984852
0.600000		0.210056		-882.781775
0.608228		0.210056		-787.399831
0.616456		0.210056		-702.840090
0.624684		0.210056		-627.811494
0.632911		0.210056		-561.186129
0.641139		0.210056		-501.977171
0.649367		0.210056		-449.320041
0.657595		0.210056		-402.456267
0.665823		0.210056		-360.719643
0.674051		0.210056		-323.524319
0.682278		0.210056		-290.354540
0.690506		0.210056		-260.755793
0.698734		0.210056		-234.327139
0.706962		0.210056		-210.714576
0.715190		0.210056		-189.605271
0.723418		0.210056		-170.722548
0.731646		0.210056		-153.821522
0.739873		0.210056		-138.685282
0.748101		0.210056		-125.121569
0.756329		0.210056		-112.959859
0.764557		0.210056		-102.048814
0.772785		0.210056		-92.254038
0.781013		0.210056		-83.456119
0.789241		0.210056		-75.548894
0.797468		0.210056		-68.437929
0.805696		0.210056		-62.039183
0.813924		0.210056		-56.277824
0.822152		0.210056		-51.087185
0.830380		0.210056		-46.407846
0.838608		0.210056		-42.186821
0.846835		0.210056		-38.376836
0.855063		0.210056		-34.935697
0.863291		0.210056		-31.825720
0.871519		0.210056		-29.013238
0.879747		0.210056		-26.468158
0.887975		0.210056		-24.163565
0.896203		0.210056		-22.075377
0.904430		0.210056		-20.182036
0.912658		0.210056		-18.464234
0.920886		0.210056		-16.904668
0.929114		0.210056		-15.487825
0.937342		0.210056		-14.199792
0.945570		0.210056		-13.028078
0.953797		0.210056		-11.961471
0.962025		0.210056		-10.989894
0.970253		0.210056		-10.104292
0.978481		0.210056		-9.296516
0.986709		0.210056		-8.559239
0.994937		0.210056		-7.885858
1.003165		0.210056		-7.270427
1.011392		0.210056		-6.707586
1.019620		0.210056		-6.192501
1.027848		0.210056		-5.720809
1.036076		0.210056		-5.288569
1.044304		0.210056		-4.892222
1.052532		0.210056		-4.528551
1.060759		0.210056		-4.194646
1.068987		0.210056		-3.887871
1.077215		0.210056		-3.605840
1.085443		0.210056		-3.346393
1.093671		0.210056		-3.107569
1.101899		0.210056		-2.887589
1.110127		0.210056		-2.684840
1.118354		0.210056		-2.497855
1.126582		0.210056		-2.325302
1.134810		0.210056		-2.165969
1.143038		0.210056		-2.018752
1.151266		0.210056		-1.882650
1.159494		0.210056		-1.756745
1.167722		0.210056		-1.640206
1.175949		0.210056		-1.532271
1.184177		0.210056		-1.432247
1.192405		0.210056		-1.339500
1.200633		0.210056		-1.253451
1.208861		0.210056		-1.173570
1.217089		0.210056		-1.099374
1.225316		0.210056		-1.030419
1.233544		0.210056		-0.966299
1.241772		0.210056		-0.906643
1.250000		0.210056		-0.851109
0.600000		0.220112		-768.745038
0.608228		0.220112		-685.671898
0.616456		0.220112		-612.025469
0.624684		0.220112		-546.681107
0.632911		0.220112		-488.656278
0.641139		0.220112		-437.091356
0.649367		0.220112		-391.233202
0.657595		0.220112		-350.421110
0.665823		0.220112		-314.074749
0.674051		0.220112		-281.683787
0.682278		0.220112		-252.798959
0.690506		0.220112		-227.024344
0.698734		0.220112		-204.010698
0.706962		0.220112		-183.449661
0.715190		0.220112		-165.068741
0.723418		0.220112		-148.626940
0.731646		0.220112		-133.910956
0.739873		0.220112		-120.731857
0.748101		0.220112		-108.922185
0.756329		0.220112		-98.333415
0.764557		0.220112		-88.833736
0.772785		0.220112		-80.306097
0.781013		0.220112		-72.646494
0.789241		0.220112		-65.762469
0.797468		0.220112		-59.571780
0.805696		0.220112		-54.001235
0.813924		0.220112		-48.985666
0.822152		0.220112		-44.467015
0.830380		0.220112		-40.393539
0.838608		0.220112		-36.719094
0.846835		0.220112		-33.402517
0.855063		0.220112		-30.407064
0.863291		0.220112		-27.699922
0.871519		0.220112		-25.251777
0.879747		0.220112		-23.036425
0.887975		0.220112		-21.030430
0.896203		0.220112		-19.212826
0.904430		0.220112		-17.564841
0.912658		0.220112		-16.069666
0.920886		0.220112		-14.712235
0.929114		0.220112		-13.479045
0.937342		0.220112		-12.357979
0.945570		0.220112		-11.338165
0.953797		0.220112		-10.409841
0.962025		0.220112		-9.564236
0.970253		0.220112		-8.793465
0.978481		0.220112		-8.090436
0.986709		0.220112		-7.448769
0.994937		0.220112		-6.862717
1.003165		0.220112		-6.327104
1.011392		0.220112		-5.837265
1.019620		0.220112		-5.388990
1.027848		0.220112		-4.978482
1.036076		0.220112		-4.602313
1.044304		0.220112		-4.257382
1.052532		0.220112		-3.940891
1.060759		0.220112		-3.650304
1.068987		0.220112		-3.383330
1.077215		0.220112		-3.137892
1.085443		0.220112		-2.912108
1.093671		0.220112		-2.704272
1.101899		0.220112		-2.512836
1.110127		0.220112		-2.336396
1.118354		0.220112		-2.173675
1.126582		0.220112		-2.023513
1.134810		0.220112		-1.884857
1.143038		0.220112		-1.756745
1.151266		0.220112		-1.638305
1.159494		0.220112		-1.528741
1.167722		0.220112		-1.427326
1.175949		0.220112		-1.333399
1.184177		0.220112		-1.246357
1.192405		0.220112		-1.165647
1.200633		0.220112		-1.090766
1.208861		0.220112		-1.021253
1.217089		0.220112		-0.956687
1.225316		0.220112		-0.896682
1.233544		0.220112		-0.840885
1.241772		0.220112		-0.788972
1.250000		0.220112		-0.740646
0.600000		0.230168		-673.691158
0.608228		0.230168		-600.878549
0.616456		0.230168		-536.329328
0.624684		0.230168		-479.057575
0.632911		0.230168		-428.201957
0.641139		0.230168		-383.008884
0.649367		0.230168		-342.818119
0.657595		0.230168		-307.050458
0.665823		0.230168		-275.197160
0.674051		0.230168		-246.810851
0.682278		0.230168		-221.497690
0.690506		0.230168		-198.910608
0.698734		0.230168		-178.743450
0.706962		0.230168		-160.725909
0.715190		0.230168		-144.619119
0.723418		0.230168		-130.211829
0.731646		0.230168		-117.317062
0.739873		0.230168		-105.769212
0.748101		0.230168		-95.421494
0.756329		0.230168		-86.143724
0.764557		0.230168		-77.820366
0.772785		0.230168		-70.348827
0.781013		0.230168		-63.637952
0.789241		0.230168		-57.606704
0.797468		0.230168		-52.183003
0.805696		0.230168		-47.302703
0.813924		0.230168		-42.908689
0.822152		0.230168		-38.950082
0.830380		0.230168		-35.381534
0.838608		0.230168		-32.162610
0.846835		0.230168		-29.257234
0.855063		0.230168		-26.633210
0.863291		0.230168		-24.261783
0.871519		0.230168		-22.117267
0.879747		0.230168		-20.176698
0.887975		0.230168		-18.419545
0.896203		0.230168		-16.827433
0.904430		0.230168		-15.383916
0.912658		0.230168		-14.074267
0.920886		0.230168		-12.885284
0.929114		0.230168		-11.805137
0.937342		0.230168		-10.823210
0.945570		0.230168		-9.929979
0.953797		0.230168		-9.116890
0.962025		0.230168		-8.376259
0.970253		0.230168		-7.701179
0.978481		0.230168		-7.085436
0.986709		0.230168		-6.523442
0.994937		0.230168		-6.010162
1.003165		0.230168		-5.541061
1.011392		0.230168		-5.112053
1.019620		0.230168		-4.719451
1.027848		0.230168		-4.359929
1.036076		0.230168		-4.030481
1.044304		0.230168		-3.728395
1.052532		0.230168		-3.451217
1.060759		0.230168		-3.196727
1.068987		0.230168		-2.962919
1.077215		0.230168		-2.747971
1.085443		0.230168		-2.550238
1.093671		0.230168		-2.368223
1.101899		0.230168		-2.200572
1.110127		0.230168		-2.046054
1.118354		0.230168		-1.903551
1.126582		0.230168		-1.772048
1.134810		0.230168		-1.650621
1.143038		0.230168		-1.538428
1.151266		0.230168		-1.434706
1.159494		0.230168		-1.338757
1.167722		0.230168		-1.249945
1.175949		0.230168		-1.167690
1.184177		0.230168		-1.091465
1.192405		0.230168		-1.020785
1.200633		0.230168		-0.955210
1.208861		0.230168		-0.894336
1.217089		0.230168		-0.837794
1.225316		0.230168		-0.785247
1.233544		0.230168		-0.736384
1.241772		0.230168		-0.690923
1.250000		0.230168		-0.648603
0.600000		0.240223		-593.820241
0.608228		0.240223		-529.629852
0.616456		0.240223		-472.725225
0.624684		0.240223		-422.237030
0.632911		0.240223		-377.405785
0.641139		0.240223		-337.567012
0.649367		0.240223		-302.138548
0.657595		0.240223		-270.609683
0.665823		0.240223		-242.531839
0.674051		0.240223		-217.510550
0.682278		0.240223		-195.198556
0.690506		0.240223		-175.289838
0.698734		0.240223		-157.514456
0.706962		0.240223		-141.634080
0.715190		0.240223		-127.438105
0.723418		0.240223		-114.740273
0.731646		0.240223		-103.375736
0.739873		0.240223		-93.198486
0.748101		0.240223		-84.079112
0.756329		0.240223		-75.902842
0.764557		0.240223		-68.567820
0.772785		0.240223		-61.983599
0.781013		0.240223		-56.069822
0.789241		0.240223		-50.755050
