80
180
L [fm^-1]		aL		c3_vah1 [...]
0.797468		0.240223		-45.975742
0.805696		0.240223		-41.675352
0.813924		0.240223		-37.803535
0.822152		0.240223		-34.315442
0.830380		0.240223		-31.171100
0.838608		0.240223		-28.334869
0.846835		0.240223		-25.774952
0.855063		0.240223		-23.462969
0.863291		0.240223		-21.373578
0.871519		0.240223		-19.484139
0.879747		0.240223		-17.774415
0.887975		0.240223		-16.226308
0.896203		0.240223		-14.823628
0.904430		0.240223		-13.551881
0.912658		0.240223		-12.398085
0.920886		0.240223		-11.350610
0.929114		0.240223		-10.399028
0.937342		0.240223		-9.533986
0.945570		0.240223		-8.747090
0.953797		0.240223		-8.030804
0.962025		0.240223		-7.378355
0.970253		0.240223		-6.783658
0.978481		0.240223		-6.241239
0.986709		0.240223		-5.746172
0.994937		0.240223		-5.294022
1.003165		0.240223		-4.880793
1.011392		0.240223		-4.502885
1.019620		0.240223		-4.157049
1.027848		0.240223		-3.840354
1.036076		0.240223		-3.550153
1.044304		0.240223		-3.284056
1.052532		0.240223		-3.039901
1.060759		0.240223		-2.815734
1.068987		0.240223		-2.609784
1.077215		0.240223		-2.420449
1.085443		0.240223		-2.246277
1.093671		0.240223		-2.085952
1.101899		0.240223		-1.938280
1.110127		0.240223		-1.802176
1.118354		0.240223		-1.676657
1.126582		0.240223		-1.560826
1.134810		0.240223		-1.453870
1.143038		0.240223		-1.355050
1.151266		0.240223		-1.263690
1.159494		0.240223		-1.179177
1.167722		0.240223		-1.100951
1.175949		0.240223		-1.028501
1.184177		0.240223		-0.961361
1.192405		0.240223		-0.899107
1.200633		0.240223		-0.841348
1.208861		0.240223		-0.787731
1.217089		0.240223		-0.737929
1.225316		0.240223		-0.691645
1.233544		0.240223		-0.648607
1.241772		0.240223		-0.608565
1.250000		0.240223		-0.571291
0.600000		0.250279		-526.210540
0.608228		0.250279		-469.319280
0.616456		0.250279		-418.886135
0.624684		0.250279		-374.140475
0.632911		0.250279		-334.409049
0.641139		0.250279		-299.102821
0.649367		0.250279		-267.705728
0.657595		0.250279		-239.765048
0.665823		0.250279		-214.883136
0.674051		0.250279		-192.710321
0.682278		0.250279		-172.938777
0.690506		0.250279		-155.297239
0.698734		0.250279		-139.546428
0.706962		0.250279		-125.475083
0.715190		0.250279		-112.896525
0.723418		0.250279		-101.645659
0.731646		0.250279		-91.576367
0.739873		0.250279		-82.559232
0.748101		0.250279		-74.479555
0.756329		0.250279		-67.235609
0.764557		0.250279		-60.737117
0.772785		0.250279		-54.903920
0.781013		0.250279		-49.664797
0.789241		0.250279		-44.956435
0.797468		0.250279		-40.722523
0.805696		0.250279		-36.912950
0.813924		0.250279		-33.483098
0.822152		0.250279		-30.393223
0.830380		0.250279		-27.607905
0.838608		0.250279		-25.095560
0.846835		0.250279		-22.828013
0.855063		0.250279		-20.780117
0.863291		0.250279		-18.929417
0.871519		0.250279		-17.255852
0.879747		0.250279		-15.741491
0.887975		0.250279		-14.370301
0.896203		0.250279		-13.127934
0.904430		0.250279		-12.001552
0.912658		0.250279		-10.979652
0.920886		0.250279		-10.051930
0.929114		0.250279		-9.209149
0.937342		0.250279		-8.443022
0.945570		0.250279		-7.746113
0.953797		0.250279		-7.111745
0.962025		0.250279		-6.533921
0.970253		0.250279		-6.007248
0.978481		0.250279		-5.526878
0.986709		0.250279		-5.088447
0.994937		0.250279		-4.688027
1.003165		0.250279		-4.322078
1.011392		0.250279		-3.987411
1.019620		0.250279		-3.681149
1.027848		0.250279		-3.400696
1.036076		0.250279		-3.143706
1.044304		0.250279		-2.908064
1.052532		0.250279		-2.691854
1.060759		0.250279		-2.493344
1.068987		0.250279		-2.310968
1.077215		0.250279		-2.143306
1.085443		0.250279		-1.989073
1.093671		0.250279		-1.847102
1.101899		0.250279		-1.716335
1.110127		0.250279		-1.595814
1.118354		0.250279		-1.484665
1.126582		0.250279		-1.382096
1.134810		0.250279		-1.287386
1.143038		0.250279		-1.199881
1.151266		0.250279		-1.118982
1.159494		0.250279		-1.044146
1.167722		0.250279		-0.974877
1.175949		0.250279		-0.910723
1.184177		0.250279		-0.851272
1.192405		0.250279		-0.796147
1.200633		0.250279		-0.745002
1.208861		0.250279		-0.697525
1.217089		0.250279		-0.653426
1.225316		0.250279		-0.612443
1.233544		0.250279		-0.574334
1.241772		0.250279		-0.538878
1.250000		0.250279		-0.505872
0.600000		0.260335		-468.590444
0.608228		0.260335		-417.920310
0.616456		0.260335		-373.002840
0.624684		0.260335		-333.151535
0.632911		0.260335		-297.766643
0.641139		0.260335		-266.323436
0.649367		0.260335		-238.362191
0.657595		0.260335		-213.479614
0.665823		0.260335		-191.321476
0.674051		0.260335		-171.576285
0.682278		0.260335		-153.969830
0.690506		0.260335		-138.260469
0.698734		0.260335		-124.235055
0.706962		0.260335		-111.705404
0.715190		0.260335		-100.505229
0.723418		0.260335		-90.487471
0.731646		0.260335		-81.521978
0.739873		0.260335		-73.493479
0.748101		0.260335		-66.299807
0.756329		0.260335		-59.850357
0.764557		0.260335		-54.064724
0.772785		0.260335		-48.871511
0.781013		0.260335		-44.207289
0.789241		0.260335		-40.015670
0.797468		0.260335		-36.246505
0.805696		0.260335		-32.855163
0.813924		0.260335		-29.801914
0.822152		0.260335		-27.051362
0.830380		0.260335		-24.571966
0.838608		0.260335		-22.335600
0.846835		0.260335		-20.317176
0.855063		0.260335		-18.494301
0.863291		0.260335		-16.846980
0.871519		0.260335		-15.357352
0.879747		0.260335		-14.009451
0.887975		0.260335		-12.789001
0.896203		0.260335		-11.683228
0.904430		0.260335		-10.680701
0.912658		0.260335		-9.771180
0.920886		0.260335		-8.945491
0.929114		0.260335		-8.195409
0.937342		0.260335		-7.513558
0.945570		0.260335		-6.893319
0.953797		0.260335		-6.328746
0.962025		0.260335		-5.814501
0.970253		0.260335		-5.345784
0.978481		0.260335		-4.918279
0.986709		0.260335		-4.528101
0.994937		0.260335		-4.171753
1.003165		0.260335		-3.846086
1.011392		0.260335		-3.548260
1.019620		0.260335		-3.275713
1.027848		0.260335		-3.026136
1.036076		0.260335		-2.797442
1.044304		0.260335		-2.587745
1.052532		0.260335		-2.395342
1.060759		0.260335		-2.218692
1.068987		0.260335		-2.056400
1.077215		0.260335		-1.907202
1.085443		0.260335		-1.769955
1.093671		0.260335		-1.643620
1.101899		0.260335		-1.527256
1.110127		0.260335		-1.420009
1.118354		0.260335		-1.321103
1.126582		0.260335		-1.229833
1.134810		0.260335		-1.145556
1.143038		0.260335		-1.067690
1.151266		0.260335		-0.995703
1.159494		0.260335		-0.929111
1.167722		0.260335		-0.867473
1.175949		0.260335		-0.810387
1.184177		0.260335		-0.757486
1.192405		0.260335		-0.708434
1.200633		0.260335		-0.662924
1.208861		0.260335		-0.620678
1.217089		0.260335		-0.581438
1.225316		0.260335		-0.544970
1.233544		0.260335		-0.511060
1.241772		0.260335		-0.479510
1.250000		0.260335		-0.450141
0.600000		0.270391		-419.175709
0.608228		0.270391		-373.841206
0.616456		0.270391		-333.654293
0.624684		0.270391		-298.000633
0.632911		0.270391		-266.343519
0.641139		0.270391		-238.213378
0.649367		0.270391		-213.198815
0.657595		0.270391		-190.938930
0.665823		0.270391		-171.116734
0.674051		0.270391		-153.453484
0.682278		0.270391		-137.703799
0.690506		0.270391		-123.651448
0.698734		0.270391		-111.105697
0.706962		0.270391		-99.898154
0.715190		0.270391		-89.880025
0.723418		0.270391		-80.919720
0.731646		0.270391		-72.900782
0.739873		0.270391		-65.720068
0.748101		0.270391		-59.286167
0.756329		0.270391		-53.518009
0.764557		0.270391		-48.343655
0.772785		0.270391		-43.699227
0.781013		0.270391		-39.527975
0.789241		0.270391		-35.779453
0.797468		0.270391		-32.408792
0.805696		0.270391		-29.376069
0.813924		0.270391		-26.645739
0.822152		0.270391		-24.186138
0.830380		0.270391		-21.969050
0.838608		0.270391		-19.969317
0.846835		0.270391		-18.164495
0.855063		0.270391		-16.534556
0.863291		0.270391		-15.061615
0.871519		0.270391		-13.729694
0.879747		0.270391		-12.524515
0.887975		0.270391		-11.433307
0.896203		0.270391		-10.444647
0.904430		0.270391		-9.548310
0.912658		0.270391		-8.735138
0.920886		0.270391		-7.996928
0.929114		0.270391		-7.326323
0.937342		0.270391		-6.716726
0.945570		0.270391		-6.162219
0.953797		0.270391		-5.657484
0.962025		0.270391		-5.197748
0.970253		0.270391		-4.778718
0.978481		0.270391		-4.396535
0.986709		0.270391		-4.047725
0.994937		0.270391		-3.729162
1.003165		0.270391		-3.438028
1.011392		0.270391		-3.171786
1.019620		0.270391		-2.928144
1.027848		0.270391		-2.705037
1.036076		0.270391		-2.500599
1.044304		0.270391		-2.313146
1.052532		0.270391		-2.141153
1.060759		0.270391		-1.983243
1.068987		0.270391		-1.838168
1.077215		0.270391		-1.704799
1.085443		0.270391		-1.582114
1.093671		0.270391		-1.469184
1.101899		0.270391		-1.365167
1.110127		0.270391		-1.269300
1.118354		0.270391		-1.180890
1.126582		0.270391		-1.099305
1.134810		0.270391		-1.023972
1.143038		0.270391		-0.954369
1.151266		0.270391		-0.890022
1.159494		0.270391		-0.830497
1.167722		0.270391		-0.775402
1.175949		0.270391		-0.724374
1.184177		0.270391		-0.677088
1.192405		0.270391		-0.633242
1.200633		0.270391		-0.592563
1.208861		0.270391		-0.554800
1.217089		0.270391		-0.519725
1.225316		0.270391		-0.487129
1.233544		0.270391		-0.456818
1.241772		0.270391		-0.428617
1.250000		0.270391		-0.402365
0.600000		0.280447		-376.551653
0.608228		0.280447		-335.819923
0.616456		0.280447		-299.713787
0.624684		0.280447		-267.681164
0.632911		0.280447		-239.239733
0.641139		0.280447		-213.967511
0.649367		0.280447		-191.494792
0.657595		0.280447		-171.497251
0.665823		0.280447		-153.690029
0.674051		0.280447		-137.822633
0.682278		0.280447		-123.674557
0.690506		0.280447		-111.051490
0.698734		0.280447		-99.782036
0.706962		0.280447		-89.714879
0.715190		0.280447		-80.716311
0.723418		0.280447		-72.668092
0.731646		0.280447		-65.465578
0.739873		0.280447		-59.016090
0.748101		0.280447		-53.237492
0.756329		0.280447		-48.056944
0.764557		0.280447		-43.409808
0.772785		0.280447		-39.238693
0.781013		0.280447		-35.492611
0.789241		0.280447		-32.126239
0.797468		0.280447		-29.099269
0.805696		0.280447		-26.375833
0.813924		0.280447		-23.923997
0.822152		0.280447		-21.715318
0.830380		0.280447		-19.724448
0.838608		0.280447		-17.928788
0.846835		0.280447		-16.308177
0.855063		0.280447		-14.844624
0.863291		0.280447		-13.522064
0.871519		0.280447		-12.326146
0.879747		0.280447		-11.244045
0.887975		0.280447		-10.264290
0.896203		0.280447		-9.376623
0.904430		0.280447		-8.571859
0.912658		0.280447		-7.841773
0.920886		0.280447		-7.178998
0.929114		0.280447		-6.576928
0.937342		0.280447		-6.029639
0.945570		0.280447		-5.531813
0.953797		0.280447		-5.078677
0.962025		0.280447		-4.665944
0.970253		0.280447		-4.289760
0.978481		0.280447		-3.946658
0.986709		0.280447		-3.633520
0.994937		0.280447		-3.347537
1.003165		0.280447		-3.086181
1.011392		0.280447		-2.847172
1.019620		0.280447		-2.628454
1.027848		0.280447		-2.428172
1.036076		0.280447		-2.244651
1.044304		0.280447		-2.076377
1.052532		0.280447		-1.921982
1.060759		0.280447		-1.780231
1.068987		0.280447		-1.650002
1.077215		0.280447		-1.530282
1.085443		0.280447		-1.420152
1.093671		0.280447		-1.318780
1.101899		0.280447		-1.225410
1.110127		0.280447		-1.139355
1.118354		0.280447		-1.059994
1.126582		0.280447		-0.986760
1.134810		0.280447		-0.919139
1.143038		0.280447		-0.856661
1.151266		0.280447		-0.798901
1.159494		0.280447		-0.745471
1.167722		0.280447		-0.696015
1.175949		0.280447		-0.650212
1.184177		0.280447		-0.607767
1.192405		0.280447		-0.568410
1.200633		0.280447		-0.531896
1.208861		0.280447		-0.498000
1.217089		0.280447		-0.466516
1.225316		0.280447		-0.437257
1.233544		0.280447		-0.410050
1.241772		0.280447		-0.384736
1.250000		0.280447		-0.361173
0.600000		0.290503		-339.586806
0.608228		0.290503		-302.847076
0.616456		0.290503		-270.280183
0.624684		0.290503		-241.388045
0.632911		0.290503		-215.735518
0.641139		0.290503		-192.941893
0.649367		0.290503		-172.673626
0.657595		0.290503		-154.638119
0.665823		0.290503		-138.578378
0.674051		0.290503		-124.268417
0.682278		0.290503		-111.509303
0.690506		0.290503		-100.125740
0.698734		0.290503		-89.963104
0.706962		0.290503		-80.884889
0.715190		0.290503		-72.770477
0.723418		0.290503		-65.513202
0.731646		0.290503		-59.018666
0.739873		0.290503		-53.203269
0.748101		0.290503		-47.992919
0.756329		0.290503		-43.321911
0.764557		0.290503		-39.131943
0.772785		0.290503		-35.371248
0.781013		0.290503		-31.993836
0.789241		0.290503		-28.958829
0.797468		0.290503		-26.229870
0.805696		0.290503		-23.774611
0.813924		0.290503		-21.564251
0.822152		0.290503		-19.573138
0.830380		0.290503		-17.778413
0.838608		0.290503		-16.159694
0.846835		0.290503		-14.698802
0.855063		0.290503		-13.379511
0.863291		0.290503		-12.187335
0.871519		0.290503		-11.109334
0.879747		0.290503		-10.133943
0.887975		0.290503		-9.250819
0.896203		0.290503		-8.450712
0.904430		0.290503		-7.725340
0.912658		0.290503		-7.067290
0.920886		0.290503		-6.469916
0.929114		0.290503		-5.927263
0.937342		0.290503		-5.433991
0.945570		0.290503		-4.985306
0.953797		0.290503		-4.576905
0.962025		0.290503		-4.204921
0.970253		0.290503		-3.865881
0.978481		0.290503		-3.556660
0.986709		0.290503		-3.274447
0.994937		0.290503		-3.016709
1.003165		0.290503		-2.781169
1.011392		0.290503		-2.565769
1.019620		0.290503		-2.368658
1.027848		0.290503		-2.188163
1.036076		0.290503		-2.022774
1.044304		0.290503		-1.871127
1.052532		0.290503		-1.731989
1.060759		0.290503		-1.604245
1.068987		0.290503		-1.486886
1.077215		0.290503		-1.378997
1.085443		0.290503		-1.279752
1.093671		0.290503		-1.188400
1.101899		0.290503		-1.104258
1.110127		0.290503		-1.026710
1.118354		0.290503		-0.955194
1.126582		0.290503		-0.889200
1.134810		0.290503		-0.828263
1.143038		0.290503		-0.771962
1.151266		0.290503		-0.719913
1.159494		0.290503		-0.671765
1.167722		0.290503		-0.627199
1.175949		0.290503		-0.585924
1.184177		0.290503		-0.547676
1.192405		0.290503		-0.512210
1.200633		0.290503		-0.479307
1.208861		0.290503		-0.448762
1.217089		0.290503		-0.420391
1.225316		0.290503		-0.394025
1.233544		0.290503		-0.369508
1.241772		0.290503		-0.346698
1.250000		0.290503		-0.325464
0.600000		0.300559		-307.368880
0.608228		0.300559		-274.108812
0.616456		0.300559		-244.626907
0.624684		0.300559		-218.472155
0.632911		0.300559		-195.250539
0.641139		0.300559		-174.617329
0.649367		0.300559		-156.270507
0.657595		0.300559		-139.945130
0.665823		0.300559		-125.408495
0.674051		0.300559		-112.455982
0.682278		0.300559		-100.907464
0.690506		0.300559		-90.604218
0.698734		0.300559		-81.406243
0.706962		0.300559		-73.189944
0.715190		0.300559		-65.846110
0.723418		0.300559		-59.278168
0.731646		0.300559		-53.400652
0.739873		0.300559		-48.137871
0.748101		0.300559		-43.422750
0.756329		0.300559		-39.195803
0.764557		0.300559		-35.404248
0.772785		0.300559		-32.001222
0.781013		0.300559		-28.945092
0.789241		0.300559		-26.198853
0.797468		0.300559		-23.729594
0.805696		0.300559		-21.508033
0.813924		0.300559		-19.508101
0.822152		0.300559		-17.706579
0.830380		0.300559		-16.082775
0.838608		0.300559		-14.618243
0.846835		0.300559		-13.296527
0.855063		0.300559		-12.102943
0.863291		0.300559		-11.024381
0.871519		0.300559		-10.049129
0.879747		0.300559		-9.166720
0.887975		0.300559		-8.367795
0.896203		0.300559		-7.643983
0.904430		0.300559		-6.987789
0.912658		0.300559		-6.392504
0.920886		0.300559		-5.852115
0.929114		0.300559		-5.361234
0.937342		0.300559		-4.915028
0.945570		0.300559		-4.509160
0.953797		0.300559		-4.139735
0.962025		0.300559		-3.803256
0.970253		0.300559		-3.496579
0.978481		0.300559		-3.216878
0.986709		0.300559		-2.961609
0.994937		0.300559		-2.728481
1.003165		0.300559		-2.515432
1.011392		0.300559		-2.320603
1.019620		0.300559		-2.142317
1.027848		0.300559		-1.979061
1.036076		0.300559		-1.829470
1.044304		0.300559		-1.692309
1.052532		0.300559		-1.566463
1.060759		0.300559		-1.450923
1.068987		0.300559		-1.344777
1.077215		0.300559		-1.247197
1.085443		0.300559		-1.157435
1.093671		0.300559		-1.074811
1.101899		0.300559		-0.998711
1.110127		0.300559		-0.928573
1.118354		0.300559		-0.863892
1.126582		0.300559		-0.804205
1.134810		0.300559		-0.749092
1.143038		0.300559		-0.698172
1.151266		0.300559		-0.651098
1.159494		0.300559		-0.607552
1.167722		0.300559		-0.567246
1.175949		0.300559		-0.529917
