80
180
L [fm^-1]		aL		c4_vah1 [...]
0.600000		0.200000		24.246759
0.608228		0.200000		21.598675
0.616456		0.200000		19.253777
0.624684		0.200000		17.175682
0.632911		0.200000		15.332613
0.641139		0.200000		13.696776
0.649367		0.200000		12.243831
0.657595		0.200000		10.952434
0.665823		0.200000		9.803851
0.674051		0.200000		8.781616
0.682278		0.200000		7.871246
0.690506		0.200000		7.059988
0.698734		0.200000		6.336602
0.706962		0.200000		5.691172
0.715190		0.200000		5.114947
0.723418		0.200000		4.600194
0.731646		0.200000		4.140077
0.739873		0.200000		3.728549
0.748101		0.200000		3.360256
0.756329		0.200000		3.030456
0.764557		0.200000		2.734946
0.772785		0.200000		2.469997
0.781013		0.200000		2.232304
0.789241		0.200000		2.018929
0.797468		0.200000		1.827265
0.805696		0.200000		1.654995
0.813924		0.200000		1.500056
0.822152		0.200000		1.360616
0.830380		0.200000		1.235044
0.838608		0.200000		1.121886
0.846835		0.200000		1.019849
0.855063		0.200000		0.927778
0.863291		0.200000		0.844644
0.871519		0.200000		0.769530
0.879747		0.200000		0.701617
0.887975		0.200000		0.640172
0.896203		0.200000		0.584541
0.904430		0.200000		0.534140
0.912658		0.200000		0.488445
0.920886		0.200000		0.446990
0.929114		0.200000		0.409354
0.937342		0.200000		0.375161
0.945570		0.200000		0.344076
0.953797		0.200000		0.315797
0.962025		0.200000		0.290051
0.970253		0.200000		0.266597
0.978481		0.200000		0.245215
0.986709		0.200000		0.225709
0.994937		0.200000		0.207901
1.003165		0.200000		0.191633
1.011392		0.200000		0.176762
1.019620		0.200000		0.163158
1.027848		0.200000		0.150704
1.036076		0.200000		0.139297
1.044304		0.200000		0.128840
1.052532		0.200000		0.119248
1.060759		0.200000		0.110444
1.068987		0.200000		0.102357
1.077215		0.200000		0.094925
1.085443		0.200000		0.088089
1.093671		0.200000		0.081799
1.101899		0.200000		0.076005
1.110127		0.200000		0.070667
1.118354		0.200000		0.065745
1.126582		0.200000		0.061203
1.134810		0.200000		0.057010
1.143038		0.200000		0.053136
1.151266		0.200000		0.049555
1.159494		0.200000		0.046243
1.167722		0.200000		0.043177
1.175949		0.200000		0.040338
1.184177		0.200000		0.037707
1.192405		0.200000		0.035268
1.200633		0.200000		0.033005
1.208861		0.200000		0.030905
1.217089		0.200000		0.028954
1.225316		0.200000		0.027140
1.233544		0.200000		0.025454
1.241772		0.200000		0.023886
1.250000		0.200000		0.022425
0.600000		0.210056		23.095290
0.608228		0.210056		20.572893
0.616456		0.210056		18.339299
0.624684		0.210056		16.359850
0.632911		0.210056		14.604276
0.641139		0.210056		13.046101
0.649367		0.210056		11.662139
0.657595		0.210056		10.432061
0.665823		0.210056		9.338018
0.674051		0.210056		8.364328
0.682278		0.210056		7.497193
0.690506		0.210056		6.724466
0.698734		0.210056		6.035439
0.706962		0.210056		5.420668
0.715190		0.210056		4.871816
0.723418		0.210056		4.381519
0.731646		0.210056		3.943263
0.739873		0.210056		3.551288
0.748101		0.210056		3.200496
0.756329		0.210056		2.886368
0.764557		0.210056		2.604901
0.772785		0.210056		2.352545
0.781013		0.210056		2.126150
0.789241		0.210056		1.922917
0.797468		0.210056		1.740364
0.805696		0.210056		1.576283
0.813924		0.210056		1.428710
0.822152		0.210056		1.295900
0.830380		0.210056		1.176298
0.838608		0.210056		1.068521
0.846835		0.210056		0.971335
0.855063		0.210056		0.883642
0.863291		0.210056		0.804462
0.871519		0.210056		0.732921
0.879747		0.210056		0.668237
0.887975		0.210056		0.609714
0.896203		0.210056		0.556730
0.904430		0.210056		0.508726
0.912658		0.210056		0.465205
0.920886		0.210056		0.425721
0.929114		0.210056		0.389876
0.937342		0.210056		0.357310
0.945570		0.210056		0.327704
0.953797		0.210056		0.300770
0.962025		0.210056		0.276249
0.970253		0.210056		0.253911
0.978481		0.210056		0.233546
0.986709		0.210056		0.214968
0.994937		0.210056		0.198007
1.003165		0.210056		0.182514
1.011392		0.210056		0.168350
1.019620		0.210056		0.155393
1.027848		0.210056		0.143532
1.036076		0.210056		0.132667
1.044304		0.210056		0.122708
1.052532		0.210056		0.113573
1.060759		0.210056		0.105188
1.068987		0.210056		0.097486
1.077215		0.210056		0.090407
1.085443		0.210056		0.083897
1.093671		0.210056		0.077906
1.101899		0.210056		0.072388
1.110127		0.210056		0.067304
1.118354		0.210056		0.062616
1.126582		0.210056		0.058290
1.134810		0.210056		0.054296
1.143038		0.210056		0.050607
1.151266		0.210056		0.047196
1.159494		0.210056		0.044042
1.167722		0.210056		0.041122
1.175949		0.210056		0.038418
1.184177		0.210056		0.035913
1.192405		0.210056		0.033590
1.200633		0.210056		0.031435
1.208861		0.210056		0.029434
1.217089		0.210056		0.027576
1.225316		0.210056		0.025849
1.233544		0.210056		0.024243
1.241772		0.210056		0.022749
1.250000		0.210056		0.021358
0.600000		0.220112		22.049421
0.608228		0.220112		19.641182
0.616456		0.220112		17.508681
0.624684		0.220112		15.618830
0.632911		0.220112		13.942725
0.641139		0.220112		12.455089
0.649367		0.220112		11.133785
0.657595		0.220112		9.959400
0.665823		0.220112		8.914896
0.674051		0.220112		7.985298
0.682278		0.220112		7.157434
0.690506		0.220112		6.419704
0.698734		0.220112		5.761886
0.706962		0.220112		5.174962
0.715190		0.220112		4.650974
0.723418		0.220112		4.182889
0.731646		0.220112		3.764490
0.739873		0.220112		3.390276
0.748101		0.220112		3.055380
0.756329		0.220112		2.755488
0.764557		0.220112		2.486777
0.772785		0.220112		2.245859
0.781013		0.220112		2.029725
0.789241		0.220112		1.835705
0.797468		0.220112		1.661428
0.805696		0.220112		1.504785
0.813924		0.220112		1.363903
0.822152		0.220112		1.237115
0.830380		0.220112		1.122936
0.838608		0.220112		1.020046
0.846835		0.220112		0.927268
0.855063		0.220112		0.843552
0.863291		0.220112		0.767963
0.871519		0.220112		0.699666
0.879747		0.220112		0.637916
0.887975		0.220112		0.582048
0.896203		0.220112		0.531467
0.904430		0.220112		0.485641
0.912658		0.220112		0.444095
0.920886		0.220112		0.406402
0.929114		0.220112		0.372183
0.937342		0.220112		0.341094
0.945570		0.220112		0.312832
0.953797		0.220112		0.287120
0.962025		0.220112		0.263712
0.970253		0.220112		0.242387
0.978481		0.220112		0.222946
0.986709		0.220112		0.205211
0.994937		0.220112		0.189020
1.003165		0.220112		0.174230
1.011392		0.220112		0.160709
1.019620		0.220112		0.148340
1.027848		0.220112		0.137017
1.036076		0.220112		0.126646
1.044304		0.220112		0.117138
1.052532		0.220112		0.108418
1.060759		0.220112		0.100413
1.068987		0.220112		0.093061
1.077215		0.220112		0.086304
1.085443		0.220112		0.080089
1.093671		0.220112		0.074369
1.101899		0.220112		0.069102
1.110127		0.220112		0.064249
1.118354		0.220112		0.059773
1.126582		0.220112		0.055644
1.134810		0.220112		0.051832
1.143038		0.220112		0.048310
1.151266		0.220112		0.045054
1.159494		0.220112		0.042043
1.167722		0.220112		0.039256
1.175949		0.220112		0.036674
1.184177		0.220112		0.034283
1.192405		0.220112		0.032065
1.200633		0.220112		0.030008
1.208861		0.220112		0.028098
1.217089		0.220112		0.026324
1.225316		0.220112		0.024675
1.233544		0.220112		0.023143
1.241772		0.220112		0.021716
1.250000		0.220112		0.020389
0.600000		0.230168		21.095305
0.608228		0.230168		18.791206
0.616456		0.230168		16.750929
0.624684		0.230168		14.942813
0.632911		0.230168		13.339205
0.641139		0.230168		11.915919
0.649367		0.230168		10.651773
0.657595		0.230168		9.528197
