101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.168000		0.030000		101.718917
0.169000		0.030000		103.820894
0.170000		0.030000		105.966334
0.171000		0.030000		108.155825
0.172000		0.030000		110.389950
0.173000		0.030000		112.669292
0.174000		0.030000		114.994428
0.175000		0.030000		117.365935
0.176000		0.030000		119.784386
0.177000		0.030000		122.250351
0.178000		0.030000		124.764396
0.179000		0.030000		127.327085
0.180000		0.030000		129.938975
0.181000		0.030000		132.600622
0.182000		0.030000		135.312576
0.183000		0.030000		138.075385
0.184000		0.030000		140.889589
0.185000		0.030000		143.755726
0.186000		0.030000		146.674328
0.187000		0.030000		149.645922
0.188000		0.030000		152.671030
0.189000		0.030000		155.750169
0.190000		0.030000		158.883849
0.191000		0.030000		162.072575
0.192000		0.030000		165.316848
0.193000		0.030000		168.617160
0.194000		0.030000		171.973998
0.195000		0.030000		175.387845
0.196000		0.030000		178.859174
0.197000		0.030000		182.388453
0.198000		0.030000		185.976144
0.199000		0.030000		189.622702
0.200000		0.030000		193.328574
0.100000		0.040000		29.395359
0.101000		0.040000		29.845678
0.102000		0.040000		30.304703
0.103000		0.040000		30.772792
0.104000		0.040000		31.250306
0.105000		0.040000		31.737611
0.106000		0.040000		32.235079
0.107000		0.040000		32.743086
0.108000		0.040000		33.262014
0.109000		0.040000		33.792249
0.110000		0.040000		34.334182
0.111000		0.040000		34.888211
0.112000		0.040000		35.454739
0.113000		0.040000		36.034174
0.114000		0.040000		36.626928
0.115000		0.040000		37.233422
0.116000		0.040000		37.854081
0.117000		0.040000		38.489333
0.118000		0.040000		39.139617
0.119000		0.040000		39.805373
0.120000		0.040000		40.487049
0.121000		0.040000		41.185099
0.122000		0.040000		41.899981
0.123000		0.040000		42.632160
0.124000		0.040000		43.382106
0.125000		0.040000		44.150296
0.126000		0.040000		44.937211
0.127000		0.040000		45.743338
0.128000		0.040000		46.569170
0.129000		0.040000		47.415204
0.130000		0.040000		48.281944
0.131000		0.040000		49.169899
0.132000		0.040000		50.079583
0.133000		0.040000		51.011513
0.134000		0.040000		51.966215
0.135000		0.040000		52.944217
0.136000		0.040000		53.946052
0.137000		0.040000		54.972258
0.138000		0.040000		56.023378
0.139000		0.040000		57.099959
0.140000		0.040000		58.202551
0.141000		0.040000		59.331710
0.142000		0.040000		60.487995
0.143000		0.040000		61.671968
0.144000		0.040000		62.884195
0.145000		0.040000		64.125247
0.146000		0.040000		65.395696
0.147000		0.040000		66.696117
0.148000		0.040000		68.027090
0.149000		0.040000		69.389195
0.150000		0.040000		70.783017
0.151000		0.040000		72.209140
0.152000		0.040000		73.668154
0.153000		0.040000		75.160647
0.154000		0.040000		76.687212
0.155000		0.040000		78.248441
0.156000		0.040000		79.844927
0.157000		0.040000		81.477267
0.158000		0.040000		83.146056
0.159000		0.040000		84.851890
0.160000		0.040000		86.595365
0.161000		0.040000		88.377080
0.162000		0.040000		90.197629
0.163000		0.040000		92.057610
0.164000		0.040000		93.957619
0.165000		0.040000		95.898251
0.166000		0.040000		97.880099
0.167000		0.040000		99.903757
0.168000		0.040000		101.969817
0.169000		0.040000		104.078867
0.170000		0.040000		106.231497
0.171000		0.040000		108.428292
0.172000		0.040000		110.669837
0.173000		0.040000		112.956712
0.174000		0.040000		115.289496
0.175000		0.040000		117.668765
0.176000		0.040000		120.095092
0.177000		0.040000		122.569046
0.178000		0.040000		125.091193
0.179000		0.040000		127.662096
0.180000		0.040000		130.282312
0.181000		0.040000		132.952397
0.182000		0.040000		135.672900
0.183000		0.040000		138.444368
0.184000		0.040000		141.267341
0.185000		0.040000		144.142356
0.186000		0.040000		147.069944
0.187000		0.040000		150.050632
0.188000		0.040000		153.084941
0.189000		0.040000		156.173387
0.190000		0.040000		159.316479
0.191000		0.040000		162.514723
0.192000		0.040000		165.768616
0.193000		0.040000		169.078651
0.194000		0.040000		172.445315
0.195000		0.040000		175.869088
0.196000		0.040000		179.350442
0.197000		0.040000		182.889846
0.198000		0.040000		186.487760
0.199000		0.040000		190.144638
0.200000		0.040000		193.860925
0.100000		0.050000		29.410271
0.101000		0.050000		29.861723
0.102000		0.050000		30.321943
0.103000		0.050000		30.791291
0.104000		0.050000		31.270130
0.105000		0.050000		31.758828
0.106000		0.050000		32.257760
0.107000		0.050000		32.767303
0.108000		0.050000		33.287841
0.109000		0.050000		33.819761
0.110000		0.050000		34.363459
0.111000		0.050000		34.919333
0.112000		0.050000		35.487788
0.113000		0.050000		36.069234
0.114000		0.050000		36.664086
0.115000		0.050000		37.272765
0.116000		0.050000		37.895699
0.117000		0.050000		38.533319
0.118000		0.050000		39.186064
0.119000		0.050000		39.854377
0.120000		0.050000		40.538709
0.121000		0.050000		41.239513
0.122000		0.050000		41.957251
0.123000		0.050000		42.692390
0.124000		0.050000		43.445401
0.125000		0.050000		44.216763
0.126000		0.050000		45.006958
0.127000		0.050000		45.816476
0.128000		0.050000		46.645811
0.129000		0.050000		47.495463
0.130000		0.050000		48.365936
0.131000		0.050000		49.257741
0.132000		0.050000		50.171393
0.133000		0.050000		51.107413
0.134000		0.050000		52.066326
0.135000		0.050000		53.048662
0.136000		0.050000		54.054957
0.137000		0.050000		55.085749
0.138000		0.050000		56.141582
0.139000		0.050000		57.223006
0.140000		0.050000		58.330571
0.141000		0.050000		59.464835
0.142000		0.050000		60.626357
0.143000		0.050000		61.815702
0.144000		0.050000		63.033436
0.145000		0.050000		64.280131
0.146000		0.050000		65.556361
0.147000		0.050000		66.862701
0.148000		0.050000		68.199732
0.149000		0.050000		69.568036
0.150000		0.050000		70.968197
0.151000		0.050000		72.400803
0.152000		0.050000		73.866441
0.153000		0.050000		75.365702
0.154000		0.050000		76.899179
0.155000		0.050000		78.467465
0.156000		0.050000		80.071154
0.157000		0.050000		81.710842
0.158000		0.050000		83.387125
0.159000		0.050000		85.100600
0.160000		0.050000		86.851864
0.161000		0.050000		88.641514
0.162000		0.050000		90.470147
0.163000		0.050000		92.338360
0.164000		0.050000		94.246749
0.165000		0.050000		96.195908
0.166000		0.050000		98.186432
0.167000		0.050000		100.218915
0.168000		0.050000		102.293947
0.169000		0.050000		104.412118
0.170000		0.050000		106.574017
0.171000		0.050000		108.780228
0.172000		0.050000		111.031337
0.173000		0.050000		113.327923
0.174000		0.050000		115.670566
0.175000		0.050000		118.059840
0.176000		0.050000		120.496318
0.177000		0.050000		122.980569
0.178000		0.050000		125.513158
0.179000		0.050000		128.094647
0.180000		0.050000		130.725594
0.181000		0.050000		133.406552
0.182000		0.050000		136.138072
0.183000		0.050000		138.920698
0.184000		0.050000		141.754970
0.185000		0.050000		144.641424
0.186000		0.050000		147.580591
0.187000		0.050000		150.572996
0.188000		0.050000		153.619159
0.189000		0.050000		156.719595
0.190000		0.050000		159.874813
0.191000		0.050000		163.085317
0.192000		0.050000		166.351604
0.193000		0.050000		169.674164
0.194000		0.050000		173.053485
0.195000		0.050000		176.490043
0.196000		0.050000		179.984312
0.197000		0.050000		183.536757
0.198000		0.050000		187.147838
0.199000		0.050000		190.818007
0.200000		0.050000		194.547709
0.100000		0.060000		29.428799
0.101000		0.060000		29.881651
0.102000		0.060000		30.343349
0.103000		0.060000		30.814253
0.104000		0.060000		31.294730
0.105000		0.060000		31.785150
0.106000		0.060000		32.285890
0.107000		0.060000		32.797330
0.108000		0.060000		33.319855
0.109000		0.060000		33.853858
0.110000		0.060000		34.399733
0.111000		0.060000		34.957884
0.112000		0.060000		35.528716
0.113000		0.060000		36.112642
0.114000		0.060000		36.710080
0.115000		0.060000		37.321454
0.116000		0.060000		37.947193
0.117000		0.060000		38.587732
0.118000		0.060000		39.243510
0.119000		0.060000		39.914975
0.120000		0.060000		40.602577
0.121000		0.060000		41.306775
0.122000		0.060000		42.028031
0.123000		0.060000		42.766814
0.124000		0.060000		43.523599
0.125000		0.060000		44.298866
0.126000		0.060000		45.093100
0.127000		0.060000		45.906791
0.128000		0.060000		46.740437
0.129000		0.060000		47.594540
0.130000		0.060000		48.469605
0.131000		0.060000		49.366147
0.132000		0.060000		50.284681
0.133000		0.060000		51.225730
0.134000		0.060000		52.189822
0.135000		0.060000		53.177488
0.136000		0.060000		54.189265
0.137000		0.060000		55.225695
0.138000		0.060000		56.287323
0.139000		0.060000		57.374698
0.140000		0.060000		58.488375
0.141000		0.060000		59.628912
0.142000		0.060000		60.796871
0.143000		0.060000		61.992815
0.144000		0.060000		63.217315
0.145000		0.060000		64.470943
0.146000		0.060000		65.754273
0.147000		0.060000		67.067883
0.148000		0.060000		68.412355
0.149000		0.060000		69.788271
0.150000		0.060000		71.196218
0.151000		0.060000		72.636782
0.152000		0.060000		74.110554
0.153000		0.060000		75.618124
0.154000		0.060000		77.160086
0.155000		0.060000		78.737034
0.156000		0.060000		80.349564
0.157000		0.060000		81.998270
0.158000		0.060000		83.683751
0.159000		0.060000		85.406603
0.160000		0.060000		87.167425
0.161000		0.060000		88.966812
0.162000		0.060000		90.805363
0.163000		0.060000		92.683675
0.164000		0.060000		94.602343
0.165000		0.060000		96.561964
0.166000		0.060000		98.563131
0.167000		0.060000		100.606437
0.168000		0.060000		102.692474
0.169000		0.060000		104.821832
