100
100
T [fm^-1]		muB [fm^-1]		c4_df14 [fm^5]
0.686667		0.192323		0.862965
0.689091		0.192323		0.832962
0.691515		0.192323		0.804068
0.693939		0.192323		0.776240
0.696364		0.192323		0.749438
0.698788		0.192323		0.723621
0.701212		0.192323		0.698752
0.703636		0.192323		0.674793
0.706061		0.192323		0.651711
0.708485		0.192323		0.629470
0.710909		0.192323		0.608039
0.713333		0.192323		0.587387
0.715758		0.192323		0.567484
0.718182		0.192323		0.548302
0.720606		0.192323		0.529812
0.723030		0.192323		0.511989
0.725455		0.192323		0.494807
0.727879		0.192323		0.478241
0.730303		0.192323		0.462270
0.732727		0.192323		0.446869
0.735152		0.192323		0.432018
0.737576		0.192323		0.417696
0.740000		0.192323		0.403883
0.742424		0.192323		0.390560
0.744848		0.192323		0.377708
0.747273		0.192323		0.365310
0.749697		0.192323		0.353349
0.752121		0.192323		0.341808
0.754545		0.192323		0.330673
0.756970		0.192323		0.319927
0.759394		0.192323		0.309557
0.761818		0.192323		0.299549
0.764242		0.192323		0.289888
0.766667		0.192323		0.280563
0.769091		0.192323		0.271561
0.771515		0.192323		0.262871
0.773939		0.192323		0.254480
0.776364		0.192323		0.246378
0.778788		0.192323		0.238554
0.781212		0.192323		0.230998
0.783636		0.192323		0.223700
0.786061		0.192323		0.216652
0.788485		0.192323		0.209843
0.790909		0.192323		0.203266
0.793333		0.192323		0.196911
0.795758		0.192323		0.190772
0.798182		0.192323		0.184839
0.800606		0.192323		0.179106
0.803030		0.192323		0.173566
0.805455		0.192323		0.168211
0.807879		0.192323		0.163035
0.810303		0.192323		0.158032
0.812727		0.192323		0.153195
0.815152		0.192323		0.148519
0.817576		0.192323		0.143998
0.820000		0.192323		0.139626
0.580000		0.219798		5.025620
0.582424		0.219798		4.834101
0.584848		0.219798		4.650257
0.587273		0.219798		4.473766
0.589697		0.219798		4.304320
0.592121		0.219798		4.141624
0.594545		0.219798		3.985398
0.596970		0.219798		3.835371
0.599394		0.219798		3.691287
0.601818		0.219798		3.552900
0.604242		0.219798		3.419973
0.606667		0.219798		3.292281
0.609091		0.219798		3.169609
0.611515		0.219798		3.051751
0.613939		0.219798		2.938508
0.616364		0.219798		2.829692
0.618788		0.219798		2.725122
0.621212		0.219798		2.624625
0.623636		0.219798		2.528034
0.626061		0.219798		2.435192
0.628485		0.219798		2.345945
0.630909		0.219798		2.260149
0.633333		0.219798		2.177664
0.635758		0.219798		2.098356
0.638182		0.219798		2.022097
0.640606		0.219798		1.948764
0.643030		0.219798		1.878241
0.645455		0.219798		1.810415
0.647879		0.219798		1.745177
0.650303		0.219798		1.682425
0.652727		0.219798		1.622059
0.655152		0.219798		1.563984
0.657576		0.219798		1.508110
0.660000		0.219798		1.454349
0.662424		0.219798		1.402617
0.664848		0.219798		1.352834
0.667273		0.219798		1.304923
0.669697		0.219798		1.258811
0.672121		0.219798		1.214427
0.674545		0.219798		1.171703
0.676970		0.219798		1.130574
0.679394		0.219798		1.090977
0.681818		0.219798		1.052852
0.684242		0.219798		1.016143
0.686667		0.219798		0.980794
0.689091		0.219798		0.946752
0.691515		0.219798		0.913966
0.693939		0.219798		0.882389
0.696364		0.219798		0.851972
