     325  K2*1430(+)            1.43000   0.10000  5  0  1  0  0  2  1 10
     325  2  0.333           311     211       0       0       0
     325  2  0.167           321     111       0       0       0
     325  2  0.167           313     211       0       0       0
     325  2  0.083           323     111       0       0       0
     325  2  0.060           311     213       0       0       0
     325  2  0.030           321     113       0       0       0
     325  2  0.030           321     223       0       0       0
     325  3  0.065           323     211    -211       0       0
     325  3  0.043           313     211     111       0       0
     325  3  0.022           323     111     111       0       0
    -325  K2*1430(-)            1.43000   0.10000  5  0 -1  0  0  2 -1 10
    -325  2  0.333          -311    -211       0       0       0
    -325  2  0.167          -321     111       0       0       0
    -325  2  0.167          -313    -211       0       0       0
    -325  2  0.083          -323     111       0       0       0
    -325  2  0.060          -311    -213       0       0       0
    -325  2  0.030          -321     113       0       0       0
    -325  2  0.030          -321     223       0       0       0
    -325  3  0.065          -323     211    -211       0       0
    -325  3  0.043          -313    -211     111       0       0
    -325  3  0.022          -323     111     111       0       0
     315  K2*1430(0)            1.43000   0.10000  5  0  1  0  0  2  0 10
     315  2  0.333           321    -211       0       0       0
     315  2  0.167           311     111       0       0       0
     315  2  0.167           323    -211       0       0       0
     315  2  0.083           313     111       0       0       0
     315  2  0.060           321    -213       0       0       0
     315  2  0.030           311     113       0       0       0
     315  2  0.030           311     223       0       0       0
     315  3  0.065           313     211    -211       0       0
     315  3  0.043           323    -211     111       0       0
     315  3  0.022           313     111     111       0       0
    -315  Anti-K2*1430(0)       1.43000   0.10000  5  0 -1  0  0  2  0 10
    -315  2  0.333          -321     211       0       0       0
    -315  2  0.167          -311     111       0       0       0
    -315  2  0.167          -323     211       0       0       0
    -315  2  0.083          -313     111       0       0       0
    -315  2  0.060          -321     213       0       0       0
    -315  2  0.030          -311     113       0       0       0
    -315  2  0.030          -311     223       0       0       0
    -315  3  0.065          -313     211    -211       0       0
    -315  3  0.043          -323     211     111       0       0
    -315  3  0.022          -313     111     111       0       0
   12212  p-1440                  1.44000   0.35000  2  1  0  0  0  2  1  8
   12212  2  0.433          2112     211       0       0       0
   12212  2  0.217          2212     111       0       0       0
   12212  2  0.125          2224    -211       0       0       0
   12212  2  0.083          2214     111       0       0       0
   12212  2  0.042          2114     211       0       0       0
   12212  3  0.050          2212     211    -211       0       0
   12212  3  0.033          2112     211     111       0       0
   12212  3  0.017          2212     111     111       0       0
   12112  n-1440                  1.44000   0.35000  2  1  0  0  0  2  0  8
   12112  2  0.433          2212    -211       0       0       0
   12112  2  0.217          2112     111       0       0       0
   12112  2  0.125          1114     211       0       0       0
   12112  2  0.083          2114     111       0       0       0
   12112  2  0.042          2214    -211       0       0       0
   12112  3  0.050          2112     211    -211       0       0
   12112  3  0.033          2212    -211     111       0       0
   12112  3  0.017          2112     111     111       0       0
  100213  rho1450(+)           1.46500   0.31000  3  0  0  0  0  3  1  3
  100213  2  0.500           211     111       0       0       0
  100213  4  0.400           211     211    -211     111       0
  100213  4  0.100           211     111     111     111       0
  100113  rho1450(0)           1.46500   0.31000  3  0  0  0  0  3  0  3
  100113  2  0.500           211    -211       0       0       0
  100113  4  0.300           211    -211     111     111       0
  100113  4  0.200           211     211    -211    -211       0
 -100213  rho1450(-)           1.46500   0.31000  3  0  0  0  0  3 -1  3
 -100213  2  0.500          -211     111       0       0       0
 -100213  4  0.400          -211     211    -211     111       0
 -100213  4  0.100          -211     111     111     111       0
   10211  a01450(+)             1.47400   0.26500  1  0  0  0  0  3  1  4
   10211  2  0.077           221     211       0       0       0
   10211  2  0.027           331     211       0       0       0
   10211  2  0.068           321    -311       0       0       0
   10211  3  0.828           223     211     111       0       0
   10111  a01450(0)             1.47400   0.26500  1  0  0  0  0  3  0  6
   10111  2  0.077           221     111       0       0       0
   10111  2  0.027           331     111       0       0       0
   10111  2  0.034           321    -321       0       0       0
   10111  2  0.034           311    -311       0       0       0
   10111  3  0.552           223     211    -211       0       0
   10111  3  0.276           223     111     111       0       0
  -10211  a01450(-)             1.47400   0.26500  1  0  0  0  0  3 -1  4
  -10211  2  0.077           221    -211       0       0       0
  -10211  2  0.027           331    -211       0       0       0
  -10211  2  0.068          -321     311       0       0       0
  -10211  3  0.828           223    -211     111       0       0
    2124  p-1520                  1.51500   0.12000  4  1  0  0  0  2  1 10
    2124  2  0.400          2112     211       0       0       0
    2124  2  0.200          2212     111       0       0       0
    2124 -2  0.100          2112     213       0       0       0
    2124 -2  0.050          2212     113       0       0       0
    2124  3  0.025          2212     211    -211       0       0
    2124  3  0.008          2212     111     111       0       0
    2124  3  0.017          2112     211     111       0       0
    2124  2  0.100          2224    -211       0       0       0
    2124  2  0.067          2214     111       0       0       0
    2124  2  0.033          2114     211       0       0       0
    1214  n-1520                  1.51500   0.12000  4  1  0  0  0  2  0 10
    1214  2  0.400          2212    -211       0       0       0
    1214  2  0.200          2112     111       0       0       0
    1214 -2  0.100          2212    -213       0       0       0
    1214 -2  0.050          2112     113       0       0       0
    1214  3  0.025          2112     211    -211       0       0
    1214  3  0.008          2112     111     111       0       0
    1214  3  0.017          2212    -211     111       0       0
    1214  2  0.100          1114     211       0       0       0
    1214  2  0.067          2114     111       0       0       0
    1214  2  0.033          2214    -211       0       0       0
    3124  Lambda1520             1.52000   0.01600  4  1 -1  0  0  1  0  9
    3124  2  0.225          2212    -321       0       0       0
    3124  2  0.225          2112    -311       0       0       0
    3124  2  0.143          3222    -211       0       0       0
    3124  2  0.144          3212     111       0       0       0
    3124  2  0.143          3112     211       0       0       0
    3124 -2  0.037          3224    -211       0       0       0
    3124 -2  0.036          3214     111       0       0       0
    3124 -2  0.037          3114     211       0       0       0
    3124  2  0.010          3122      22       0       0       0
     335  f2prime1525           1.52500   0.07600  5  0  0  0  0  1  0  5
     335  2  0.007           211    -211       0       0       0
     335  2  0.003           111     111       0       0       0
     335  2  0.100           221     221       0       0       0
     335  2  0.445           321    -321       0       0       0
     335  2  0.445           311    -311       0       0       0
    3324  Xsi(0)1530            1.53200   0.00900  4  1 -2  0  0  2  0  3
    3324  2  0.020          3322      22       0       0       0
    3324  2  0.653          3312     211       0       0       0
    3324  2  0.327          3322     111       0       0       0
    3314  Xsi(-)1530            1.53200   0.00900  4  1 -2  0  0  2 -1  3
    3314  2  0.020          3312      22       0       0       0
    3314  2  0.653          3322    -211       0       0       0
    3314  2  0.327          3312     111       0       0       0
   22212  p-1535                  1.55000   0.14000  2  1  0  0  0  2  1  8
   22212  2  0.400          2112     211       0       0       0
   22212  2  0.200          2212     111       0       0       0
   22212  2  0.300          2212     221       0       0       0
   22212  3  0.025          2212     211    -211       0       0
   22212  3  0.008          2212     111     111       0       0
   22212  3  0.017          2112     211     111       0       0
   22212 -2  0.033         12112     211       0       0       0
   22212 -2  0.017         12212     111       0       0       0
   22112  n-1535                  1.55000   0.14000  2  1  0  0  0  2  0  8
   22112  2  0.400          2212    -211       0       0       0
   22112  2  0.200          2112     111       0       0       0
   22112  2  0.300          2112     221       0       0       0
   22112  3  0.025          2112     211    -211       0       0
   22112  3  0.008          2112     111     111       0       0
   22112  3  0.017          2212    -211     111       0       0
   22112 -2  0.033         12212    -211       0       0       0
   22112 -2  0.017         12112     111       0       0       0
   23122  Lambda1600             1.60000   0.15000  2  1 -1  0  0  1  0  5
   23122  2  0.175          2212    -321       0       0       0
   23122  2  0.175          2112    -311       0       0       0
   23122  2  0.217          3222    -211       0       0       0
   23122  2  0.216          3212     111       0       0       0
   23122  2  0.217          3112     211       0       0       0
   32212  p-1650                  1.64500   0.16000  2  1  0  0  0  2  1 16
   32212  2  0.400          2112     211       0       0       0
   32212  2  0.200          2212     111       0       0       0
   32212  2  0.060          2212     221       0       0       0
   32212 -2  0.040          2112     213       0       0       0
   32212 -2  0.020          2212     113       0       0       0
